,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999
20,1364.93,1261.67,921.66,1209.1,1384.98,1249.25,942.52,1237.58,1418.02,1070.05,1060.74,1219.1,1077.18,1060.94,1264.6,1300.69,1017.29,1111.9,1339.55,1079.36,1031.7,1443.23,1119.02,1240.4,1384.83,1336.04,1471.02,1480.93,1631.37,980.35,756.54,1051.98,1709.68,1128.08,1368.26,1560.02,1038.13,1046.5,1276.28,1052.46,1126.86,1107.77,1453.27,1244.48,1386.87,1072.41,1067.59,1191.01,1184.64,1380.54,1408.28,1257.27,1092.98,1397.73,1576.05,1261.65,1084.12,1268.27,1307.1,1096.91,1287.28,1017.8,1276.08,1291.63,1218.17,1002.77,1243.99,1235.97,1083.99,1032.94,1267.21,1222.14,1097.6,781.55,1167.82,1333.69,1093.09,1232.47,1278.27,1374.35,1111.14,1162.5,1455.01,1203.23,1246.47,1347.19,1418.63,1113.59,1405.09,1093.55,1262.44,1224.72,1218.6,1161.9,1358.31,1325.3,1453.21,1223.73,1272.88,1200.35
21,1409.49,1279.9,950.08,1343.82,1465.4,1270.16,894.49,1314.59,1484.8,1182.47,1127.97,1277.46,1102.36,1122.01,1399.03,1404.67,1022.02,1224.84,1473.49,1142.75,1108.62,1538.97,1163.79,1285.73,1494.32,1366.29,1509.01,1572.99,1513.02,897.57,708.6,961.22,1599.98,1198.18,1466.61,1705.54,939.64,1230.32,1350.51,1124.42,1141.92,1256.17,1501.49,1337.75,1507.81,1107.07,1157.36,1286.51,1279.31,1504.03,1464.39,1291.84,1189.1,1492.91,1554.77,1304.9,1072.71,1381.83,1365.36,1133.44,1361.19,1042.96,1338.6,1374.05,1305.84,1052.62,1301.11,1326.94,1155.18,1115.87,1298.41,1283.35,1202.32,857.21,1284.46,1346.32,1123.62,1252.51,1289.3,1477.68,1187.04,1326.46,1520.61,1253.83,1321.75,1401.76,1299.71,1213.89,1465.13,1122.76,1320.68,1265.44,1290.31,1212.37,1427.11,1438.1,1533.97,1296.18,1311.92,1190.79
22,1501.74,1288.57,1013.73,1480.3,1517.58,1357.66,899.49,1468.83,1538.47,1242.11,1236.56,1323.75,1134.25,1183.24,1511.45,1500.66,995.61,1321.1,1491.27,1144.06,1233.68,1522.66,1262.65,1423.13,1604.74,1446.81,1606.39,1744.19,1157.92,888.48,779.94,1013.41,1702.14,1294.23,1670.28,1816.03,913.05,1292.09,1386.49,1213.77,1148.64,1340.14,1491.7,1389.56,1620.01,1162.71,1204.28,1273.78,1360.97,1565.6,1485.82,1397.01,1278.54,1615.32,1724.42,1351.03,1108.18,1485.5,1430.73,1231.39,1484.68,1177.93,1390.18,1443.31,1376.36,1167.38,1317.86,1407.49,1223.11,1174.11,1295.05,1409.58,1171.95,947.15,1367.63,1397.0,1190.97,1237.12,1340.72,1604.24,1280.62,1444.43,1558.42,1326.47,1466.01,1509.11,1188.76,1244.08,1493.4,1213.75,1376.75,1357.73,1346.28,1263.54,1517.97,1569.48,1571.58,1500.5,1465.06,1237.1
23,1537.63,1317.87,1123.83,1556.03,1616.94,1405.29,1009.69,1564.91,1618.8,1267.08,1303.6,1335.56,1194.41,1191.52,1576.49,1500.89,1023.78,1357.68,1508.98,1099.07,1342.05,1582.43,1370.03,1565.69,1694.38,1543.2,1707.33,1812.51,1266.79,885.77,684.24,1040.87,1798.82,1364.31,1731.19,1845.61,958.84,1313.51,1413.81,1223.9,1133.47,1410.59,1574.88,1482.91,1709.77,1259.83,1245.86,1327.4,1462.61,1624.4,1597.25,1518.25,1358.78,1753.91,1802.27,1432.29,1167.68,1574.67,1538.06,1321.87,1558.47,1290.81,1480.65,1476.83,1429.19,1231.98,1416.47,1482.17,1214.65,1318.0,1447.68,1499.34,1144.23,941.81,1406.64,1507.83,1245.73,1317.74,1457.97,1639.36,1352.13,1520.54,1612.15,1372.48,1602.41,1591.69,1227.98,1330.15,1591.65,1327.81,1446.0,1459.84,1414.6,1305.88,1627.21,1644.86,1670.38,1620.31,1563.73,1250.11
24,1639.73,1455.41,1211.41,1658.94,1742.42,1431.0,1123.74,1638.81,1651.37,1367.61,1373.42,1392.05,1314.67,1282.09,1619.23,1534.06,1160.66,1419.58,1563.31,1219.83,1409.88,1675.29,1486.75,1702.79,1790.69,1601.79,1783.42,2019.29,1353.55,981.9,740.11,1153.64,1974.59,1432.56,1898.16,1974.1,1054.24,1360.02,1474.08,1295.56,1227.06,1568.81,1697.36,1597.68,1848.48,1334.47,1296.97,1412.45,1565.09,1821.91,1723.29,1596.32,1464.18,1855.79,1820.26,1466.97,1258.82,1706.89,1576.84,1459.55,1564.51,1409.48,1594.6,1582.82,1521.3,1347.99,1478.77,1483.18,1269.67,1437.29,1577.03,1577.37,1227.28,1090.97,1609.4,1561.91,1263.83,1437.96,1570.79,1702.01,1346.6,1645.15,1701.04,1502.38,1677.44,1764.64,1345.32,1441.61,1617.62,1380.81,1619.57,1524.59,1502.82,1401.99,1692.56,1763.1,1737.12,1767.92,1624.45,1318.74
25,1722.52,1513.88,1245.08,1802.31,1797.34,1451.83,1149.18,1658.73,1658.88,1460.8,1429.44,1409.14,1401.78,1332.83,1664.88,1514.29,1269.83,1496.55,1499.42,1280.82,1512.28,1820.22,1563.93,1787.9,1863.53,1703.78,1830.64,2098.72,1510.03,1129.34,801.93,1079.03,2194.94,1455.86,2078.98,2103.86,1096.43,1415.98,1532.99,1280.16,1257.35,1736.19,1755.48,1722.11,1922.23,1456.58,1298.88,1425.78,1668.51,1965.49,1761.9,1645.93,1567.48,1989.38,1900.66,1468.38,1330.58,1747.06,1580.22,1588.69,1658.15,1495.52,1681.7,1661.44,1577.05,1463.15,1475.71,1542.05,1289.61,1562.1,1673.82,1585.42,1257.92,1278.11,1741.78,1585.95,1313.38,1484.54,1705.05,1710.31,1382.05,1744.0,1673.37,1655.44,1839.11,1945.28,1454.73,1553.79,1637.71,1610.88,1672.03,1614.53,1564.21,1520.5,1858.8,1905.35,1914.99,1829.35,1645.3,1351.89
26,1793.02,1519.69,1309.21,1923.3,1819.71,1371.07,1267.71,1751.37,1770.51,1511.82,1541.27,1450.25,1443.34,1437.8,1728.76,1634.02,1315.19,1615.62,1680.25,1316.85,1642.06,1921.71,1603.26,1809.88,1803.11,1800.93,2001.9,2205.59,1637.35,1220.12,874.06,1145.14,2149.1,1428.27,2193.17,2171.35,1089.05,1482.46,1593.16,1358.36,1256.82,1870.84,1876.88,1790.24,1931.58,1463.29,1387.44,1510.33,1754.69,2005.27,1838.01,1724.72,1671.99,2042.91,2104.67,1555.69,1426.79,1860.39,1625.04,1707.34,1726.58,1556.38,1780.39,1729.79,1576.28,1565.88,1514.27,1573.9,1379.36,1670.67,1781.88,1625.82,1380.86,1407.29,1818.79,1647.56,1379.48,1583.22,1612.34,1846.23,1404.81,1876.32,1743.53,1709.72,2019.22,2095.73,1566.31,1613.72,1746.28,1724.38,1717.03,1713.16,1603.63,1623.58,1917.55,1955.7,2082.7,1947.31,1775.27,1286.1
27,1924.94,1523.11,1411.53,1967.55,1862.38,1446.27,1408.7,1902.14,1795.72,1574.13,1660.5,1517.84,1476.65,1620.16,1779.17,1679.85,1374.6,1743.44,1737.46,1393.56,1816.61,1923.82,1635.97,1860.9,1821.58,1917.01,2201.94,2261.29,1813.54,1166.09,718.75,1343.33,2256.23,1609.05,2265.07,2108.2,1111.71,1355.81,1679.12,1384.54,1273.53,2006.5,1913.95,1906.47,2129.09,1475.43,1568.58,1579.22,1878.6,2107.46,1904.27,1707.2,1811.62,2185.59,2199.33,1661.0,1502.64,1960.19,1714.31,1821.57,1736.46,1699.53,1874.16,1820.27,1693.27,1660.88,1697.64,1673.68,1402.27,1796.91,1867.67,1660.81,1373.87,1491.64,1901.93,1689.65,1511.58,1685.68,1655.3,1933.41,1547.48,2020.19,1815.17,1790.38,2138.83,2139.81,1614.42,1736.03,1812.37,1827.3,1784.3,1751.91,1610.44,1740.39,1984.06,1949.59,2218.41,2095.39,1864.11,1354.8
28,1989.03,1560.71,1449.19,1936.22,1879.82,1462.72,1557.65,2037.19,1834.78,1678.77,1728.21,1544.31,1555.82,1650.56,1890.18,1692.82,1493.5,1940.71,1695.9,1508.77,1961.43,1901.83,1701.36,1993.97,1905.76,2056.1,2342.26,2365.58,1770.0,1115.96,692.42,1817.91,2090.8,1809.75,2210.8,2081.98,1192.33,1476.35,1509.22,1423.87,1360.8,2159.24,2019.9,2050.89,2202.98,1516.91,1717.96,1638.56,2016.96,2183.43,1975.72,1787.35,1956.94,2246.31,2197.64,1795.22,1620.85,2058.47,1765.74,1907.94,1669.75,1802.09,1960.37,1915.47,1667.9,1758.9,1805.22,1797.24,1300.73,1838.87,1915.27,1679.1,1397.52,1658.46,1956.93,1753.28,1660.69,1715.04,1804.25,1963.6,1619.07,2174.83,1872.91,1903.58,2212.21,2206.19,1640.26,1872.6,1947.13,1886.47,1885.06,1827.63,1690.72,1863.33,2094.87,2197.69,2276.0,2155.92,1872.07,1514.97
29,2045.89,1539.53,1520.36,2028.53,1974.08,1482.8,1629.64,2144.39,1813.39,1783.33,1797.99,1533.43,1617.91,1739.95,1980.02,1800.92,1569.02,2066.95,1737.19,1454.34,2014.36,1899.28,1806.44,2102.45,2070.93,2154.59,2294.95,2481.58,1653.44,1146.75,660.95,2211.1,2189.88,1950.33,2377.27,2072.84,1291.44,1572.29,1444.35,1547.3,1504.9,2270.13,2189.49,2159.61,2257.83,1641.32,1862.09,1617.37,2124.36,2220.09,2104.27,1792.3,2044.12,2450.72,2254.25,1894.06,1729.4,2108.16,1901.21,1949.22,1534.57,1868.68,2015.83,1888.87,1720.77,1803.39,1922.71,1767.34,1359.56,1871.08,1988.04,1707.0,1466.71,1770.8,2037.65,1832.1,1734.75,1820.45,1994.81,2043.44,1592.84,2276.56,1899.61,2015.45,2346.03,2370.82,1804.94,2000.8,2073.38,1955.79,1921.74,1906.56,1772.72,1987.14,2185.06,2380.95,2341.37,2205.0,1995.94,1539.93
30,2162.94,1534.68,1655.16,2163.19,1990.78,1611.28,1761.85,2246.3,1788.91,1845.64,1870.16,1625.33,1595.07,1803.69,2023.18,1822.56,1655.94,2209.33,1807.14,1521.49,2101.56,1906.0,1965.22,2234.72,2232.77,2275.26,2383.17,2778.2,1685.75,1255.79,767.7,2465.98,2154.35,2125.54,2591.91,2271.82,1631.2,1681.14,1565.03,1701.61,1635.9,2390.27,2319.94,2184.43,2261.25,1817.83,1886.88,1784.94,2039.7,2336.45,2239.64,1890.21,2200.48,2705.36,2449.97,2002.03,1846.95,2262.49,1920.62,2011.22,1640.5,1907.63,2160.73,1953.44,1783.64,1903.13,1986.25,1752.94,1429.49,1924.69,2040.28,1790.97,1355.69,1841.23,2156.16,1918.89,1796.08,1909.66,2159.5,2063.44,1659.28,2355.63,1944.25,2124.66,2365.12,2509.37,1861.75,2121.14,2139.56,2034.1,2022.25,1970.34,1825.77,2122.45,2169.52,2583.75,2511.42,2370.21,2076.11,1559.95
31,2292.1,1552.45,1782.87,2315.23,2212.14,1555.48,1910.69,2372.68,1904.58,1824.71,1985.02,1741.07,1665.58,1953.71,2111.04,1840.57,1746.07,2129.79,1806.48,1574.12,2255.75,1988.73,2107.35,2338.22,2396.02,2471.62,2533.53,3010.0,1732.59,1285.44,1256.17,2411.2,2138.98,2343.52,2715.43,2367.86,1711.5,1725.0,1670.58,1765.27,1699.04,2341.35,2357.21,2262.76,2286.0,1850.98,1900.84,1924.39,2241.56,2517.96,2322.33,1970.18,2317.16,2759.62,2505.33,1957.09,1986.89,2317.66,2012.73,2153.41,1754.53,2029.9,2196.05,2058.72,1739.66,2002.09,2009.18,1810.34,1540.57,1957.1,2182.42,1823.22,1364.78,1770.53,2206.25,1940.2,1994.76,2071.01,2299.84,2142.96,1735.34,2359.92,2191.49,2146.8,2483.04,2737.95,1891.22,2286.13,2028.99,2152.82,2104.44,2068.75,1946.55,2196.26,2300.78,2655.59,2394.62,2341.04,2158.87,1589.41
32,2367.29,1582.82,1933.99,2392.41,2352.19,1608.41,1959.81,2446.14,1988.88,1792.31,2066.27,1829.11,1736.25,2099.67,2272.41,1823.5,1810.95,2237.92,1945.9,1687.21,2389.29,2074.76,2159.31,2466.47,2506.26,2687.72,2787.45,3202.97,1801.25,1154.1,1455.23,2461.72,2157.28,2464.59,2818.07,2095.78,1701.5,1985.12,1815.38,1843.45,1790.61,2465.23,2390.07,2492.25,2009.81,1871.97,1949.94,2023.9,2398.63,2661.22,2358.31,1949.1,2444.81,2958.06,2488.54,1944.08,2109.76,2292.06,2018.8,2203.97,1806.28,2153.02,2303.01,2197.56,1744.07,2098.79,2144.42,1884.65,1704.43,2069.87,2217.82,1923.4,1284.31,1817.4,2324.09,1979.14,2065.45,2166.33,2429.31,2022.3,2015.24,2502.7,2285.7,2167.66,2483.06,2715.66,1991.41,2359.4,2000.72,2208.66,2175.21,2160.2,2025.55,2342.83,2411.22,2750.62,2336.89,2389.32,2197.54,1466.24
33,2360.48,1599.27,2121.05,2496.84,2350.11,1497.17,2055.48,2527.31,2154.57,1873.82,2133.06,1840.53,1807.26,2290.93,2417.87,1796.36,1965.2,2429.28,2021.89,1783.75,2517.13,2117.25,2203.9,2623.23,2521.63,2718.14,2917.17,2928.35,1614.51,1061.29,1316.96,2287.6,2246.61,2602.58,3040.49,1853.92,1968.88,2075.94,1905.3,1840.35,2000.64,2515.04,2523.26,2670.08,2033.49,1992.98,2076.54,2151.83,2577.19,2724.38,2381.72,2082.26,2575.26,2877.86,2526.73,1888.26,2266.99,2358.77,2046.49,2296.98,1815.42,2226.66,2412.18,2316.56,1796.4,2163.46,2266.96,1973.42,1810.94,2092.68,2289.92,2070.08,1378.77,1973.35,2312.43,1996.73,2068.89,2154.05,2574.63,2120.74,2262.22,2581.82,2338.5,2263.51,2543.31,2448.89,2132.03,2428.89,2015.45,2275.34,2211.32,2250.39,2078.85,2427.38,2575.74,2859.55,2430.5,2420.77,2142.35,1577.56
34,2337.47,1674.75,2309.41,2553.22,2470.28,1476.35,2270.12,2586.22,2223.96,2022.69,2179.9,1863.77,1878.42,2445.04,2548.66,1717.22,2091.81,2429.86,1989.7,1956.11,2463.02,2256.77,2404.3,2780.38,2629.07,2854.54,3190.76,2207.51,1562.91,1146.7,1374.6,2415.9,2383.25,2923.91,3199.31,1757.89,2040.81,2108.31,2023.79,1824.94,2107.48,2469.01,2578.37,2831.14,2095.73,2040.45,2029.85,2257.28,2649.51,2723.93,2533.81,2202.75,2751.2,3148.19,2570.81,1915.63,2407.04,2437.54,2183.7,2472.15,2013.2,2282.19,2497.94,2404.73,1957.75,2161.87,2371.12,2056.27,1877.33,2061.0,2476.09,1986.49,1495.18,2077.42,2366.25,2079.41,2015.44,2209.35,2758.81,2249.64,2429.29,2614.13,2431.86,2475.37,2697.92,2202.43,2150.23,2446.26,2139.98,2338.26,2336.57,2313.14,2133.5,2548.7,2771.65,2888.52,2766.76,2659.9,2187.97,1723.09
35,2352.65,1825.48,2402.66,2688.11,2518.12,1626.53,2394.25,2689.48,2232.18,2103.34,2170.91,1933.36,1866.49,2522.32,2517.96,1733.08,2124.31,2431.03,1879.88,2100.94,2531.89,2410.07,2611.53,2900.82,2764.3,2996.25,3275.87,2369.26,1524.74,990.07,1399.04,2536.04,2471.64,2995.23,3216.11,1801.68,2049.66,2127.94,2011.29,1776.29,2192.78,2576.32,2709.5,2952.24,2231.42,2079.25,2088.95,2394.89,2717.1,2887.04,2713.28,2306.78,2953.09,3250.42,2680.95,1984.41,2522.98,2586.67,2306.68,2564.21,2171.71,2400.88,2522.35,2462.07,2034.76,2293.64,2464.98,2012.29,2078.73,2275.69,2597.36,1909.58,1462.73,2114.68,2520.73,2140.15,2117.84,2371.85,2786.17,2339.34,2525.53,2673.2,2476.7,2672.26,2807.64,2234.73,2264.24,2577.47,2303.53,2423.27,2477.63,2396.8,2173.55,2699.81,2868.22,3028.91,2945.53,2799.03,2175.91,1811.92
36,2554.34,1935.57,2534.39,2861.53,2523.25,1778.17,2481.53,2710.36,2368.06,2185.02,2231.31,2095.47,1979.88,2561.09,2539.46,1926.71,2193.44,2488.08,2047.77,2179.24,2649.96,2574.0,2804.42,3028.01,2827.43,3089.81,3603.3,2483.8,1651.35,1050.74,1536.0,2764.62,2551.9,3243.73,3399.76,1932.09,2095.04,2194.64,2096.16,1894.37,2409.85,2743.28,2873.54,3152.21,2322.57,2130.58,2194.02,2529.57,3010.26,3070.31,2810.74,2448.57,3088.65,3241.17,2699.74,2102.24,2703.37,2617.26,2505.73,2542.42,2334.73,2553.24,2665.55,2582.3,2191.74,2363.3,2434.03,2070.07,2237.12,2449.51,2693.85,2013.29,1665.01,2393.25,2576.84,2135.17,2279.36,2522.68,2856.44,2293.52,2697.39,2786.43,2666.32,2762.9,3069.75,2402.65,2416.29,2588.99,2357.3,2676.81,2551.35,2509.71,2298.63,2774.43,3034.08,3106.41,3167.93,2865.8,2256.3,1876.49
37,2617.38,1960.23,2726.73,2919.2,2520.91,1790.48,2487.68,2691.16,2490.4,2244.87,2229.49,2204.19,2031.99,2604.74,2475.05,2073.04,2285.61,2359.27,2115.37,2310.24,2849.01,2669.1,2911.27,3115.33,2966.21,3133.66,3703.15,2723.3,1861.39,1119.87,1424.98,3054.28,2553.19,3513.68,3584.35,1965.79,2155.09,2259.38,2041.97,1915.4,2639.32,2806.3,3053.35,3241.16,2494.67,2102.55,2188.61,2665.01,3212.87,3098.35,2858.39,2585.92,3275.7,3342.64,2659.1,2187.47,2738.36,2590.34,2688.48,2662.4,2443.17,2662.15,2762.32,2640.96,2346.16,2329.78,2498.13,2071.7,2402.95,2572.17,2672.04,2031.81,1922.5,2566.2,2584.16,2183.67,2324.47,2706.61,2836.56,2318.2,2826.31,2710.39,2894.68,2994.34,3342.71,2555.01,2568.38,2591.85,2709.1,2730.38,2666.63,2577.85,2459.18,3012.51,3239.6,3379.94,3235.94,2863.22,2276.78,1881.39
38,2590.73,2032.77,2884.44,2924.68,2345.82,1946.57,2602.47,2839.98,2541.12,2391.43,2266.09,2241.71,2166.0,2676.88,2637.48,2115.6,2441.15,2613.35,2142.38,2481.96,2979.5,2700.14,2916.02,2982.05,3095.8,3387.71,3850.58,2908.44,1977.27,1203.19,1499.75,2974.33,2467.59,3670.15,3662.77,1913.13,2231.07,2325.99,2136.74,1890.67,2818.03,2969.52,3133.22,3222.47,2470.5,2214.18,2292.12,2772.48,3246.16,3192.05,2956.35,2724.41,3331.07,3658.6,2773.33,2312.1,2887.23,2631.69,2852.25,2741.79,2510.5,2788.81,2841.89,2606.32,2479.86,2362.41,2519.05,2184.85,2543.05,2711.47,2705.23,2198.0,2091.6,2657.4,2652.73,2259.6,2450.48,2532.82,3026.96,2322.56,3008.26,2792.68,2950.51,3253.85,3562.16,2709.91,2634.17,2733.96,2863.77,2772.11,2795.57,2610.24,2593.98,3076.45,3289.1,3633.4,3402.77,3049.01,2133.85,2048.07
39,2561.38,2163.84,2927.28,2963.12,2437.25,2135.6,2802.54,2850.8,2610.84,2548.51,2343.99,2266.94,2414.65,2728.36,2680.94,2180.81,2608.94,2675.25,2235.25,2719.75,2956.71,2720.67,2967.75,2980.06,3256.87,3688.07,3908.81,3177.63,1861.3,977.17,1746.15,3105.76,2738.95,3755.72,3522.81,1914.65,2019.37,2429.96,2150.4,1892.71,2997.33,2999.7,3296.15,3515.39,2456.67,2471.13,2371.76,2938.59,3379.88,3268.57,2890.91,2918.71,3530.6,3783.93,2918.53,2403.46,3014.56,2744.54,3007.63,2729.06,2709.03,2907.29,2957.33,2765.28,2600.73,2618.85,2648.0,2192.93,2709.13,2816.58,2729.98,2158.79,2193.74,2757.31,2690.23,2442.07,2581.7,2572.5,3137.01,2523.32,3207.46,2877.18,3051.46,3415.03,3601.13,2755.33,2800.63,2809.51,3000.1,2849.69,2827.2,2590.63,2749.74,3152.77,3244.84,3829.7,3620.55,3163.63,2213.91,2043.79
40,2590.06,2196.22,2858.73,2962.12,2430.75,2335.24,2978.62,2883.96,2749.9,2626.44,2358.99,2362.28,2437.28,2872.11,2672.8,2339.26,2878.91,2586.58,2388.78,2912.0,2898.01,2795.47,3149.23,3085.2,3455.6,3887.23,4050.34,3064.06,1754.31,928.2,2348.53,2863.61,3041.2,3633.79,3445.99,2015.38,2174.88,2166.4,2184.91,1999.17,3201.13,3137.2,3506.2,3604.0,2492.16,2676.51,2437.11,3126.23,3471.36,3353.82,2990.48,3120.81,3597.75,3744.54,3112.9,2561.49,3139.1,2796.99,3116.59,2598.01,2842.18,3013.72,3079.87,2693.36,2725.76,2757.69,2813.58,2009.5,2748.42,2864.26,2728.11,2168.51,2415.7,2816.5,2762.02,2650.31,2601.46,2775.52,3155.12,2608.0,3422.46,2939.71,3206.87,3502.23,3677.56,2763.54,2988.83,2990.47,3064.67,2980.16,2918.29,2688.87,2914.24,3298.79,3620.55,3891.22,3687.08,3142.01,2441.22,2054.33
41,2522.95,2279.25,2972.41,3081.69,2431.23,2419.35,3113.52,2823.38,2888.03,2707.43,2318.1,2431.71,2546.65,2983.32,2814.11,2429.52,3042.78,2624.59,2275.87,2967.93,2869.77,2934.71,3291.24,3319.81,3585.53,3776.53,4211.11,2827.82,1775.27,874.04,2843.86,2983.44,3240.96,3873.16,3398.56,2146.32,2293.67,2055.2,2347.4,2187.88,3342.4,3372.16,3654.42,3661.59,2662.61,2872.45,2383.83,3265.3,3500.69,3534.82,2965.31,3229.82,3893.18,3804.59,3245.14,2703.48,3189.7,2981.4,3152.24,2363.54,2918.55,3072.97,3007.96,2747.95,2768.09,2910.94,2740.29,2073.9,2773.5,2949.49,2742.5,2248.77,2557.68,2912.54,2857.49,2738.58,2735.98,3040.73,3252.74,2536.75,3553.71,2954.06,3359.16,3684.21,3916.23,3003.56,3162.67,3157.54,3145.61,3009.69,3014.23,2789.53,3079.21,3411.99,3887.67,3966.0,3734.27,3313.81,2451.41,1998.7
42,2483.97,2456.57,3147.4,3080.82,2608.05,2591.93,3240.37,2759.25,2957.74,2791.88,2432.13,2374.69,2618.48,3024.44,2820.94,2537.02,3229.57,2705.8,2353.14,3074.1,2856.22,3159.54,3469.59,3547.68,3751.45,3888.49,4675.05,2846.86,1916.33,1001.88,3160.43,2920.55,3496.36,4189.03,3690.28,2670.24,2430.69,2207.29,2555.34,2356.61,3496.74,3546.04,3661.27,3636.56,2915.49,2884.82,2607.36,3110.9,3655.03,3726.1,3093.31,3446.87,4266.17,4097.38,3392.16,2858.68,3397.59,2984.43,3221.42,2499.7,2952.1,3267.55,3081.2,2818.53,2894.71,2982.47,2692.16,2155.11,2830.4,3004.36,2846.61,2055.66,2639.05,3062.08,2965.03,2806.79,2845.8,3265.28,3255.71,2613.0,3649.37,2996.56,3506.23,3686.54,4110.77,3064.18,3323.26,3233.08,3240.77,3138.66,3086.2,2844.78,3261.04,3361.05,4184.84,4216.49,3976.5,3412.77,2454.5,1846.27
43,2482.46,2622.5,3346.82,3394.58,2488.8,2787.92,3401.96,2910.51,2895.38,2939.44,2581.09,2456.53,2814.57,3132.08,2822.79,2649.02,3093.32,2682.08,2408.12,3277.34,2956.35,3356.42,3602.78,3776.5,4040.29,4100.71,5027.81,2890.75,1936.89,1621.91,3080.6,2885.52,3819.77,4356.93,3814.33,2769.07,2473.97,2337.57,2627.11,2427.59,3404.73,3577.76,3757.56,3646.35,2938.91,2881.28,2788.92,3391.84,3909.88,3829.44,3191.65,3601.08,4323.25,4155.52,3281.98,3047.45,3456.63,3100.02,3417.88,2647.44,3113.76,3296.72,3218.04,2721.92,3019.68,2993.5,2754.39,2297.56,2856.47,3190.77,2868.98,2045.61,2519.51,3114.56,2971.94,3087.58,3061.97,3452.13,3352.35,2704.18,3629.84,3348.87,3510.25,3842.27,4450.71,3080.36,3552.51,3043.46,3399.54,3238.95,3211.91,3004.7,3348.24,3536.71,4269.8,3987.83,3893.94,3515.68,2473.02,1938.24
44,2501.72,2821.81,3437.92,3582.7,2543.71,2838.56,3487.6,3013.58,2816.29,3037.01,2688.66,2538.51,3004.0,3347.77,2771.91,2722.69,3229.19,2865.4,2554.78,3449.94,3061.1,3409.82,3773.4,3921.22,4359.43,4478.23,5314.25,2970.93,1718.33,1867.16,3135.34,2896.2,3984.45,4490.89,3349.61,2723.09,2825.23,2521.93,2720.3,2538.85,3563.47,3603.1,4102.44,3180.4,2943.66,2931.15,2912.22,3603.98,4104.5,3856.11,3127.6,3771.6,4604.86,4095.04,3226.65,3209.27,3396.08,3083.81,3469.05,2701.35,3275.97,3432.97,3406.35,2701.92,3140.85,3171.04,2842.19,2517.25,2999.3,3221.39,2997.69,1903.72,2567.43,3262.23,3006.15,3170.16,3180.16,3621.99,3138.15,3109.68,3822.46,3466.97,3512.77,3816.23,4383.8,3211.12,3639.09,2978.33,3459.09,3321.54,3326.48,3099.93,3545.44,3679.82,4391.68,3859.21,3940.41,3547.15,2257.14,1912.83
45,2499.76,3072.23,3567.82,3555.0,2341.99,2956.28,3584.08,3238.7,2915.91,3113.28,2684.19,2620.88,3257.08,3539.23,2706.92,2929.53,3484.02,2955.16,2675.91,3613.76,3101.83,3451.82,3986.67,3918.01,4377.77,4655.5,4828.38,2634.29,1560.11,1680.94,2904.87,3002.06,4175.55,4814.08,2937.43,3117.51,2935.28,2629.82,2694.31,2816.59,3615.25,3778.98,4360.8,3189.53,3104.83,3096.78,3075.78,3847.29,4175.55,3862.77,3309.95,3945.72,4454.01,4125.34,3102.26,3422.27,3472.27,3101.05,3586.66,2692.22,3362.77,3572.07,3563.23,2756.3,3214.05,3329.19,2951.46,2651.69,3012.16,3305.21,3197.69,2020.58,2768.55,3228.69,3008.52,3150.26,3141.14,3814.72,3263.5,3462.02,3917.68,3522.37,3636.35,3882.78,3925.91,3405.91,3719.77,2977.77,3535.56,3351.53,3438.75,3155.94,3648.55,3904.43,4535.25,3980.09,3959.56,3428.71,2401.41,1955.87
46,2589.87,3323.35,3629.12,3711.64,2283.2,3243.69,3649.02,3319.01,3119.12,3160.6,2697.41,2703.36,3456.59,3708.62,2565.42,3094.43,3465.74,2887.77,2909.36,3517.27,3283.95,3736.14,4199.65,4057.38,4565.98,5060.27,3615.44,2520.35,1663.41,1744.8,3058.18,3170.71,4657.87,5035.68,2758.71,3202.34,2962.94,2776.66,2651.18,2948.66,3530.09,3838.01,4590.6,3259.13,3151.65,3005.16,3206.85,3931.92,4149.71,4076.96,3471.39,4188.44,4843.75,4165.5,3115.14,3608.5,3566.05,3283.38,3831.25,2961.19,3422.31,3676.28,3672.41,2976.58,3189.48,3459.97,3051.65,2727.34,2947.46,3552.64,3043.83,2168.78,2896.51,3286.62,3108.7,3045.1,3200.74,4063.97,3434.9,3690.92,3942.17,3638.55,3944.34,4092.49,3504.32,3405.73,3721.11,3138.74,3606.19,3515.94,3509.11,3214.09,3806.36,4175.36,4552.35,4494.75,4316.09,3471.86,2596.47,2160.25
