,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985
98,34233.03,34355.68,34473.11,34592.31,34701.23,34882.71,35008.88,35090.4,35115.52,35151.79,35265.91,35377.78,35565.66,35790.49,35818.31,35763.72,35640.19,35439.33,35190.73,34883.57,34593.47,34426.18,34278.64,34159.95,34156.69,34125.52,34033.7,33872.7,33672.87,33495.19,33329.05,33141.1,32940.87,32728.87,32651.55,32654.36,32672.66,32675.0,32639.21,32611.81,32634.97,32642.23,32631.35,32675.06,32763.42,32883.07,32974.45,32958.2,33066.56,33289.46,33547.16,33763.99,34225.24,34446.6,34625.28,34741.91,34857.41,34965.09,35120.45,35380.95,35754.15,36242.94,37067.71,37777.99,38064.86,38332.26,38718.98,39263.31,39817.6,40053.04,40247.17,40847.56,41957.17,43523.86,45963.72,47171.85,47918.62,48867.37,48369.28,46570.89,45417.11,44493.18,43467.17,42850.33,42110.09,41246.69
99,34713.1,34834.99,34956.57,35077.9,35190.99,35380.73,35501.46,35583.56,35605.81,35649.01,35770.38,35884.76,36084.74,36307.19,36317.93,36261.94,36129.88,35922.68,35666.76,35351.04,35061.88,34897.6,34743.28,34627.71,34629.33,34588.58,34490.2,34320.81,34117.69,33939.32,33768.88,33575.24,33369.62,33155.59,33088.6,33091.69,33109.47,33108.52,33069.08,33044.37,33070.6,33075.12,33066.16,33116.01,33207.87,33330.84,33407.43,33403.93,33524.51,33756.42,33997.91,34250.53,34717.97,34925.62,35106.61,35227.42,35350.94,35458.11,35630.28,35887.05,36293.28,36800.53,37667.61,38332.67,38632.47,38916.72,39332.96,39904.47,40440.13,40670.65,40892.37,41532.22,42731.09,44393.6,46868.6,47953.22,48796.21,49705.7,49035.12,47253.96,46119.18,45205.73,44157.62,43509.25,42744.23,41823.08
100,35194.43,35316.11,35441.61,35565.12,35683.62,35879.67,35996.06,36078.14,36098.38,36148.63,36276.76,36394.9,36606.29,36824.17,36819.36,36761.34,36620.59,36406.95,36143.32,35819.81,35532.21,35369.81,35209.48,35097.68,35102.51,35052.6,34946.99,34769.37,34563.48,34384.15,34209.07,34009.93,33798.57,33584.17,33526.54,33529.91,33546.89,33542.31,33500.01,33478.05,33506.83,33508.86,33502.38,33558.19,33653.61,33785.84,33843.49,33850.95,33980.57,34228.14,34450.89,34744.22,35214.51,35404.09,35590.37,35713.35,35845.31,35953.16,36143.02,36402.93,36841.97,37365.65,38287.69,38908.11,39201.05,39510.33,39953.1,40544.33,41078.15,41295.14,41548.83,42224.56,43466.08,45288.91,47774.1,48740.56,49714.98,50527.81,49721.9,47965.0,46840.68,45911.57,44852.02,44173.68,43379.08,42404.8
101,35676.99,35799.06,35928.54,36053.95,36178.85,36379.82,36492.39,36573.85,36592.93,36650.97,36784.75,36908.24,37130.32,37341.05,37322.59,37261.88,37112.62,36892.45,36620.38,36289.89,36004.47,35842.51,35676.97,35569.88,35576.2,35517.3,35404.05,35218.66,35010.27,34829.67,34649.88,34445.18,34227.72,34014.64,33965.37,33969.04,33984.92,33976.66,33931.74,33913.12,33943.65,33943.42,33940.03,34001.62,34100.64,34243.71,34280.7,34299.58,34435.8,34707.05,34906.42,35240.57,35706.93,35889.11,36076.89,36202.68,36340.5,36449.94,36658.73,36926.12,37388.69,37941.6,38909.6,39490.87,39771.88,40108.99,40575.8,41181.66,41718.98,41917.25,42213.71,42910.17,44192.68,46170.78,48717.16,49553.94,50650.28,51328.09,50416.84,48672.69,47560.95,46600.26,45540.93,44850.38,44013.11,42986.6
102,36161.08,36284.15,36417.07,36544.4,36677.03,36880.86,36990.76,37070.65,37089.8,37156.06,37294.36,37424.84,37656.85,37858.1,37827.94,37763.25,37605.66,37378.87,37097.93,36761.27,36478.7,36315.66,36146.05,36044.35,36050.09,35982.65,35861.34,35668.67,35458.04,35275.87,35091.02,34880.97,34657.04,34447.02,34405.11,34409.07,34423.56,34411.26,34364.54,34349.6,34381.05,34379.11,34379.15,34446.01,34549.27,34697.57,34716.46,34752.71,34895.35,35191.28,35369.83,35740.49,36193.52,36376.91,36568.03,36694.54,36838.03,36948.16,37182.98,37455.84,37931.1,38525.49,39523.14,40083.77,40345.62,40718.85,41211.64,41830.09,42362.95,42544.9,42889.65,43602.31,44942.67,47093.95,49657.14,50396.73,51587.65,52141.6,51095.14,49387.38,48292.18,47283.53,46234.33,45531.37,44635.44,43565.86
103,36646.42,36771.1,36907.5,37036.8,37178.21,37383.07,37491.18,37568.86,37589.01,37663.94,37805.89,37944.42,38185.91,38374.94,38335.44,38265.43,38099.69,37866.49,37575.93,37233.66,36955.22,36789.57,36616.42,36521.12,36524.45,36448.93,36319.15,36119.41,35907.11,35722.75,35532.47,35317.0,35086.52,34881.65,34846.04,34850.29,34863.07,34846.41,34798.15,34787.23,34818.75,34815.64,34820.02,34891.66,34999.23,35153.13,35154.81,35208.99,35362.56,35677.09,35844.62,36243.14,36678.66,36869.97,37059.89,37187.44,37337.3,37449.67,37715.68,37991.62,38473.44,39111.68,40142.81,40674.93,40925.67,41341.58,41859.58,42494.84,43008.99,43178.89,43562.18,44302.55,45731.15,48054.22,50570.95,51267.4,52507.75,52962.99,51771.99,50119.96,49037.03,47974.93,46943.5,46202.9,45251.94,44143.17
104,37132.99,37259.92,37399.87,37530.84,37682.1,37886.44,37993.35,38068.14,38090.27,38174.64,38319.03,38467.34,38717.52,38891.52,38844.77,38768.72,38595.03,38355.01,38054.38,37707.36,37433.74,37263.89,37088.1,37000.22,36999.26,36915.85,36777.17,36570.86,36357.17,36170.3,35974.52,35753.56,35516.14,35318.28,35287.87,35292.43,35303.18,35281.79,35232.85,35226.31,35257.01,35253.01,35262.39,35338.59,35450.51,35607.44,35594.62,35666.4,35832.56,36164.19,36327.44,36755.28,37165.32,37362.83,37553.38,37684.48,37838.62,37954.23,38249.43,38530.39,39019.53,39716.6,40761.65,41254.29,41520.42,41957.37,42511.87,43165.31,43652.71,43814.61,44239.78,45019.22,46542.68,49041.78,51464.13,52138.06,53428.78,53793.22,52465.05,50885.65,49776.11,48674.23,47663.36,46869.15,45865.37,44711.35
105,37620.78,37750.62,37893.86,38026.52,38189.07,38390.64,38497.61,38568.82,38593.58,38688.21,38834.11,38993.66,39251.68,39408.1,39355.95,39273.09,39091.34,38844.41,38533.23,38182.37,37914.3,37738.93,37561.39,37481.68,37474.49,37383.7,37235.36,37022.71,36808.24,36618.51,36416.86,36190.64,35945.9,35756.92,35730.62,35735.48,35743.87,35717.39,35668.36,35666.55,35695.83,35691.23,35706.27,35786.79,35903.15,36056.54,36036.8,36122.23,36302.67,36654.41,36812.99,37264.78,37656.35,37855.44,38046.93,38184.17,38341.38,38462.5,38780.02,39077.39,39572.04,40323.12,41382.24,41829.33,42115.98,42566.22,43163.52,43829.97,44293.9,44460.84,44930.32,45778.16,47371.38,50034.94,52304.74,53012.35,54343.28,54624.75,53161.53,51661.62,50513.19,49370.94,48381.75,47534.92,46488.62,45280.93
106,38109.8,38243.23,38389.79,38524.18,38699.16,38895.97,39003.97,39070.56,39099.3,39204.36,39350.8,39523.41,39788.43,39924.3,39869.3,39778.22,39588.61,39334.99,39012.81,38658.7,38397.22,38214.35,38036.0,37965.21,37950.11,37852.15,37694.02,37475.25,37260.31,37067.39,36859.48,36627.93,36375.47,36197.92,36174.27,36179.45,36185.15,36153.5,36104.98,36108.28,36135.2,36130.3,36151.68,36236.29,36357.43,36507.24,36481.38,36579.47,36778.67,37138.53,37298.23,37776.2,38150.23,38350.29,38541.77,38685.89,38844.61,38975.85,39317.71,39635.75,40131.11,40934.59,41989.57,42403.0,42707.67,43176.36,43811.48,44495.83,44934.58,45113.37,45632.24,46557.07,48245.19,50966.72,53137.18,53901.73,55240.16,55442.31,53854.3,52415.13,51262.46,50066.51,49091.95,48200.48,47126.23,45867.88
107,38600.04,38738.07,38887.37,39023.5,39212.09,39402.1,39512.11,39573.68,39607.45,39723.43,39869.43,40056.65,40327.78,40440.38,40384.85,40284.4,40087.15,39826.43,39492.76,39136.35,38882.23,38690.44,38512.25,38451.17,38426.12,38321.51,38152.82,37928.49,37713.7,37516.91,37302.67,37065.72,36805.14,36641.01,36618.84,36624.33,36627.0,36589.81,36542.42,36551.19,36575.13,36570.22,36598.64,36687.09,36813.09,36956.18,36927.81,37039.96,37259.16,37608.21,37788.74,38294.63,38642.85,38850.64,39036.29,39189.65,39350.55,39496.68,39847.13,40195.13,40703.97,41567.25,42584.49,42983.71,43305.32,43790.3,44454.38,45164.28,45563.29,45774.19,46346.99,47332.72,49134.72,51923.01,53976.5,54806.1,56142.43,56242.34,54544.92,53179.92,52023.79,50765.37,49793.93,48856.79,47763.54,46459.55
108,39110.02,39253.37,39405.45,39543.02,39746.76,39927.85,40040.91,40096.37,40136.26,40264.0,40408.21,40611.98,40888.3,40974.5,40920.81,40809.83,40605.17,40337.58,39991.58,39633.85,39387.86,39185.4,39008.34,38958.09,38921.0,38809.98,38630.25,38400.93,38186.61,37985.6,37764.61,37522.52,37253.4,37104.74,37082.83,37088.64,37087.92,37045.11,36999.48,37014.12,37034.1,37029.49,37065.67,37157.71,37288.64,37421.18,37396.8,37518.23,37755.53,38093.87,38304.45,38834.6,39155.56,39371.87,39549.93,39715.0,39877.12,40037.72,40388.51,40769.97,41298.62,42227.43,43195.76,43586.58,43928.36,44435.45,45122.46,45845.91,46227.2,46468.22,47089.21,48150.03,50041.29,52946.85,54838.19,55730.68,57066.35,57063.85,55256.85,53954.77,52808.62,51503.17,50520.06,49533.1,48416.19,47071.85
109,39621.93,39770.69,39925.26,40065.6,40282.74,40455.77,40570.9,40621.5,40667.94,40806.3,40950.38,41169.95,41448.8,41510.54,41458.03,41336.35,41124.51,40849.27,40491.79,40133.4,39894.01,39681.72,39506.8,39465.59,39416.59,39298.73,39108.46,38874.41,38660.26,38454.64,38227.15,37979.53,37703.64,37569.42,37547.78,37553.6,37549.45,37501.25,37458.03,37477.68,37493.96,37490.27,37534.01,37629.69,37764.38,37886.82,37868.06,37995.76,38249.51,38579.5,38819.96,39369.18,39667.95,39893.55,40068.22,40241.51,40406.21,40588.26,40933.66,41348.48,41901.47,42872.36,43805.49,44197.21,44561.4,45083.25,45790.55,46533.86,46902.09,47169.58,47837.07,49039.81,50983.41,53976.02,55719.36,56672.2,58005.25,57868.19,55980.85,54714.39,53602.95,52257.25,51240.9,50226.27,49058.6,47695.78
110,40136.11,40289.69,40446.78,40590.96,40819.69,40985.52,41102.42,41148.75,41202.53,41350.66,41495.97,41730.58,42009.54,42048.84,41996.15,41864.29,41644.82,41361.49,40993.39,40635.36,40401.0,40179.73,40007.65,39973.63,39913.21,39788.08,39587.45,39348.93,39134.64,38924.35,38690.27,38436.73,38156.22,38035.05,38013.68,38019.2,38011.24,37958.53,37917.76,37941.86,37954.7,37952.59,38003.68,38103.05,38240.26,38350.23,38341.31,38478.26,38747.13,39064.09,39338.14,39897.81,40180.61,40413.29,40588.53,40772.21,40937.15,41142.37,41477.81,41935.94,42511.31,43515.06,44403.23,44810.55,45200.56,45744.27,46475.84,47223.94,47583.9,47876.04,48591.4,49952.8,51932.88,54991.74,56598.59,57645.84,58970.18,58633.71,56709.23,55486.54,54411.9,53021.92,51977.64,50932.12,49692.83,48343.25
111,40652.26,40810.73,40970.38,41119.48,41357.91,41517.46,41635.11,41678.14,41740.08,41896.74,42045.05,42293.9,42570.13,42589.43,42535.14,42393.31,42166.45,41874.56,41496.38,41139.41,40908.46,40679.11,40510.6,40482.2,40410.52,40277.68,40067.21,39824.83,39609.73,39394.4,39153.64,38893.78,38610.85,38501.64,38480.55,38485.44,38473.62,38416.65,38378.99,38406.66,38416.33,38416.45,38474.68,38578.12,38719.18,38811.98,38817.89,38969.07,39248.44,39546.59,39862.36,40429.31,40696.22,40931.68,41111.91,41305.12,41469.6,41694.58,42025.77,42522.68,43119.7,44173.25,45008.66,45431.52,45841.77,46420.8,47185.06,47911.71,48266.34,48591.65,49353.91,50821.79,52917.16,56019.65,57480.29,58644.47,59923.39,59380.57,57478.65,56280.38,55218.94,53800.97,52716.31,51639.83,50329.8,49014.12
112,41170.38,41333.48,41495.71,41651.19,41897.06,42051.6,42169.31,42210.04,42280.26,42444.88,42597.65,42859.91,43130.86,43131.97,43075.33,42923.37,42689.02,42388.11,42000.78,41645.58,41416.73,41180.21,41016.0,40991.27,40908.83,40767.5,40547.4,40301.79,40085.55,39864.77,39617.57,39351.0,39067.57,38969.18,38948.37,38952.3,38936.25,38875.94,38841.44,38872.07,38878.85,38881.88,38947.03,39054.58,39206.4,39277.22,39295.88,39457.58,39755.17,40031.59,40394.74,40965.09,41211.06,41452.75,41635.65,41838.87,42004.27,42250.03,42585.01,43120.41,43736.66,44854.8,45638.22,46053.4,46493.49,47104.3,47892.42,48617.5,48956.63,49320.29,50125.15,51644.04,53931.31,57047.7,58368.67,59691.97,60856.52,60152.41,58281.66,57097.47,56017.32,54584.36,53461.26,52348.06,50972.9,49697.53
113,41690.49,41858.28,42022.79,42185.8,42437.46,42587.6,42704.66,42744.11,42823.46,42994.75,43153.83,43428.65,43691.3,43676.46,43616.72,43454.84,43212.89,42902.12,42506.58,42153.9,41925.44,41682.69,41523.89,41500.81,41407.81,41257.53,41028.35,40779.81,40562.07,40335.78,40082.07,39808.36,39526.41,39437.69,39417.16,39419.78,39399.44,39336.07,39305.43,39338.08,39342.26,39348.89,39420.73,39532.46,39696.83,39743.71,39775.64,39945.02,40270.11,40519.45,40930.06,41495.93,41733.38,41976.9,42163.19,42373.42,42540.82,42808.76,43152.6,43715.62,44366.07,45538.2,46276.11,46677.68,47150.87,47790.53,48596.47,49326.31,49643.81,50058.55,50888.03,52455.92,54928.87,58119.96,59287.75,60758.69,61762.88,60933.74,59080.17,57912.59,56794.34,55360.65,54220.64,53054.93,51615.81,50381.69
114,42212.97,42384.81,42551.63,42723.69,42978.74,43125.84,43241.15,43280.73,43369.72,43546.34,43713.64,44000.14,44251.76,44223.28,44158.93,43987.34,43737.69,43416.56,43013.79,42664.38,42434.55,42186.9,42034.3,42010.46,41907.43,41747.72,41510.05,41258.88,41039.3,40807.08,40547.12,40265.86,39987.4,39907.15,39886.91,39887.88,39862.86,39797.38,39770.98,39804.69,39806.89,39817.51,39895.46,40012.1,40182.53,40208.45,40260.52,40437.37,40791.08,41016.35,41469.38,42019.87,42258.79,42506.29,42693.56,42910.55,43078.89,43377.28,43727.64,44305.58,45004.51,46211.53,46925.64,47305.15,47821.15,48491.91,49313.3,50038.51,50337.24,50809.58,51658.28,53295.11,55974.96,59187.93,60241.49,61827.28,62684.68,61694.6,59886.74,58740.58,57564.32,56141.97,54984.8,53747.37,52255.42,51078.35
115,42737.46,42913.42,43082.58,43264.91,43521.23,43666.32,43779.13,43819.94,43919.08,44100.02,44276.76,44574.38,44811.82,44772.45,44701.92,44520.86,44263.77,43931.41,43522.05,43177.41,42944.42,42692.51,42547.27,42520.53,42408.04,42238.42,41992.49,41739.37,41517.22,41278.67,41012.38,40723.47,40450.93,40377.91,40357.96,40356.92,40326.82,40259.54,40237.78,40271.56,40272.42,40288.08,40371.57,40493.18,40670.08,40676.11,40748.94,40938.48,41313.76,41526.31,42011.72,42541.98,42790.19,43036.38,43224.98,43449.55,43620.65,43955.48,44309.57,44895.26,45645.39,46891.76,47572.9,47939.78,48506.26,49207.22,50049.03,50752.84,51037.86,51556.21,52437.75,54179.5,57064.49,60224.13,61228.03,62874.58,63615.45,62453.36,60714.57,59584.68,58343.8,56941.98,55737.16,54432.48,52892.42,51776.69
116,43264.0,43444.14,43615.3,43809.16,44064.93,44208.69,44318.22,44361.38,44471.57,44655.41,44843.61,45151.42,45371.4,45323.6,45246.05,45055.76,44790.75,44446.65,44031.72,43692.66,43454.65,43199.52,43062.82,43030.99,42909.27,42729.26,42475.66,42220.92,41995.84,41750.86,41478.17,41181.18,40916.68,40849.64,40829.99,40826.57,40790.98,40722.9,40706.18,40739.0,40738.85,40760.31,40849.06,40975.7,41156.1,41145.37,41238.58,41442.7,41837.81,42045.47,42564.9,43065.74,43321.22,43568.22,43761.09,43990.81,44165.8,44534.72,44894.81,45489.12,46307.87,47570.74,48206.11,48591.39,49182.96,49927.33,50791.17,51464.13,51740.24,52308.5,53236.29,55090.71,58185.79,61235.25,62214.03,63922.43,64556.36,63231.32,61582.04,60421.29,59132.47,57754.52,56482.77,55113.59,53518.22,52488.8
117,43792.6,43976.6,44149.8,44356.82,44609.44,44753.35,44858.79,44905.08,45027.24,45212.89,45414.24,45731.26,45930.81,45876.74,45791.31,45591.65,45318.63,44962.25,44542.81,44210.15,43965.59,43708.3,43580.99,43541.83,43411.46,43220.2,42959.21,42703.54,42475.14,42223.31,41944.49,41638.97,41384.7,41322.34,41303.0,41296.82,41255.32,41187.11,41175.84,41207.02,41206.18,41234.19,41327.95,41459.69,41636.01,41617.29,41726.3,41946.95,42365.32,42567.66,43114.86,43594.42,43851.82,44100.0,44300.12,44533.58,44715.13,45110.09,45489.42,46090.27,46971.98,48251.51,48834.07,49243.69,49851.27,50646.39,51526.15,52172.13,52454.73,53075.74,54084.38,56021.76,59313.1,62183.32,63203.87,64961.93,65498.37,64013.05,62461.49,61255.04,59917.59,58564.84,57227.46,55806.21,54145.47,53217.67
118,44323.27,44511.19,44686.45,44907.96,45155.13,45300.29,45400.44,45451.42,45585.75,45772.09,45988.7,46313.94,46489.63,46432.27,46337.29,46128.52,45847.76,45478.56,45055.31,44730.27,44476.87,44218.48,44101.45,44053.02,43914.26,43711.59,43443.48,43187.24,42955.11,42696.0,42410.97,42096.49,41855.37,41796.01,41776.98,41767.66,41720.18,41652.54,41647.14,41675.6,41674.42,41709.77,41808.24,41945.51,42117.68,42091.92,42215.54,42457.89,42885.68,43089.36,43666.91,44126.29,44384.89,44633.14,44841.37,45076.75,45270.21,45693.55,46097.07,46698.86,47641.59,48916.58,49460.21,49891.25,50520.85,51360.83,52262.23,52879.25,53176.33,53856.07,54955.64,57005.64,60367.08,63121.25,64211.18,65979.83,66423.16,64789.95,63313.35,62103.13,60700.91,59364.84,57971.53,56515.74,54793.24,53960.63
119,44856.4,45047.55,45224.89,45462.24,45701.59,45849.16,45943.56,46000.44,46147.5,46333.4,46567.05,46899.46,47048.16,46990.2,46884.36,46666.74,46377.75,45995.19,45569.23,45252.7,44988.81,44730.46,44624.59,44564.54,44418.0,44203.04,43928.46,43672.38,43435.76,43169.27,42877.97,42554.05,42328.38,42270.66,42251.94,42239.09,42185.2,42118.84,42119.73,42144.74,42143.56,42187.05,42289.94,42432.81,42597.24,42568.6,42708.45,42973.89,43389.25,43617.03,44226.91,44656.55,44924.2,45165.78,45384.85,45622.94,45833.81,46267.23,46705.69,47323.29,48335.6,49566.94,50094.36,50545.55,51194.61,52069.06,53001.05,53572.03,53907.41,54651.17,55822.65,58007.57,61449.53,64066.89,65235.84,67003.68,67326.54,65563.95,64178.39,62965.36,61487.84,60154.5,58704.16,57224.59,55446.39,54702.16
120,45411.09,45605.52,45784.59,46039.55,46268.64,46419.81,46507.21,46571.24,46732.01,46915.88,47168.82,47507.33,47625.42,47569.62,47451.58,47225.37,46928.44,46531.55,46104.03,45796.89,45520.48,45263.3,45169.9,45095.79,44941.76,44713.97,44433.58,44178.03,43936.5,43662.18,43364.9,43031.07,42823.2,42765.72,42747.31,42730.53,42670.14,42605.78,42613.41,42633.87,42633.03,42685.48,42792.51,42941.05,43093.33,43069.28,43219.86,43506.18,43909.24,44171.72,44809.68,45207.97,45485.53,45718.45,45951.19,46190.87,46418.66,46852.58,47330.01,47970.74,49059.23,50234.02,50751.97,51227.06,51902.4,52804.25,53752.74,54303.56,54674.91,55475.91,56735.92,59026.67,62608.82,65036.1,66281.43,68050.17,68252.48,66360.39,65052.24,63852.62,62318.52,60969.99,59457.66,57948.78,56121.23,55466.67
121,45967.98,46165.34,46347.7,46618.23,46838.05,46991.69,47073.53,47145.22,47318.35,47502.13,47773.47,48114.98,48204.74,48150.35,48019.91,47785.4,47479.62,47069.41,46641.08,46341.55,46053.61,45798.77,45715.74,45627.76,45465.74,45225.71,44939.81,44684.45,44437.57,44155.69,43851.99,43510.32,43319.03,43261.79,43243.35,43222.58,43155.97,43094.36,43107.73,43123.93,43124.17,43185.34,43296.56,43449.41,43590.08,43572.5,43730.32,44035.62,44429.09,44726.04,45386.07,45758.86,46047.25,46276.33,46518.72,46761.57,47014.35,47442.13,47958.4,48627.5,49764.89,50899.08,51418.39,51919.98,52613.0,53539.15,54511.54,55047.7,55450.71,56306.9,57734.09,60087.16,63773.79,66027.94,67346.63,69114.0,69157.47,67170.99,65907.3,64750.88,63168.47,61778.71,60231.04,58660.41,56809.67,56221.69
122,46526.68,46727.02,46913.87,47197.86,47409.44,47565.19,47642.18,47722.43,47906.91,48092.2,48381.03,48722.75,48786.55,48731.96,48589.76,48346.43,48031.29,47608.76,47180.81,46887.06,46588.59,46336.89,46262.09,46160.8,45990.31,45738.26,45447.16,45191.61,44939.33,44649.8,44339.24,43992.19,43815.88,43758.89,43740.04,43714.86,43643.04,43584.22,43602.7,43614.94,43616.99,43686.63,43802.1,43957.85,44084.18,44077.93,44246.4,44569.12,44947.64,45283.32,45955.47,46309.96,46606.6,46836.43,47090.95,47334.26,47614.01,48030.37,48596.96,49292.15,50467.69,51549.99,52087.75,52619.78,53338.78,54293.86,55272.52,55799.66,56232.17,57145.13,58759.05,61155.78,64922.3,67017.01,68449.45,70208.31,70015.69,67986.49,66777.05,65666.32,64030.77,62606.2,61019.26,59361.97,57525.85,56968.68
123,47087.6,47290.95,47483.55,47778.83,47983.21,48139.91,48213.16,48302.91,48497.31,48686.13,48991.52,49330.17,49370.86,49314.43,49160.7,48908.84,48583.82,48149.62,47722.85,47433.0,47125.04,46877.32,46808.92,46694.52,46515.06,46251.6,45956.01,45699.52,45441.39,45144.12,44826.25,44476.36,44313.74,44257.0,44237.38,44207.75,44131.01,44075.75,44098.3,44106.89,44111.52,44189.38,44309.52,44469.69,44576.3,44587.09,44771.94,45106.76,45463.7,45847.4,46528.04,46864.33,47164.25,47399.94,47665.59,47908.56,48211.3,48622.86,49234.49,49954.89,51188.21,52209.63,52765.75,53321.73,54082.35,55076.23,56030.51,56552.07,57024.05,57992.62,59731.79,62264.8,66084.61,68008.56,69581.38,71288.13,70851.31,68850.79,67672.47,66578.99,64909.99,63435.59,61809.37,60066.53,58269.55,57713.45
124,47650.35,47856.75,48056.78,48360.72,48559.38,48716.22,48786.89,48886.29,49089.95,49283.99,49604.97,49937.57,49957.27,49898.15,49732.72,49472.21,49136.78,48691.98,48267.24,47979.75,47663.36,47420.48,47356.2,47229.29,47039.97,46765.35,46466.0,46208.16,45943.73,45639.01,45313.37,44962.86,44812.63,44756.15,44735.37,44700.84,44620.25,44568.59,44594.52,44599.79,44607.76,44693.59,44818.46,44990.96,45072.35,45097.78,45294.74,45650.51,45982.53,46420.74,47105.39,47417.68,47724.88,47963.72,48241.06,48485.28,48812.18,49228.23,49884.53,50627.34,51935.52,52897.02,53444.58,54035.65,54833.75,55856.11,56809.27,57313.38,57830.89,58849.99,60649.18,63408.41,67246.5,69007.57,70770.71,72343.59,71716.36,69754.93,68595.38,67480.79,65794.02,64272.15,62599.73,60778.13,59027.84,58441.77
125,48215.35,48424.44,48633.21,48943.9,49137.57,49293.73,49363.0,49473.01,49684.43,49885.82,50221.4,50544.48,50545.79,50483.11,50306.23,50036.96,49690.14,49235.85,48813.98,48526.87,48203.16,47966.39,47903.92,47764.72,47565.0,47279.88,46977.11,46717.54,46446.74,46134.48,45800.59,45451.74,45312.54,45256.32,45233.99,45194.51,45110.38,45063.13,45091.36,45093.64,45105.75,45199.27,45328.94,45515.83,45569.76,45610.41,45816.2,46203.57,46504.56,46997.31,47676.91,47979.53,48288.92,48531.76,48817.32,49064.02,49416.68,49843.08,50531.47,51313.97,52684.7,53593.85,54125.99,54755.9,55588.06,56631.84,57591.25,58070.76,58648.68,59697.19,61554.0,64531.95,68459.91,70042.4,71982.23,73366.75,72592.37,70653.27,69515.51,68356.42,66669.05,65125.65,63388.13,61489.23,59786.71,59151.57
126,48782.21,48994.02,49213.29,49527.95,49718.19,49872.41,49941.92,50063.11,50280.73,50491.69,50840.83,51151.25,51136.86,51068.86,50880.79,50602.65,50243.89,49781.23,49363.11,49074.36,48744.86,48515.09,48451.63,48300.79,48090.14,47795.18,47489.35,47227.64,46950.0,46630.5,46287.89,45943.02,45813.48,45757.52,45733.25,45688.36,45601.8,45559.38,45588.8,45588.82,45605.51,45706.05,45841.34,46035.17,46065.09,46128.83,46343.21,46763.43,47036.86,47578.34,48240.4,48544.8,48858.86,49102.92,49396.41,49644.38,50032.32,50466.37,51172.14,52010.82,53421.96,54303.92,54810.86,55490.87,56359.7,57422.16,58376.9,58835.17,59481.09,60552.68,62490.46,65711.94,69667.7,71117.71,73195.38,74407.8,73443.66,71560.87,70450.64,69223.2,67549.7,65984.49,64158.97,62196.12,60560.1,59870.47
127,49351.33,49565.9,49797.07,50113.26,50301.25,50452.66,50523.67,50656.64,50879.29,51101.22,51463.28,51757.39,51730.49,51655.38,51456.4,51169.69,50797.98,50327.71,49915.07,49622.59,49288.06,49066.62,48999.72,48837.89,48615.77,48311.25,48003.13,47738.45,47453.5,47126.69,46775.26,46437.14,46315.83,46260.14,46233.51,46182.77,46094.13,46056.99,46086.47,46084.95,46107.43,46214.33,46355.31,46556.55,46563.7,46651.22,46880.15,47325.13,47584.03,48162.69,48801.66,49116.82,49429.46,49675.16,49977.52,50228.86,50658.94,51097.42,51812.32,52710.26,54166.95,55011.13,55503.82,56242.79,57147.25,58234.18,59164.73,59607.71,60308.02,61418.61,63479.48,66942.33,70837.56,72231.23,74382.77,75459.05,74292.13,72493.45,71404.63,70101.0,68452.43,66828.77,64920.76,62899.65,61335.15,60603.68
128,49922.75,50139.69,50384.18,50699.82,50886.36,51034.07,51107.87,51253.64,51479.68,51714.89,52088.78,52362.83,52326.26,52243.07,52033.46,51737.65,51352.41,50875.71,50469.47,50171.14,49832.76,49621.02,49548.15,49375.6,49141.45,48828.07,48518.06,48249.98,47957.63,47623.43,47262.68,46933.74,46819.21,46763.79,46734.39,46677.33,46587.75,46556.36,46584.73,46582.05,46611.15,46724.11,46870.85,47076.08,47064.07,47174.9,47420.55,47888.26,48141.62,48759.33,49364.7,49688.28,50001.97,50252.65,50561.07,50817.09,51286.58,51732.11,52457.13,53434.4,54910.25,55701.89,56216.22,56984.71,57940.07,59053.34,59948.74,60382.01,61141.25,62306.52,64499.47,68209.37,71977.41,73343.64,75570.29,76521.87,75163.1,73472.93,72349.23,70989.43,69369.78,67664.61,65677.47,63589.63,62126.19,61326.11
