,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985
10,2793.3,2793.62,2795.05,2796.58,2797.82,2797.92,2799.48,2802.54,2802.95,2803.41,2804.89,2805.57,2809.19,2809.68,2808.5,2807.5,2807.71,2811.52,2813.08,2816.33,2820.23,2814.8,2810.3,2808.35,2804.89,2802.26,2798.47,2796.27,2798.32,2797.58,2796.05,2799.0,2798.22,2794.45,2790.72,2787.57,2786.91,2786.2,2783.9,2781.51,2778.57,2780.9,2784.14,2784.28,2783.49,2781.42,2780.73,2782.61,2782.77,2782.06,2784.04,2786.42,2788.3,2789.48,2783.09,2789.65,2795.01,2802.61,2797.47,2811.46,2805.68,2804.27,2804.82,2806.08,2808.23,2809.62,2819.92,2822.75,2828.21,2844.98,2853.62,2836.52,2837.69,2847.07,2858.66,2864.05,2857.06,2854.21,2869.46,2884.74,2911.32,2953.82,2929.97,2910.17,2928.73,2897.87
11,3051.16,3051.66,3053.39,3055.19,3056.64,3056.64,3058.76,3062.34,3062.54,3063.33,3065.0,3065.78,3070.44,3070.34,3069.28,3067.87,3068.47,3073.1,3074.6,3078.93,3083.23,3075.96,3071.42,3068.77,3064.77,3061.64,3057.03,3054.73,3057.41,3056.01,3054.52,3058.28,3056.71,3052.41,3047.86,3044.3,3043.7,3042.7,3039.92,3037.11,3033.54,3037.01,3040.38,3040.55,3039.5,3036.98,3036.39,3038.73,3038.63,3037.92,3040.49,3043.18,3045.44,3046.04,3039.44,3047.14,3054.12,3060.78,3057.27,3073.43,3065.46,3064.6,3064.65,3066.6,3068.88,3071.4,3082.3,3087.35,3093.68,3114.71,3120.14,3101.77,3104.05,3114.47,3127.91,3134.81,3124.84,3124.1,3142.88,3161.88,3195.14,3240.45,3207.91,3191.33,3209.19,3172.17
12,3322.22,3322.94,3325.01,3327.09,3328.76,3328.62,3331.41,3335.56,3335.46,3336.67,3338.54,3339.4,3345.3,3344.39,3343.55,3341.61,3342.71,3348.31,3349.61,3355.26,3359.92,3350.43,3346.03,3342.54,3337.97,3334.34,3328.77,3326.43,3329.87,3327.61,3326.26,3330.96,3328.36,3323.53,3318.06,3314.1,3313.58,3312.25,3308.91,3305.69,3301.4,3306.28,3309.68,3309.87,3308.53,3305.5,3305.07,3307.94,3307.49,3306.8,3310.06,3313.06,3315.74,3315.38,3309.12,3317.64,3326.18,3331.84,3330.89,3349.05,3338.61,3338.41,3337.77,3340.67,3343.02,3346.71,3357.57,3365.28,3373.07,3399.14,3400.23,3380.95,3384.68,3396.64,3411.6,3419.23,3407.7,3409.06,3431.2,3455.2,3493.86,3545.54,3500.66,3487.41,3504.62,3460.97
13,3594.01,3594.97,3597.41,3599.79,3601.68,3601.45,3604.97,3609.63,3609.26,3610.93,3612.98,3614.06,3621.12,3619.43,3618.73,3616.33,3618.01,3624.53,3625.78,3632.78,3637.57,3625.87,3621.58,3617.18,3612.03,3607.78,3601.27,3598.95,3603.06,3599.95,3598.83,3604.39,3600.71,3595.27,3588.86,3584.5,3584.04,3582.32,3578.4,3574.7,3569.81,3576.09,3579.53,3579.73,3578.05,3574.51,3574.32,3577.67,3576.86,3576.26,3580.24,3583.58,3586.59,3585.24,3579.51,3588.62,3598.67,3603.47,3605.25,3625.06,3612.45,3613.04,3612.03,3615.63,3618.17,3623.73,3634.04,3644.59,3654.33,3683.73,3681.38,3661.92,3667.36,3680.36,3696.72,3705.63,3692.8,3696.13,3721.71,3756.15,3797.65,3853.83,3796.77,3786.91,3803.25,3750.46
14,3866.51,3867.76,3870.59,3873.27,3875.35,3875.12,3879.39,3884.56,3883.99,3886.08,3888.33,3889.74,3897.86,3895.42,3894.85,3892.02,3894.38,3901.8,3903.12,3911.48,3916.19,3902.34,3898.03,3892.71,3886.89,3881.95,3874.52,3872.33,3876.99,3873.07,3872.27,3878.55,3873.77,3867.64,3860.25,3855.5,3855.06,3852.92,3848.39,3844.14,3838.82,3846.46,3849.94,3850.1,3848.04,3844.05,3844.11,3847.91,3846.75,3846.31,3851.04,3854.73,3857.98,3855.34,3850.59,3860.61,3872.14,3875.57,3880.61,3901.33,3887.03,3888.23,3887.22,3891.77,3894.28,3902.01,3911.28,3925.78,3937.39,3969.48,3962.62,3944.27,3951.83,3966.55,3984.73,3993.69,3979.89,3985.16,4014.49,4061.35,4104.54,4163.88,4094.83,4090.99,4105.93,4038.98
15,4139.74,4141.31,4144.56,4147.55,4149.81,4149.65,4154.73,4160.33,4159.62,4162.17,4164.63,4166.49,4175.54,4172.4,4171.86,4168.68,4171.84,4180.09,4181.65,4191.37,4195.72,4179.83,4175.37,4169.09,4162.6,4156.89,4148.54,4146.54,4151.64,4146.94,4146.56,4153.44,4147.51,4140.6,4132.23,4127.13,4126.66,4124.03,4118.84,4113.97,4108.43,4117.38,4120.91,4121.0,4118.52,4114.08,4114.48,4118.67,4117.16,4116.96,4122.45,4126.56,4130.19,4125.7,4122.51,4134.04,4146.63,4148.01,4157.34,4178.68,4162.6,4164.01,4163.45,4168.91,4171.33,4180.99,4189.74,4207.96,4221.48,4258.04,4245.64,4228.47,4237.76,4255.52,4276.36,4283.0,4268.44,4276.5,4309.71,4365.17,4416.83,4477.54,4395.09,4399.31,4410.04,4327.65
16,4413.73,4415.63,4419.29,4422.66,4425.04,4425.06,4431.0,4436.94,4436.16,4439.16,4441.85,4444.35,4454.13,4450.39,4449.81,4446.36,4450.38,4459.43,4461.41,4472.46,4476.17,4458.32,4453.63,4446.33,4439.11,4432.53,4423.31,4421.61,4427.01,4421.61,4421.74,4429.04,4421.95,4414.14,4404.76,4399.36,4398.81,4395.63,4389.78,4384.2,4378.66,4388.86,4392.43,4392.41,4389.45,4384.64,4385.41,4389.93,4388.09,4388.22,4394.49,4399.05,4403.86,4396.87,4395.1,4407.79,4422.36,4421.24,4435.71,4457.28,4438.78,4440.79,4440.44,4446.92,4449.38,4461.19,4470.24,4492.33,4507.6,4550.34,4532.15,4513.91,4525.94,4546.55,4569.34,4575.43,4559.11,4570.59,4607.45,4666.93,4734.31,4793.84,4697.88,4713.9,4714.79,4619.64
17,4688.42,4690.72,4694.82,4698.55,4701.05,4701.35,4708.16,4714.4,4713.62,4717.09,4720.0,4723.28,4733.65,4729.34,4728.65,4725.02,4730.04,4739.8,4742.41,4754.77,4757.46,4737.82,4732.79,4724.44,4716.46,4708.88,4698.86,4697.54,4703.07,4697.03,4697.82,4705.34,4697.06,4688.26,4677.88,4672.19,4671.53,4667.76,4661.19,4654.83,4649.51,4660.9,4664.51,4664.34,4660.87,4655.69,4656.93,4661.7,4659.54,4660.1,4667.16,4672.19,4678.45,4668.61,4668.39,4681.96,4699.7,4695.33,4715.2,4736.1,4716.48,4718.61,4718.58,4725.79,4728.42,4742.63,4752.54,4777.5,4796.22,4844.28,4820.7,4800.73,4815.98,4839.27,4863.49,4869.62,4850.86,4867.16,4906.11,4969.61,5052.9,5116.59,5005.23,5032.64,5019.43,4913.88
18,4963.88,4966.59,4971.16,4975.27,4977.82,4978.53,4986.28,4992.75,4992.04,4995.94,4999.06,5003.36,5014.05,5009.31,5008.37,5004.73,5010.85,5021.18,5024.68,5038.3,5039.62,5018.36,5012.82,5003.4,4994.61,4985.93,4975.16,4974.34,4979.81,4973.25,4974.83,4982.29,4972.83,4962.93,4951.58,4945.63,4944.8,4940.37,4933.09,4925.85,4921.02,4933.49,4937.15,4936.78,4932.72,4927.29,4929.06,4933.96,4931.56,4932.61,4940.42,4946.04,4953.02,4940.56,4942.8,4957.28,4978.45,4971.05,4995.95,5014.85,4995.25,4997.76,4997.76,5005.7,5008.38,5026.06,5036.6,5063.1,5087.05,5138.53,5111.71,5089.01,5108.65,5134.98,5160.42,5165.6,5144.6,5166.6,5207.16,5276.8,5378.65,5441.62,5317.68,5354.09,5327.31,5207.86
19,5240.1,5243.25,5248.31,5252.83,5255.39,5256.63,5265.36,5271.93,5271.4,5275.75,5279.1,5284.59,5295.37,5290.31,5289.01,5285.49,5292.82,5303.63,5308.2,5323.06,5322.58,5299.96,5293.69,5283.19,5273.58,5263.65,5252.2,5252.07,5257.25,5250.23,5252.78,5259.92,5249.29,5238.19,5225.85,5219.72,5218.63,5213.45,5205.42,5197.26,5193.23,5206.69,5210.4,5209.76,5205.05,5199.39,5201.78,5206.68,5204.1,5205.8,5214.32,5220.57,5228.34,5213.29,5218.19,5234.26,5258.11,5248.99,5277.87,5294.06,5275.45,5277.7,5277.8,5286.6,5289.55,5311.57,5322.42,5349.65,5379.37,5434.92,5403.68,5379.2,5404.28,5433.64,5460.88,5463.25,5440.44,5467.14,5510.82,5590.54,5711.38,5766.2,5635.29,5676.13,5637.93,5503.05
20,5517.04,5520.71,5526.29,5531.19,5533.75,5535.64,5545.36,5551.96,5551.7,5556.53,5560.07,5566.97,5577.6,5572.29,5570.52,5567.27,5575.96,5587.09,5593.03,5609.07,5606.3,5582.58,5575.45,5563.85,5553.33,5542.03,5530.0,5530.7,5535.34,5527.99,5531.69,5538.2,5526.39,5513.98,5500.7,5494.42,5493.0,5487.03,5478.22,5469.04,5466.15,5480.44,5484.21,5483.25,5477.8,5472.04,5475.11,5479.89,5477.17,5479.65,5488.87,5495.77,5503.97,5486.65,5494.25,5512.25,5538.65,5528.76,5561.97,5574.16,5556.31,5558.58,5559.14,5568.52,5571.9,5598.13,5609.58,5637.69,5675.53,5732.51,5695.17,5672.5,5700.26,5734.3,5763.59,5761.96,5737.82,5769.85,5818.21,5909.18,6050.15,6090.7,5955.04,6000.59,5951.42,5801.34
21,5794.76,5798.97,5805.09,5810.39,5812.87,5815.58,5826.35,5832.82,5832.95,5838.23,5841.98,5850.55,5860.69,5855.31,5852.95,5850.08,5860.31,5871.63,5879.19,5896.33,5890.81,5866.22,5858.09,5845.34,5833.86,5821.08,5808.58,5810.24,5814.12,5806.55,5811.57,5817.14,5804.18,5790.29,5776.07,5769.72,5767.93,5761.08,5751.48,5741.19,5739.77,5754.77,5758.59,5757.24,5750.97,5745.2,5749.04,5753.59,5750.77,5754.16,5764.07,5771.66,5779.25,5760.79,5770.57,5790.82,5820.34,5809.6,5846.46,5855.58,5837.82,5840.14,5841.57,5851.38,5855.55,5885.1,5898.9,5927.62,5973.17,6031.63,5987.11,5967.04,5996.5,6036.28,6066.97,6061.67,6037.92,6075.78,6132.9,6232.11,6392.35,6410.96,6277.34,6326.55,6266.95,6101.39
22,6073.26,6078.04,6084.68,6090.45,6092.78,6096.47,6108.34,6114.52,6115.16,6120.91,6124.88,6135.37,6144.67,6139.37,6136.24,6133.97,6145.82,6157.18,6166.72,6184.85,6176.03,6150.94,6141.56,6127.64,6115.21,6100.81,6087.92,6090.76,6093.53,6085.9,6092.39,6096.71,6082.61,6067.17,6052.01,6045.65,6043.39,6035.58,6025.15,6013.65,6014.17,6029.65,6033.53,6031.73,6024.59,6018.92,6023.61,6027.77,6024.89,6029.35,6039.93,6048.29,6055.24,6035.74,6047.6,6070.92,6101.7,6091.02,6132.02,6138.11,6120.35,6122.58,6125.03,6135.02,6140.74,6174.03,6190.92,6219.53,6272.77,6330.01,6279.87,6262.15,6294.1,6339.09,6371.93,6362.58,6340.22,6384.81,6452.16,6563.24,6729.1,6732.13,6603.55,6652.58,6582.66,6402.34
23,6352.5,6357.92,6365.11,6371.32,6373.45,6378.31,6391.28,6397.06,6398.39,6404.53,6408.73,6421.38,6429.49,6424.44,6420.44,6418.97,6432.57,6443.81,6455.64,6474.64,6461.98,6436.74,6425.88,6410.8,6397.32,6381.18,6368.05,6372.21,6373.62,6366.07,6374.22,6376.91,6361.71,6344.54,6328.51,6322.23,6319.4,6310.57,6299.29,6286.45,6289.33,6305.1,6309.04,6306.71,6298.62,6293.14,6298.79,6302.43,6299.55,6305.22,6316.45,6325.62,6331.38,6311.42,6325.66,6352.37,6381.22,6373.96,6419.51,6421.1,6404.45,6405.62,6409.52,6419.81,6427.89,6462.49,6484.08,6514.6,6576.93,6627.61,6574.7,6559.23,6593.42,6642.47,6678.65,6663.01,6645.03,6697.22,6772.8,6898.77,7071.54,7056.07,6933.73,6981.35,6897.98,6704.33
24,6645.69,6651.78,6659.55,6666.22,6668.08,6674.28,6688.4,6693.58,6695.75,6702.31,6706.68,6721.83,6728.35,6723.73,6718.66,6718.18,6733.73,6744.62,6759.13,6778.9,6761.74,6736.75,6724.18,6707.93,6693.4,6675.33,6662.1,6667.77,6667.47,6660.17,6670.23,6670.88,6654.59,6635.56,6618.71,6612.59,6609.09,6599.14,6587.02,6572.73,6578.41,6594.27,6598.27,6595.34,6586.24,6581.08,6587.78,6590.72,6587.88,6594.93,6606.8,6616.81,6620.66,6601.36,6617.24,6647.1,6673.98,6671.86,6721.47,6718.14,6702.78,6702.56,6708.37,6718.81,6729.26,6763.83,6790.85,6824.4,6897.03,6939.13,6884.28,6871.64,6909.06,6961.33,6999.13,6980.32,6966.56,7025.72,7111.86,7249.54,7436.49,7395.6,7279.46,7325.79,7228.54,7021.13
25,6939.7,6946.51,6954.88,6961.97,6963.66,6971.27,6986.42,6991.1,6994.15,7001.07,7005.87,7023.28,7028.31,7023.97,7018.01,7018.63,7035.99,7046.8,7063.95,7084.03,7062.58,7037.73,7023.36,7005.95,6990.22,6970.3,6957.09,6964.05,6962.13,6955.27,6966.98,6965.54,6948.06,6927.19,6909.56,6903.54,6899.28,6888.23,6875.16,6859.71,6868.08,6884.03,6888.04,6884.47,6874.38,6869.67,6877.3,6879.55,6876.89,6885.32,6897.84,6908.51,6910.47,6892.17,6909.17,6941.99,6967.26,6970.4,7023.27,7015.8,7001.89,7000.98,7008.14,7018.97,7033.08,7066.61,7099.21,7136.64,7215.93,7251.48,7196.18,7186.81,7226.35,7281.51,7321.98,7300.63,7290.64,7356.71,7463.87,7607.88,7804.85,7739.75,7629.63,7674.32,7558.57,7340.83
26,7234.57,7242.11,7251.04,7258.52,7260.21,7269.23,7285.34,7289.67,7293.52,7300.83,7306.25,7325.67,7329.31,7325.2,7318.42,7320.33,7339.39,7350.37,7370.09,7390.07,7364.55,7339.61,7323.5,7304.81,7287.76,7266.09,7253.08,7261.09,7257.65,7251.38,7264.45,7260.96,7242.16,7219.43,7201.04,7195.07,7190.02,7177.82,7163.71,7147.46,7158.34,7174.38,7178.34,7174.05,7163.11,7158.86,7167.34,7168.95,7166.57,7176.4,7189.6,7200.71,7200.28,7183.8,7202.51,7238.12,7260.87,7270.12,7324.74,7314.14,7301.35,7300.43,7309.37,7320.18,7338.36,7370.01,7410.11,7451.17,7535.69,7562.86,7509.6,7504.16,7547.04,7605.82,7646.54,7623.35,7616.96,7690.34,7821.73,7969.69,8173.8,8085.57,7986.41,8028.51,7884.98,7662.47
27,7530.28,7538.6,7548.11,7555.93,7557.75,7568.24,7585.15,7589.25,7593.92,7601.64,7607.9,7629.03,7631.42,7627.36,7619.93,7623.29,7643.89,7655.35,7677.57,7696.93,7667.68,7642.4,7624.51,7604.56,7586.07,7562.7,7550.03,7558.81,7553.99,7548.45,7562.63,7557.05,7536.82,7512.29,7493.24,7487.19,7481.26,7467.85,7452.6,7435.95,7449.2,7465.34,7469.18,7464.13,7452.37,7448.73,7457.91,7458.9,7456.95,7468.16,7482.15,7493.96,7490.17,7476.51,7497.95,7535.53,7554.58,7571.64,7627.47,7613.67,7601.21,7601.11,7611.73,7622.38,7644.12,7674.87,7721.85,7766.52,7859.41,7876.56,7825.37,7823.02,7871.62,7935.49,7972.07,7947.48,7946.18,8026.9,8174.74,8339.31,8547.08,8433.65,8348.99,8383.23,8210.24,7991.14
28,7826.84,7835.9,7846.1,7854.13,7856.28,7868.31,7885.86,7889.84,7895.32,7903.45,7910.85,7933.31,7934.65,7930.51,7922.59,7927.48,7949.53,7961.77,7986.39,8004.63,7971.89,7946.12,7926.4,7905.14,7885.08,7860.13,7847.96,7857.29,7851.2,7846.56,7861.5,7853.88,7832.04,7805.69,7786.08,7779.89,7772.98,7758.37,7741.87,7725.19,7740.66,7756.89,7760.55,7754.65,7742.22,7739.22,7749.0,7749.41,7748.04,7760.63,7775.41,7789.33,7781.13,7769.96,7793.46,7834.58,7849.25,7875.45,7931.74,7913.68,7902.24,7902.53,7914.96,7925.71,7951.28,7982.63,8036.59,8084.5,8188.66,8195.59,8142.38,8144.87,8198.7,8266.26,8301.98,8274.22,8279.01,8366.51,8522.05,8716.15,8922.84,8784.61,8720.99,8737.14,8540.38,8326.08
29,8124.27,8134.1,8144.93,8153.19,8155.82,8169.38,8187.46,8191.45,8197.77,8206.27,8215.05,8238.55,8238.94,8234.57,8226.36,8232.97,8256.27,8269.65,8296.57,8313.1,8277.2,8250.79,8229.22,8206.6,8184.77,8158.4,8146.86,8156.42,8149.24,8145.74,8161.06,8151.39,8127.79,8099.7,8079.57,8073.16,8065.23,8049.39,8031.52,8015.21,8032.71,8049.05,8052.44,8045.67,8032.61,8030.41,8040.6,8040.48,8039.84,8053.79,8069.42,8085.85,8072.73,8064.22,8089.25,8135.89,8144.98,8180.55,8235.74,8215.78,8204.5,8205.34,8219.04,8230.11,8259.88,8292.79,8351.83,8405.89,8519.58,8517.23,8460.86,8468.91,8527.57,8597.83,8633.79,8601.71,8614.94,8706.3,8869.37,9092.7,9308.07,9142.14,9098.27,9089.07,8873.31,8661.91
30,8422.57,8433.19,8444.69,8453.04,8456.39,8471.53,8490.02,8494.16,8501.21,8510.09,8520.6,8544.68,8544.36,8539.55,8531.31,8539.79,8564.1,8579.03,8608.12,8622.36,8583.68,8556.33,8532.91,8508.86,8485.14,8457.49,8446.77,8456.21,8448.17,8445.99,8461.21,8449.55,8424.07,8394.3,8373.71,8367.01,8357.95,8340.9,8321.54,8306.03,8325.37,8341.8,8344.86,8337.1,8323.6,8322.29,8332.71,8332.17,8332.37,8347.6,8364.23,8381.89,8364.35,8359.99,8386.55,8439.05,8443.06,8487.17,8539.02,8519.14,8508.46,8509.37,8524.32,8535.5,8571.21,8605.26,8666.99,8730.13,8849.87,8842.17,8780.96,8796.48,8860.48,8933.05,8967.54,8931.55,8954.57,9048.91,9223.11,9479.81,9695.1,9507.08,9478.25,9445.15,9204.58,9000.46
