,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989
101,36587.29,42180.11,39328.63,40909.4,40009.87,35148.55,35604.63,36087.1,39484.31,38060.14,34943.55,41148.29,37415.56,34039.56,40727.1,39827.04,40518.35,46952.44,49416.97,54577.34,62180.1,73481.78,55353.45,37658.59,21390.64,33427.02,32338.24,33351.28,42758.27,44686.61,34976.28,38701.41,34731.13,33757.2,30741.46,39485.89,40094.91,45582.33,52460.25,42931.81,46230.41,39506.87,47182.11,48820.18,50743.89,47204.33,52134.94,63064.29,64359.6,58996.55,50158.26,54323.12,49310.57,49994.0,40236.2,43907.62,45721.27,45324.59,43154.46,42723.22,43965.82,41600.83,34440.24,40216.03,41141.98,39377.9,35645.08,37171.48,39713.75,39122.44,39248.67,40269.26,43962.16,48601.59,43937.28,56090.26,50688.79,56276.05,63209.77,66552.86,55926.7,58315.24,57510.71,53516.06,51813.51,50154.23,46302.04,48846.54,53176.51,59051.05
102,37999.27,43122.87,38487.87,41317.71,40567.29,35981.33,34847.38,36517.06,39643.2,37919.1,35697.18,42637.04,37942.4,34526.57,41475.88,39474.44,42361.63,48467.33,51539.37,56086.88,63128.81,79515.12,54998.96,39045.07,22361.49,35625.99,31859.11,34938.71,45071.07,47174.89,40099.4,39855.59,36009.74,35409.12,31970.49,40567.25,41346.11,45398.41,51811.07,45418.89,45945.64,41643.39,45184.82,50093.76,52454.5,48280.66,54326.25,67383.57,67780.6,60498.84,51732.21,56522.81,48906.54,50393.69,41404.21,43934.61,47451.62,45772.19,43582.99,43746.57,44410.37,40843.54,35004.27,40539.69,41443.93,40140.39,33646.51,37737.06,40854.2,39897.97,39708.93,41112.73,45891.66,48504.87,44571.26,56900.55,50954.38,57666.37,62860.32,68595.99,56300.73,59976.76,58063.79,54290.88,52971.57,50618.06,46596.42,50513.33,52275.08,62072.58
103,39619.47,44380.87,39645.32,40472.01,41740.1,37132.51,35369.55,38046.32,40384.79,37744.06,36485.38,41197.32,37523.43,34814.27,43099.85,40162.95,43930.8,49513.57,53649.29,58980.35,65352.69,83914.54,55021.89,38788.53,27891.6,34949.1,31572.14,36948.14,46223.51,48074.79,40788.92,39949.67,37038.63,35817.22,32373.12,39654.58,41426.62,46026.67,51551.72,45286.81,45488.56,43280.32,47793.67,52389.49,53208.42,49005.99,55734.71,67616.96,68024.25,58387.82,53742.92,56797.47,49859.57,52260.95,42687.86,45296.15,47439.35,46888.12,42231.34,44745.37,44232.82,41209.92,36157.42,40580.29,42929.28,40170.56,33379.76,36576.31,41172.41,39834.34,42010.91,42905.25,47472.12,49338.9,45347.65,56493.65,54566.4,57461.27,64367.91,72419.04,56119.67,62506.5,55240.16,55799.26,53780.79,51687.25,48038.38,51147.45,53889.53,62684.81
104,39846.12,44934.14,40356.33,39489.46,42421.32,37892.56,35891.6,39501.23,42049.55,37126.74,36937.03,42206.46,38954.1,35904.15,44434.86,40889.12,44194.52,50923.97,54847.59,62185.05,69641.81,87345.2,55572.43,35423.33,29887.79,35243.11,31588.47,37942.74,47109.83,43541.26,40015.43,43418.27,38616.44,36415.07,33105.07,40756.14,41459.39,48864.98,46230.69,44956.87,45652.99,44257.91,49660.53,54051.56,53148.53,47886.73,57323.86,70690.76,66702.12,57072.2,55371.07,55573.51,49255.48,52458.29,42922.06,46650.72,48534.57,48527.5,41713.58,45697.41,45751.13,41835.46,38026.0,41683.42,43027.88,41143.07,31947.72,36863.08,42279.66,40002.55,42595.05,43820.84,48894.46,47203.73,49272.59,58323.04,55640.54,57252.91,63708.09,71256.25,57373.06,63200.1,54036.26,56151.08,54379.4,52619.89,48772.89,52943.98,55137.94,63704.95
105,40700.78,45584.26,42152.34,40175.44,42897.65,37637.33,36416.04,41489.11,43494.28,36406.74,38522.0,44254.01,39553.59,36763.91,45681.75,41047.99,44359.15,52741.5,54488.61,62016.56,71388.11,80054.52,50250.52,32934.5,28022.48,33531.26,32217.39,39098.13,49428.83,39549.71,43622.98,44241.32,39393.06,35973.0,35171.62,41006.95,42698.84,50915.83,45983.16,46344.82,47115.37,45660.42,51827.85,54459.12,52885.72,49536.97,58940.43,68328.09,66587.18,54849.93,57650.24,56067.18,49055.91,53402.33,42476.74,47233.54,49650.06,49830.84,41977.38,46159.94,47062.57,42666.5,39079.98,41611.92,43595.79,42726.38,32826.24,38428.35,41896.7,39920.44,42317.26,43376.63,50515.63,48313.31,52603.42,59129.49,56046.48,58361.44,64150.28,65403.46,59398.34,63816.25,53656.43,56696.18,54381.15,53520.9,49092.8,53736.2,57248.6,64955.64
106,43106.45,45950.74,42656.14,41798.35,43103.49,37550.1,36940.39,43002.89,44743.18,35068.21,39739.32,43912.91,38798.14,38566.11,44648.13,42438.22,46654.3,54540.79,55613.48,63721.96,75930.14,62889.89,48116.69,33754.69,28376.07,34513.81,33240.98,42057.52,50967.99,37716.15,44161.98,44185.51,40553.3,35397.67,36059.26,40191.82,43005.95,52701.66,46371.3,46490.14,45729.87,46702.84,52371.79,53904.42,54771.58,50939.91,61338.21,72679.57,66607.81,54497.71,59556.72,56775.31,50746.95,55742.6,45006.49,47543.91,50407.39,50643.91,43927.56,45651.85,48095.03,43407.06,39583.15,40862.5,45571.04,41255.99,33964.28,39376.93,42262.67,40629.36,41343.07,43799.36,52637.71,49823.29,54688.02,59214.14,57078.77,61421.82,66249.7,60054.9,59052.3,63450.87,55247.24,57174.91,55901.09,53968.73,49441.48,55089.42,59827.63,64823.46
107,44310.17,46868.02,42370.58,42461.39,42572.71,38056.22,36455.96,43592.66,44043.68,34925.87,39796.41,43593.39,37118.95,39999.69,45146.58,43981.35,49006.97,55788.22,57161.6,65497.99,76774.49,65471.54,46353.98,30414.81,28377.06,35417.5,33855.67,42541.31,50830.98,37857.49,43752.92,43954.23,39935.16,34441.07,36703.28,41078.76,44194.81,53909.36,47916.06,46500.89,46070.06,48207.88,52844.12,55799.6,57076.25,52041.29,64151.74,73823.47,67991.34,55034.04,60978.34,58712.63,52171.34,56652.22,46887.16,48779.4,50271.78,50986.88,44569.98,47083.43,48975.84,42393.93,41829.44,43186.51,46733.24,39914.69,33278.9,39566.52,43735.8,41079.57,42324.64,45531.63,52740.2,50776.98,55713.24,59717.88,57364.98,64178.42,67544.92,60002.04,60519.93,65198.35,57489.12,58023.24,57660.55,54753.86,49567.79,56876.04,60812.44,66576.47
108,44957.6,46702.18,43633.72,43051.04,42886.75,39619.36,37405.53,43665.52,43910.32,36827.66,40227.29,43885.34,38735.29,40538.54,46163.66,45558.54,51054.44,57029.13,57482.17,66323.25,82081.24,66848.92,47956.63,30696.15,29494.52,37193.95,34357.88,44676.5,52557.85,39080.53,43806.11,44318.85,40539.44,35425.85,38686.41,42537.44,45677.54,56097.81,48652.54,46620.09,47027.67,49557.13,56486.13,57871.78,57933.12,53645.06,65683.38,72782.98,67388.15,56436.1,63452.67,58476.1,54713.15,55575.99,48706.49,50390.77,51744.21,52168.7,46286.05,47530.25,48041.39,42710.85,43411.9,44904.7,47517.72,40814.22,35315.16,42348.23,44068.79,40715.39,43938.44,47036.48,53312.18,49807.84,57721.3,60935.45,59723.0,65053.6,71295.83,62292.86,62541.08,64653.62,57718.36,61541.07,58199.33,55892.24,50886.54,57406.01,62763.26,67158.03
109,44599.32,46068.96,44713.24,43353.03,42413.95,40519.11,37636.47,43801.46,42797.45,38149.65,40927.62,42007.29,39156.01,41695.52,48126.11,46294.15,51963.44,57700.98,58947.26,66313.31,83065.81,70816.87,51194.88,31115.16,28102.99,39465.15,34224.03,46992.93,54277.32,39025.28,44077.35,44657.41,39358.45,35275.67,40770.17,42877.81,47319.53,56763.56,50598.69,45523.77,46298.09,50898.64,58786.97,57686.31,58001.47,55151.29,68057.73,73770.14,65637.93,57161.25,63248.48,57285.76,56948.87,56813.11,49699.72,51370.39,52551.88,52447.54,47936.83,46557.53,48423.11,42287.07,45061.63,45993.91,46913.71,40661.36,37937.07,43949.69,43889.77,40971.67,44158.25,48936.83,52786.24,49815.51,59106.73,59385.32,62617.76,68169.15,75174.27,64263.39,64532.58,63984.21,62898.17,61768.03,59391.29,56332.09,52704.82,60323.55,65288.69,70923.92
110,45573.19,47426.76,44914.02,44766.87,42438.83,40576.25,38795.61,44261.38,44283.04,38284.68,42345.83,44565.88,39114.96,43307.77,49267.92,46274.68,51569.44,55346.12,60258.33,69757.22,84916.96,73599.07,52516.02,31743.95,28575.77,38641.54,33410.0,48221.5,54788.91,37887.04,44573.85,45023.15,40079.08,34624.0,42303.47,44264.11,47841.35,55998.92,49625.31,46564.35,47207.96,51834.09,58690.83,58438.97,58850.0,56652.25,68233.88,78566.1,66913.82,58644.5,65081.66,57250.14,58851.04,57393.3,50094.17,52584.88,53118.8,51406.18,49270.51,46510.33,48237.12,43317.47,46371.28,47266.29,46964.13,42293.84,39530.41,44666.6,44364.53,41535.62,45321.06,46696.31,54827.82,49566.23,61206.35,60153.29,63003.14,71666.48,78124.15,66251.19,64992.73,65747.06,64784.03,61816.63,60778.02,56242.28,54122.68,60708.34,65459.33,74318.58
111,47551.68,47177.59,45345.53,46293.45,42974.98,40501.37,41203.96,44495.2,44428.12,38676.4,43883.5,44923.82,39818.63,45645.17,48648.94,46142.74,51775.92,54807.53,62013.91,73901.4,85131.79,78023.04,49423.24,27990.54,30671.71,39567.82,35400.91,48783.45,52880.95,37457.91,41157.7,45885.92,39802.01,34292.9,43825.41,44269.91,49263.67,59319.02,48830.5,49723.74,47761.59,53561.03,59985.49,58948.14,57223.66,58999.94,70748.92,79958.2,68757.86,59469.99,66515.09,58377.27,60597.67,56545.14,52327.87,53675.83,54164.77,53088.21,50411.17,49425.32,49465.86,43020.49,47976.53,48135.88,46927.25,41503.85,40379.49,45469.64,44520.81,43246.03,46533.34,46908.98,55900.86,51848.85,63514.24,60957.98,64024.64,73588.24,78143.69,66363.24,67173.52,66364.08,66352.09,62432.71,60666.96,55404.28,55817.03,61273.82,64263.11,76770.3
112,49224.05,47193.92,46586.0,46828.39,42760.42,41224.48,41130.02,45727.65,44015.28,40074.78,46525.01,43618.64,41179.19,47444.84,47643.62,46634.7,53578.35,55704.53,64289.34,76383.2,86837.76,74829.89,46600.11,26825.4,36016.31,37462.19,37608.51,47440.6,51694.12,38245.89,42705.31,41958.47,39790.32,35100.95,45575.74,45367.67,51176.7,59970.03,48757.07,52084.83,48110.31,55554.77,60694.82,59575.86,58085.02,61432.96,71121.82,78490.51,71485.95,61523.62,67885.52,58538.14,61618.12,53927.55,53629.52,54595.93,55294.73,51593.88,51598.14,50775.8,51149.82,40395.59,48088.62,48352.96,46606.82,41304.19,42497.03,45856.94,45031.66,45210.27,46495.7,48927.03,55898.37,52644.63,66007.34,61472.9,65787.12,74370.77,78776.94,65873.86,69683.8,68729.88,66778.1,63854.74,61457.34,56302.38,57605.06,62809.5,69156.87,77101.38
113,50403.74,46171.19,47802.69,47399.44,41907.37,41657.52,41986.96,46603.2,45223.81,40734.34,47985.96,43722.18,39668.7,47733.43,46998.78,47842.66,54883.18,58281.51,65565.07,73978.31,88865.58,69329.05,46157.43,25676.32,40302.38,38283.17,39015.2,49394.73,50846.12,39380.63,43751.49,40066.75,41285.01,36763.39,46692.63,47427.86,52416.82,60224.52,50559.62,54275.61,46816.37,56882.41,60570.03,61491.7,57121.57,62434.02,75082.19,78742.64,73047.47,63251.76,67996.68,60748.3,61539.89,49834.66,54150.59,54893.38,53892.95,51833.37,51681.78,52292.42,49827.22,40818.74,48046.7,48990.61,46479.68,41910.26,43746.96,46618.41,45776.53,45909.56,47719.64,51596.59,56818.17,51535.16,67383.85,61342.72,67478.87,76574.01,81945.34,69178.22,71914.61,70834.03,67462.96,63745.07,62313.42,57227.27,59371.2,63884.23,72439.97,77636.51
114,51481.79,45134.24,48235.97,48010.37,42852.09,40726.69,42445.49,46740.97,44999.55,41569.39,49676.9,44294.0,40193.71,48565.88,46531.68,49975.52,56608.28,60739.88,67330.71,75057.03,96144.04,68789.86,47816.34,26809.1,42933.64,37657.47,40829.65,52019.05,53623.53,45023.31,45015.48,41498.51,43279.37,38195.23,47927.69,48865.65,52171.04,59447.36,53453.88,53892.28,49315.18,54381.66,62099.63,63523.37,58374.48,65021.79,80197.62,82903.79,74855.94,65191.51,70716.52,60162.36,61962.07,51233.06,54103.22,56929.71,54373.1,52290.57,52868.28,52768.59,48849.1,41436.94,48376.84,49295.91,47331.56,39520.87,44365.69,47908.1,46637.85,46405.61,48668.75,53805.53,56672.32,52236.41,68300.88,61601.43,69089.01,76090.54,84399.82,69568.49,73899.69,71446.65,68362.22,65107.52,62815.93,57515.85,61344.45,62741.82,76105.33,80828.08
115,52939.07,46448.34,47204.75,49353.9,44179.33,41293.11,44178.02,47568.76,44735.33,42444.14,47961.3,43763.1,40487.39,50422.6,47296.36,51782.45,57785.85,63182.07,70768.0,77656.84,101431.8,68732.55,47418.37,33582.31,42037.42,37262.29,43136.28,53307.71,54610.16,45766.29,45097.71,42643.02,43713.86,38622.3,46789.68,48909.02,52855.73,59116.59,53248.11,53306.66,51215.53,57497.63,64920.1,64380.86,59196.53,66662.89,80421.68,83133.63,72123.88,67692.55,70978.24,61277.88,64220.29,52776.75,55735.12,56853.06,55652.13,50588.82,54023.71,52500.84,49230.31,42756.84,48366.31,51017.71,47318.4,39163.98,42960.39,48237.63,46525.86,49033.97,50739.07,55606.82,57604.23,53102.04,67754.72,65921.3,68791.24,77856.17,89051.78,69268.78,76957.09,67886.4,70199.5,66037.08,64079.58,59241.2,62053.48,64625.96,76789.81,76829.95
116,53546.7,47237.09,46015.07,50111.61,45035.18,41859.2,45823.25,49487.83,43943.75,42927.88,49092.86,45387.17,41710.67,51940.07,48105.14,52044.9,59387.35,64547.49,74579.08,82718.25,105539.54,69347.39,43139.08,35976.63,42331.12,37229.26,44254.8,54290.02,49477.41,44893.72,48938.6,44415.84,44385.41,39448.4,48047.04,48895.94,56069.6,53000.55,52808.95,53453.0,52328.09,59707.55,66937.84,64241.17,57760.61,68521.03,84042.58,81428.72,70392.82,69697.84,69329.73,60443.59,64389.3,52988.79,57356.64,58117.44,57555.6,49899.47,55121.04,54259.47,49924.06,44927.06,49634.11,51079.86,48417.02,37444.75,43252.22,49486.95,46682.89,49673.14,51772.26,57223.19,55102.43,57610.98,69894.49,67160.68,68490.08,76998.28,87544.56,70750.76,77743.31,66329.31,70557.51,66705.61,65170.95,60080.14,64182.2,66069.05,77977.9,74357.93
117,54270.58,49298.91,46771.93,50625.41,44671.4,42427.89,48084.03,51145.49,43031.11,44725.36,51429.43,46043.01,42666.74,53353.64,48244.1,52190.42,61462.33,64076.3,74316.35,84746.4,96617.35,62492.5,39960.29,33608.42,40174.39,37924.8,45560.37,56917.31,44957.57,48857.01,49832.66,45270.35,43758.71,41888.68,48293.44,50316.73,58381.19,52684.04,54399.12,55125.46,53946.32,62281.38,67371.2,63853.56,59712.94,70411.15,81163.76,81215.88,67526.49,72539.6,69870.29,60116.26,65491.01,52341.07,58008.15,59405.53,59056.72,50157.07,55619.23,55769.89,50865.23,46126.84,49490.05,51702.94,50234.58,38428.06,45039.6,48999.94,46550.51,49315.83,51200.65,59069.98,56352.27,61429.27,70805.55,67589.91,69761.14,77473.7,80251.51,73189.23,78433.55,65790.46,71162.28,66636.03,66221.87,60400.44,65083.69,68546.62,79450.0,75549.32
118,54653.24,49843.94,48619.72,50817.88,44510.02,42996.27,49795.25,52570.85,41383.3,46095.75,50993.33,45123.51,44712.17,52102.7,49834.92,54850.37,63515.05,65353.94,76314.42,90104.4,75706.93,59696.23,40906.17,33974.6,41308.23,39088.24,48969.75,58648.24,42868.29,49433.47,49748.48,46563.37,42967.56,42901.59,47275.61,50629.99,60388.79,53093.67,54522.05,53451.32,55134.78,62880.02,66591.56,66093.86,61361.7,73241.3,86307.72,81170.54,67006.45,74899.54,70683.41,62151.02,68333.93,55454.86,58317.8,60260.03,59972.21,52452.91,54932.1,56946.6,51696.78,46671.79,48533.21,54005.23,48456.37,39713.43,46104.95,49385.16,47333.29,48154.86,51651.78,61498.13,58063.2,63804.86,70850.74,68777.32,73359.35,79951.51,73586.12,72686.85,77912.51,67680.74,71682.2,68441.4,66703.69,60756.49,66668.8,71584.64,79215.67,82386.07
119,55697.24,49463.94,49349.23,50136.59,45060.03,42390.04,50438.07,51697.29,41161.21,46122.61,50582.87,43132.37,46330.2,52641.15,51604.72,57576.3,64924.69,67129.37,78396.63,91056.87,78778.27,57374.65,36683.26,33908.36,42344.89,39766.09,49490.83,58455.57,43000.83,48964.25,49469.32,45822.64,41704.04,43619.69,48276.08,51988.91,61734.94,54823.08,54486.51,53804.53,56872.92,63391.46,68898.01,68844.32,62641.32,76570.38,87619.21,82806.09,67600.04,76634.27,73057.85,63851.45,69391.17,57745.89,59785.77,60035.97,60327.03,53167.95,56611.68,57941.84,50417.77,49284.22,51261.33,55336.37,46832.07,38872.88,46283.69,51057.52,47816.92,49252.36,53644.85,61579.65,59131.5,64955.62,71398.25,69061.78,76593.27,81456.82,73450.46,74430.92,79997.01,70371.18,72673.02,70540.98,67607.68,60835.49,68780.99,72709.38,81305.36,85500.37
120,55438.48,50895.35,49991.01,50455.13,46871.59,43450.51,50482.07,51489.61,43365.84,46580.03,50879.34,44965.2,46912.31,53782.14,53411.0,59938.42,66324.05,67457.07,79329.42,97317.82,80384.05,59317.73,36955.54,35206.25,44438.7,40307.99,51933.1,60398.45,44347.44,49003.98,49851.86,46477.52,42850.49,45948.22,49950.28,53692.59,64199.09,55628.26,54576.69,54879.7,58422.19,67746.4,71421.38,69822.23,64529.72,78352.44,86320.55,81989.11,69272.47,79714.67,72666.41,66939.7,67971.01,59953.28,61718.8,61749.31,61678.05,55174.81,57087.11,56772.95,50736.07,51105.27,53258.85,56214.06,47839.86,41199.1,49483.04,51402.4,47358.67,51076.42,55366.57,62204.15,57980.53,67238.54,72797.47,71846.75,77581.82,85921.74,76196.66,76855.06,79252.84,70580.76,77055.71,71131.06,68949.28,62395.49,69358.87,74988.22,81947.72,89394.47
121,54620.17,52111.08,50298.39,49842.11,47888.83,43675.42,50599.12,50129.29,44880.25,47348.66,48664.2,45410.81,48207.25,56024.15,54226.6,60958.69,67061.48,69130.77,79256.2,98433.94,85129.41,63329.12,37398.43,33438.77,47130.82,40098.04,54584.67,62332.03,44258.23,49284.16,50205.43,45094.25,42588.8,48395.47,50300.67,55583.66,64923.89,57812.0,53236.23,53976.85,59961.34,70471.9,71105.16,69837.79,66297.99,81146.89,87441.5,79760.44,70097.98,79356.81,71066.18,69644.21,69430.83,61118.18,62860.91,62660.28,61953.89,57101.33,55834.79,57170.82,50165.62,53004.55,54502.44,55438.96,47612.14,44203.63,51304.86,51153.15,47616.76,51293.31,57552.04,61555.36,57956.35,68802.22,70884.92,75277.66,81236.54,90537.86,78547.1,79240.69,78355.95,76873.77,77250.89,72525.48,69416.77,64575.45,72840.5,77953.82,86509.02,89830.69
122,56186.98,52299.21,51896.57,49818.77,47899.72,44977.78,51089.79,51826.95,44986.68,48945.6,51582.22,45321.65,50026.15,57309.23,54154.81,60445.48,64283.03,70622.67,83339.32,100580.29,88435.6,64912.42,38100.13,33947.4,46067.17,39086.2,55969.47,62881.36,42954.13,49812.51,50589.22,45881.5,41707.7,50178.57,51886.93,56148.63,64016.29,56668.88,54410.67,54995.07,61017.68,70291.11,71967.58,70804.62,68058.77,81298.31,93103.22,81257.63,71869.46,81610.55,70931.35,71931.63,70073.14,61529.06,64295.21,63280.85,60660.26,58644.71,55709.26,56893.99,51339.9,54500.37,55964.0,55442.94,49477.83,46011.25,52095.88,51662.61,48229.51,52595.98,54873.04,63883.02,57636.42,71188.65,71745.05,75678.88,85343.29,94032.32,80917.07,79733.21,80451.56,79117.54,77219.46,74158.78,69222.53,66256.31,73241.3,78099.93,90610.81,92411.1
123,55830.34,52756.92,53624.57,50400.02,47753.68,47727.7,51319.99,51948.13,45397.32,50679.34,51955.2,46094.55,52679.05,56544.85,53951.4,60638.9,63614.91,72636.06,88262.41,100780.74,93728.05,60919.74,33404.67,36428.31,47124.57,41382.07,56578.87,60660.81,42446.31,46032.26,51524.89,45531.25,41224.86,51946.54,51842.46,57777.66,67768.29,55729.92,58074.62,55595.9,63012.15,71794.81,72524.06,68756.58,70848.52,84258.85,94705.85,83452.65,72819.47,83350.51,72268.77,74023.97,68941.34,64250.39,65574.38,64477.65,62603.17,59954.86,59181.75,58297.52,50923.38,56344.37,56943.72,55343.62,48505.27,46954.36,52986.72,51803.0,50161.82,53954.93,55075.22,65087.83,60230.59,73814.02,72648.63,76846.96,87574.76,93995.1,80982.2,82349.03,81137.5,80969.95,77908.36,73949.64,68095.36,68278.94,73861.37,76611.54,93551.16,96041.08
124,55791.71,54158.43,54202.16,50094.87,48558.45,47599.93,52699.61,51414.49,46998.12,53684.15,50407.73,47626.37,54711.52,55332.09,54480.21,62707.43,64612.94,75258.81,91184.91,102753.08,89799.56,57272.41,31901.78,42844.79,44514.37,43930.6,54976.03,59266.72,43302.97,47717.5,47143.57,45483.84,42148.26,53987.06,53086.29,59985.18,68475.82,55612.58,60798.63,55956.98,65321.64,72589.43,73228.94,69737.88,73740.12,84646.62,92901.33,86732.82,75299.28,85008.38,72383.19,75212.99,65615.37,65799.59,66639.88,65774.75,60774.44,61319.67,60752.86,60240.16,47722.55,56424.38,57144.79,54908.22,48224.72,49366.62,53394.14,52354.11,52384.9,53876.5,57393.97,65047.36,61113.52,76651.59,73205.84,78907.13,88451.6,94696.86,80309.49,85369.49,83970.77,81421.13,79618.45,74848.22,69132.39,70416.38,75658.44,82402.48,93884.85,96459.89
125,54512.78,55531.42,54821.43,49037.4,49017.77,48550.07,53668.09,52783.65,47725.04,55327.57,50487.24,45841.64,55005.14,54539.37,55847.92,64190.6,67558.56,76707.35,88235.34,105107.05,83082.15,56629.22,30424.12,47970.28,45442.88,45535.04,57200.75,58261.08,44547.66,48850.5,45022.95,47151.26,44122.47,55266.8,55463.54,61397.34,68731.34,57629.16,63321.17,54398.6,66840.97,72375.16,75546.71,68499.53,74890.53,89338.24,93145.57,88578.12,77372.04,85055.38,75087.16,75037.64,60464.16,66368.96,66930.04,64029.61,61003.91,61358.95,62524.33,58617.51,48168.18,56322.96,57847.09,54702.73,48886.51,50772.75,54235.97,53175.78,53152.91,55247.41,60474.22,66073.91,59807.11,78202.75,72993.48,80881.12,91015.3,98448.85,84288.42,88043.85,86481.19,82189.23,79387.89,75827.03,70202.13,72525.37,76895.4,86266.5,94469.1,96487.82
126,53218.48,55991.03,55486.7,50099.51,47856.55,49039.02,53788.29,52472.67,48658.65,57234.85,51106.9,46407.42,55923.85,53953.9,58297.83,66166.13,70365.33,78729.89,89470.39,113694.33,82366.75,58631.5,31738.49,51088.48,44625.95,47617.06,60201.46,61399.7,50837.0,50222.78,46588.79,49386.09,45810.75,56687.19,57106.32,61056.69,67811.73,60885.87,62823.33,57270.24,63828.7,74160.33,78007.71,69955.76,77966.45,95412.58,98042.01,90725.47,79706.41,88434.32,74259.96,75483.17,62118.47,66226.22,69381.58,64545.23,61491.44,62721.31,63034.66,57404.48,48846.71,56660.34,58153.5,55657.28,46050.93,51448.02,55690.21,54131.73,53687.35,56302.23,63013.3,65868.37,60581.21,79224.93,73245.08,82755.75,90388.92,101340.45,84694.81,90414.06,87161.02,83219.44,81020.54,76371.8,70479.83,74888.9,75445.16,90584.96,98312.56,100485.13
127,54727.68,54745.78,56999.13,51611.22,48474.02,50999.95,54701.15,52115.52,49638.5,55223.26,50456.02,46706.41,58018.6,54798.22,60364.85,67498.65,73152.1,82711.02,92530.41,119915.93,82234.15,58047.02,39917.48,49942.58,44088.38,50274.87,61652.53,62491.27,51642.49,50295.4,47835.7,49846.77,46264.09,55267.74,57107.52,61812.93,67400.96,60618.97,62088.97,59441.83,67461.48,77503.21,78998.94,70888.0,79892.19,95621.74,98259.62,87301.75,82736.59,88673.72,75579.66,78203.32,63951.19,68184.8,69207.29,66018.9,59422.02,64045.53,62644.84,57801.43,50361.31,56596.7,60144.5,55587.63,45589.23,49784.17,56030.68,53963.27,56668.51,58642.67,65074.1,66908.68,61543.38,78564.14,78333.34,82335.98,92431.13,106872.12,84256.42,94102.26,82726.84,85396.67,82105.17,77849.13,72542.27,75687.79,77660.98,91344.72,93337.61,97930.68
128,55610.32,53317.46,57833.68,52567.57,49090.87,52858.87,56866.16,51142.02,50157.42,56485.65,52286.63,48076.12,59722.91,55693.33,60624.89,69327.35,74691.09,87128.38,98541.75,124735.49,82913.36,52592.57,42760.69,50234.16,43987.71,51537.92,62748.1,56595.77,50641.49,54499.12,49778.25,50576.69,47206.29,56712.89,57042.65,65546.98,60406.07,60087.34,62212.71,60693.65,70021.3,79875.5,78743.89,69080.29,82080.01,99900.25,96176.65,85107.58,85148.71,86476.88,74441.83,78335.2,64136.89,70128.69,70697.2,68240.07,58552.59,65299.38,64705.23,58567.72,52887.16,58037.42,60161.93,56832.84,43541.62,50081.64,57436.54,54105.71,57366.86,59793.2,66917.64,63983.93,66683.19,80991.71,79752.32,81912.64,91361.84,105001.18,85998.1,94995.39,80749.1,85764.51,82859.67,79114.83,73502.89,78239.89,79341.72,92704.86,90236.54,97968.61
129,58006.83,54153.03,58386.19,52090.51,49710.56,55426.86,58730.23,50028.25,52221.4,59131.57,53002.44,49137.52,61307.25,55812.14,60748.4,71709.65,74104.29,86773.13,100913.73,114098.75,74579.2,48525.72,39821.48,47572.97,44762.77,53019.28,65747.49,51403.31,55045.3,55463.91,50703.27,49832.68,50122.9,56949.9,58662.58,68217.12,60012.28,61859.65,64122.97,62534.14,73009.6,80335.83,78179.83,71382.21,84305.4,96394.1,95868.19,81524.08,88597.65,87071.5,73943.39,79621.1,63261.45,70859.92,72215.49,69977.97,58803.86,65835.49,66464.29,59626.01,54256.55,57817.76,60845.65,58926.57,44641.34,52104.41,56832.08,53914.72,56923.21,59105.34,69029.32,65390.51,71028.0,82006.39,80207.1,83377.14,91873.35,96183.12,88908.0,95770.28,80019.11,86433.77,82682.39,80330.34,73819.68,79275.87,82272.5,94403.03,91624.58,97485.66
130,58598.92,56255.28,58567.65,51851.83,50329.66,57359.76,60327.13,48057.3,53781.98,58593.34,51907.24,51450.9,59836.16,57611.8,63807.86,74064.77,75540.64,89064.64,107275.26,89251.64,71144.9,49626.84,40200.08,48875.98,46098.5,56961.49,67708.38,48986.16,55664.17,55354.07,52113.42,48902.85,51291.92,55678.75,58981.5,70528.38,60444.52,61966.63,62117.49,63873.24,73664.68,79334.14,80894.25,73314.91,87667.82,102491.99,95758.93,80816.14,91446.86,88012.89,76416.28,83058.66,67026.15,71164.33,73195.83,71013.98,61463.11,64954.0,67819.36,60554.32,54847.12,56644.04,63521.1,56775.35,46091.31,53293.64,57237.12,54778.61,55559.89,59589.17,71818.51,67327.72,73717.89,82026.35,81563.06,87632.64,94756.47,88123.42,88223.77,95057.34,82260.02,86999.27,84868.55,80849.26,74180.57,81154.31,85878.97,94067.59,99921.57,103491.16
