,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985
125,57911.56,59358.25,58153.54,49087.75,48953.26,48149.65,55986.22,54566.31,46669.99,58257.75,50630.38,43309.33,57406.33,56723.51,58831.91,71811.79,77180.02,91499.7,109462.23,135573.29,101863.15,61293.83,21011.92,48080.96,44300.2,44595.51,62705.79,64476.83,43525.08,50312.97,44604.22,48066.38,43481.66,60657.06,60971.76,70121.94,81450.31,64395.48,73137.23,59408.96,78544.55,87008.34,91817.82,80875.37,90678.63,112883.99,118630.61,111395.18,93992.99,105548.19,89846.53,89607.39,67020.07,75973.61,76683.05,72088.01,67243.19,67559.8,68982.02,62550.19,45736.21,57792.47,59850.76,54674.1,45277.99,47617.86,52429.29,50540.02,50193.65,52851.37,59892.79,66904.2,55147.91,82596.78,73538.0,84927.32,100935.34,113415.7,92243.07,98644.77,97149.27,91377.31,88003.14,83547.38,75810.44,79726.65
126,55614.73,59758.66,58864.69,50407.27,46854.14,48590.27,55859.41,53770.13,47785.22,60865.79,51250.17,43853.05,58501.46,55507.38,62291.62,74546.46,81199.95,94317.63,111066.62,148489.7,100470.85,64078.8,22739.1,52589.54,42760.61,47521.15,67046.45,69030.81,52930.0,52157.09,46750.8,51240.05,45809.28,62572.4,63230.28,69331.95,79770.93,69138.6,72103.47,63560.24,73641.2,89481.86,95328.07,82836.08,95144.11,121949.98,125879.83,114397.34,97297.7,110433.69,88270.5,89988.44,69258.26,75446.47,80142.82,72568.77,67661.73,69320.12,69422.17,60308.76,46383.12,57929.19,59953.39,55746.89,40500.05,48231.18,54243.52,51599.11,50567.64,54013.52,63294.83,65952.6,55688.48,83590.36,73271.84,87250.79,99513.29,117375.62,92364.76,101824.52,97720.96,92499.8,90099.85,84004.86,75821.22,82975.75
127,57630.34,57534.95,60877.16,52417.82,47490.13,51294.65,56950.56,52901.07,48970.38,57442.81,49913.64,43986.65,61404.5,56490.51,65161.71,76291.16,85188.93,100148.19,115477.14,157766.19,99974.35,62882.63,35027.05,50537.4,41650.55,51332.2,69002.2,70435.1,53898.1,52001.63,48406.71,51682.73,46236.23,60117.98,62962.75,70229.18,78873.87,68460.03,70705.7,66634.0,78959.82,94351.06,96576.28,83989.55,97838.3,121990.49,125925.49,108827.62,101664.88,110487.36,89998.59,93865.29,71770.59,78151.52,79561.78,74521.22,64140.61,71017.58,68477.73,60542.83,48312.12,57450.47,62643.33,55234.85,39365.69,45234.16,54343.12,50923.96,54708.78,57147.93,65932.75,66890.56,56538.82,81974.18,80460.57,86038.94,102198.28,125383.71,91176.62,107026.02,90413.06,95394.77,91358.31,85898.85,78576.88,83810.0
128,58680.64,55028.57,61844.95,53573.28,48124.07,53841.45,59966.78,51081.91,49445.43,59054.53,52393.16,45767.89,63705.72,57551.16,65251.05,78798.73,87258.08,106649.05,124426.83,164885.53,100726.0,54192.64,39105.91,50696.47,41212.61,52997.08,70410.44,61089.66,52086.64,58201.41,51132.78,52538.28,47414.72,62070.1,62593.25,75707.55,67846.71,67373.25,70627.77,68292.2,82626.76,97726.26,95906.29,80928.71,100934.75,128290.82,122429.93,105148.75,105075.6,106786.33,87944.91,93760.46,71748.0,80831.17,81539.73,77621.67,62465.05,72604.84,71300.35,61331.81,51797.81,59295.01,62286.55,56751.07,35788.61,45250.73,56083.82,50726.16,55334.5,58439.88,68219.73,61708.7,63832.46,85109.91,82004.18,84815.37,100084.24,121977.93,93347.5,107921.68,86876.42,95510.6,92111.63,87474.55,79628.81,87347.31
129,62059.28,56004.07,62376.78,52523.07,48761.04,57478.3,62518.69,49045.07,52296.29,62792.46,53155.95,47075.0,65821.2,57416.87,65129.79,82157.5,86056.6,105806.61,127776.16,148225.55,87609.87,47635.87,34288.56,46312.24,42121.95,54997.62,74746.99,52825.44,58590.17,59417.95,52293.41,51124.89,51630.2,62162.96,64815.42,79549.08,66974.58,69830.25,73298.03,70855.54,86951.93,98159.13,94760.06,84194.18,104087.4,122615.99,121664.43,99330.37,110079.61,107381.93,86871.93,95431.39,70093.0,81643.45,83560.46,79976.12,62516.14,73082.14,73654.97,62569.15,53503.35,58588.5,62954.51,59578.06,37054.38,47926.22,54733.93,50007.95,54194.08,56872.51,70907.0,63186.93,69943.15,86069.79,82070.02,86495.69,100399.96,107876.82,97317.7,108637.94,85261.07,96090.97,91424.21,88972.24,79679.72,88554.54
130,62660.27,58927.04,62335.7,51838.94,49395.76,60137.48,64657.99,45687.81,54371.68,61629.43,51130.91,50308.68,63234.62,59868.13,69524.84,85473.74,87967.3,109035.3,137261.71,109703.35,82031.17,49028.47,34575.39,48026.48,43893.61,60783.67,77485.24,48830.56,59270.6,58981.14,54200.61,49424.02,53156.52,59935.04,65035.7,82838.21,67372.57,69724.24,69943.75,72647.0,87686.52,96341.95,98656.55,86890.58,108987.7,131715.71,121201.32,97940.41,114161.33,108509.8,90368.33,100411.09,75575.91,81797.77,84753.42,81247.24,66266.9,71370.55,75383.55,63603.23,54020.58,56415.46,66689.75,55873.69,38862.04,49318.84,54937.81,50908.3,51630.71,57093.38,74603.55,65528.07,73514.46,85488.51,83536.27,92481.08,104367.58,94960.34,95749.46,107066.59,88223.22,96512.28,94362.16,89385.28,79789.7,91059.02
131,61569.8,59850.38,60742.23,52438.83,47893.47,60900.49,62742.65,44891.35,54017.52,60510.2,47212.25,52784.94,63802.59,62635.83,74034.87,87630.53,90762.47,112413.35,138622.89,114924.31,77335.65,40483.95,34057.93,49558.78,44768.65,61369.56,76799.31,48733.48,58154.35,58214.91,52645.41,46899.23,54127.2,61410.03,67142.8,84929.53,70077.48,69341.21,70237.75,75421.26,88261.59,100243.91,103527.56,88899.23,114812.95,133755.46,123806.33,98658.92,117044.28,112687.33,93216.79,101989.87,79494.87,84171.7,83890.47,81480.66,67150.38,74010.22,76764.13,60791.39,58322.83,60892.26,68647.16,52449.56,36875.48,49138.07,57439.18,51272.58,53036.56,60030.93,74075.51,66710.93,74921.85,85784.21,83348.01,97804.92,106564.06,94093.47,98392.02,110413.87,92694.19,97824.81,97868.41,90588.19,79373.41,94565.36
132,63770.96,60601.44,60907.13,55297.18,49403.76,60587.87,61986.43,48430.98,54425.29,60622.54,50033.14,53416.51,65416.86,65452.19,77874.6,89752.53,90968.52,113706.45,149745.72,117456.96,80526.89,40560.67,36058.84,53026.41,45377.52,65393.57,79896.18,50749.58,57899.58,58553.78,53452.92,48562.01,58100.72,64102.55,69855.36,89025.16,71151.89,69163.33,71814.53,77841.19,95792.87,104528.91,104981.17,92025.87,117737.97,130977.76,121918.56,101392.34,122468.74,111433.16,98725.16,98845.01,83235.38,87415.49,86695.42,83529.33,70367.86,74423.68,74114.48,60857.13,61164.19,64030.62,69757.17,53775.0,40521.43,54295.35,57554.48,49945.55,55699.89,62459.29,74508.87,63911.18,78305.69,87568.88,87709.36,98969.58,114130.39,98533.62,102289.53,108389.35,92482.41,105480.7,98435.43,92594.72,81756.01,95146.57
133,65576.03,60753.92,59420.27,56721.36,49396.3,60403.39,59199.87,50730.03,55391.81,56306.16,50404.92,55304.73,68968.14,66505.59,79305.61,90683.34,93565.45,113188.37,151390.28,125706.61,87542.3,40964.27,32375.53,57594.25,44603.82,69790.22,82974.62,50250.81,58057.39,58843.69,50792.66,47770.73,62291.78,64369.46,72903.61,89976.77,74632.82,66491.78,69837.31,80240.82,100365.11,103555.13,104591.5,94926.74,122542.64,132651.56,117456.84,102532.33,121341.12,107822.79,103489.08,101167.54,84997.0,89142.3,87971.73,83594.49,73434.9,71663.75,74363.15,59324.55,64147.29,65802.35,67850.23,52860.96,45372.64,57007.8,56607.43,49881.48,55532.23,65649.44,72634.1,63105.35,80408.44,83496.39,93236.02,105058.69,121959.44,102254.03,106105.29,106065.75,103692.58,105270.88,100566.56,92950.87,85321.24,101216.37
134,65506.04,63204.36,58978.57,56332.63,51340.86,60878.81,61793.23,50506.02,57847.51,61033.12,49833.96,58114.49,70833.27,65981.49,77987.69,85296.38,95837.57,120141.35,154930.12,131331.32,90060.59,41862.1,32909.65,55235.52,42359.32,71909.7,83592.62,47627.02,58640.68,59184.54,51821.99,45901.59,65235.35,66896.33,73561.86,87980.73,72303.39,68202.59,71309.17,81775.32,99667.79,104761.35,106022.24,97813.74,122431.13,142667.57,119792.59,105449.59,125183.98,107081.51,107445.18,101940.11,85330.55,91423.51,88694.62,80775.78,75806.63,70966.1,73358.29,60953.38,66402.37,67963.85,67358.07,55724.98,48076.69,57895.09,57002.49,50440.96,57268.2,60275.11,76087.11,61787.15,83959.3,84293.59,93214.22,112006.94,127742.11,105998.99,106359.54,109375.06,107288.95,104627.32,103164.72,92047.99,87941.43,101439.21
135,65925.92,65882.33,59606.72,55660.96,55903.83,60892.32,61611.48,50825.41,60545.25,61275.38,50782.5,62391.01,69092.59,65223.69,77935.36,83701.78,99033.74,128599.8,154888.08,140567.98,82270.22,32464.97,37084.63,56784.57,46180.97,72636.25,79292.87,46397.25,51836.18,60456.61,50916.82,44726.15,68147.35,66441.11,76134.5,94391.59,70330.49,74247.24,72031.09,84984.01,102021.03,105400.32,101686.51,102611.58,127535.9,145215.61,123397.42,106824.81,128042.8,109211.06,111020.48,99351.97,90026.14,93405.16,90509.35,83898.96,77751.99,76862.48,75462.83,59693.12,69284.07,69251.38,66677.49,53446.63,49223.97,58960.26,56743.05,53323.55,59096.45,59995.31,77502.94,65615.27,87927.3,85149.24,94599.83,115515.59,127071.01,105482.39,110592.64,110016.64,110148.49,105331.47,102201.36,89380.01,91209.6,102066.73
136,68061.76,66509.83,58666.38,56696.67,55256.91,62934.98,60277.7,53269.8,65524.63,58137.33,53066.47,65571.03,66564.15,65764.86,81238.58,85098.4,103309.17,133459.83,158104.72,133024.19,75122.03,29165.4,48507.49,51587.29,50460.73,69396.29,76461.56,47551.96,54401.49,52761.12,50525.2,45995.35,71565.25,68338.42,79746.07,95309.06,69791.02,78653.08,72322.47,88752.6,103088.75,106312.39,103134.84,107593.16,127860.33,141506.99,128974.98,111067.47,130737.93,108952.11,112854.98,92609.64,92505.86,94977.11,92511.45,80102.98,79787.11,79265.56,78555.7,53386.25,68938.43,69137.32,65379.76,52415.2,52982.75,59158.75,57206.12,56708.06,58395.54,63464.0,76668.65,66416.99,92262.13,85358.88,97625.63,116512.33,127717.9,103591.03,115587.93,114696.22,110377.12,107945.43,103371.63,90756.89,94703.99,104907.12
137,70143.21,67209.32,56396.43,57110.58,56558.14,64249.29,62284.4,54151.4,68051.61,57860.21,49515.85,65687.1,64774.55,67792.21,83492.29,89987.72,105499.23,127771.78,162021.71,120410.81,73521.96,25922.96,57539.52,52896.96,53009.21,73014.73,74320.44,49383.06,56019.49,48879.83,53043.92,49088.39,73560.28,72301.89,81925.76,95411.09,72971.12,82706.36,69174.91,91108.33,102329.79,110201.33,100343.15,109341.14,136170.78,141562.15,131930.0,114542.52,130368.57,113741.13,112057.84,82417.54,93133.27,95068.76,88748.89,80078.55,79417.97,82035.8,75055.7,53667.29,68257.74,69922.89,64496.67,53083.0,54955.05,60121.79,58150.55,57518.52,60243.19,68274.14,77755.51,63319.36,94313.51,84199.36,100513.65,120602.57,133908.98,110256.68,119950.21,118771.89,111188.05,106931.54,104696.32,92193.91,98154.39,106680.69
138,70562.96,67988.11,57871.6,54616.81,57025.15,64064.58,61339.4,55400.14,71048.43,58530.76,50099.6,66901.55,63349.64,71735.26,86624.62,94625.54,108705.42,129596.43,177393.58,118712.35,76799.63,27975.24,62870.46,51002.71,56427.41,78019.65,79525.38,60012.48,58046.31,51212.88,56523.31,51682.81,75815.42,74923.35,80955.59,93395.83,78309.9,81505.2,73959.38,85379.13,105186.63,114351.47,102697.07,114659.64,147038.69,150151.13,135429.77,118499.17,136324.54,111660.2,112452.93,85094.99,92416.52,99277.91,89267.13,80519.76,81435.27,82502.65,72307.82,54376.04,68366.22,69994.98,65708.89,47437.42,55620.44,62161.9,59327.78,57908.21,61530.93,72113.96,76604.99,63900.16,95410.49,83856.43,103208.14,118845.68,138529.66,110343.33,123747.43,119400.62,112485.62,109410.88,105187.02,92139.88,102078.25,103383.81
139,67886.49,70268.76,60138.87,55311.06,60146.52,65276.24,60312.13,56729.21,67008.26,56968.35,50215.05,70181.9,64434.31,74997.67,88605.77,99225.23,115381.43,134693.66,188413.51,118072.83,75307.33,42982.41,60360.86,49622.83,60892.97,80248.29,81101.18,61075.8,57848.04,53007.94,56990.12,52132.83,72778.98,74552.21,81955.17,92297.32,77508.31,79893.4,77488.12,91498.27,110857.07,115787.63,104049.5,117842.03,147024.5,150147.79,128784.53,123747.04,136316.11,113757.61,117213.36,88107.06,95656.81,98482.4,91594.14,76275.93,83377.79,81325.12,72528.14,56586.2,67749.18,73085.92,65053.93,46061.4,52125.33,62237.29,58511.86,62609.06,65063.6,75081.94,77648.85,64836.1,93529.58,92041.78,101721.72,121992.35,147924.69,108866.2,129998.52,110407.16,115936.84,110871.69,107475.02,95419.44,103030.94,107003.56
140,64879.15,71343.17,61424.53,56002.7,63081.06,68692.64,58203.2,57235.6,68840.16,59759.81,52210.28,72773.22,65606.98,75059.78,91471.67,101587.85,122827.18,145081.93,196854.75,118907.21,64849.18,47908.55,60492.54,49044.88,62811.28,81839.51,70305.1,58990.78,64716.72,55974.01,57912.0,53429.71,75075.42,74061.0,88297.38,79351.73,76245.31,79773.16,79369.85,95701.63,114770.54,114924.69,100184.26,121507.2,154551.69,145923.84,124378.91,127828.71,131678.02,111077.25,117002.16,88007.64,98863.96,100852.94,95329.53,74228.66,85190.08,84619.45,73412.85,60616.52,69870.57,72622.83,66786.75,41832.09,52103.24,64191.23,58244.91,63286.7,66498.05,77649.24,71592.37,73156.15,97069.2,93768.92,100222.45,119411.95,143855.49,111398.66,131019.25,106021.96,116010.67,111719.2,109363.65,96629.54,107303.89,109604.46
141,65976.43,71914.59,60182.33,56697.65,67289.76,71575.79,55847.97,60489.96,73147.97,60592.9,53663.92,75151.38,65417.8,74879.97,95324.01,100143.6,121816.17,148939.06,176912.22,103377.77,56951.33,41945.37,55208.5,50069.55,65125.77,86831.85,60759.11,66318.99,66043.97,57226.17,56333.61,58146.36,75123.38,76634.71,92728.41,78284.13,78991.73,82755.92,82302.12,100665.31,115228.51,113492.03,104147.86,125238.33,147655.41,144954.41,117445.69,133845.71,132337.95,109637.0,119005.83,85907.93,99786.8,103274.89,98146.94,74233.54,85699.96,87356.84,74833.43,62562.41,68986.9,73354.33,70059.96,43262.27,55140.7,62609.01,57381.27,61945.43,64680.12,80670.97,73261.94,80116.99,98126.98,93806.44,102153.79,119730.59,127178.95,116076.18,131821.99,103983.07,116648.61,110820.07,111153.76,96625.18,108713.75,114564.03
142,69365.64,71825.79,59360.41,57389.76,70351.98,73985.49,51991.92,62845.98,71747.71,58249.79,57311.6,72162.65,68173.16,79890.11,99125.41,102320.17,125491.2,159945.38,130891.69,96745.94,58556.18,42226.37,57192.78,52117.44,71917.6,89966.07,56127.05,67055.8,65533.84,59294.8,54439.31,59833.79,72369.39,76841.64,96513.81,78701.11,78839.14,78938.44,84336.93,101471.99,113046.28,118096.73,107405.46,131069.55,158546.35,144345.66,115749.5,138739.05,133653.37,113960.5,125131.79,92551.5,99905.67,104673.06,99634.1,78628.55,83644.48,89350.74,76010.31,63118.67,66378.68,77657.36,65656.22,45323.32,56701.32,62804.26,58374.47,58979.76,64896.04,84839.33,75930.64,84167.32,97428.14,95444.16,109166.11,124402.18,111905.45,114148.86,129850.15,107524.77,117093.46,114313.64,111588.78,96692.71,111714.46,120800.32
143,70400.55,69949.59,60008.67,55600.76,71195.68,71757.0,51050.96,62394.37,70399.61,53752.46,60094.94,72773.75,71287.45,85030.01,101581.28,105524.27,129337.01,161484.39,137060.42,91158.97,48303.46,41526.93,58959.06,53100.13,72556.58,89125.21,55975.62,65760.77,64658.19,57576.25,51638.73,60895.44,74085.43,79276.51,98902.73,81811.29,78373.67,79238.45,87511.24,102093.99,117572.99,123865.26,109811.55,138010.06,160938.43,147389.85,116545.0,142174.09,138722.54,117464.59,127018.62,97276.52,102733.85,103533.26,99848.88,79621.0,86687.03,90931.45,72594.03,68093.98,71591.0,79889.1,61585.26,42962.21,56453.51,65624.54,58753.0,60547.56,68198.36,84203.9,77256.67,85739.63,97728.8,95191.78,115394.71,126961.68,110832.44,117240.15,133841.79,112902.24,118618.97,118493.5,113009.17,96123.16,115941.85,122679.76
144,71229.94,70096.42,63237.64,57305.83,70780.12,70853.02,55036.73,62820.73,70482.29,56924.6,60776.2,74575.73,74453.91,89396.12,103993.69,105716.0,130781.62,174388.83,140019.04,94863.91,48334.81,43891.39,63021.29,53764.12,77254.44,92670.4,58248.06,65438.64,65008.77,58440.69,53447.29,65331.82,77264.67,82421.72,103621.28,83015.12,78138.76,80983.5,90270.95,110756.57,122544.45,125541.49,113592.47,141459.89,157532.46,145083.73,119716.73,148689.98,137102.55,124311.35,123021.56,101776.59,106617.83,106914.21,102283.07,83375.75,87119.59,87737.69,72611.43,71359.2,75224.78,81131.88,63087.72,47156.74,62332.41,65717.06,57192.93,63547.43,70919.26,84659.58,73970.55,89570.29,99723.36,100131.81,116713.06,135911.97,116005.64,121821.8,131320.08,112573.16,127827.8,119111.35,115426.61,98938.17,116579.19,127138.92
145,71356.03,68343.64,64825.78,57250.8,70514.76,67630.34,57611.29,63891.6,65419.71,57310.35,62886.22,78584.1,75614.58,90996.62,105025.66,108685.07,130143.43,176254.78,149788.8,103069.42,48755.71,39344.98,68386.52,52791.52,82389.13,96192.66,57634.8,65582.98,65305.06,55514.83,52555.46,70010.76,77520.42,85960.93,104680.06,87024.59,75088.1,78721.91,93005.95,115995.93,121351.48,125013.9,117092.63,147165.67,159479.9,139716.99,121006.67,147251.84,132586.38,130216.82,125827.57,103855.79,108650.53,108409.27,102288.74,86950.1,83839.61,87975.13,70723.77,74787.71,77251.91,78867.36,61964.17,52748.64,65402.85,64597.5,57079.48,63317.87,74503.53,82493.8,72993.06,91934.71,95049.72,106399.92,123835.6,145171.22,120329.66,126304.1,128437.76,126139.04,127504.9,121620.67,115786.78,103181.75,123937.04,133151.41
146,74179.33,67793.59,64342.55,59456.76,71019.73,70552.27,57321.02,66678.54,70860.58,56624.91,66042.53,80670.42,74982.23,89443.86,98743.61,111275.9,138092.97,180326.31,156428.25,105978.88,49764.15,39923.64,65530.08,50081.52,84834.24,96862.43,54586.75,66207.86,65657.91,56621.38,50478.82,73286.36,80495.71,86681.92,102310.8,84260.78,76985.71,80347.68,94737.54,115145.56,122712.76,126661.58,120573.63,146967.73,171452.03,142434.98,124392.76,151843.59,131599.08,135102.79,126705.53,104190.13,111357.47,109222.08,98768.5,89699.68,82973.1,86730.69,72603.77,77366.04,79735.23,78248.0,65266.93,55841.93,66379.01,65009.49,57679.44,65257.92,68371.42,86377.5,71424.18,95953.27,95919.41,106336.38,131967.41,151991.99,124680.83,126547.0,132374.61,130440.76,126657.36,124693.33,114579.8,106280.73,124135.6,132766.46
147,77267.8,68473.15,63536.9,64691.34,70986.19,70306.12,57647.54,69742.77,71094.76,57665.66,70863.27,78651.33,74084.97,89342.84,96852.86,114938.28,147770.1,180228.96,167365.83,96762.52,38548.07,44911.3,67308.54,54539.06,85635.84,91836.4,53137.85,58495.75,67043.48,55614.73,49165.8,76525.31,79883.55,89657.15,109714.46,81914.1,83772.51,81128.34,98407.14,117818.62,123409.49,121423.01,126406.63,153029.03,174448.52,146660.36,125959.3,155240.4,134138.71,139507.38,123408.77,109846.97,113698.31,111378.21,102511.25,91943.6,89812.38,89161.15,71044.12,80672.63,81192.55,77410.53,62549.26,57126.31,67558.66,64675.53,60933.96,67302.2,68018.57,87948.05,75801.83,100446.89,96855.44,107877.97,136045.17,151134.36,124019.84,131521.82,133082.63,133845.07,127441.13,123462.15,111178.43,110160.63,124829.22,128678.39
148,77951.28,67351.86,64679.8,63897.97,73316.88,68746.48,60382.87,75431.99,67409.66,60221.52,74437.0,75737.1,74663.07,93087.03,98422.8,119851.41,153310.95,183922.55,158327.36,88306.4,34578.72,58656.29,61096.06,59533.0,81763.82,88513.01,54419.21,61355.84,58487.82,55169.29,50539.67,80330.98,82098.45,93853.56,110732.74,81237.62,88708.47,81424.14,102723.27,119006.83,124425.74,123090.51,132462.55,153354.49,169930.66,153227.9,130904.92,158437.51,133745.14,141723.37,114957.83,112798.43,115539.56,113763.58,97803.56,94292.5,92568.52,92757.4,63484.94,80221.95,81006.99,75857.8,61292.28,61438.26,67745.41,65165.06,64759.86,66466.86,71913.69,86965.8,76682.97,105357.85,97056.74,111288.92,137164.33,151844.2,121743.66,137400.64,138672.62,134052.6,130534.16,124807.98,112807.53,114311.49,128227.49,141029.29
149,78718.93,64706.04,65113.36,65356.69,74798.36,70995.63,61346.43,78296.63,67042.34,56158.8,74532.68,73664.78,76927.58,95627.73,104029.94,122344.46,146736.7,188429.81,143260.83,86373.57,30684.25,69498.28,62588.95,62482.08,85969.96,85990.13,56473.46,63146.81,54162.37,57900.99,53916.39,82538.84,86792.21,96363.6,110803.78,84888.84,93245.29,77849.82,105403.15,118086.81,128924.4,119699.51,134536.49,163254.39,169932.77,156678.59,134944.32,157921.29,139545.22,140635.48,102233.97,113491.1,115580.29,109063.48,97701.23,93800.61,95751.95,88571.65,63760.0,79382.14,81875.27,74787.09,62022.08,63677.26,68807.31,66202.57,65645.97,68531.42,77326.43,88162.42,73064.41,107660.54,95701.92,114541.85,141923.61,159142.88,129520.76,142524.97,143530.32,134967.09,129241.07,126339.66,114510.48,118407.12,130320.83,149028.05
150,79579.2,66356.38,62233.74,65851.38,74535.18,69881.1,62725.37,81700.22,67772.89,56785.0,75874.21,72008.25,81364.06,99173.44,109344.22,126014.66,148789.79,206254.55,141181.58,90169.05,33053.46,75864.23,60293.36,66453.21,91805.21,91963.87,68581.08,65397.66,56721.91,61680.29,56744.53,85037.8,89873.06,95169.59,108417.15,91048.06,91858.75,83200.22,98732.65,121338.31,133726.91,122445.54,141000.27,176215.55,180175.28,160774.87,139549.44,165064.3,136918.45,141043.91,105471.8,112546.65,120624.09,109623.96,98167.01,96126.21,96246.85,85275.8,64542.91,79460.34,81908.36,76145.43,55381.08,64401.74,71100.8,67504.64,66051.86,69958.51,81638.46,86822.94,73690.3,108873.49,95275.61,117573.36,139803.05,164573.38,129569.53,146976.24,144222.43,136471.74,132168.74,126864.91,114361.88,123071.54,126222.68,158050.25
151,82195.96,68913.65,62986.56,69409.17,75896.01,68673.76,64194.7,77014.48,65919.45,56880.61,79557.19,73203.93,85027.12,101400.47,114612.46,133704.5,154598.62,219016.44,140362.23,88365.51,50700.29,72772.31,58607.82,71653.91,94372.38,93740.18,69756.32,65142.0,58684.94,62172.14,57218.25,81602.87,89364.87,96290.8,107095.49,90068.87,90010.23,87136.66,105760.6,127833.25,135355.14,123996.95,144835.37,176135.47,180107.53,152830.6,145672.93,164985.71,139414.06,146924.21,109121.92,116419.01,119588.01,112404.1,92925.11,98362.52,94824.4,85480.64,67106.04,78696.03,85472.16,75340.79,53726.5,60312.07,71147.27,66539.64,71372.37,73936.15,84962.25,87970.25,74725.37,106689.29,104535.5,115842.75,143449.51,175672.01,127782.97,154339.24,133297.33,140587.4,133865.38,129556.68,118348.32,124153.4,130566.9,159049.87
152,83401.29,70345.5,63736.23,72749.52,79818.07,66236.37,64733.02,79076.8,69102.08,59104.44,82458.01,74499.15,85062.08,104638.92,117295.86,142283.51,166477.31,228778.75,141294.82,76049.03,56450.19,72865.09,57870.54,73855.89,96189.19,81222.76,67337.36,72840.74,61943.22,63160.3,58621.1,84146.63,88713.53,103685.34,92034.1,88554.52,89842.37,89220.43,110572.3,132300.78,134296.29,119332.89,149261.75,185086.92,174979.01,147546.3,150421.98,159306.32,136056.39,146573.15,108918.9,120248.97,122395.12,116909.87,90361.57,100444.28,98614.35,86468.17,71824.05,81111.43,84880.25,77300.59,48748.79,60241.3,73340.27,66199.35,72106.4,75528.88,87831.67,81076.35,84265.55,110687.01,106460.05,114098.23,140362.89,170782.62,130701.7,155492.3,127938.83,140607.79,134821.27,131766.14,119767.36,129233.74,133666.44,161399.4
153,84018.5,68883.47,64489.48,77556.68,83118.81,63520.47,68377.58,83980.83,70019.89,60714.46,85116.36,74248.3,84823.18,109004.31,115584.57,141066.71,170860.74,205559.24,122790.54,66741.72,49376.55,66440.67,59023.6,76522.12,102000.48,70155.91,75658.96,74301.97,63304.47,61422.2,63774.38,84170.38,91731.66,108833.24,90749.97,91695.45,93168.15,92484.11,116260.34,132785.0,132572.52,123991.91,153767.08,176768.2,173753.6,139267.03,157446.07,160036.44,134218.96,148995.59,106242.61,121300.13,125263.23,120287.96,90296.59,100990.37,101753.91,88086.15,74070.8,80039.19,85684.33,81041.32,50365.16,63705.68,71494.33,65181.72,70541.22,73428.76,91213.95,82931.38,92236.24,111854.48,106466.45,116258.71,140683.99,150932.96,136135.18,156386.48,125413.21,141311.78,133670.14,133856.05,119681.5,130865.26,139639.45,164510.75
154,83864.74,67903.31,65239.32,81040.75,85868.46,59100.43,71005.57,82332.5,67269.39,64804.73,81697.76,77338.17,90461.23,113310.03,118051.6,145275.26,183442.67,152051.52,114858.72,68569.62,49653.49,68761.46,61381.1,84443.98,105627.42,64766.66,76460.67,73696.55,65568.22,59340.35,65604.81,81056.02,91916.95,113221.48,91186.84,91471.48,88839.75,94738.71,117147.21,130227.73,137899.26,127808.79,160847.63,189739.3,172961.0,137198.88,163146.58,161558.79,139434.94,156575.03,114373.4,121374.23,126888.95,122034.91,95567.9,98514.97,104026.58,89416.71,74672.17,76968.16,90657.63,75904.94,52714.17,65462.91,71678.26,66272.97,67128.29,73637.71,95891.11,85916.35,96854.2,111020.0,108288.54,124199.32,146117.97,132755.6,133823.5,153990.1,129616.31,141781.84,137815.59,134314.13,119684.99,134410.22,147165.0,163058.73
155,81625.59,68604.76,63170.12,81968.95,83236.65,57995.0,70461.86,80745.04,62034.87,67916.23,82354.57,80833.82,96244.15,116076.87,121702.96,149680.28,185166.18,159167.84,108171.0,56521.6,48778.96,70818.65,62483.48,85141.17,104588.05,64548.19,74946.54,72680.71,63644.97,56271.64,66748.9,82947.7,94765.64,115970.4,94742.59,90885.04,89145.34,98272.33,117820.81,135397.48,144582.72,130611.29,169285.75,192538.69,176544.36,138083.97,167131.07,167616.29,143646.35,158849.13,120129.63,124738.15,125439.07,122223.57,96703.13,102042.23,105817.56,85346.71,80497.4,82961.96,93211.72,71156.35,49922.84,65132.81,74856.64,66666.43,68874.45,77347.21,95139.15,87381.67,98620.04,111324.53,107966.42,131246.3,149070.23,131425.34,137394.24,158664.27,136029.3,143559.76,142786.26,135957.65,118900.73,139428.88,149381.95,167814.82
