,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984
330,586702.6,707787.47,1005500.52,716600.48,477684.63,174525.16,397866.29,330373.79,365902.19,512953.44,530665.56,393955.53,369384.2,311685.87,320676.5,274124.67,387318.44,401255.48,443836.91,516250.56,438571.51,445481.92,390287.29,452793.53,562536.24,626792.32,593741.38,721892.19,991164.73,1096572.5,1063479.28,982582.64,1212863.11,1034680.48,1118357.14,903316.45,1017348.67,1154438.84,1108071.53,1033973.03,1039330.37,1025870.41,874383.02,623556.27,739682.62,724420.58,651475.76,453092.05,490307.17,504880.84,440358.3,397496.93,396599.26,438814.01,443895.03,360681.67,529661.87,461995.86,563306.1,664976.22,812532.41,667506.89,782589.82,800843.32,802039.91,829390.88,845915.12,804519.99,935418.77,1012026.45,1352234.35,1543073.5,1686850.36,1646458.33,1230051.89,827885.76,815971.03,820265.49,812533.4,743788.83,794919.99,587087.24,399773.55,410520.91,456688.96
331,621166.64,734099.55,1066270.79,711149.61,466747.63,264891.29,380342.32,319724.16,392815.69,525714.08,539139.81,398987.41,366408.55,320871.47,321874.7,275141.65,370724.56,397981.29,447920.96,508832.51,432709.19,435368.28,407459.5,483779.56,591269.24,633236.41,600003.64,740077.81,989170.46,1094429.82,1009210.46,1023276.66,1209951.14,1051015.05,1162165.89,931514.72,1049080.33,1141273.68,1132459.73,975400.81,1059484.03,1007015.54,872847.44,644761.15,729408.22,752741.2,641776.07,437016.37,456998.63,503001.23,432172.18,427525.61,417402.57,455114.34,448400.76,364480.76,517877.11,505400.38,553875.78,681069.11,865864.1,657005.37,820210.85,738947.85,824439.43,838131.51,861742.0,830227.3,941158.82,1044077.8,1357875.18,1436516.35,1624154.12,1662848.12,1205830.85,838238.25,815557.43,809832.36,815995.33,761774.23,762481.97,600409.78,433161.3,415004.57,410117.63
332,659707.51,789084.33,1112419.01,714535.32,400861.11,293145.17,379437.72,314255.54,403300.96,534285.79,466018.63,383595.39,407834.34,337056.46,325590.16,280605.27,381118.24,394059.65,480978.91,436535.89,424314.37,433377.58,416014.56,504618.27,610656.58,627183.4,576392.85,761255.63,1037685.35,1061673.24,972521.88,1054277.75,1166178.1,1023418.5,1156828.02,926946.32,1080328.88,1164629.58,1174073.14,944972.66,1077921.96,1043231.96,879266.79,686385.77,748454.28,744576.82,655510.78,394305.64,454044.17,516196.64,428054.94,430180.32,424774.87,468945.64,412215.5,409418.04,535951.56,513440.84,544399.8,665311.93,840601.69,670599.96,824914.34,707875.56,822888.59,842238.65,874340.19,837944.71,977059.23,1066139.9,1374991.76,1367137.19,1615386.67,1645824.79,1071207.88,799300.96,842276.43,833305.99,819220.6,781994.86,786865.3,572252.61,449890.11,429939.49,407820.3
333,653006.05,808621.56,998760.83,620253.4,350901.48,255378.48,344830.57,318990.22,416296.61,564944.09,401504.32,428892.68,414457.06,342923.27,315381.95,303827.73,380150.58,406339.01,503595.21,429338.84,438113.92,448146.1,430049.28,529404.34,611688.34,618038.25,597558.67,782817.8,989730.5,1052458.22,916286.3,1101101.01,1169191.57,1007262.79,1173306.18,901491.42,1086682.88,1188499.13,1204299.48,940579.93,1079908.21,1072480.56,892022.91,704366.53,735454.66,748628.09,684199.45,404596.55,477514.97,501138.66,419623.24,419216.93,411519.75,485453.37,420268.44,446646.36,540362.7,512277.43,553468.74,665655.76,742052.37,697010.99,828222.58,692470.55,825312.4,833231.39,886124.7,835177.92,986911.79,1110966.63,1398542.34,1385711.82,1595777.65,1560974.18,1106237.46,789319.08,860304.41,835099.98,798678.34,811209.33,811343.3,457719.52,461619.34,450568.06,421083.57
334,671261.52,866729.46,738920.19,579170.76,358976.36,255391.81,355413.43,330160.22,457656.56,583468.28,369404.17,431686.52,409619.82,353611.97,303504.64,311270.2,365146.75,406123.58,522665.87,430226.82,435892.73,426337.85,439418.92,532429.25,598829.91,641539.33,614652.09,817403.97,1060467.46,1045849.15,900793.58,1138601.57,1177944.99,1043796.51,1230176.82,967240.14,1084328.43,1200577.95,1218196.07,991418.92,1049781.16,1092554.51,901848.17,706748.33,704286.39,788872.81,638329.19,420653.85,488181.45,500265.45,424689.13,397413.78,411147.47,508760.48,433978.94,467642.11,535151.07,519802.15,589887.57,690079.16,651859.49,683907.98,814186.77,714047.96,826375.07,857107.44,887130.43,833041.41,1011109.41,1167992.06,1383383.07,1538644.18,1710061.31,1549851.1,1163053.31,842541.95,871668.13,875896.04,831256.18,828388.19,773308.62,419284.86,472205.09,462733.89,429473.01
335,690422.53,873701.17,772123.75,544410.29,295268.1,249523.1,364576.78,334589.93,459964.52,576354.59,366620.43,421487.56,402543.0,341889.75,286668.59,315459.52,372543.58,417600.84,534169.03,445756.87,431990.56,426651.95,454629.81,534513.28,621255.69,671292.29,626868.16,858778.91,1074512.66,1065603.3,904611.71,1164127.55,1219616.04,1072765.49,1245427.96,1012840.56,1111203.3,1183677.66,1216583.08,999433.69,1083331.15,1107524.51,857532.54,758184.84,755606.95,808037.13,595909.77,396025.05,483363.0,520145.36,425307.45,405982.52,430169.08,503386.85,440033.95,474906.94,535411.64,517082.0,622010.95,702795.44,644120.79,700750.01,837399.19,747692.78,835023.18,886046.39,895930.4,825454.82,1046289.96,1182920.72,1420747.17,1602694.61,1759007.58,1499347.83,1181032.22,834765.23,899319.31,900718.36,850021.04,847124.86,783825.29,418740.78,483633.96,480864.13,437098.15
336,693250.87,937100.14,783241.92,561847.79,292207.67,260577.37,385785.92,335240.31,485293.92,594277.52,377511.14,415487.41,400915.8,343603.72,293627.93,335238.59,385224.57,430529.98,555320.72,448578.85,427102.0,432443.77,465218.76,575317.22,642755.8,675505.05,643540.06,873971.95,1044709.89,1041553.93,921961.09,1208499.65,1196571.23,1126204.83,1197054.47,1050485.42,1143412.15,1211931.07,1235436.2,1036423.96,1078715.43,1059130.96,849207.41,786329.63,786017.05,812925.99,603987.29,428992.56,527778.61,515766.12,409856.66,421820.32,443163.17,501911.21,417841.27,492029.1,542102.11,539611.43,624534.12,746872.34,669066.47,722692.98,815811.24,739849.06,892889.0,883855.48,907891.56,842415.05,1043740.55,1216300.28,1417975.32,1676122.35,1749109.73,1499603.04,1172605.51,829723.18,939962.66,885118.18,859158.76,849712.61,729164.48,413044.59,488716.88,496016.18,456707.36
337,688516.08,945704.34,836093.05,608383.17,292993.28,232271.38,416637.7,327453.8,515554.23,614878.29,371706.73,414587.67,401004.3,324995.59,287350.68,357753.67,385288.33,447577.25,559560.17,468700.85,409155.49,419117.64,477925.95,601031.21,635229.2,671285.65,661705.62,907267.41,1055652.79,1001009.88,929397.96,1194232.28,1154515.05,1176355.95,1220865.32,1068206.2,1161307.32,1224729.42,1231134.83,1076008.34,1033871.44,1057601.32,823106.82,819900.16,803383.83,786908.88,590065.88,476281.8,550788.54,504568.72,406882.5,418371.22,463606.46,487530.67,410858.32,503477.75,515435.75,571783.4,661056.29,796065.52,692297.86,747507.52,796229.47,826580.21,888521.74,900065.28,908194.92,875534.02,1106311.09,1270293.8,1509691.07,1675995.43,1706768.21,1468550.81,1134284.65,777505.04,951169.14,900991.7,860006.56,864260.98,718753.87,386339.48,475520.68,512640.26,476715.96
338,729002.4,966079.84,871463.27,623773.05,297232.3,234027.38,397642.77,309046.8,528985.05,617302.56,350386.97,416682.56,401414.38,329804.13,274684.07,373074.63,398743.49,449975.9,545597.94,452510.85,417979.75,426375.28,485487.53,595406.18,640973.52,678680.06,679743.99,904319.48,1132610.32,1018175.58,952800.2,1228682.0,1143143.86,1217229.8,1226016.1,1068045.74,1186325.05,1229837.08,1184678.04,1105292.4,1018774.8,1038388.13,840627.37,844061.84,825387.35,777319.76,618017.55,500927.1,556186.2,505297.86,408961.52,429145.55,424015.33,508688.26,400606.58,523891.84,518703.43,570048.65,702863.76,831851.71,715635.43,747308.23,818752.79,852690.98,880529.62,920382.69,896268.88,898887.62,1105089.36,1263366.31,1590840.04,1725959.82,1774987.73,1336239.83,1191342.95,788654.91,937280.99,899686.53,873774.18,843878.78,700871.85,365342.34,504767.98,507922.23,491458.08
339,778486.48,964189.92,930603.35,568283.89,229528.38,261262.51,406638.81,334533.19,532218.86,583729.09,339326.63,366742.78,408113.48,322417.0,266191.57,388160.33,394518.86,463993.32,583467.76,438624.7,453109.98,429144.45,502882.4,607845.38,643283.71,649414.26,710874.45,939664.33,1150395.11,1046023.71,962290.18,1253435.83,1162204.25,1253687.26,1190972.05,1122136.0,1207388.03,1249970.72,1224960.58,1128261.36,1097698.49,1062958.68,818558.35,876012.49,836748.36,765632.02,589288.88,509351.7,563262.55,500284.14,429674.71,440558.39,420101.64,516253.26,423458.55,546828.79,522324.04,576871.0,723095.28,825733.2,710307.48,774909.29,821362.75,872910.01,883836.77,909033.83,867303.89,928753.38,1108255.26,1221368.78,1645982.99,1800260.68,1801243.86,1343205.32,1150478.37,831309.49,947346.09,879016.88,881740.21,880136.33,731592.27,411319.02,526392.6,520197.54,492259.43
340,806168.68,982496.21,879108.64,517354.86,204640.69,338782.15,367704.95,363122.45,506558.91,561009.27,345528.53,382746.81,354804.58,318318.03,272112.81,406052.55,404195.91,484252.26,587468.71,433687.87,478192.11,429390.75,523512.88,612683.34,647245.38,656909.73,743205.12,939928.25,1118859.05,1090434.18,997404.3,1276516.82,1155959.78,1270484.77,1106551.99,1148563.15,1223100.18,1272601.0,1164736.93,1152422.2,1126728.7,1101240.27,728088.57,867299.63,831246.34,746970.85,574363.23,544482.54,562101.21,501611.76,454277.22,433236.58,442210.65,508916.74,426858.98,571965.16,522004.31,593613.93,727635.39,828155.34,695793.91,807758.41,853950.2,872336.54,903075.71,916599.08,877460.85,960805.12,1135318.55,1334858.78,1643326.95,1799463.24,1751111.39,1436552.05,1119032.64,876438.14,924056.58,891750.68,875799.77,910970.55,751319.81,439668.95,496402.32,524617.9,478029.59
341,770459.43,1005105.75,794460.13,504493.61,180365.19,399262.33,374957.93,379235.36,530732.16,543404.0,356581.16,392039.78,327170.54,332347.14,288664.68,415871.48,425937.59,495810.82,586464.31,451674.55,501064.89,409397.45,535819.44,606725.9,669189.17,637563.72,753243.74,998552.29,1116969.54,1112684.99,1025586.21,1269790.2,1202961.33,1257769.47,981538.28,1152054.92,1219824.44,1216352.18,1159236.96,1141998.07,1160806.41,1047582.98,727115.95,854459.88,836513.63,733118.28,577978.92,561208.52,568149.78,507124.53,458328.95,444689.51,473494.58,514268.12,405420.76,582963.4,513372.67,609483.9,751391.62,866362.48,738473.34,836143.8,881983.48,876344.52,892073.11,925504.36,888161.53,992301.97,1150811.37,1407033.37,1646233.13,1789441.08,1807464.37,1403222.42,1053794.07,927398.55,951448.93,912185.43,853105.92,915103.24,720416.43,453239.02,479788.6,506387.34,473508.67
342,779865.59,1098435.06,781518.02,524848.79,192359.56,433993.24,359647.0,401433.52,564822.45,578995.64,430376.85,404154.15,340810.98,352265.92,302233.53,427119.78,439757.15,488402.15,572528.48,482859.57,492292.63,435964.98,501028.57,621995.45,692635.24,650714.68,787736.47,1075749.72,1182048.57,1139475.01,1057998.12,1324382.4,1177585.36,1258419.94,1009156.95,1138988.94,1269074.98,1218610.88,1160458.41,1165707.35,1162367.76,1004603.01,731892.87,851493.1,833286.34,742973.97,513528.49,564612.09,584269.48,514621.33,459043.77,452000.23,497973.6,504920.09,407395.56,588073.66,509708.88,624148.05,738851.15,894373.86,737211.82,860517.49,884476.13,884165.04,910093.98,927051.0,884546.52,1028462.11,1111843.89,1488674.76,1720730.02,1871317.86,1823796.27,1366890.51,941456.93,933914.58,931150.14,929661.71,860239.13,921353.74,677632.99,459986.67,480008.58,523089.11,488336.82
343,808807.24,1164780.24,775535.96,512787.81,291886.82,414841.88,348019.13,430913.54,578824.77,588202.95,435834.08,400857.81,350813.51,353537.1,303306.03,408773.88,436126.53,492849.07,564247.75,476358.62,481066.36,455082.14,535259.52,653711.22,699704.69,657534.77,807541.59,1073552.48,1179712.94,1081309.25,1101789.6,1321163.75,1196092.75,1307642.55,1040594.78,1174447.9,1254557.18,1245384.7,1094657.66,1188243.7,1140928.33,1002746.92,756663.03,839572.88,865766.07,731829.15,495233.92,526167.89,581995.08,504946.66,493617.38,475622.01,516389.89,509963.29,411612.27,574934.55,557541.93,613646.21,756673.71,953027.04,725563.9,901836.38,816070.19,908808.09,919640.65,944352.41,912763.47,1034726.78,1147009.81,1494837.14,1601848.29,1801712.15,1841897.06,1339919.04,953147.42,933353.21,919228.36,933534.66,880938.82,883659.02,692911.1,498301.9,485139.09,469666.91,505877.32
344,869335.99,1215150.82,779190.39,440363.58,322966.96,413817.56,342031.49,442370.96,588214.28,508394.7,418982.87,446132.94,368466.68,357572.77,309279.55,420184.15,431786.91,529172.71,484030.68,467070.72,478815.98,464573.85,558261.21,675092.76,692965.83,631619.21,830610.61,1126171.54,1144378.64,1041980.4,1135143.7,1273329.75,1164607.19,1301566.89,1035429.36,1209364.14,1280184.64,1291099.71,1060444.16,1208854.71,1181880.84,1010029.05,805389.63,861399.13,856283.66,747405.33,446763.85,522672.8,597160.74,500027.33,496584.86,483938.16,532002.49,468735.66,462277.85,594942.54,566361.78,603094.81,739111.96,925175.81,740525.53,906961.64,781706.56,907049.97,924103.05,958115.03,921201.71,1074148.6,1171200.75,1513632.21,1524426.43,1791931.23,1822987.53,1190275.39,908795.16,963840.59,945791.41,937136.62,904220.87,911812.83,660323.69,517449.52,502483.34,466948.01,522156.76
345,890810.96,1090960.96,676344.74,385441.47,281316.62,376040.54,347148.53,456580.65,621917.07,437981.32,468415.1,453336.19,374839.53,346318.6,334822.74,419068.74,445198.17,554006.34,475996.95,482212.19,495080.36,480182.89,585627.41,676181.84,682811.34,654768.96,854097.98,1074096.19,1134420.04,981709.68,1185532.5,1276581.04,1146142.2,1320035.86,1006934.81,1216412.09,1306375.8,1324291.47,1055447.86,1211015.63,1214937.38,1024589.11,826370.2,846345.63,860849.21,780028.28,458344.85,549592.45,579644.63,490070.53,483834.8,468756.65,550648.8,477810.43,504232.66,599782.97,565029.32,613086.94,739437.28,816669.78,769638.08,910552.74,764645.48,909672.93,914176.88,970985.48,918114.26,1084933.78,1220397.77,1539509.24,1545076.65,1770124.58,1728952.34,1229139.78,897365.93,984380.81,947748.27,913552.32,937898.92,940073.3,528086.48,530844.55,526476.87,482043.09,522019.33
346,954773.57,807104.22,631511.88,394265.35,281283.65,387542.52,359267.83,501895.16,642260.59,402930.07,471427.03,448005.02,386481.9,333233.43,342975.13,402482.26,444919.84,574937.73,476926.9,479720.69,470939.89,490581.81,588921.22,661917.37,708722.66,673455.27,891793.59,1150827.74,1127270.54,965091.22,1225882.92,1286099.24,1187628.44,1383945.33,1080307.05,1213712.18,1319606.39,1339525.95,1112424.86,1177166.41,1237599.24,1035781.83,829049.67,810388.15,907028.78,727655.35,476455.39,561773.15,578535.76,495876.23,458579.41,468250.09,577004.0,493314.91,527858.74,593943.12,573279.0,653371.57,766509.15,717366.26,755120.35,895076.53,788419.9,910795.61,940327.3,972044.9,915719.84,1111487.73,1282992.77,1522775.19,1715529.86,1896835.15,1716578.99,1292207.99,957787.93,997294.57,993964.5,950724.92,957659.72,895907.54,483654.86,542922.69,540579.17,491557.2,508203.26
347,962405.15,843330.62,593574.85,324257.66,274773.58,397495.79,364052.22,504382.67,634383.54,399856.26,460251.05,440225.21,373631.59,314706.42,347542.5,410585.99,457450.09,587543.85,494086.41,475379.73,471236.21,507500.09,591174.22,686652.48,741538.27,686796.85,936893.94,1166036.53,1148536.21,969161.94,1253340.28,1331556.08,1220505.35,1401032.16,1131172.86,1243727.72,1300985.49,1337706.23,1121350.32,1214719.02,1254478.57,984797.8,889264.46,869339.81,928968.43,679221.87,448487.35,556135.73,601423.24,496488.95,468368.55,489827.29,570832.31,500116.26,535984.83,594176.72,570230.18,688895.64,780576.31,708803.53,773664.53,920547.92,825516.31,920278.18,972030.76,981644.24,907334.91,1150113.38,1299345.61,1563855.6,1786880.62,1951070.59,1660590.84,1312125.67,948867.44,1028840.46,1022051.6,972097.47,979219.33,907989.1,482931.22,555968.12,561645.17,500195.14,520257.22
348,1032186.86,855432.36,612546.59,320850.55,286894.59,420578.45,364722.77,532110.17,654060.05,411693.57,453658.76,438403.4,375462.83,322298.9,369279.72,424509.45,471567.36,610758.43,497157.08,469951.63,477579.53,519254.49,636244.93,710360.12,746138.3,705016.99,953428.28,1133661.86,1122588.59,987728.08,1301085.83,1306356.12,1281214.34,1346544.52,1173148.16,1279708.25,1331989.83,1358387.21,1162779.99,1209474.18,1199586.6,975142.03,922150.68,904225.1,934491.03,688339.88,485735.14,607131.27,596256.97,478342.15,486535.21,504534.5,569077.37,474813.42,555229.72,601542.53,595021.6,691633.79,829468.41,736203.15,797836.3,896769.53,816803.96,983997.63,969581.41,994704.52,925928.46,1147263.0,1335961.76,1560755.02,1868680.43,1940034.41,1660817.19,1302704.37,943051.98,1075241.24,1004268.59,982455.01,982106.73,844571.08,476262.5,561713.02,579223.76,522538.79,540790.39
349,1041613.41,913110.8,663238.7,321666.5,255685.75,454170.33,356215.41,565241.53,676682.13,405324.81,452635.66,438457.81,355090.1,315363.48,394027.52,424529.11,490193.65,615372.12,519398.82,450157.72,462811.26,533371.53,664625.26,701988.79,741424.88,724872.29,989709.33,1145501.84,1078864.08,995674.47,1285699.71,1260401.98,1338178.79,1373254.3,1192871.85,1299667.89,1346007.6,1353609.55,1207117.4,1159127.69,1197773.55,945077.84,961394.84,924103.46,904489.22,672388.78,539190.28,633498.64,583210.96,474757.87,482457.1,527718.71,552693.11,466795.76,568070.72,571897.0,630442.73,732020.56,884038.76,761714.83,825176.49,875197.63,912497.47,979134.18,987316.67,994992.3,962280.82,1215988.59,1395217.84,1661653.09,1868475.45,1893014.6,1626371.6,1260074.21,883622.27,1087967.62,1022194.73,983332.98,998816.69,832408.48,445376.12,546451.4,598517.7,545335.54,554446.55
350,1064004.02,951696.36,679976.1,326273.29,257569.14,433426.97,336156.93,579920.34,679300.63,382039.82,454881.89,438863.9,360301.9,301418.04,410849.77,439302.41,492776.41,599969.98,501402.9,459816.36,470771.84,541745.14,658351.29,708282.68,749538.23,744587.11,986453.78,1228972.61,1097337.28,1020724.24,1322761.24,1247947.54,1384586.86,1378974.59,1192627.53,1327597.28,1351572.95,1302484.69,1239897.59,1142133.6,1175934.74,965096.78,989603.03,949312.71,893371.4,704148.63,567006.66,639608.2,583950.4,477069.43,494778.8,482573.95,576593.53,455066.56,591024.41,575464.24,628478.89,778256.54,923717.94,787341.75,824903.9,899905.4,941267.94,970276.71,1009556.75,981882.55,987899.04,1214597.76,1387562.08,1750918.1,1924112.67,1968618.22,1479790.4,1323397.58,896208.2,1071991.66,1020631.48,998982.14,975160.34,811595.82,421075.66,579958.56,592895.59,562105.12,570580.73
351,1061872.49,1016237.44,619451.71,251918.83,287489.12,443192.73,363839.29,583420.11,642308.76,369942.4,400328.18,446145.13,352191.34,292054.54,427411.04,434598.26,508081.8,641561.95,485961.62,498410.0,473776.38,561089.31,672050.2,710781.72,717166.22,778640.95,1024967.42,1248235.74,1127322.73,1030869.78,1349383.98,1268714.02,1425968.83,1339487.49,1252958.74,1351099.84,1373650.89,1346723.06,1265592.2,1230538.99,1203677.5,939666.88,1026938.83,962280.33,879843.21,671333.04,576461.4,647647.15,578054.32,501112.96,507834.21,478034.81,585085.83,480936.7,616821.04,579422.73,635948.74,800600.7,916865.14,781431.31,855316.38,902725.96,963533.45,973870.04,997063.08,950107.74,1020672.74,1218029.26,1341390.31,1811558.55,2006877.68,1997679.91,1487447.72,1277945.88,944590.83,1083410.75,997102.57,1007997.64,1016950.82,847059.34,473953.54,604703.61,607107.16,562929.96,579917.35
352,1081982.36,959965.47,563901.61,224562.47,372726.94,400723.86,394893.3,555248.71,617261.77,376664.09,417755.58,387831.94,347673.24,298504.34,447060.45,445206.95,530219.95,645912.58,480436.24,525948.36,473995.76,584041.1,677344.63,715105.25,725390.14,814007.46,1025215.49,1213984.28,1175156.66,1068464.86,1374205.37,1261856.83,1444988.1,1244472.4,1282400.3,1368613.85,1398471.67,1280467.25,1292622.32,1263011.15,1246943.59,835726.83,1016606.63,955855.85,858303.84,654244.55,616135.7,646214.67,579485.27,529686.19,499296.0,503102.63,576691.09,484714.59,645095.23,579010.28,654353.74,805571.28,919495.48,765416.57,891519.32,938491.68,962847.94,995017.03,1005314.81,961189.47,1055847.17,1247724.08,1465981.16,1808585.92,2005925.36,1942024.03,1590758.6,1242958.3,995780.19,1056686.95,1011463.36,1001116.1,1052471.42,869792.26,506513.87,570160.73,612150.72,546568.53,607487.81
353,1106830.11,867494.35,549845.31,197883.57,439209.39,408588.62,412377.85,581698.33,597843.79,388672.45,427857.17,357586.96,362953.28,316613.16,457820.16,469101.8,542830.87,644760.06,500303.15,551054.52,451875.64,597705.17,670704.97,739294.51,703976.12,824957.7,1089116.72,1211900.01,1199108.69,1098633.28,1366938.2,1313121.89,1430441.85,1103812.4,1286233.78,1364881.2,1336613.71,1274372.81,1280860.68,1301139.29,1186110.54,834515.12,1001439.0,961814.55,842291.71,658275.69,634980.78,653070.12,585750.17,534296.52,512392.84,538602.88,582673.25,460291.68,657422.31,569379.28,671795.17,831814.44,961855.02,812314.73,922793.88,969250.85,967219.05,982844.29,1015035.87,972866.33,1090410.3,1264702.25,1545195.7,1811734.8,1994690.31,2004461.2,1553796.4,1170439.03,1053590.58,1087916.78,1034557.12,975086.41,1057142.61,833914.99,522044.44,550985.41,590768.22,541309.1,601738.57
354,1209550.4,853322.27,571989.93,210994.41,477362.18,391867.37,436477.4,619014.53,636949.0,469062.55,441036.8,372452.02,384663.04,331448.14,470152.17,484270.2,534676.56,629391.95,534785.58,541359.46,481144.1,558836.51,687529.38,765141.61,718443.13,862688.28,1173272.83,1282473.9,1227951.85,1133332.34,1425680.08,1285382.4,1431096.32,1134796.79,1271581.84,1419918.38,1339047.92,1275667.37,1307381.54,1302820.06,1137370.1,839901.71,997843.18,958006.78,853517.21,584794.39,638751.85,671499.43,594305.41,535016.93,520715.42,566358.26,572002.41,462450.34,663108.83,565258.62,687906.35,817877.0,992893.15,810878.37,949639.54,971942.22,975797.64,1002647.27,1016686.41,968862.42,1130096.07,1221832.1,1634803.91,1893669.45,2085892.16,2022514.87,1513511.26,1045614.24,1060908.51,1064617.11,1054294.04,983147.92,1064259.74,784292.39,529715.61,551141.92,610135.4,558166.63,622363.37
355,1282553.93,846750.07,558807.8,320094.33,456250.53,379160.48,468491.91,634314.38,647028.3,474971.0,437399.8,383340.32,386010.2,332578.85,449910.64,480222.61,539500.81,620241.38,527530.24,528967.01,502187.92,596949.04,722530.12,772897.29,725919.85,884332.69,1170836.8,1279905.78,1165244.08,1180220.41,1422189.44,1305542.76,1486984.55,1170073.63,1311101.79,1403608.48,1368419.08,1203288.62,1332585.62,1278722.13,1135188.65,868228.91,983756.86,995246.7,840619.23,563877.54,595185.66,668788.99,583032.47,575191.56,547823.72,587215.35,577634.12,467153.22,648219.29,618241.79,676281.72,837548.89,1057944.62,798018.57,995182.91,896727.58,1002940.8,1013113.79,1035614.2,999723.36,1136931.84,1260427.44,1641523.9,1762793.69,2008244.21,2042529.63,1483591.75,1058538.09,1060186.8,1050896.44,1058603.68,1006712.15,1020619.87,801868.0,573731.58,556935.83,547721.27,578121.27,624975.62
356,1337965.5,850699.1,479850.73,354127.87,455075.56,372599.3,480911.26,644558.56,559196.47,456569.36,486757.55,402586.63,390375.42,339082.82,462418.49,475394.96,579216.0,532022.76,517189.79,526444.52,512609.0,622535.51,746107.02,765400.86,697258.52,909550.17,1228182.54,1241537.48,1122836.43,1215927.51,1370672.79,1271136.63,1479990.88,1164193.19,1350014.0,1432212.08,1418600.96,1165633.3,1355629.32,1324549.0,1143351.87,924038.77,1009209.48,984249.97,858412.53,508611.3,591153.54,686117.1,577251.45,578536.49,557301.41,604881.8,530861.7,524562.49,670699.46,627963.57,664603.43,818055.87,1026970.31,814424.6,1000786.13,858921.93,1000948.36,1017979.08,1050660.62,1008920.9,1180198.05,1286961.62,1662115.64,1677545.9,1997279.19,2021503.27,1317852.85,1009225.29,1094730.4,1081170.53,1062605.8,1033225.14,1053031.41,764056.57,595674.87,576747.79,544437.73,596632.01,633468.69
357,1201179.08,738379.68,419970.1,308419.71,413488.16,378134.77,496321.57,681442.47,481705.16,510392.85,494576.07,409507.46,378049.55,367038.66,461141.91,490109.47,606352.62,523145.39,533898.4,544276.93,529778.27,652985.98,747256.84,754132.6,722759.61,935224.56,1171352.32,1230699.62,1057863.43,1269880.7,1374146.74,1250942.76,1500905.36,1132084.54,1357816.49,1461445.02,1455021.68,1160093.61,1357982.73,1361524.88,1159752.62,948012.73,991456.27,989400.18,895780.35,521707.16,621517.14,665898.02,565657.22,563573.12,539722.64,625994.73,541057.32,572080.02,676080.22,626429.03,675563.12,818360.47,906473.94,846391.87,1004696.33,840129.04,1003790.44,1006994.7,1064728.12,1005495.42,1191999.95,1340971.49,1690483.29,1700220.31,1972911.16,1917173.37,1360825.1,996474.62,1117974.3,1083316.25,1035783.97,1071614.04,1085563.07,610962.13,610993.55,604187.36,561920.96,596384.54,647917.35
358,888607.96,689396.79,429545.12,308338.58,426085.78,391296.28,545540.55,703687.08,443110.19,513635.84,488720.49,422183.99,363726.59,375929.43,442843.11,489753.54,629216.72,524119.57,531084.46,517691.91,541198.29,656595.05,731440.5,782695.36,743332.36,976454.89,1254989.26,1222909.51,1039929.39,1313080.61,1384366.38,1296180.47,1573482.47,1214498.24,1354738.16,1476178.3,1471711.93,1222669.2,1319957.88,1386850.68,1172341.01,950991.46,949220.16,1042373.53,835545.97,542231.98,635211.33,664527.98,572255.62,534049.6,539040.78,655867.46,558531.29,598798.87,669422.95,635517.15,719898.97,848264.43,796199.24,830378.72,987568.77,866201.38,1004977.01,1035748.45,1065844.3,1002829.11,1221125.61,1409700.64,1672061.69,1887734.24,2114070.06,1903395.82,1430591.44,1063506.81,1132555.72,1136047.94,1077844.94,1094099.72,1034464.44,559462.08,624794.43,620273.35,572896.43,580512.4,673961.13
359,928440.64,647944.31,353241.55,301158.56,436979.56,396468.57,548208.15,695012.71,439681.91,501421.6,480194.51,408106.77,343466.2,380890.24,451709.55,503495.6,642968.7,542927.64,526223.66,517969.67,559808.63,659043.58,758718.01,818880.65,758004.85,1025790.72,1271534.53,1245944.73,1044288.8,1342469.93,1433269.74,1332020.86,1592823.41,1271606.49,1388175.07,1455281.9,1469665.15,1232430.87,1361993.79,1405695.7,1114559.21,1019961.36,1018144.07,1067487.7,779841.69,510322.17,628759.04,690717.39,572861.27,545335.83,563776.96,648768.67,566150.63,607933.56,669611.06,632080.57,758986.85,863775.66,786637.78,850721.42,1015618.66,906907.82,1015387.44,1070617.09,1076324.08,993602.88,1263512.13,1427620.2,1717121.19,1966195.81,2174451.86,1841258.75,1452585.41,1053543.21,1168293.74,1168056.54,1101991.5,1118638.53,1048310.8,558521.06,639706.28,644346.09,582848.98,594189.2,685250.97
