,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999
20,1135.32,1136.07,1137.2,1138.19,1138.71,1139.1,1141.07,1142.4,1142.35,1143.33,1144.04,1145.45,1147.59,1146.51,1146.15,1145.5,1147.27,1149.52,1150.73,1153.98,1153.39,1148.59,1147.15,1144.8,1142.67,1140.37,1137.94,1138.1,1139.03,1137.54,1138.3,1139.61,1137.2,1134.69,1132.0,1130.73,1130.45,1129.23,1127.45,1125.58,1125.02,1127.91,1128.67,1128.47,1127.36,1126.2,1126.83,1127.79,1127.24,1127.75,1129.62,1131.02,1132.68,1129.14,1130.73,1134.37,1139.73,1137.68,1144.47,1146.87,1143.28,1143.74,1143.86,1145.76,1146.44,1151.79,1154.08,1159.78,1167.49,1179.01,1171.38,1166.83,1172.48,1179.39,1185.3,1184.93,1180.05,1186.59,1196.36,1214.81,1243.46,1251.47,1224.01,1233.36,1223.22,1192.78,1186.08,1195.2,1194.31,1191.65,1188.5,1178.66,1167.57,1170.52,1175.21,1169.75,1170.32,1161.87,1158.59,1165.65
21,1194.46,1195.32,1196.56,1197.64,1198.13,1198.69,1200.88,1202.18,1202.21,1203.29,1204.04,1205.8,1207.84,1206.74,1206.26,1205.69,1207.78,1210.06,1211.61,1215.08,1213.92,1208.95,1207.3,1204.71,1202.38,1199.78,1197.25,1197.61,1198.38,1196.85,1197.88,1198.99,1196.36,1193.54,1190.65,1189.38,1189.01,1187.61,1185.66,1183.57,1183.31,1186.35,1187.12,1186.84,1185.56,1184.4,1185.19,1186.1,1185.53,1186.23,1188.24,1189.78,1191.32,1187.54,1189.57,1193.68,1199.68,1197.46,1205.0,1206.77,1203.2,1203.67,1203.97,1205.96,1206.8,1212.83,1215.61,1221.43,1230.73,1242.55,1233.44,1229.43,1235.44,1243.52,1249.72,1248.59,1243.79,1251.54,1263.11,1283.25,1315.87,1319.35,1292.32,1302.42,1290.13,1256.51,1251.93,1260.37,1258.66,1256.71,1252.31,1241.45,1229.01,1234.43,1237.41,1232.42,1232.48,1222.47,1220.78,1227.49
22,1253.76,1254.74,1256.09,1257.26,1257.73,1258.49,1260.9,1262.15,1262.28,1263.45,1264.25,1266.4,1268.27,1267.19,1266.55,1266.1,1268.53,1270.82,1272.77,1276.45,1274.61,1269.53,1267.63,1264.8,1262.27,1259.34,1256.73,1257.33,1257.87,1256.32,1257.66,1258.52,1255.64,1252.5,1249.43,1248.15,1247.68,1246.09,1243.97,1241.63,1241.77,1244.91,1245.69,1245.32,1243.86,1242.71,1243.68,1244.51,1243.93,1244.85,1247.0,1248.69,1250.1,1246.11,1248.57,1253.32,1259.58,1257.37,1265.76,1266.9,1263.33,1263.78,1264.29,1266.32,1267.48,1274.29,1277.7,1283.5,1294.38,1305.95,1295.68,1292.16,1298.68,1307.84,1314.48,1312.52,1308.0,1317.14,1330.82,1353.41,1387.17,1387.45,1361.45,1371.52,1357.1,1320.44,1317.59,1326.2,1323.28,1321.89,1316.4,1304.87,1291.13,1298.98,1299.8,1295.07,1294.79,1283.61,1283.19,1289.61
23,1313.22,1314.33,1315.8,1317.06,1317.48,1318.48,1321.13,1322.29,1322.56,1323.82,1324.67,1327.26,1328.88,1327.86,1327.04,1326.75,1329.54,1331.81,1334.23,1338.09,1335.46,1330.35,1328.14,1325.07,1322.33,1319.04,1316.38,1317.25,1317.51,1315.98,1317.66,1318.18,1315.08,1311.58,1308.32,1307.06,1306.48,1304.67,1302.38,1299.76,1300.38,1303.59,1304.38,1303.9,1302.24,1301.14,1302.3,1303.03,1302.44,1303.61,1305.9,1307.76,1308.92,1304.84,1307.79,1313.23,1319.09,1317.59,1326.93,1327.14,1323.79,1324.03,1324.84,1326.93,1328.58,1335.65,1340.04,1346.23,1358.99,1369.2,1358.36,1355.3,1362.29,1372.28,1379.62,1376.35,1372.74,1383.45,1398.83,1424.49,1459.67,1456.12,1431.43,1441.2,1424.01,1384.59,1383.88,1392.7,1388.29,1387.16,1380.51,1368.55,1353.61,1363.8,1362.25,1358.17,1357.33,1344.79,1346.2,1351.49
24,1379.59,1380.84,1382.42,1383.78,1384.15,1385.43,1388.31,1389.35,1389.8,1391.14,1392.02,1395.14,1396.43,1395.49,1394.45,1394.37,1397.56,1399.76,1402.74,1406.76,1403.19,1398.13,1395.57,1392.25,1389.29,1385.6,1382.92,1384.11,1384.01,1382.53,1384.61,1384.7,1381.38,1377.49,1374.07,1372.84,1372.12,1370.08,1367.61,1364.69,1365.9,1369.12,1369.92,1369.32,1367.45,1366.41,1367.8,1368.38,1367.8,1369.26,1371.67,1373.71,1374.48,1370.53,1373.82,1379.92,1385.37,1384.94,1395.12,1394.3,1391.23,1391.17,1392.38,1394.5,1396.64,1403.71,1409.22,1416.04,1430.94,1439.37,1428.13,1425.66,1433.31,1443.97,1451.64,1447.72,1444.99,1457.13,1474.7,1502.78,1540.9,1532.08,1508.68,1518.18,1498.11,1455.85,1457.05,1466.44,1460.94,1459.65,1451.68,1439.14,1423.12,1435.77,1431.68,1428.68,1426.61,1413.05,1416.74,1420.29
25,1446.14,1447.54,1449.25,1450.69,1451.03,1452.6,1455.7,1456.63,1457.26,1458.68,1459.65,1463.24,1464.22,1463.34,1462.11,1462.26,1465.83,1468.01,1471.54,1475.62,1471.16,1466.13,1463.19,1459.64,1456.43,1452.35,1449.68,1451.13,1450.7,1449.31,1451.74,1451.39,1447.82,1443.55,1439.96,1438.75,1437.87,1435.61,1432.94,1429.78,1431.55,1434.79,1435.59,1434.85,1432.78,1431.84,1433.41,1433.85,1433.31,1435.06,1437.61,1439.78,1440.15,1436.41,1439.94,1446.65,1451.77,1452.44,1463.29,1461.61,1458.84,1458.64,1460.13,1462.33,1465.24,1472.09,1478.76,1486.39,1502.67,1509.74,1498.4,1496.61,1504.71,1515.97,1524.19,1519.74,1517.8,1531.38,1553.32,1582.71,1622.91,1609.05,1586.9,1596.06,1572.15,1527.75,1530.17,1540.85,1534.41,1532.33,1523.66,1509.7,1493.23,1507.82,1501.64,1499.38,1496.24,1481.92,1487.5,1489.31
26,1512.89,1514.44,1516.26,1517.79,1518.12,1519.99,1523.29,1524.15,1524.95,1526.44,1527.55,1531.55,1532.24,1531.41,1530.02,1530.43,1534.36,1536.57,1540.64,1544.7,1539.39,1534.34,1531.04,1527.22,1523.73,1519.29,1516.66,1518.33,1517.58,1516.32,1519.02,1518.25,1514.4,1509.75,1506.0,1504.8,1503.76,1501.25,1498.37,1495.04,1497.33,1500.59,1501.38,1500.49,1498.24,1497.4,1499.15,1499.45,1498.97,1501.01,1503.7,1505.97,1505.84,1502.48,1506.37,1513.66,1518.25,1520.19,1531.42,1529.08,1526.55,1526.35,1528.2,1530.4,1534.16,1540.61,1548.86,1557.24,1574.62,1579.93,1569.02,1568.05,1576.84,1588.86,1597.13,1592.3,1591.1,1606.21,1633.21,1663.42,1705.1,1686.41,1666.56,1675.18,1645.47,1600.08,1604.0,1616.08,1608.57,1605.83,1596.35,1580.25,1564.35,1579.96,1572.53,1570.81,1566.3,1551.37,1558.31,1558.36
27,1579.82,1581.54,1583.48,1585.08,1585.44,1587.62,1591.08,1591.89,1592.87,1594.45,1595.73,1600.09,1600.52,1599.7,1598.16,1598.89,1603.13,1605.45,1610.04,1613.97,1607.88,1602.76,1599.09,1595.0,1591.21,1586.41,1583.85,1585.69,1584.65,1583.54,1586.48,1585.27,1581.12,1576.08,1572.2,1570.98,1569.76,1566.99,1563.87,1560.46,1563.25,1566.53,1567.29,1566.25,1563.83,1563.11,1565.01,1565.18,1564.79,1567.12,1569.97,1572.39,1571.56,1568.79,1573.25,1580.96,1584.77,1588.35,1599.82,1596.82,1594.35,1594.32,1596.53,1598.7,1603.2,1609.47,1619.15,1628.29,1647.42,1650.63,1640.16,1639.84,1649.82,1662.91,1670.31,1665.18,1665.06,1681.7,1712.14,1745.82,1788.25,1764.29,1747.48,1754.45,1718.58,1673.91,1678.83,1691.64,1683.53,1679.73,1669.41,1651.15,1636.52,1652.35,1644.12,1642.91,1636.68,1621.06,1629.12,1628.02
28,1646.95,1648.82,1650.91,1652.55,1652.98,1655.48,1659.08,1659.87,1661.01,1662.68,1664.2,1668.84,1669.05,1668.21,1666.57,1667.62,1672.17,1674.65,1679.74,1683.44,1676.61,1671.39,1667.33,1662.97,1658.85,1653.72,1651.27,1653.21,1651.91,1650.99,1654.09,1652.45,1647.96,1642.55,1638.54,1637.3,1635.86,1632.85,1629.46,1626.05,1629.3,1632.6,1633.33,1632.1,1629.54,1628.96,1630.98,1631.03,1630.76,1633.38,1636.41,1639.27,1637.5,1635.26,1640.15,1648.61,1651.5,1657.0,1668.57,1664.67,1662.42,1662.47,1665.06,1667.25,1672.55,1678.94,1690.1,1699.92,1721.41,1722.47,1711.58,1712.27,1723.36,1737.22,1744.44,1738.64,1739.8,1757.87,1789.92,1829.79,1871.98,1842.82,1830.43,1833.6,1792.74,1749.09,1754.75,1767.31,1759.0,1754.17,1742.8,1722.49,1709.41,1724.54,1716.43,1715.16,1707.4,1691.55,1700.92,1698.33
29,1714.27,1716.3,1718.53,1720.22,1720.75,1723.57,1727.28,1728.07,1729.39,1731.13,1732.95,1737.81,1737.81,1736.93,1735.23,1736.64,1741.45,1744.17,1749.75,1753.09,1745.59,1740.24,1735.79,1731.14,1726.65,1721.22,1718.9,1720.9,1719.36,1718.68,1721.86,1719.79,1714.93,1709.15,1705.03,1703.74,1702.09,1698.82,1695.14,1691.81,1695.49,1698.81,1699.48,1698.07,1695.38,1694.96,1697.08,1697.01,1696.9,1699.8,1703.01,1706.4,1703.59,1701.92,1707.13,1716.75,1718.46,1725.94,1737.28,1732.97,1730.76,1730.93,1733.78,1736.04,1742.23,1748.95,1761.17,1772.29,1795.79,1794.89,1783.33,1785.2,1797.3,1811.73,1819.0,1812.29,1815.23,1834.1,1867.74,1913.75,1957.75,1922.76,1914.54,1912.38,1867.52,1824.49,1830.98,1842.66,1834.59,1829.42,1816.44,1794.08,1782.61,1796.45,1789.39,1787.5,1778.23,1762.9,1772.6,1768.8
30,1781.79,1783.99,1786.35,1788.06,1788.75,1791.9,1795.7,1796.52,1797.99,1799.82,1802.0,1806.98,1806.84,1805.86,1804.15,1805.96,1810.98,1814.03,1820.07,1822.92,1814.84,1809.28,1804.44,1799.49,1794.61,1788.91,1786.76,1788.73,1787.01,1786.61,1789.77,1787.27,1782.02,1775.88,1771.67,1770.32,1768.43,1764.9,1760.91,1757.74,1761.82,1765.15,1765.76,1764.14,1761.35,1761.12,1763.29,1763.14,1763.2,1766.37,1769.79,1773.44,1769.7,1768.9,1774.44,1785.29,1785.93,1795.22,1805.85,1801.56,1799.47,1799.66,1802.78,1805.05,1812.5,1819.46,1832.25,1845.29,1870.06,1868.03,1855.45,1858.9,1872.13,1887.04,1894.0,1886.46,1891.47,1910.97,1946.95,1999.99,2043.96,2004.31,1999.27,1992.07,1941.99,1900.5,1907.99,1918.11,1910.7,1905.18,1889.88,1865.79,1856.56,1868.9,1862.72,1859.81,1849.33,1834.43,1844.58,1839.52
31,1849.5,1851.88,1854.39,1856.1,1856.97,1860.48,1864.32,1865.2,1866.84,1868.75,1871.35,1876.37,1876.11,1875.01,1873.35,1875.58,1880.78,1884.21,1890.7,1892.91,1884.35,1878.53,1873.29,1868.05,1862.71,1856.76,1854.85,1856.73,1854.85,1854.79,1857.83,1854.93,1849.24,1842.75,1838.47,1837.03,1834.87,1831.08,1826.76,1823.88,1828.29,1831.65,1832.16,1830.31,1827.45,1827.43,1829.6,1829.39,1829.68,1833.1,1836.74,1840.67,1836.02,1836.15,1842.26,1854.07,1854.1,1864.79,1874.48,1870.56,1868.37,1868.58,1872.01,1874.39,1883.38,1890.46,1903.53,1918.64,1944.91,1941.34,1928.1,1933.47,1947.81,1963.41,1969.39,1961.2,1967.88,1988.54,2028.25,2088.39,2129.61,2087.45,2083.85,2072.48,2016.69,1977.55,1985.92,1994.22,1987.81,1980.86,1963.32,1937.64,1930.86,1942.07,1936.09,1932.62,1920.56,1906.54,1916.56,1910.12
32,1917.42,1919.98,1922.62,1924.34,1925.44,1929.29,1933.15,1934.13,1935.93,1937.91,1941.0,1945.97,1945.64,1944.37,1942.79,1945.5,1950.82,1954.73,1961.64,1963.07,1954.11,1947.98,1942.35,1936.79,1930.97,1924.81,1923.18,1924.87,1922.87,1923.21,1926.04,1922.73,1916.58,1909.76,1905.42,1903.86,1901.44,1897.37,1892.69,1890.2,1894.9,1898.29,1898.69,1896.58,1893.68,1893.9,1896.02,1895.76,1896.32,1899.99,1903.86,1907.94,1902.51,1903.57,1910.34,1923.05,1922.83,1935.03,1943.34,1939.69,1937.49,1937.87,1941.5,1944.03,1954.5,1961.81,1975.2,1993.18,2019.99,2014.31,2001.68,2007.98,2024.0,2040.36,2044.96,2036.3,2044.85,2067.21,2111.03,2178.58,2214.87,2171.04,2168.96,2153.65,2092.32,2056.29,2063.97,2070.98,2065.72,2056.61,2036.88,2009.29,2005.97,2015.15,2010.19,2005.67,1991.23,1978.97,1988.85,1980.62
33,1985.54,1988.28,1991.07,1992.76,1994.14,1998.35,2002.17,2003.29,2005.24,2007.29,2010.97,2015.77,2015.42,2013.94,2012.5,2015.73,2021.12,2025.61,2032.89,2033.38,2024.13,2017.63,2011.61,2005.71,1999.37,1993.05,1991.75,1993.17,1991.1,1991.89,1994.4,1990.69,1984.04,1976.89,1972.52,1970.83,1968.1,1963.76,1958.71,1956.71,1961.65,1965.06,1965.33,1962.94,1960.03,1960.52,1962.56,1962.27,1963.14,1967.05,1971.15,1975.03,1969.21,1971.01,1978.55,1992.34,1991.84,2005.29,2012.56,2008.95,2006.76,2007.44,2011.22,2014.03,2025.64,2033.77,2047.39,2068.07,2095.44,2087.29,2075.55,2082.42,2100.46,2117.35,2120.69,2112.18,2122.75,2148.21,2195.04,2269.59,2298.3,2255.24,2254.3,2235.28,2168.38,2135.82,2142.29,2147.94,2143.91,2132.63,2111.13,2081.22,2082.03,2088.32,2084.19,2078.78,2061.7,2052.09,2061.38,2051.12
34,2053.85,2056.78,2059.73,2061.37,2063.08,2067.67,2071.39,2072.69,2074.8,2076.93,2081.26,2085.79,2085.46,2083.73,2082.48,2086.27,2091.67,2096.84,2104.47,2103.84,2094.41,2087.48,2081.05,2074.82,2067.93,2061.47,2060.56,2061.61,2059.52,2060.81,2062.89,2058.81,2051.62,2044.14,2039.77,2037.92,2034.87,2030.25,2024.78,2023.43,2028.54,2031.97,2032.09,2029.41,2026.53,2027.3,2029.21,2028.91,2030.13,2034.27,2038.63,2042.3,2036.13,2038.63,2047.21,2061.43,2060.96,2075.82,2082.08,2078.47,2076.24,2077.27,2081.11,2084.45,2097.34,2106.54,2120.14,2143.47,2170.46,2160.42,2149.46,2157.17,2177.03,2194.69,2196.68,2188.64,2201.51,2230.56,2281.61,2358.34,2381.78,2340.54,2339.36,2316.73,2244.58,2214.77,2221.47,2225.16,2222.06,2208.92,2186.29,2154.16,2158.96,2161.67,2158.0,2151.99,2132.97,2125.43,2134.23,2122.03
35,2122.38,2125.49,2128.58,2130.16,2132.27,2137.22,2140.82,2142.35,2144.59,2146.8,2151.86,2155.99,2155.76,2153.73,2152.75,2157.12,2162.49,2168.43,2176.36,2174.45,2164.97,2157.53,2150.7,2144.11,2136.64,2130.08,2129.62,2130.21,2128.15,2129.99,2131.53,2127.08,2119.31,2111.54,2107.19,2105.14,2101.75,2096.84,2090.93,2090.36,2095.56,2099.02,2098.97,2095.97,2093.15,2094.24,2095.98,2095.67,2097.3,2101.65,2106.29,2109.57,2103.24,2106.53,2116.24,2129.83,2130.51,2146.9,2151.66,2148.44,2145.84,2147.35,2151.3,2155.43,2168.77,2179.56,2193.83,2220.25,2245.07,2234.13,2223.91,2232.36,2253.61,2272.46,2272.33,2265.78,2281.23,2313.13,2369.42,2448.74,2465.97,2426.95,2425.1,2397.81,2320.97,2294.56,2301.53,2302.83,2300.14,2285.06,2261.7,2227.54,2236.14,2234.98,2232.38,2225.44,2204.18,2199.61,2206.54,2194.02
36,2198.66,2201.96,2205.21,2206.7,2209.25,2214.59,2218.0,2219.81,2222.19,2224.46,2230.35,2233.96,2233.87,2231.48,2230.83,2235.85,2241.11,2247.95,2256.14,2252.74,2243.34,2235.31,2228.1,2221.15,2213.03,2206.44,2206.46,2206.49,2204.52,2206.98,2207.85,2203.04,2194.65,2186.6,2182.3,2180.03,2176.27,2171.08,2164.69,2165.04,2170.27,2173.75,2173.5,2170.17,2167.46,2168.89,2170.4,2170.11,2172.19,2176.75,2181.68,2184.32,2178.22,2182.04,2192.8,2205.74,2208.13,2225.87,2229.02,2226.23,2223.17,2225.31,2229.31,2234.23,2247.57,2260.18,2275.47,2305.37,2327.36,2315.81,2306.51,2316.02,2338.39,2357.82,2356.66,2351.53,2369.31,2404.83,2465.22,2549.62,2558.33,2521.49,2519.01,2486.96,2405.33,2381.89,2389.75,2389.31,2386.37,2369.11,2344.78,2308.8,2321.35,2316.08,2315.25,2306.29,2283.38,2282.45,2286.58,2273.78
37,2275.17,2278.66,2282.06,2283.5,2286.51,2292.19,2295.43,2297.54,2300.04,2302.45,2309.09,2312.21,2312.22,2309.54,2309.25,2314.86,2320.11,2327.82,2336.12,2331.32,2321.96,2313.33,2305.72,2298.37,2289.63,2283.05,2283.49,2282.98,2281.16,2284.16,2284.35,2279.14,2270.14,2261.84,2257.56,2255.04,2250.92,2245.42,2238.64,2239.87,2245.13,2248.62,2248.16,2244.51,2241.94,2243.67,2244.96,2244.73,2247.26,2252.04,2257.18,2259.21,2253.43,2257.62,2269.35,2281.78,2285.9,2304.71,2306.51,2304.21,2300.91,2303.5,2307.62,2313.76,2326.76,2341.23,2357.82,2389.95,2409.82,2398.15,2389.91,2400.11,2423.47,2443.83,2441.85,2437.98,2458.06,2500.68,2563.34,2651.37,2652.06,2617.31,2614.1,2575.75,2490.53,2468.92,2478.8,2476.92,2472.69,2454.28,2427.63,2390.88,2406.48,2397.89,2398.27,2387.57,2363.43,2365.49,2366.85,2353.62
38,2351.9,2355.59,2359.11,2360.55,2364.03,2370.02,2373.16,2375.52,2378.16,2380.77,2388.07,2390.74,2390.83,2387.88,2388.01,2394.18,2399.48,2408.04,2416.32,2410.19,2400.8,2391.58,2383.55,2375.77,2366.45,2359.92,2360.7,2359.71,2358.07,2361.51,2361.03,2355.4,2345.8,2337.24,2332.97,2330.19,2325.69,2319.86,2312.82,2314.86,2320.15,2323.63,2322.94,2319.0,2316.58,2318.59,2319.67,2319.53,2322.51,2327.51,2332.8,2334.06,2328.87,2333.62,2346.24,2357.87,2363.99,2383.37,2384.17,2382.24,2378.92,2382.1,2386.22,2393.68,2406.08,2423.01,2440.82,2474.7,2491.85,2480.88,2473.91,2485.21,2509.78,2530.28,2527.72,2525.04,2547.53,2598.24,2662.39,2753.05,2746.15,2715.15,2710.88,2663.16,2576.25,2556.88,2568.93,2565.41,2560.13,2540.39,2510.32,2474.42,2491.59,2481.03,2482.28,2469.39,2444.29,2448.44,2447.03,2434.53
39,2428.88,2432.75,2436.38,2437.87,2441.83,2448.08,2451.14,2453.78,2456.55,2459.44,2467.29,2469.57,2469.68,2466.51,2467.11,2473.77,2479.24,2488.62,2496.7,2489.37,2479.86,2470.06,2461.62,2453.36,2443.48,2437.06,2438.08,2436.64,2435.24,2439.04,2437.89,2431.8,2421.6,2412.82,2408.53,2405.46,2400.58,2394.37,2387.2,2390.0,2395.32,2398.76,2397.83,2393.63,2391.41,2393.63,2394.52,2394.52,2397.95,2403.2,2408.72,2408.9,2404.62,2410.24,2423.5,2433.95,2442.59,2462.37,2462.15,2460.33,2457.28,2460.99,2465.07,2473.69,2485.8,2504.98,2523.98,2560.62,2574.54,2564.29,2558.31,2571.45,2597.73,2616.91,2613.93,2612.92,2637.81,2694.0,2763.79,2855.94,2840.81,2814.72,2807.62,2750.03,2664.19,2646.22,2659.37,2654.96,2648.0,2626.92,2593.41,2559.45,2576.92,2565.12,2567.18,2551.58,2525.4,2531.27,2528.06,2515.66
40,2506.06,2510.16,2513.86,2515.46,2519.9,2526.37,2529.4,2532.3,2535.2,2538.46,2546.74,2548.68,2548.77,2545.45,2546.53,2553.67,2559.39,2569.55,2577.29,2568.84,2559.17,2548.75,2539.88,2531.11,2520.73,2514.46,2515.65,2513.8,2512.69,2516.73,2514.93,2508.32,2497.54,2488.58,2484.23,2480.85,2475.58,2468.97,2461.79,2465.29,2470.64,2474.03,2472.83,2468.42,2466.4,2468.81,2469.51,2469.7,2473.57,2479.08,2485.27,2484.05,2480.56,2486.83,2501.23,2510.29,2521.87,2541.8,2540.23,2538.75,2535.8,2540.1,2544.21,2554.07,2566.38,2587.83,2607.89,2648.21,2658.88,2648.0,2643.56,2658.39,2685.9,2704.85,2700.86,2701.84,2728.93,2787.7,2867.34,2959.4,2936.24,2917.21,2903.89,2838.4,2754.06,2737.05,2749.77,2745.11,2736.53,2713.78,2677.07,2645.44,2661.79,2650.18,2652.18,2634.17,2607.63,2615.48,2609.98,2597.03
41,2583.48,2587.78,2591.56,2593.31,2598.25,2604.88,2607.93,2611.09,2614.11,2617.82,2626.43,2628.08,2628.1,2624.68,2626.31,2633.84,2639.94,2650.84,2658.04,2648.59,2638.71,2627.69,2618.38,2609.04,2598.19,2592.12,2593.38,2591.18,2590.43,2594.59,2592.14,2584.98,2573.64,2564.5,2560.08,2556.37,2550.71,2543.67,2536.6,2540.74,2546.12,2549.44,2547.96,2543.35,2541.57,2544.12,2544.65,2545.07,2549.37,2555.15,2562.14,2559.36,2556.72,2563.48,2579.63,2586.93,2601.5,2621.09,2618.92,2617.5,2614.72,2619.42,2623.63,2634.84,2647.66,2670.75,2692.81,2736.22,2743.96,2732.09,2729.41,2745.78,2774.2,2793.28,2787.92,2791.63,2819.96,2881.24,2970.56,3065.75,3033.67,3021.22,2999.32,2927.56,2844.08,2828.16,2839.48,2835.25,2826.15,2800.87,2760.96,2731.75,2746.09,2736.09,2737.15,2716.82,2691.05,2699.38,2692.03,2678.23
42,2661.14,2665.65,2669.47,2671.44,2676.88,2683.65,2686.75,2690.15,2693.29,2697.54,2706.34,2707.77,2707.66,2704.22,2706.45,2714.3,2720.89,2732.5,2738.97,2728.65,2718.46,2706.84,2697.07,2687.13,2675.87,2670.04,2671.26,2668.79,2668.47,2672.59,2669.51,2661.76,2649.88,2640.59,2636.07,2632.01,2625.96,2618.45,2611.63,2616.34,2621.76,2624.97,2623.18,2618.43,2616.94,2619.55,2619.96,2620.64,2625.34,2631.44,2638.82,2634.65,2633.32,2640.55,2658.56,2664.26,2681.54,2700.08,2697.96,2696.73,2693.96,2699.06,2703.31,2716.41,2729.6,2753.56,2778.53,2823.92,2829.99,2816.61,2816.3,2834.36,2863.56,2882.21,2875.63,2882.49,2911.77,2976.7,3077.0,3172.46,3133.36,3125.89,3095.94,3016.05,2934.85,2920.3,2929.18,2926.01,2916.36,2887.49,2844.92,2819.05,2831.08,2822.41,2821.96,2799.75,2774.62,2783.59,2774.34,2759.13
43,2739.04,2743.77,2747.59,2749.85,2755.81,2762.64,2765.84,2769.48,2772.75,2777.64,2786.5,2787.77,2787.47,2784.09,2786.95,2795.06,2802.24,2814.52,2820.06,2809.02,2798.42,2786.21,2776.0,2765.37,2753.74,2748.26,2749.32,2746.62,2746.8,2750.75,2747.07,2738.68,2726.27,2716.87,2712.21,2707.75,2701.31,2693.31,2686.91,2692.12,2697.57,2700.65,2698.53,2693.65,2692.47,2695.09,2695.41,2696.43,2701.5,2707.92,2715.73,2710.22,2710.26,2718.32,2737.74,2742.58,2761.95,2779.11,2777.53,2776.16,2773.43,2778.98,2783.38,2798.78,2812.17,2836.57,2864.66,2912.33,2916.14,2901.8,2904.35,2924.07,2954.34,2971.58,2964.05,2973.43,3004.46,3075.14,3186.43,3278.0,3235.25,3230.02,3193.45,3104.74,3027.04,3013.62,3019.7,3018.11,3006.27,2973.98,2928.97,2906.73,2917.02,2908.66,2907.39,2882.77,2858.95,2867.71,2856.37,2839.43
44,2817.18,2822.11,2825.94,2828.54,2835.01,2841.87,2845.21,2849.1,2852.47,2858.09,2866.89,2868.05,2867.51,2864.26,2867.82,2876.11,2884.0,2896.91,2901.3,2889.69,2878.62,2865.82,2855.12,2843.77,2831.83,2826.76,2827.54,2824.67,2825.43,2829.06,2824.78,2815.71,2802.81,2793.32,2788.49,2783.63,2776.78,2768.26,2762.42,2768.06,2773.54,2776.47,2773.97,2769.04,2768.2,2770.76,2771.01,2772.42,2777.85,2784.61,2792.64,2785.99,2787.39,2796.43,2817.16,2821.64,2843.25,2858.38,2857.22,2855.85,2853.35,2859.21,2863.84,2881.41,2895.15,2920.04,2952.42,3000.95,3001.67,2988.27,2992.17,3014.38,3045.84,3061.07,3052.86,3065.04,3098.62,3175.56,3298.26,3382.68,3337.59,3334.7,3291.9,3194.7,3121.6,3106.95,3111.04,3111.24,3096.14,3060.51,3012.62,2995.49,3002.7,2995.87,2993.05,2964.85,2943.65,2952.16,2938.15,2919.06
45,2895.56,2900.7,2904.5,2907.51,2914.51,2921.31,2924.87,2928.99,2932.47,2938.94,2947.49,2948.63,2947.8,2944.73,2949.06,2957.45,2966.19,2979.67,2982.69,2970.64,2959.04,2945.63,2934.43,2922.33,2910.13,2905.53,2905.93,2902.95,2904.36,2907.53,2902.68,2892.87,2879.48,2869.94,2864.91,2859.61,2852.37,2843.29,2838.17,2844.15,2849.67,2852.41,2849.5,2844.57,2844.1,2846.55,2846.75,2848.61,2854.39,2861.5,2869.24,2862.02,2864.5,2874.66,2896.97,2901.05,2924.49,2938.12,2937.03,2935.68,2933.61,2939.68,2944.72,2963.99,2978.94,3004.2,3040.56,3089.96,3087.1,3075.04,3079.75,3104.94,3137.23,3150.66,3142.68,3157.86,3196.07,3277.59,3411.03,3484.32,3440.61,3439.45,3390.84,3285.17,3217.18,3200.5,3202.52,3204.61,3186.26,3147.96,3096.56,3085.51,3088.42,3082.8,3078.69,3046.56,3029.25,3036.87,3019.86,2999.13
46,2974.16,2979.54,2983.27,2986.77,2994.31,3000.99,3004.8,3009.16,3012.75,3020.17,3028.33,3029.52,3028.31,3025.54,3030.66,3039.08,3048.82,3062.81,3064.21,3051.91,3039.67,3025.66,3013.97,3001.06,2988.65,2984.61,2984.46,2981.45,2983.59,2986.14,2980.74,2970.15,2956.29,2946.74,2941.47,2935.7,2928.05,2918.37,2914.19,2920.4,2925.96,2928.48,2925.16,2920.26,2920.21,2922.46,2922.64,2925.02,2931.12,2938.61,2946.05,2938.33,2941.82,2953.47,2976.42,2980.56,3006.05,3018.23,3017.16,3015.75,3014.17,3020.34,3026.15,3047.28,3063.8,3089.05,3129.32,3178.22,3172.64,3161.75,3167.67,3195.51,3229.0,3240.47,3233.23,3251.81,3295.3,3383.22,3520.13,3585.83,3545.06,3543.54,3489.3,3375.69,3311.7,3295.17,3294.24,3297.75,3276.64,3236.63,3181.91,3176.67,3174.28,3169.34,3164.37,3129.36,3115.07,3121.93,3102.09,3079.74
