,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990
295,296950.12,339259.69,377928.78,436273.63,500268.23,673411.87,482582.53,347736.2,227205.78,304299.52,263377.36,311197.05,396551.89,402003.87,316517.19,291564.48,258164.51,256852.62,225506.41,284632.6,298667.78,325720.19,357806.6,311123.54,310630.05,295094.18,340228.69,403975.3,432039.83,418411.67,502639.68,641239.52,685450.19,609079.9,593999.87,669327.4,604802.9,667450.42,566386.55,619974.54,652684.75,632697.61,552216.34,570423.54,542300.9,485369.71,393735.08,441289.57,453865.92,397203.46,288771.37,302374.49,333952.96,304162.32,307815.55,306087.26,337657.55,347278.79,304353.91,406934.54,404303.28,439936.59,526393.23,639103.08,513045.95,616711.22,570751.32,625677.57,632264.61,642226.11,619936.83,676326.97,726968.1,891848.57,929274.35,997970.83,982365.36,741014.03,548385.6,526284.29,510015.6,503502.48,473673.81,466047.06,383502.83,298582.57,291949.89,290346.73,310795.5,331421.63,351766.37
296,296774.83,347821.76,384885.0,459229.2,531600.22,698255.58,484984.76,309726.61,246880.5,303948.46,260206.75,318437.02,402232.03,358966.47,306852.07,317995.97,268580.79,259535.77,229402.96,291556.28,296600.42,345780.28,317448.98,306607.31,309824.36,300453.47,352615.13,415291.36,429151.08,405802.19,515064.37,667904.7,669337.75,591999.05,609550.14,650544.33,592899.4,665691.34,565021.58,635776.19,664325.43,652169.02,539755.99,579398.65,558886.3,489195.31,414347.98,451367.62,450699.18,404687.41,268115.95,301434.15,341747.6,302539.9,310021.07,311168.4,346862.6,326273.71,334692.87,419457.99,410498.8,434755.68,517153.23,624706.08,522560.19,620575.09,552827.48,625627.32,635665.53,650597.88,625564.6,698493.59,740467.37,902239.18,893726.07,994921.43,975600.33,677774.69,529797.61,540994.85,522432.75,505788.06,484441.51,478694.14,369908.54,308534.46,300719.1,289449.1,319328.25,335609.84,357795.07
297,295831.34,359414.01,380171.92,455758.5,543079.33,639185.23,434499.91,281017.85,221375.42,280360.93,263594.8,327319.51,421629.27,320978.42,336743.17,322470.15,272565.18,253282.78,245003.51,291252.09,304480.61,359622.28,313787.68,314986.77,318788.28,308997.98,367277.67,416356.51,424557.16,418007.96,527703.01,642632.69,665321.23,565419.65,632693.06,652758.03,586255.96,674209.97,553806.74,639579.22,676209.85,666553.61,538743.22,581148.81,572470.99,495797.93,423784.05,445810.47,453496.3,419345.22,274088.01,314918.8,334341.79,298523.96,304178.2,304018.83,357710.73,332377.33,359911.41,423227.86,410831.52,441525.48,518166.67,565383.49,540128.95,623574.78,544485.04,628068.37,631188.31,658480.31,624996.79,705189.67,766775.44,916104.27,904484.09,986533.76,936643.17,695494.42,525607.16,551136.91,524031.32,496285.97,499690.02,491396.38,312769.19,315644.52,312673.19,297238.17,319651.89,342386.29,351011.4
298,311405.21,370825.61,386533.49,466892.68,576201.61,503201.55,412823.04,286253.6,221720.56,287934.0,271120.99,354966.0,433491.85,302280.34,338963.1,319712.46,279564.86,245940.09,250207.81,281993.79,304688.43,371353.99,314700.05,314061.34,306388.37,314799.48,369364.7,409617.97,438104.38,427960.41,547718.35,681290.0,662666.35,558607.04,651375.14,657561.66,603823.75,701791.77,585565.16,639181.23,682616.02,673634.64,562055.1,568762.72,582090.11,501125.33,425797.04,431372.23,473985.37,398117.34,282952.3,321413.05,334560.67,302034.58,291921.36,304568.2,372732.99,341852.6,374475.23,420848.53,416648.85,465894.08,534498.42,511120.62,532854.68,615774.99,558777.31,629650.91,646569.39,659933.51,624832.1,720396.06,799931.88,908946.76,986096.76,1044535.71,932666.68,723638.43,552878.49,557777.85,545122.92,513191.63,508946.11,473396.06,293967.09,322107.44,319906.4,302303.92,313122.04,354223.24,368181.17
299,327350.57,378075.24,396015.79,478541.21,580646.0,521254.96,394563.19,249456.4,218061.92,294549.01,274313.04,356777.77,429370.9,301029.68,332718.82,315539.52,272543.24,235428.0,253268.59,287014.95,312080.18,378574.13,323862.18,312143.09,306912.52,324038.93,370894.83,422691.09,455119.01,435202.45,571600.2,689419.91,673529.49,561128.14,664318.53,677177.08,617914.67,709754.51,607831.58,652888.88,675553.9,673781.04,566492.89,584464.69,589533.78,482785.74,451039.85,457216.37,484179.02,378539.1,271332.12,319444.01,345924.09,303074.68,297676.94,316665.64,370420.03,346668.76,380035.7,421994.86,415964.24,487467.18,543371.67,507444.65,544443.59,631141.05,580439.89,635960.54,664997.5,666078.61,621422.26,742107.37,809371.62,930295.16,1020853.01,1070189.16,909920.87,733303.99,549795.15,572993.9,558245.92,523232.53,518980.24,479224.45,294196.83,329062.66,330511.31,306943.67,319550.96,359646.42,371021.38
300,340779.62,385152.93,396289.99,482693.17,619396.25,529811.1,406144.6,249078.84,226825.31,310796.61,276167.46,375447.11,442768.94,309091.95,330489.4,316122.87,275020.8,241179.05,267713.06,296645.12,321707.32,393216.34,327154.96,310941.66,311921.21,331981.74,396569.54,437030.42,459838.73,446724.73,583166.66,676739.81,664588.29,572507.41,689267.77,670399.07,645886.17,690544.78,628868.46,671970.41,692347.1,685918.73,585981.8,585723.09,571782.09,482123.13,467130.51,474809.35,489418.08,384800.46,289821.84,345857.63,345669.04,296336.55,309018.02,326541.27,371997.28,335531.26,393699.69,429018.86,433052.54,491994.81,574611.0,525860.14,561552.9,621250.33,578984.6,675915.15,667331.99,676877.45,635133.39,744537.05,832721.7,933708.29,1065027.36,1071100.15,914861.03,733183.49,550171.52,597553.33,553399.87,530652.32,523137.31,454825.37,292901.17,333818.03,340867.14,319579.14,331624.37,363531.48,368598.83
301,345395.56,388005.24,404922.26,480680.81,624725.23,559076.77,433617.2,249742.67,207264.83,331181.16,271315.7,394678.75,455586.55,305457.52,330267.47,316499.76,263290.15,237284.0,282523.75,297060.55,332335.86,396110.32,339290.64,300810.87,304579.68,339711.09,411377.82,433454.72,458081.36,457339.83,601689.29,683122.72,644546.21,576826.8,683666.93,652375.6,669778.41,702453.99,638146.71,681287.13,699115.07,684969.21,604758.98,567157.95,572134.8,471163.61,483993.2,484090.37,477782.19,378415.7,316089.33,358779.91,340380.25,295230.08,307724.12,339588.91,364528.91,331975.79,402004.04,413148.16,454805.7,516047.58,605943.85,541423.17,578122.34,610427.73,634400.41,674384.27,678091.95,677998.54,656186.42,781361.54,863577.62,983321.56,1066230.64,1051873.93,900818.65,714914.29,523059.59,604032.38,562087.02,531838.57,531094.71,450246.06,278067.54,327129.66,350539.48,331200.9,338796.6,364180.19,377932.21
302,340389.46,369225.87,412391.0,503880.36,636212.71,578898.23,443081.94,253027.34,208773.19,319256.76,259452.18,403404.62,457473.47,291751.39,331952.64,317095.31,266689.03,229209.26,292687.11,305748.16,334156.49,388583.92,330192.68,306371.2,309156.85,344449.11,408691.1,437096.54,462645.23,467868.32,600673.71,723789.27,654060.32,589148.59,700287.91,648107.49,689393.63,705676.16,638848.68,693932.76,702328.36,665218.88,618892.65,561551.08,564825.57,480122.09,496346.74,495614.15,474068.05,393520.62,330157.79,362400.18,341511.3,297103.56,314802.56,317076.34,378206.88,326346.21,416035.87,416331.81,454758.45,543346.37,628970.24,557101.32,579100.37,625322.15,651816.59,670630.38,691313.76,671856.82,671329.94,781721.86,861013.82,1027354.37,1092943.37,1086831.02,837259.49,744507.54,529660.56,597676.6,562196.47,539432.57,521788.12,441916.48,266546.95,343675.91,348435.81,339882.36,347179.76,373135.69,379072.4
303,339794.15,363420.23,423042.21,532124.86,635880.98,611645.06,411315.74,206817.62,228132.91,325447.59,276639.81,405780.1,437767.97,284804.8,300373.02,321658.9,262234.77,223896.59,302702.05,303488.8,342957.77,410558.27,322428.25,327340.71,311142.29,354843.04,416052.23,438849.66,447131.93,485729.12,620213.94,733716.06,669062.09,594523.09,712490.87,657569.04,706988.49,690270.23,665631.44,704719.9,712436.1,684123.22,630176.04,596944.22,576492.44,471050.34,512433.64,501992.47,469334.13,379635.91,335449.65,366895.37,339543.49,309823.7,322265.53,315648.54,383837.23,342099.14,431691.78,419771.9,460207.12,556970.87,626202.7,554730.31,597411.42,628072.92,665531.39,673743.21,685361.02,655582.49,690397.59,784630.57,839231.27,1057668.82,1132053.27,1101164.21,841828.17,725017.89,553034.42,603585.13,552581.65,544180.33,540466.34,457927.92,293168.9,356055.44,355703.21,340732.77,352208.3,374753.32,382720.69
304,350814.74,367796.29,437397.25,548194.75,646273.63,584241.63,382214.38,190070.29,282624.46,300602.52,295901.89,390216.63,424558.55,289249.93,310927.41,288167.51,259881.84,228122.89,314522.54,309824.13,355511.67,413267.76,319896.97,342432.34,311648.14,367103.04,419180.09,441508.71,451765.01,504261.66,620930.22,717947.27,692574.99,612706.82,723964.18,655643.54,715525.15,651982.2,679124.62,712989.29,723696.44,658211.84,642033.83,610605.67,594132.64,430769.08,509159.51,500185.43,461244.64,372823.67,355255.71,367071.19,341004.13,324827.71,318695.81,329583.61,380627.08,345292.8,448770.13,420774.35,472019.34,560711.83,628772.86,546601.03,618972.59,649153.96,666195.7,686530.66,690877.28,662737.88,710749.08,801248.83,902792.12,1057482.73,1132992.6,1078093.97,888686.35,710241.28,577697.3,592522.53,559704.84,542048.97,556480.42,468459.2,309783.46,340104.99,358624.86,333124.31,366232.35,380378.81,386726.11
305,358186.51,383998.87,444542.15,528745.98,658953.2,538766.13,375254.1,173763.0,325233.28,305644.79,306891.36,405607.23,414408.97,296873.21,317212.53,270947.01,269228.73,239383.43,321158.06,323652.43,362839.57,413128.42,330832.16,356234.67,300396.19,374580.52,416319.77,454019.42,441701.41,510355.69,652977.1,717616.13,704754.52,627432.06,721772.86,677686.48,710479.62,594843.92,681588.93,712286.52,698747.02,656714.23,638192.84,626470.07,571889.96,431369.93,503921.46,503609.43,455483.11,375512.99,365056.99,371053.5,344713.16,327883.73,326182.38,348944.67,384950.2,332490.1,456798.57,416515.91,483225.06,576621.41,653428.67,574551.19,637692.9,667431.98,669766.01,680936.09,697202.28,670217.14,730724.21,811274.73,943655.75,1060214.41,1129303.13,1107240.95,873573.1,678482.85,605450.62,607317.81,570684.67,531609.28,559333.98,453639.6,318004.34,331476.15,349035.53,330960.34,363859.78,391198.39,386358.28
306,368564.3,399312.47,455166.75,534573.7,709204.1,532330.13,387630.52,182360.01,349817.19,296093.82,321910.47,427165.12,436210.99,345831.47,325284.51,279910.99,282374.38,248673.75,328714.0,332575.28,358761.99,405623.38,349518.4,351466.22,316221.43,354897.06,425290.53,467372.22,449442.5,530092.69,694992.75,752183.99,719273.14,644290.22,747712.48,667096.94,711594.75,608505.57,676101.66,736402.29,700662.44,658243.76,649886.49,628117.19,554292.6,434572.32,503421.02,502909.84,461224.1,343296.3,367628.0,380351.7,349503.14,329010.5,331232.33,364311.52,380571.72,334808.95,461083.64,415418.3,493673.9,569526.38,671804.29,574798.56,653910.72,670106.88,675734.53,692932.73,699056.61,669161.07,753537.28,790120.98,989690.86,1100753.74,1172417.79,1116744.73,856978.56,623051.59,609611.22,597755.47,580203.41,535965.19,563228.3,432850.55,322330.92,332074.91,358733.11,339669.7,374510.81,396951.01,387101.19
307,374967.35,414462.64,477669.97,551371.51,745130.49,529681.43,381156.12,250767.33,336718.05,288926.48,341751.97,436239.73,442231.12,349789.76,323502.42,286586.41,283489.15,249715.26,317222.3,330663.91,361798.77,401323.1,346083.41,345269.48,327734.62,374949.36,443426.22,471754.88,453716.07,541639.68,694411.35,751660.17,690187.77,666876.13,747152.19,676277.62,735139.76,623950.36,693970.34,730391.14,713855.0,629856.7,661070.77,619700.47,554567.21,446929.2,498631.92,519577.33,456820.88,334779.62,347425.92,379942.46,345031.29,349853.92,345920.64,376140.04,384833.67,338531.76,453668.98,447033.95,487901.08,581637.78,709147.93,568516.8,680707.98,629451.36,692243.4,699755.63,710448.8,687154.39,758290.17,811383.95,994288.83,1039135.8,1138375.49,1127084.21,844923.19,629814.17,610050.21,592446.59,582901.76,547040.02,545350.77,441171.62,344671.34,335353.94,329646.52,349916.9,376287.68,396568.72,380513.53
308,384385.21,422053.17,502766.0,585859.91,772573.11,532279.73,339460.89,272434.29,336284.25,285411.12,349663.3,442447.61,394851.45,339065.89,352776.78,298099.14,286407.12,253983.43,324885.97,328329.56,384029.41,356006.04,341010.43,344324.74,333637.28,388556.79,455808.19,468567.19,440015.96,555005.78,723260.2,733954.73,670767.4,684274.42,726133.31,662913.76,733161.01,622405.33,711600.9,743361.27,735759.22,615573.54,671383.33,638576.24,558863.28,470254.49,509953.94,515876.44,465346.09,310753.02,346266.13,388738.54,343123.67,352290.75,351597.72,386341.49,361513.5,372222.37,467577.17,453838.89,482108.41,571384.51,693125.98,579012.2,684929.31,609643.01,692142.43,703473.72,719664.12,693344.96,783084.22,826396.64,1005820.16,999331.73,1134824.26,1119244.78,772750.64,608390.08,627012.0,606778.66,585460.77,559389.25,560050.76,425455.51,356072.85,345345.22,328559.06,359461.2,380973.48,403302.08,367733.9
309,397150.44,416848.08,498930.51,598468.06,707173.67,476837.25,307963.1,244252.77,310144.61,289089.29,359377.28,463742.42,353030.4,372046.53,357692.0,302472.67,279464.99,271206.57,324495.45,337005.96,399352.24,351843.42,350278.91,354236.37,343075.7,404670.75,456939.04,463518.12,453222.43,568601.94,695868.06,729513.26,640587.74,710194.14,728550.85,655431.78,742501.28,610011.09,715801.5,756603.22,751923.31,614346.07,673323.66,654021.74,566330.94,480893.81,503612.09,519001.57,482117.43,317585.23,361674.32,380245.59,338502.6,345583.15,343456.59,398371.55,368228.97,400214.83,471727.08,454162.18,489567.57,572460.02,627262.03,598430.8,688196.69,600401.47,694797.53,698473.7,728337.65,692668.8,790533.53,855702.81,1021224.14,1011305.51,1125184.74,1074476.54,792878.69,603499.79,638677.39,608545.42,574377.04,576910.0,574812.89,359668.96,364193.0,358991.06,337330.38,359764.65,388596.23,395594.67,381328.29
310,409714.78,423785.47,511082.77,634924.63,556688.62,453012.01,313663.38,244590.97,318476.23,297304.8,389690.26,476748.85,332428.01,374454.94,354586.05,310191.15,271321.93,276920.88,314130.14,337190.38,412330.18,352809.14,349200.21,340410.25,349467.83,406928.55,449506.17,478274.03,463985.17,590145.82,737700.06,726565.01,632803.67,731104.93,733858.72,675016.13,772834.2,644948.36,715300.49,763715.15,759847.85,640853.15,658887.27,664935.61,572341.31,483109.75,487239.72,542371.07,457636.86,327765.7,369052.41,380424.39,342415.29,331591.3,344013.2,415048.22,378678.5,416357.68,469023.41,460547.91,516538.08,590457.83,567016.28,590325.35,679545.89,616118.02,696502.84,715447.79,729899.83,692439.47,807522.08,892649.43,1013193.51,1102497.83,1191261.57,1069837.01,824887.43,634728.41,646284.6,632945.39,593853.59,587510.87,553663.97,337973.01,371565.01,367215.09,343010.07,352355.83,401960.45,414880.56,391278.32
311,417679.89,434143.51,523797.26,639779.98,576614.35,432938.33,273312.45,240513.59,325747.24,300767.32,391640.69,472176.98,331013.07,367513.71,349911.25,302354.13,259684.42,280262.45,319671.55,345324.21,420297.81,363021.98,347018.03,340943.6,359675.27,408572.72,463813.31,496814.05,471808.92,615854.86,746476.5,738437.79,635592.84,745573.49,755695.54,690712.49,781561.41,669429.63,730583.98,755759.16,759950.28,645840.03,676988.09,673363.57,551324.52,511677.43,516363.58,553958.14,435056.77,314223.62,366712.84,393273.48,343527.18,338058.92,357611.2,412421.98,383966.55,422489.71,470249.0,459746.92,540407.1,600215.49,562890.86,603116.74,696459.32,639959.57,703436.83,735792.25,736650.98,688614.22,831800.78,903129.7,1036937.26,1141300.42,1220444.04,1043669.74,835831.85,631110.5,663825.52,648091.01,605384.85,599008.38,560383.35,338157.17,379503.38,379307.06,348205.53,359528.7,408045.5,418018.83,388790.88
312,425452.11,434405.12,528304.04,682430.73,586031.1,445605.11,272860.73,250132.35,343667.1,302761.25,412092.53,486867.85,339835.23,365005.47,350508.47,305052.28,265982.33,296196.16,330342.47,355928.02,436501.56,366652.57,345630.64,346455.73,368439.98,436809.93,479506.72,501930.79,484270.85,628293.37,732719.69,728596.24,648411.02,773511.56,748076.49,721919.36,760365.88,692553.24,751876.54,774486.85,773573.37,667979.58,678354.07,653012.03,550490.52,529857.08,536163.12,559872.01,442167.71,335536.51,396947.66,392910.33,335821.37,350863.91,368695.02,414124.43,371584.31,437626.22,478021.11,478585.16,545376.58,634674.7,583266.9,622019.72,685500.33,638310.91,747581.09,738327.46,748546.01,703757.68,834464.04,929127.64,1040686.81,1190627.31,1221406.42,1049253.64,835618.78,631459.96,692183.02,642372.21,613878.01,603717.82,531756.27,336584.84,384899.45,391106.91,362465.34,373047.13,412381.36,415225.08,369756.41
313,428556.54,443827.92,526064.23,688258.03,618352.35,475704.51,273549.59,228521.42,366157.6,297404.0,433159.13,500919.09,335798.16,364714.56,350876.84,291993.01,261643.05,312532.59,330751.59,367638.15,439663.14,380191.61,334319.56,338251.56,376966.72,453075.98,475544.12,499977.73,495748.77,648225.54,739602.76,706586.01,653232.93,767165.78,727910.62,748564.91,773435.38,702727.17,762242.2,781999.31,772436.96,689305.97,656764.58,653337.15,537901.21,548910.42,546575.32,546483.73,434748.91,365848.23,411693.5,386826.88,334497.67,349323.26,383357.78,405758.13,367598.94,446804.17,460285.6,502576.71,571987.38,669234.28,600477.55,640323.25,673514.2,699356.46,745840.75,750183.78,749738.57,727034.81,875673.58,963498.22,1095927.02,1191915.03,1199407.23,1033067.81,814723.21,600263.71,699595.62,652361.02,615159.92,612811.76,526302.88,319459.55,377102.5,402120.36,375573.12,381050.71,413045.97,425672.94,369116.83
314,407770.82,451974.76,551414.94,700869.35,640226.47,486047.44,277108.86,230140.07,352928.67,284362.63,442694.85,502951.88,320691.04,366529.53,351487.66,295712.2,252696.71,323726.5,340369.59,369604.59,431259.65,369939.09,340446.7,343283.08,382173.49,450074.01,479499.59,504923.75,507132.21,647108.41,783602.39,716976.3,667115.86,785754.39,723093.2,770428.76,776939.87,703456.94,776331.32,785535.43,750100.92,705338.06,650181.7,644913.97,548049.88,562848.17,559518.26,542157.03,452015.78,382036.95,415764.74,388039.23,336550.07,357285.27,357881.6,420927.98,361317.9,462346.19,463778.1,502478.12,602193.55,694618.09,617814.5,641357.85,689901.82,718510.49,741642.16,764762.83,742900.31,743763.33,876017.67,960582.44,1144945.33,1221717.78,1239188.48,960101.53,848369.1,607755.56,692143.87,652394.64,623852.3,601987.05,516467.76,306144.32,396085.32,399625.67,385345.0,390414.85,423130.37,426892.58,388929.14
315,401314.07,463608.63,582284.49,700460.38,676392.73,451164.07,226470.25,251432.98,359724.84,303159.17,445261.5,481247.55,313015.11,331619.26,356496.32,290724.63,246796.68,334754.8,337801.58,379291.08,455594.04,361182.18,363693.44,345436.6,393654.24,458136.64,481383.07,487959.11,526462.26,668135.42,794321.62,733381.27,673131.58,799384.8,733593.21,790033.39,759936.05,732903.36,788340.43,796782.05,771350.12,718120.46,691064.19,658156.08,537619.02,581017.34,566651.56,536665.04,435986.99,388068.73,420838.91,385731.12,350886.44,365682.19,356204.17,427140.52,378708.51,479691.24,467555.91,508451.7,617243.28,691515.99,615135.55,661587.43,692891.54,733583.54,745037.22,758130.56,724859.21,764838.05,879217.37,936226.87,1178673.54,1265376.37,1255453.73,965258.35,826086.96,634489.77,698894.14,641145.57,629252.37,623445.44,535076.5,336629.54,410263.11,407877.31,386238.35,396005.84,424893.58,430936.26,398850.94
316,406100.18,479300.27,599830.77,711864.3,646043.29,419206.63,208097.11,311435.15,332219.89,324226.42,428145.35,466685.86,317858.68,343224.46,319333.69,288067.28,251410.56,347778.18,344799.03,393126.18,458550.11,358288.05,380407.32,345947.51,407203.56,461537.55,484260.11,492980.1,546519.37,668884.03,777223.38,759114.26,693648.17,812195.68,731389.92,799515.19,717743.19,747716.29,797532.43,809316.88,742072.12,731556.12,706786.69,678215.42,491575.01,577234.7,564545.52,527337.64,428082.16,410886.61,420958.77,387317.71,367806.2,361561.04,371860.67,423515.77,382195.53,498614.96,468618.6,521454.84,621339.64,694308.21,606072.1,685414.62,716101.8,734271.63,759129.81,764184.73,732723.22,787333.68,897778.15,1007074.32,1178411.72,1266368.99,1229076.44,1018900.52,809176.49,662699.3,685995.25,649316.12,626698.39,641828.2,547279.72,355619.47,391801.87,411145.28,377544.81,411708.66,431200.0,435381.52,398863.29
317,423942.51,487090.48,578514.05,725786.46,595713.67,411534.06,190209.48,358337.17,337745.28,336227.9,444990.63,455488.73,326193.73,350116.15,300204.87,298376.95,263774.66,355067.47,360133.11,401181.47,458345.3,370474.64,395687.01,333408.58,415447.05,458345.55,497941.7,481964.47,553095.28,703381.76,776837.44,772424.39,710247.82,809676.83,755922.29,793820.9,654802.68,750386.3,796688.5,781360.01,740318.56,727104.52,725056.9,652750.61,492183.8,571226.38,568343.27,520672.92,431086.74,422130.64,425443.25,391457.42,371196.64,369981.81,393635.41,428272.64,367978.58,507482.75,463822.91,533786.96,638919.12,721486.36,637011.21,706094.61,736218.75,738162.5,752896.98,771133.08,740944.84,809411.11,908951.66,1052600.34,1181401.25,1262188.13,1262227.15,1001492.76,772922.23,694450.18,703031.26,661959.08,614540.47,645031.69,529870.06,364971.91,381777.55,400072.36,375022.43,408979.28,443392.64,434903.51,403314.19
318,440801.67,498692.62,584852.71,781087.37,588550.95,425066.47,199580.62,385376.62,327146.35,352642.47,468600.05,479408.35,379939.02,358978.98,310086.38,312894.34,273966.24,363373.44,370007.51,396626.59,449969.62,391337.87,390339.97,350919.9,393568.85,468178.14,512545.76,490375.93,574455.72,748616.37,814229.33,788297.45,729260.19,838712.88,744055.93,795009.94,669797.51,744302.51,823602.17,783444.16,741977.45,740350.63,726872.4,632590.45,495760.44,570588.66,567487.58,527156.03,394027.07,425013.37,436021.03,396823.84,372402.92,375637.84,410901.67,423349.39,370496.89,512191.42,462547.31,545282.09,631009.09,741728.98,637235.92,724002.52,739124.39,744696.15,766113.59,773136.62,739730.55,834630.64,885193.01,1103892.29,1226518.15,1310316.77,1272984.51,982388.47,709706.57,699139.91,691872.49,672905.85,619485.68,649434.92,505492.64,369854.03,382381.22,411104.56,384819.42,420886.92,449841.38,435675.82,415132.65
319,457478.78,523307.56,603192.23,820609.75,585575.85,417928.3,274391.16,370903.82,319182.3,374337.61,478514.49,485982.77,384246.32,356967.46,317431.58,314080.6,275070.09,350624.72,367828.63,399936.73,445149.72,387433.83,383407.67,363644.33,415754.01,488098.2,517312.39,495003.81,586940.12,747967.21,813634.91,756383.71,754753.43,838023.92,754239.81,821256.5,686754.03,763929.67,816821.91,798136.81,709917.23,753015.27,717043.11,632826.87,509778.26,565090.82,586227.04,522045.89,384171.83,401572.25,435470.74,391675.64,395922.18,392221.41,424175.17,428037.27,374568.41,503904.33,497691.85,538860.29,644378.14,782911.56,630222.86,753622.04,694239.55,762844.95,773609.66,785688.06,759573.33,839846.07,908953.55,1108965.32,1157808.46,1272214.85,1284693.85,968488.85,717333.6,699561.51,685637.81,675942.21,632195.12,628736.74,515108.81,395400.36,386070.56,377697.03,396356.77,422821.25,449337.98,428198.87,420198.51
320,465810.96,550761.17,640882.86,850787.46,588401.33,372175.96,298057.75,370382.59,315253.39,382964.24,485283.91,433879.06,372426.57,389220.72,330132.77,317264.28,279727.59,359047.88,365179.74,424461.51,394839.42,381697.1,382307.82,370142.74,430791.2,501683.77,513777.91,480023.61,601395.16,779017.28,794442.85,735063.08,774373.74,814389.81,739281.44,818989.4,685010.91,783293.67,831268.21,822567.98,693755.19,764685.89,738790.8,637651.74,536302.67,577850.12,581985.8,531708.5,356525.23,400142.61,445469.54,389438.87,398610.64,398586.64,435612.19,402050.04,411792.77,519299.94,505213.75,532417.18,632970.73,765178.29,641807.15,758247.04,672349.14,762689.76,777673.05,795831.53,766369.15,867256.77,925711.16,1121770.81,1113406.11,1268189.13,1275682.76,885688.15,692860.33,718928.16,702131.45,678816.71,646375.46,645595.25,496663.34,408395.35,397484.9,376370.57,407096.21,428023.66,456896.1,413756.23,419676.33
321,460021.6,546521.43,654637.43,778726.99,527071.04,337607.73,267194.11,341551.59,319269.63,393564.29,508599.3,387888.01,408607.4,394598.16,334927.18,309526.97,298650.24,358569.87,374776.27,441349.4,390173.58,392011.52,393260.73,380562.49,448605.53,502885.71,508202.94,494395.31,616098.86,749491.3,789608.14,701953.64,803635.13,817040.61,730883.22,829365.84,671328.36,787874.39,846017.53,840580.57,692307.07,766820.54,756567.84,646094.4,548358.09,570594.54,585445.08,550790.27,364279.88,417856.11,435657.91,384123.61,390953.66,389288.66,449109.15,409465.24,442709.81,523857.36,505520.43,540608.22,634113.28,692425.58,663280.86,761815.79,662113.18,765571.47,772099.2,805375.36,765575.16,875457.83,958478.06,1138894.62,1126691.91,1257360.14,1224584.37,908674.21,687216.87,732220.59,704085.12,665874.9,666528.84,662523.25,419783.89,417625.16,413102.38,386335.58,407370.2,436524.7,448095.75,428986.31,418934.67
322,467631.65,559793.84,694476.8,612980.13,500691.53,343817.06,267527.23,350682.91,328295.64,426720.16,522823.51,365213.22,411211.57,391127.4,343424.22,300461.13,304898.83,347070.87,374929.06,455644.41,391194.76,390746.29,377862.54,387602.31,451058.94,494663.49,524341.12,506100.53,639413.27,794522.92,786389.8,693385.75,827226.64,822932.45,752665.38,863188.87,709731.9,787280.17,853911.88,849381.56,722109.82,750305.87,769101.33,652873.82,550808.5,551976.61,611737.76,522749.6,375872.31,426290.05,435782.04,388491.42,375058.87,389849.2,467841.99,421031.21,460517.38,520804.07,512574.37,570342.53,653999.47,625879.22,654248.41,752191.95,679399.42,767406.57,790814.58,807055.58,765275.11,894222.02,999800.65,1129883.86,1228230.69,1331138.82,1219221.21,945272.46,722697.63,740859.6,732221.7,688358.67,678685.91,638063.62,394370.03,425995.64,422479.1,392758.65,398912.83,451473.54,469868.23,440115.03,424080.6
323,479015.24,573681.22,699750.36,634876.25,478460.74,299554.98,263031.75,358645.48,332072.88,428817.8,517770.74,363618.15,403549.15,385926.82,334701.06,287527.87,308534.59,353146.58,383920.0,464401.9,402467.7,388246.79,378403.99,398872.45,452832.07,510364.28,544626.46,514599.5,667239.48,803952.37,799212.5,696403.22,843527.56,847357.83,770111.11,872879.37,736627.71,804058.08,844959.29,849438.79,727663.69,770841.44,778758.45,628826.5,583297.92,584896.25,624739.72,496883.93,360266.21,423499.23,450417.83,389681.58,382304.82,405186.23,464816.99,426857.92,467251.87,522113.87,511630.06,596650.25,664757.9,621280.37,668374.74,770864.44,705643.45,775002.32,813254.09,814472.94,761001.24,921057.81,1011479.13,1156306.04,1271402.76,1363689.58,1189326.29,957731.79,718504.2,760884.01,749650.42,701631.08,691877.15,645719.79,394486.5,435013.95,436303.28,398626.25,406962.92,458245.58,473352.3,437254.4,438858.54
