,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990
62,23463.6,22873.43,19879.79,17663.59,21534.84,22150.71,20881.82,20952.11,19488.76,18395.55,17713.35,20954.39,21149.34,18230.94,20528.88,21247.45,17837.48,20498.32,23793.72,21729.44,24724.37,25954.06,26624.47,30073.48,34373.19,27736.44,19726.77,11506.96,11191.91,19052.33,17352.02,28961.22,32743.45,18843.56,20579.59,19450.58,16512.07,15320.26,21334.84,22621.92,24925.92,28327.9,23181.97,20091.4,19811.26,21823.96,25446.91,26648.26,26541.94,25013.18,28615.97,30826.51,25710.62,22500.88,25356.34,22139.9,23597.53,23925.23,21536.4,23122.38,23601.62,22397.45,21720.26,20395.82,20999.86,18802.09,20916.47,21723.42,21741.57,19303.33,18108.3,20917.74,20650.52,19116.06,21501.03,21697.18,25088.96,21318.99,26687.48,25238.77,25955.64,29303.6,31655.34,25288.56,24994.58,24939.51,24413.51,24216.09,24613.97,22920.28,22634.25
63,23617.33,23011.08,20351.31,18843.82,22715.56,22118.93,21212.32,21889.27,19875.19,18437.3,19199.83,21172.98,21316.02,18531.29,21517.27,21532.14,18320.56,21938.86,23534.88,21748.53,24936.68,25799.88,27581.83,32041.45,34627.46,29598.03,18572.91,9632.47,12527.32,19693.99,18779.87,29390.43,31579.37,18650.76,18861.62,19999.85,16496.32,15219.0,22329.09,22707.72,25843.54,30200.51,22888.97,21746.55,20203.12,22753.99,26174.53,27022.08,25911.9,26250.64,29833.35,31535.11,26591.61,22994.26,26090.67,22756.48,24496.19,23686.08,22740.89,23776.23,24235.15,23331.85,22409.79,21987.07,21726.14,18726.07,21885.73,22287.53,21800.79,18888.72,18673.96,21449.44,20796.41,20208.73,22276.57,21857.75,25727.86,22622.96,27965.03,25715.88,26539.33,30317.44,31790.49,25459.38,26075.23,25334.74,25219.42,24617.37,24687.61,22647.3,23574.9
64,23053.65,22910.33,20192.26,20085.63,23732.54,22227.42,21988.78,22276.64,19844.63,18930.89,19228.16,21957.02,21162.63,19458.12,23173.74,20863.28,19192.24,23069.86,23054.7,22112.25,26009.14,26371.12,28788.95,33283.89,35469.78,28537.36,17518.92,9104.94,15858.04,18437.16,20366.02,28510.4,30875.48,19207.55,19798.24,18154.61,16609.49,15770.36,23465.54,23441.15,27052.49,30657.15,22964.68,23022.45,20498.59,23812.03,26637.31,27452.78,26451.67,27534.17,30145.34,31133.21,27820.59,23991.3,26802.54,22977.65,25084.19,22645.34,23496.84,24348.18,24912.11,22726.22,23124.72,22783.82,22685.93,17383.94,22026.09,22486.82,21698.67,18820.35,20062.02,21728.2,21152.77,21462.35,22285.91,23093.15,25771.35,23097.99,29344.52,26043.66,27496.32,30794.87,32197.34,25361.48,27307.42,26478.6,25531.03,25377.29,25176.29,23186.55,24567.46
65,23664.3,23542.32,20083.76,20513.75,24479.86,21771.66,22754.86,22684.45,19453.81,19259.27,19807.87,22540.08,21938.3,19925.64,24122.55,21000.17,18363.04,23312.22,22773.92,22876.61,26815.82,27801.49,29525.34,32360.68,36442.55,26572.95,17473.35,8571.13,18559.77,19016.43,21391.43,29900.57,30387.31,19981.82,20467.59,17317.29,17479.62,16820.42,24219.98,24752.02,27868.43,30901.85,24015.26,24221.39,20010.3,24564.63,26717.33,28503.09,26124.27,28141.53,31991.79,31400.07,28598.88,24859.34,27007.37,24048.53,25193.95,20923.65,23871.96,24613.18,24332.46,22962.62,23272.4,23669.83,22111.59,17692.01,22078.25,22922.66,21701.98,19233.07,20892.29,22234.48,21650.87,21928.31,23073.78,24723.5,26327.33,22492.21,30136.58,26042.33,28423.87,31947.47,33744.96,26950.99,28422.33,27515.73,25955.11,25454.92,25696.72,23740.04,25554.68
66,24660.37,23450.85,21086.81,21545.92,25172.65,21302.62,23086.08,23115.02,20071.85,18800.0,20150.73,22700.84,21887.32,20504.47,25214.1,21407.48,18742.84,23877.06,22590.75,24164.18,27854.28,29177.2,30498.4,32986.23,39513.06,26528.61,18336.74,9285.48,20251.24,18678.79,22709.54,31758.07,32255.37,23583.67,21258.41,18162.47,18608.74,17741.14,25048.9,25694.03,27805.4,30590.56,25642.4,24153.87,21339.31,23522.89,27561.43,29613.54,26854.35,29510.56,34343.58,33206.45,29477.57,25819.04,28274.58,23956.01,25522.14,21699.33,23966.06,25744.88,24688.6,23305.18,23991.06,24018.93,21707.56,18108.42,22337.1,23170.03,22256.78,17832.56,21310.67,23065.26,22219.93,22265.49,23692.6,26081.48,26284.5,22910.85,30683.77,26237.4,29312.2,31822.76,34975.68,27241.11,29432.4,27910.33,26474.2,26194.99,26052.82,23990.24,26649.6
67,25803.65,25230.79,20246.47,22727.82,26080.35,22118.63,22594.4,23962.39,20909.23,19205.58,21260.73,23258.98,21810.43,21109.73,24226.87,21170.65,18983.83,25054.8,23111.55,25272.75,28596.17,30550.15,32279.07,34296.12,41798.74,26671.01,18302.89,13183.97,19753.0,18484.17,24382.68,32692.77,32959.26,24116.38,21402.55,18864.66,18944.53,18072.99,24419.08,25797.24,28294.91,30517.68,25643.37,23983.13,22386.05,25126.74,29009.84,30157.62,27379.23,30429.33,34590.94,33463.9,28557.64,27017.57,28539.37,24577.41,26663.14,22545.81,24894.81,25821.14,25447.14,22574.8,24695.45,23978.97,22003.23,18914.66,22402.71,24225.97,22318.21,17656.09,20396.81,23306.76,22195.75,23952.27,25011.58,27193.78,26840.87,23427.84,30448.33,28520.46,29234.3,32775.52,37207.88,27218.5,30929.33,26482.75,27412.19,26741.9,26768.64,24931.18,27107.85
68,26266.83,26259.88,20487.7,22929.29,26511.18,22647.41,22007.9,24477.58,21480.34,19611.39,22322.41,24452.35,21421.68,21467.18,24981.64,22197.37,19787.97,26032.98,23658.91,25506.49,29573.67,31369.76,34247.66,36721.48,43618.06,27078.31,16545.16,14627.79,19995.5,18519.1,25210.1,33415.83,29654.12,23627.77,23626.6,19895.88,19402.82,18642.16,25266.51,25865.07,30298.86,27297.14,25518.62,24175.64,23053.42,26307.75,30088.77,30215.57,26810.36,31456.24,36313.97,32950.12,28029.23,28012.97,28014.69,24372.95,26878.31,22776.38,25821.9,26572.78,26524.72,22343.16,25371.36,25003.36,22460.3,20200.79,23197.37,24330.24,23016.95,16638.83,20596.53,24118.16,22334.46,24380.59,25682.6,28194.76,25456.12,26046.16,31650.26,29222.49,29151.61,32464.4,36636.12,28003.44,31402.61,25922.78,27693.13,27171.3,27405.82,25445.87,28290.6
69,26968.35,26022.61,19173.77,23575.6,27008.39,23885.56,22522.83,24853.3,21350.85,20019.08,23762.93,25497.55,20956.66,22666.36,26481.91,22655.16,20432.24,26951.4,23818.35,25672.76,30816.36,31234.37,34245.13,37781.71,40176.35,24505.74,15256.76,13346.06,18693.71,19023.77,26173.68,35288.72,26737.91,26210.33,24220.61,20452.81,19185.46,20179.59,25487.91,26805.62,31767.53,27227.73,26473.26,25136.41,23971.8,27668.25,30425.66,30150.23,27889.44,32502.15,35205.72,33029.32,27038.12,29366.97,28394.39,24381.2,27511.19,22602.81,26263.41,27338.87,27401.35,22584.94,25731.74,25899.93,23048.32,20946.54,23185.36,24757.48,24134.0,17283.51,21789.86,23851.31,22292.07,24171.09,25337.96,29336.53,26191.78,28284.32,32194.13,29506.36,29873.31,32796.23,33407.18,29228.57,31833.19,25807.31,28084.91,27261.45,28025.47,25707.7,28850.01
70,27247.63,26859.52,18736.22,25328.21,27311.66,24280.21,23663.28,25043.26,21335.58,20426.94,24872.7,26409.83,20049.8,23594.75,26267.93,22175.83,21747.42,26257.91,24825.03,27284.41,32050.77,32012.72,35344.17,40361.1,31848.37,23542.01,15819.89,13634.82,19467.65,19834.24,28655.87,36537.98,25413.29,26639.7,24268.12,21242.47,18877.15,20864.51,24919.23,27070.8,33057.24,27555.27,26644.56,24404.01,24681.4,28083.44,30188.25,31380.62,28823.93,34011.02,37610.67,33174.65,26988.24,30521.85,28888.43,25405.4,28931.89,24203.83,26532.07,27886.01,27980.45,23860.67,25460.82,26621.41,23579.58,21325.15,22702.52,26161.8,23166.9,18119.61,22505.65,24127.49,22814.66,23441.66,25634.59,30830.46,27200.19,29694.06,32268.89,30187.82,31798.84,34104.07,30450.43,29106.06,31709.47,26772.08,28438.76,28216.21,28371.88,25985.65,29762.65
71,28201.45,27067.94,19865.9,26226.62,27993.74,24154.39,24164.45,24724.51,21732.91,20133.3,25328.97,25968.16,19986.13,23656.57,26067.07,21049.64,22804.46,26648.64,25940.48,28940.41,32929.87,33055.15,36487.84,40935.81,33266.41,22759.71,14011.55,13669.84,20182.18,20329.49,29056.19,36439.01,25555.93,26398.84,24204.12,20956.86,18313.33,21372.82,25612.62,27978.85,33949.99,28612.34,26729.48,24699.46,25667.24,28456.82,31416.95,32868.84,29579.71,35770.27,38335.75,34000.25,27390.19,31413.3,30040.93,26289.49,29547.97,25422.19,27391.18,27880.3,28271.32,24335.21,26452.51,27246.62,22985.05,22886.96,24353.47,27003.61,22281.52,17624.99,22628.69,25214.9,23150.53,24161.29,26912.14,30888.95,27840.39,30392.56,32613.9,30396.58,33545.3,34940.73,30500.12,30018.72,32783.32,28100.85,29008.05,29311.74,28922.2,26126.55,30951.5
72,29425.07,26868.93,20939.43,26730.39,27931.64,25056.55,24620.4,24990.62,22875.76,20842.15,25419.64,25921.65,21384.27,24000.18,26309.46,22222.76,23226.46,27412.09,27086.16,30396.11,33810.6,33341.12,37075.62,43955.55,34096.49,23721.24,14273.47,14514.19,21580.18,20739.37,30851.85,37844.32,26510.64,26486.8,24517.77,21418.02,19034.54,22868.42,26736.17,29106.5,35528.54,29164.79,26886.48,25371.51,26568.79,30709.36,32761.05,33484.79,30646.64,36778.97,37914.06,33836.88,28244.22,32895.63,30034.03,27792.1,29041.09,26613.32,28497.84,28879.12,29084.34,25482.28,26805.96,26712.82,23246.22,24006.71,25589.67,27585.59,22939.35,19130.99,24789.19,25468.25,22897.15,25355.71,28020.84,31284.79,27200.43,31761.02,33429.26,31929.68,34135.01,37241.76,31899.33,31257.77,32556.54,28322.24,31139.95,29712.4,29693.1,27008.49,31352.95
73,29677.84,26612.29,20751.17,26543.65,27560.37,25842.61,24881.61,24711.72,23556.99,21042.14,25568.12,25193.65,22393.74,24546.65,25011.95,22551.85,24090.09,28823.39,27647.72,31069.19,34322.05,34335.39,37188.34,44609.78,36274.58,25629.08,14596.98,13517.51,23287.95,20640.14,32709.75,39208.65,26456.83,26734.52,24815.1,20760.42,18988.86,24408.88,27030.74,30333.41,36049.03,30514.43,26262.07,25032.28,27458.88,32133.36,32760.54,33627.57,31656.88,38236.13,38560.62,33098.35,28751.55,32919.36,29514.63,29128.8,29845.4,27308.69,29195.11,29463.01,29341.79,26605.64,26242.05,27023.87,23004.22,25174.31,26383.75,27209.15,22837.49,21167.98,25998.3,25345.61,23078.72,25512.23,29411.67,30913.73,27174.32,32701.88,32450.28,33818.65,36092.28,39566.74,33134.25,32475.29,32273.79,31353.6,31363.62,30492.66,30039.71,28211.77,33216.86
74,29511.67,24937.12,21874.83,27269.56,28545.65,26035.77,25899.28,24776.08,23634.07,21911.14,25936.69,26280.48,22511.61,25623.98,26879.1,22545.92,25280.71,29665.35,27682.14,30872.47,32907.04,35235.31,39264.43,45708.65,37849.34,26478.0,15075.5,13895.11,22713.79,19994.63,33702.4,39633.07,25517.65,27137.35,25129.29,21298.07,18598.43,25556.36,28085.12,30757.28,35615.97,29946.78,27011.67,25676.0,28110.27,32188.88,33307.48,34236.68,32666.85,38451.16,41159.32,33881.62,29663.5,34020.09,29615.22,30287.72,30281.77,27636.8,30040.31,29898.19,28784.92,27531.04,26274.42,26968.85,23739.65,26114.08,27306.47,27281.14,24043.03,22399.03,26535.74,25701.28,23493.98,26368.33,27704.88,32345.34,26972.97,34117.33,32969.54,34085.93,38290.67,41359.61,34383.99,32817.11,33357.56,32514.4,31482.07,31389.01,30061.5,29167.38,33530.6
75,29613.41,25463.08,23273.68,28693.16,28429.97,26385.21,26996.81,25196.74,23614.18,23686.6,26147.81,26426.84,22823.92,26792.71,27171.02,23087.94,26995.99,29281.55,27636.27,31074.69,32643.54,36413.31,41748.12,45957.87,40284.2,24842.95,12552.54,15486.62,23432.79,21605.33,34165.54,38175.27,25162.63,24794.83,25761.08,21203.12,18424.9,26698.91,28131.37,31829.69,37900.8,29493.35,29137.1,26105.42,29230.5,33039.94,33711.06,33350.43,34198.65,39990.62,42013.54,34955.5,30227.9,34910.94,30347.18,31365.04,29911.97,29105.21,30809.3,30630.8,29908.86,28334.62,28243.71,27825.55,23577.41,27259.08,27948.91,27291.01,23466.7,23038.46,27139.98,25821.46,24777.69,27262.17,27838.31,33091.96,28551.19,35675.34,33510.76,34767.85,39531.86,41454.94,34518.21,34149.75,33794.37,33496.29,31923.86,31411.87,29622.3,30301.49,33954.43
76,29409.73,25201.68,24745.77,29907.88,28495.27,27288.07,27416.08,25090.01,24172.32,23663.99,27055.97,26177.74,23905.99,28789.58,26262.79,24117.69,28328.29,28624.4,28028.18,32346.9,33297.19,37918.33,43284.22,46986.25,38745.87,23348.15,11792.16,19530.36,21896.26,23395.98,33108.1,37275.45,25817.62,25939.12,23316.68,21274.8,19040.65,28009.84,28978.85,33258.98,38408.32,29515.84,30750.45,26410.37,30512.83,33556.31,34185.33,33969.14,35787.6,40316.42,41390.2,36483.95,31451.98,35770.39,30552.26,32043.76,28533.72,29998.15,31471.34,31417.29,29061.61,29169.15,29190.86,28979.16,21827.0,27372.12,28134.17,27100.18,23321.8,24689.39,27424.27,26202.85,26256.18,27219.09,29337.64,33073.58,29082.84,37360.72,33857.38,35936.88,40073.12,41904.33,34289.64,35678.01,35226.87,33821.57,32829.33,31962.36,30244.68,31500.24,34977.38
77,30145.6,25004.73,25215.04,30781.6,27839.81,28176.82,27860.27,24530.27,24519.47,24319.22,27715.8,27076.53,24423.3,29905.63,26369.37,23013.95,28569.49,28216.43,28926.53,33287.42,35032.68,38802.11,42006.71,48185.84,35987.93,23199.4,11031.33,22791.4,22539.83,24541.44,34685.78,36637.37,26762.63,26731.83,22171.61,22313.5,20256.11,28863.91,30537.72,34204.03,38650.48,30788.93,32257.61,25708.54,31402.41,33591.07,35429.52,33476.09,36496.81,42689.99,41656.17,37420.03,32505.09,35953.5,31884.16,32112.09,26303.52,30404.72,31736.78,30621.41,29291.35,29288.58,30250.56,28175.92,22148.45,27376.24,28615.09,27041.95,23772.74,25652.35,27995.18,26759.32,26770.71,28125.74,31334.72,33712.21,28256.38,38297.02,33777.2,37065.63,41490.97,43835.57,36337.91,37050.7,36514.98,34295.5,32852.92,32552.6,30884.81,32690.18,35716.02
78,29956.45,26189.2,26424.94,31585.76,27170.03,28527.05,28332.15,25241.47,23866.67,24683.59,27856.76,26956.13,25076.33,31196.79,26815.21,23425.19,29205.38,27930.72,30483.57,34514.05,36696.78,39995.15,42739.08,52152.8,35832.26,24254.76,11871.55,24808.0,22098.05,26021.27,36803.85,38837.57,31478.77,27681.27,23178.2,23679.42,21314.09,29805.87,31640.08,34070.95,38198.49,32797.21,32079.43,27337.62,30001.83,34585.29,36746.78,34336.9,38191.12,45732.35,43960.6,38485.88,33675.97,37547.85,31675.24,32458.84,27211.22,30453.98,33117.37,31003.12,29656.43,30125.56,30624.01,27592.01,22605.16,27636.86,28860.9,27670.13,21987.92,26109.18,28973.18,27402.8,27127.97,28825.65,32983.76,33585.09,28716.49,38921.6,33952.11,38141.65,41250.74,45353.01,36634.18,38284.8,36950.18,34894.36,33730.17,32934.56,31130.64,34015.76,35074.51
79,32153.1,25088.38,27816.32,32658.11,28137.36,27862.41,29313.69,26226.74,24311.47,25985.61,28484.76,26804.87,25760.92,29918.44,26455.99,23663.22,30589.17,28514.89,31812.64,35372.3,38355.04,42243.55,44355.95,55079.68,35929.51,24125.01,16746.07,24143.87,21826.64,27906.17,37851.79,39635.52,32098.45,27789.46,24000.8,24035.97,21664.68,29013.32,31709.92,34614.67,38045.03,32726.51,31765.89,28602.64,31972.27,36335.25,37360.79,34934.79,39301.09,45972.26,44214.4,37206.8,35155.72,37811.13,32409.09,33837.25,28206.08,31562.19,33140.84,31889.0,28659.55,30943.57,30502.48,27897.54,23546.65,27659.0,30112.0,27685.8,21713.87,24936.3,29211.11,27315.63,29126.42,30375.18,34320.07,34222.93,29299.31,38554.5,36822.55,37961.29,42405.96,48165.06,36511.01,40149.15,34978.39,36043.56,34358.07,33770.23,32270.67,34528.17,36322.71
80,33391.04,25327.5,28007.83,33132.99,28738.69,27083.15,29888.38,26877.3,24756.25,27226.72,29888.65,26272.26,26142.96,30790.83,27673.32,24601.54,31727.88,29131.24,32040.73,36520.66,39317.6,44733.87,47411.09,57389.01,36383.38,21733.04,18502.02,24385.6,21826.95,28822.5,38654.24,35617.89,31361.88,30590.64,25239.16,24547.42,22299.04,29975.48,31736.82,37008.16,33974.57,32496.59,31933.99,29381.86,33402.23,37620.73,37373.06,34139.56,40549.04,48170.26,43451.13,36440.2,36369.17,37030.9,32055.86,34040.77,28430.84,32666.65,34030.03,33172.79,28297.46,31724.99,31732.8,28407.24,25082.1,28580.16,30180.64,28490.81,20410.58,25125.72,30162.04,27429.38,29594.22,31137.09,35514.23,32390.57,32503.36,40005.78,37651.18,37775.79,41926.97,47348.55,37469.64,40684.1,34155.43,36328.63,34834.68,34505.91,32858.43,35961.41,37296.39
81,33020.39,23649.95,28742.08,33690.43,30237.12,27658.91,30292.62,26652.82,25203.08,28927.37,31109.84,25648.22,27548.06,32579.68,28181.16,25340.12,32792.56,29270.36,32184.44,37994.72,39084.2,44649.66,48701.87,52782.37,32842.63,19965.94,16822.83,22747.16,22380.43,29893.78,40785.41,32072.8,34693.06,31280.91,25875.26,24206.08,24088.45,30194.87,32833.35,38745.72,33827.15,33639.48,33114.91,30479.17,35057.45,37978.27,37233.57,35440.52,41819.82,46614.97,43470.6,35075.73,38045.48,37446.06,31983.44,34772.64,28152.7,33156.39,34936.52,34203.92,28535.08,32111.67,32799.31,29081.74,25945.6,28508.12,30649.69,29811.35,21143.96,26525.62,29765.86,27321.68,29288.8,30668.89,36883.83,33254.76,35228.48,40624.63,37941.29,38631.74,42278.54,43104.3,39014.41,41163.44,33919.59,36758.93,34877.03,35218.8,33119.9,36601.49,38924.88
82,34011.26,23055.1,30822.31,34005.93,30667.82,29000.8,30470.68,26571.86,25649.84,30223.58,32167.6,24486.88,28622.63,32259.98,27525.81,26907.7,31897.17,30448.94,34137.01,39456.89,39993.19,46000.39,51947.01,41772.56,31463.43,20619.28,17120.27,23634.95,23292.56,32697.42,42194.86,30439.77,35173.98,31266.36,26804.09,23752.19,24859.53,29479.41,33102.63,40263.38,34172.88,33787.36,32068.11,31309.9,35514.36,37619.92,38692.54,36556.2,43683.85,49707.94,43577.54,34933.42,39461.61,38011.5,33241.1,36497.9,30080.37,33428.0,35562.57,34863.07,30075.65,31711.73,33643.04,29684.01,26354.4,27859.02,32325.91,28561.57,22109.66,27342.94,30047.6,27905.8,28355.43,30976.95,38693.61,34463.3,36919.62,40651.89,38741.57,41040.61,43886.47,39218.81,38761.43,40926.85,35101.33,37139.45,36023.72,35588.22,33402.26,37688.48,40912.98
83,34206.64,24384.38,31861.55,34792.37,30442.59,29558.76,30030.99,27004.37,25217.84,30725.22,31577.68,24356.09,28646.29,31957.46,26071.86,28153.95,32319.29,31759.11,36142.04,40480.63,41230.69,47407.43,52610.82,43546.7,30331.2,18196.0,17100.94,24449.53,23834.24,33125.14,42047.49,30564.12,34771.66,31109.36,26378.7,22979.97,25419.81,30256.93,34157.01,41296.55,35421.58,33826.29,32372.46,32489.24,35918.25,39087.15,40467.3,37444.23,45866.62,50579.03,44577.0,35375.71,40535.65,39441.02,34313.65,37207.13,31530.38,34442.36,35484.25,35163.12,30606.33,32883.22,34364.31,28871.93,28221.22,29825.53,33305.84,27415.58,21455.45,27440.13,31337.82,28261.56,29174.36,32468.56,38702.26,35204.64,37725.81,41019.62,38935.68,43214.96,44886.74,39207.54,39885.45,42234.67,36757.09,37800.76,37348.15,36212.92,33509.0,39123.43,41692.12
84,33885.22,25639.71,32418.19,34651.49,31507.54,30058.36,30299.36,28357.39,26036.77,30781.1,31466.47,26000.11,29008.66,32195.99,27459.02,28613.12,33190.22,33101.71,37891.24,41502.55,41521.59,48087.37,56409.42,44545.57,31515.49,18454.09,18086.77,26087.54,24273.74,35141.06,43633.6,31655.7,34799.02,31434.0,26889.05,23815.14,27149.6,31539.41,35475.24,43159.58,36042.21,33953.5,33165.3,33556.92,38687.0,40692.87,41164.68,38720.86,47081.44,49933.84,44276.63,36396.46,42365.83,39344.97,36185.51,36500.4,32941.48,35762.87,36679.45,36108.5,31976.8,33257.96,33622.52,29131.41,29538.27,31279.12,33961.78,28163.67,23227.7,30002.68,31588.41,27896.93,30562.33,33752.5,39130.26,34326.91,39358.36,41974.78,40818.92,43894.44,47760.89,40925.04,41436.01,41863.79,36960.87,40490.34,37783.54,37109.6,34560.66,39559.07,43210.16
85,33492.55,25352.28,32138.44,34128.87,32425.43,30320.39,29908.32,29137.58,26220.5,30907.6,30530.29,27170.43,29615.85,30553.84,27803.69,29614.97,34843.33,33730.07,38663.95,42070.81,42693.32,48151.65,57170.53,47300.91,33951.09,18791.28,16785.1,28095.67,24118.2,37226.07,45171.33,31544.0,35036.64,31737.82,25998.01,23692.23,28930.27,31843.74,36912.54,43736.54,37645.89,33096.44,32638.35,34608.62,40408.61,40628.83,41280.69,39924.44,48867.67,50695.49,43226.6,36970.01,42317.66,38580.09,37838.64,37441.06,33738.54,36568.55,37346.85,36364.27,33315.85,32496.7,33944.33,28761.87,30912.49,32191.12,33439.32,27980.28,25641.19,31410.7,31373.85,28062.28,30699.51,35374.3,38600.61,34224.07,40459.89,40679.56,43153.76,46328.79,50660.77,42429.35,42955.29,41422.88,40823.55,40697.84,38700.54,37475.95,36021.15,41836.61,45129.72
86,31319.88,26665.64,32962.88,35284.59,32599.8,31502.69,29933.28,29171.22,27236.27,31300.02,31791.75,27259.57,30861.91,32773.94,27736.31,31016.73,35807.19,33715.95,38355.33,40280.61,43746.67,50754.2,58500.09,49266.65,34982.17,19327.5,17189.88,27352.69,23326.21,38325.76,45626.13,30379.07,35477.3,32063.28,26603.18,23141.72,30243.7,33041.98,37372.44,43157.73,36886.0,33969.87,33391.95,35358.66,40409.81,41243.26,41968.68,41126.21,49066.53,54018.4,44162.85,38062.28,43652.1,38626.3,39258.53,37919.88,34081.92,37558.31,37825.48,35612.72,34405.57,32474.55,33807.3,29613.28,32005.58,33258.81,33468.52,29396.53,27076.27,32006.75,31751.31,28511.63,31677.45,33273.97,40319.51,33901.97,42146.56,41262.13,43419.45,49068.65,52876.53,43950.53,43316.24,42734.03,42248.54,40769.32,39763.54,37437.75,37163.8,42161.73,45301.68
87,31911.15,28311.75,34628.55,35080.42,32969.81,32780.52,30388.53,29086.07,29374.6,31502.71,31915.9,27584.22,32216.42,33073.47,28342.49,33059.03,35292.73,33604.8,38542.62,39901.02,45143.76,53879.26,58742.38,52347.42,32737.89,16030.05,19090.61,28166.15,25163.84,38823.18,43915.57,29910.85,32337.31,32793.08,26419.53,22862.85,31549.91,33054.58,38619.09,45869.38,36268.38,36568.92,33866.54,36696.52,41408.65,41680.05,40825.65,42982.43,50953.16,55050.7,45476.06,38708.01,44715.97,39494.85,40570.66,37390.73,35829.06,38451.84,38679.44,36938.96,35341.94,34842.47,34811.87,29346.3,33348.42,33984.49,33422.23,28636.34,27795.48,32682.85,31838.36,30012.7,32699.67,33384.19,41183.74,35813.38,44007.14,41871.75,44212.57,50580.05,52922.41,44046.22,44982.3,43216.15,43439.41,41259.25,39720.71,36827.13,38531.86,42625.09,44454.5
88,31517.37,30044.28,36040.56,35100.16,34029.94,33234.6,30208.65,29712.32,29284.02,32544.04,31563.63,28837.47,34563.62,31914.74,29545.6,34630.23,34450.54,34025.87,40055.13,40641.9,46944.29,55779.1,59979.42,50268.67,30684.97,14990.34,23999.38,26272.36,27208.51,37593.85,42847.98,30642.62,33741.98,29614.94,26444.32,23562.34,33053.56,34007.89,40296.88,46429.81,36236.66,38522.33,34179.78,38235.71,41987.66,42203.98,41524.43,44908.0,51293.4,54148.84,47377.78,40196.26,45738.48,39678.08,41366.31,35604.78,36866.64,39211.19,39600.43,35833.16,36315.77,35948.18,36185.92,27108.36,33429.18,34154.56,33131.28,28403.78,29732.26,32973.74,32247.38,31747.26,32598.78,35130.3,41096.6,36411.61,46022.56,42238.23,45623.38,51195.48,53420.12,43680.2,46902.96,44969.06,43778.71,42347.0,40344.59,37535.65,39980.05,43839.21,48150.55
89,31205.63,30558.96,37040.72,34234.21,35071.16,33718.68,29485.22,30079.18,30031.44,33286.07,32594.27,29409.04,35851.98,31989.65,28138.54,34867.69,33909.59,35060.64,41155.74,42700.79,47974.78,54055.84,61433.66,46613.89,30403.1,13957.35,27938.02,26993.81,28501.59,39355.7,42082.16,31717.47,34687.86,28091.86,27668.85,25000.97,34017.25,35794.35,41387.0,46669.58,37738.43,40340.21,33193.27,39281.53,41964.61,43676.8,40865.6,45728.88,54235.36,54410.63,48508.91,41464.27,45896.48,41321.92,41374.57,32761.76,37306.32,39476.53,38529.35,36055.48,36399.71,37190.99,35119.09,27443.53,33377.58,34683.27,33003.29,28896.59,30839.18,33608.84,32871.34,32315.89,33634.31,37469.64,41825.26,35312.25,47114.24,42073.12,46981.45,52928.87,55804.22,46210.96,48616.58,46535.62,44310.11,42297.98,41018.09,38265.57,41415.12,44696.19,50649.55
90,32615.25,31969.46,37956.42,33352.84,35442.03,34236.0,30288.54,29221.74,30419.59,33405.31,32398.95,30143.38,37348.74,32475.86,28583.61,35586.32,33516.68,36891.51,42608.46,44670.53,49386.31,54918.46,66410.59,46331.33,31696.56,14944.95,30347.22,26417.1,30181.31,41729.3,44574.72,37253.79,35835.17,29292.52,29296.17,26243.06,35083.66,37044.69,41173.18,46072.23,40138.15,40051.42,35212.11,37465.92,43138.98,45238.02,41858.53,47781.7,58022.5,57331.22,49806.7,42880.63,47853.42,40970.38,41741.56,33825.49,37308.1,41126.94,38939.89,36444.34,37374.4,37590.05,34327.78,27945.93,33638.87,34927.17,33712.34,26676.89,31337.27,34731.52,33601.51,32694.64,34421.98,39390.78,41604.79,35820.35,47821.94,42226.06,48271.25,52547.86,57659.5,46513.68,50146.25,47015.03,45002.33,43346.72,41429.03,38507.15,43019.91,43827.71,53440.45
91,31183.26,33597.47,39193.25,34479.57,34554.19,35368.05,31419.39,29707.88,31961.08,34108.08,32167.47,30914.96,35771.38,31988.58,28817.55,37214.45,34167.2,38444.76,43605.47,46631.15,52098.26,56915.44,70059.45,46376.39,31443.0,20976.1,29478.89,26045.41,32328.74,42888.96,45457.5,37942.19,35894.27,30259.16,29674.81,26614.26,34109.65,37086.43,41777.01,45835.6,39994.29,39594.93,36759.37,39856.99,45253.41,45933.03,42530.54,49102.04,58253.89,57577.39,48073.11,44687.85,48114.04,41837.16,43432.98,34995.96,38605.81,41092.5,39982.49,35162.34,38324.57,37382.41,34643.09,29045.79,33610.49,36386.04,33675.9,26291.52,29881.58,34967.17,33436.73,35048.31,36222.22,40937.03,42331.34,36480.94,47312.11,45726.07,47971.83,53943.28,61156.94,46284.71,52498.11,44436.38,46402.64,44074.34,42409.68,39853.14,43595.77,45319.01,53995.63
