,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989
10,2960.79,2908.61,2748.74,2476.4,3265.48,2915.7,2882.71,2279.92,3245.59,2955.2,2775.12,2768.68,2866.65,2657.24,2718.08,3229.52,3014.3,2366.39,3049.24,2974.29,2627.49,2920.27,2985.62,2733.55,3022.63,3109.28,2949.51,3159.26,3268.42,2296.2,2271.08,2206.27,2941.57,3249.57,2640.99,3504.78,3168.72,2117.24,3213.8,2923.77,2786.53,2675.66,3081.92,2817.59,2905.23,3182.36,2446.1,2820.99,2778.87,2984.81,3061.8,2903.24,2890.45,2781.59,3218.81,3142.78,2756.55,2556.39,3212.97,2807.13,2770.07,3023.81,2693.0,2927.62,2940.9,2919.99,2659.54,2850.74,2989.9,2730.6,2845.41,2681.82,2964.41,2639.35,2468.68,3002.36,2823.36,2695.38,2799.9,2868.67,3250.87,2728.39,3262.38,2938.82,2919.76,3014.05,2939.35,2459.61,2887.07,2999.9
11,3377.93,3126.95,2952.61,2834.79,3554.25,3237.55,3119.3,2640.24,3572.99,3246.39,2969.04,3040.87,3038.28,2916.93,2879.05,3497.77,3170.94,2564.91,3263.12,3161.69,2689.07,3275.86,3243.59,3077.54,3429.89,3416.39,3270.39,3486.26,3539.81,2631.81,2403.5,2122.54,3123.95,3567.64,2915.8,3764.79,3380.01,2349.43,3391.43,3123.44,2949.24,2789.26,3360.89,3111.57,3221.86,3490.04,2767.34,3043.61,3025.23,3320.08,3317.12,3245.54,3255.1,3076.44,3611.11,3428.12,3051.09,2814.27,3526.07,3143.65,3086.25,3306.38,3052.19,3240.64,3154.1,3166.44,2927.86,3180.5,3276.25,2865.28,3275.24,3100.13,3277.26,2737.8,2593.96,3224.81,3169.1,2946.68,3100.34,3232.93,3471.17,3012.38,3556.12,3191.06,3157.17,3407.72,3236.36,2685.86,3199.65,3325.32
12,3738.9,3457.95,3354.91,3149.79,3896.68,3607.62,3315.0,3011.57,3859.04,3459.69,3306.32,3318.93,3291.12,3296.34,3198.47,3724.46,3383.02,2976.69,3525.96,3411.76,3067.89,3550.78,3560.05,3442.58,3832.36,3738.15,3526.93,3773.53,4045.08,2936.07,2737.97,2370.77,3511.42,4023.81,3189.17,4224.08,3746.36,2675.21,3619.73,3382.24,3230.08,3114.27,3816.36,3473.97,3580.38,3886.03,3052.05,3283.59,3330.74,3659.52,3813.63,3617.61,3546.46,3420.25,3943.96,3619.26,3265.48,3133.88,3923.16,3367.54,3495.9,3469.4,3426.08,3599.41,3495.99,3485.69,3296.44,3445.07,3427.35,3117.11,3658.27,3484.38,3571.28,3043.14,3047.82,3758.99,3420.19,3126.96,3479.32,3593.78,3740.41,3158.79,3946.47,3503.07,3553.48,3697.24,3690.57,3048.9,3564.35,3527.62
13,4097.75,3757.42,3610.99,3352.57,4322.19,3858.28,3499.24,3195.71,4037.91,3627.47,3631.53,3570.15,3467.07,3611.19,3438.71,3955.91,3496.53,3336.87,3820.19,3447.03,3329.42,3898.73,3971.36,3734.9,4139.59,4020.36,3863.48,4009.81,4338.23,3364.38,3187.24,2632.83,3430.58,4563.97,3380.84,4715.03,4118.48,2897.87,3868.34,3638.41,3333.46,3310.76,4295.77,3729.61,3960.19,4169.36,3426.1,3420.51,3497.77,4003.15,4221.32,3838.5,3785.76,3762.66,4336.68,3912.85,3417.03,3416.22,4143.64,3527.24,3893.0,3791.33,3737.73,3910.37,3790.13,3737.55,3666.88,3583.44,3686.0,3298.8,4056.26,3813.04,3734.13,3245.62,3592.31,4162.85,3616.69,3367.64,3714.77,3999.9,3910.53,3378.55,4288.48,3618.06,3999.67,4147.65,4164.98,3401.46,3933.76,3717.59
14,4502.6,4035.84,3763.38,3620.0,4705.79,4050.1,3480.71,3583.92,4363.82,3980.63,3872.3,3935.55,3688.69,3831.29,3792.11,4222.99,3869.14,3564.98,4204.65,3933.82,3538.8,4307.69,4307.4,3953.26,4324.33,4060.48,4193.1,4474.77,4680.9,3745.92,3514.66,2920.3,3703.55,4633.13,3473.88,5080.11,4390.28,3016.88,4140.64,3896.9,3629.44,3439.9,4711.04,4097.29,4234.32,4334.43,3582.02,3739.49,3805.19,4314.08,4442.91,4126.7,4080.46,4109.73,4583.41,4421.96,3728.13,3750.19,4510.06,3759.41,4272.19,4067.03,3998.7,4245.42,4065.83,3878.21,4014.71,3801.33,3891.51,3621.1,4421.9,4165.2,3957.34,3636.63,4011.46,4458.97,3881.71,3642.06,4056.88,3966.47,4320.31,3572.2,4701.81,3901.66,4252.98,4637.76,4590.91,3761.58,4196.41,4071.41
15,5110.54,4429.73,3908.0,3972.74,4931.94,4277.6,3770.81,4026.2,4812.95,4175.66,4136.38,4319.21,3963.9,4032.63,4314.14,4462.87,4101.33,3822.89,4610.87,4188.71,3834.33,4817.97,4458.27,4157.15,4565.63,4242.2,4561.42,4999.36,4932.82,4222.71,3510.71,2636.87,4320.02,4979.11,3968.45,5362.6,4438.49,3195.2,3965.65,4207.35,3813.96,3603.12,5131.48,4314.29,4604.22,4853.34,3745.56,4262.96,4081.54,4704.17,4780.76,4397.26,4186.56,4530.77,5000.26,4743.24,4075.99,4042.5,4851.23,4074.79,4644.92,4228.62,4434.18,4572.59,4385.2,4253.31,4348.43,4314.37,4233.15,3804.74,4829.02,4476.69,4168.88,3756.74,4329.94,4768.59,4109.35,4056.94,4409.22,4197.17,4639.93,4005.19,5142.86,4189.23,4560.37,5015.64,4824.27,4001.63,4593.27,4346.4
16,5162.64,4696.93,4120.54,4180.47,4997.0,4456.38,3939.16,4490.7,5232.26,4395.47,4491.49,4595.17,4152.7,4334.31,4508.57,4828.73,4267.31,4213.17,5173.27,4248.25,4215.53,5266.46,4560.05,4427.72,4974.76,4548.16,4978.06,5414.17,5274.75,4283.29,3509.92,2671.8,5668.6,4814.47,4509.25,5388.22,4545.91,3498.38,4366.21,3991.02,4025.83,3921.83,5591.98,4659.09,5033.65,5138.78,3966.13,4720.76,4338.16,5127.4,5070.08,4678.1,4486.06,4967.21,5260.57,4890.2,4484.26,4428.22,5191.05,4318.34,4960.46,4234.38,4785.55,4885.88,4715.46,4337.2,4690.53,4674.89,4626.28,3718.3,5049.38,4713.48,4345.27,3939.99,4845.11,5020.63,4378.98,4512.64,4606.75,4644.52,4848.46,4296.34,5610.57,4452.45,4936.95,5304.9,5099.99,4197.12,5024.08,4757.34
17,5889.13,4950.18,4207.24,4464.98,5325.95,4782.74,4113.05,4777.72,5593.95,4495.93,4848.43,4876.11,4259.25,4598.37,4833.61,5151.75,4625.5,4507.8,5581.5,4470.84,4218.2,5509.87,4696.56,4782.95,5335.47,5014.53,5315.5,5462.2,5640.62,4195.04,3698.0,2687.64,6811.02,5148.87,4933.18,5867.85,4680.18,3844.41,4710.08,3984.92,4426.8,4371.81,5962.85,5127.86,5392.66,5387.21,4358.93,5170.1,4421.0,5487.18,5283.04,5071.73,4631.45,5283.28,5806.69,5143.34,4823.53,4794.99,5429.03,4728.55,5179.23,4093.5,5059.51,5136.38,4798.86,4582.45,4916.7,5058.63,4697.87,3978.22,5247.08,5001.1,4540.12,4222.67,5233.1,5327.7,4679.64,4806.73,4969.72,5183.19,5156.59,4382.89,5966.89,4656.64,5312.71,5716.99,5566.55,4675.37,5439.01,5154.47
18,5823.15,5323.86,4325.54,4900.14,5749.18,4956.33,4522.22,5209.2,5945.69,4586.47,5113.03,5162.86,4589.37,4667.42,5101.59,5375.08,4805.46,4829.53,6028.77,4752.09,4494.39,5831.92,4849.1,5256.39,5748.59,5478.52,5700.27,5778.45,6357.09,4398.56,4076.77,3071.61,7589.99,5220.64,5432.76,6452.54,5196.83,4747.02,5086.74,4374.25,4901.6,4794.86,6356.08,5524.47,5577.09,5532.02,4865.95,5346.62,4915.81,5430.18,5654.33,5481.82,4970.07,5750.02,6459.43,5661.64,5183.71,5184.32,5893.16,4906.04,5443.22,4449.98,5271.95,5576.18,5068.5,4849.27,5266.16,5327.33,4799.43,4263.16,5493.94,5246.84,4853.94,4097.98,5521.1,5717.89,4997.88,5073.21,5298.66,5672.34,5343.07,4665.52,6275.31,4895.03,5685.11,5896.02,5985.77,4933.08,5838.54,5431.12
19,6174.05,5724.48,4491.01,5321.09,6213.65,5543.86,4523.3,5683.42,6353.51,4960.65,5189.26,5546.77,4974.55,4951.52,5569.0,5696.14,4976.22,5159.94,5967.46,4884.58,4737.05,6310.86,5156.09,5696.86,6102.09,5949.17,6246.32,6222.64,6953.9,4630.82,4259.53,4508.29,7538.92,5329.04,6027.45,6847.07,5524.27,5052.5,5304.39,4732.84,5167.89,5060.12,6366.56,5738.0,5874.62,5718.48,5065.87,5496.61,5351.81,6002.38,6160.05,5787.12,5271.77,6132.81,6706.89,5912.47,5220.09,5627.64,6142.78,5232.6,5887.43,4826.01,5673.24,5783.2,5424.81,4881.9,5615.54,5506.61,5056.01,4643.87,5690.77,5682.32,5056.44,4243.42,5461.74,5959.34,5179.43,5653.88,5792.49,6113.37,5654.67,4969.4,6417.59,5539.99,5867.4,6279.97,6589.01,5132.91,6342.75,5339.1
20,6429.36,6015.6,4683.2,5801.14,6511.81,5969.27,4766.72,5915.85,6643.63,5271.62,5236.28,5855.5,5298.59,5236.51,6029.94,6182.24,5069.33,5431.39,6340.06,5316.73,5122.88,6743.9,5470.95,5938.61,6511.23,6313.22,6838.76,6884.46,7478.41,4908.61,4032.89,5152.72,7771.15,5503.26,6418.08,7198.18,5142.69,5143.98,6062.68,5181.67,5468.81,5393.74,6771.85,5941.83,6500.59,5277.35,5237.88,5728.6,5699.76,6478.47,6590.78,5996.24,5353.69,6541.81,7254.29,6020.66,5321.8,6033.9,6212.88,5378.74,6125.77,5067.93,6078.68,6146.08,5855.32,5018.64,5961.16,5936.68,5350.98,5150.8,6078.34,5892.21,5408.59,4175.6,5692.47,6352.2,5397.54,5942.64,6138.55,6533.87,5539.47,5730.24,6873.06,5879.04,6046.08,6416.68,6687.08,5485.16,6637.43,5416.27
21,6650.38,6134.48,4842.14,6372.22,6872.82,6098.9,4630.0,6263.5,6951.88,5756.96,5546.29,6131.41,5445.77,5522.79,6600.88,6635.53,5137.34,5918.9,6910.67,5612.88,5470.84,7165.37,5693.86,6163.49,6985.64,6478.89,7034.41,7290.88,7064.13,4636.95,3897.69,4854.91,7391.47,5823.45,6847.55,7812.77,4807.01,5902.3,6398.18,5508.0,5574.86,6016.54,7006.4,6351.51,7017.95,5458.94,5633.5,6146.78,6114.56,7006.2,6856.3,6178.13,5774.63,6959.1,7218.15,6236.78,5326.56,6523.42,6488.61,5569.51,6461.73,5214.61,6370.52,6515.43,6245.15,5262.19,6233.41,6340.52,5679.51,5524.86,6250.22,6181.36,5866.97,4522.06,6198.5,6453.36,5568.72,6074.34,6236.78,6992.54,5895.35,6422.7,7184.97,6133.29,6394.2,6681.17,6277.83,5928.27,6923.77,5583.47
22,7057.13,6216.61,5137.64,6949.9,7123.96,6487.33,4699.26,6910.26,7209.29,6037.64,6016.68,6360.74,5619.27,5809.91,7086.3,7057.75,5085.33,6341.76,7029.66,5668.78,6004.91,7151.18,6126.86,6745.74,7463.58,6840.1,7461.15,8005.31,5728.81,4651.29,4222.98,5106.23,7836.74,6244.55,7685.23,8290.45,4751.66,6189.48,6585.27,5901.65,5649.02,6389.75,7015.26,6600.17,7501.15,5722.34,5863.32,6145.1,6478.89,7292.91,6987.04,6634.42,6169.56,7482.09,7926.25,6464.47,5513.36,6974.46,6792.18,5998.56,6990.38,5786.98,6620.06,6833.7,6568.53,5757.64,6349.6,6704.18,5995.67,5803.23,6288.14,6722.99,5801.72,4923.65,6574.83,6702.9,5883.19,6069.64,6492.88,7542.8,6318.67,6936.81,7389.4,6473.0,7010.15,7151.11,5900.47,6100.41,7086.89,5990.65
23,7244.88,6379.12,5612.69,7292.37,7558.61,6721.29,5175.05,7331.81,7570.53,6184.32,6326.2,6456.82,5902.34,5892.39,7388.17,7108.34,5245.1,6534.12,7148.83,5546.14,6474.33,7433.0,6592.85,7347.72,7860.68,7262.92,7901.67,8319.51,6200.43,4690.82,3906.05,5262.96,8260.64,6564.72,7969.56,8452.88,4977.37,6321.31,6738.96,5988.92,5639.01,6710.69,7386.1,7010.0,7897.0,6146.76,6072.68,6400.85,6920.47,7569.01,7467.7,7152.9,6528.69,8067.7,8276.89,6828.82,5792.82,7369.45,7259.12,6398.56,7326.22,6273.61,7020.58,7013.46,6823.7,6058.61,6783.27,7045.58,6017.03,6411.93,6932.07,7123.25,5747.55,4957.96,6780.46,7185.85,6149.42,6437.37,7004.41,7738.95,6657.34,7289.34,7656.64,6710.1,7595.09,7524.82,6107.8,6489.32,7522.13,6487.06
24,7676.52,6947.2,5987.68,7726.81,8081.14,6858.2,5652.19,7654.8,7733.82,6610.15,6633.76,6713.47,6404.1,6280.08,7591.31,7274.54,5811.28,6811.72,7397.7,6051.01,6774.56,7830.26,7081.46,7914.86,8270.52,7526.35,8232.79,9157.35,6572.85,5098.37,4159.75,5733.21,8977.55,6864.86,8650.56,8986.9,5381.8,6537.41,7007.64,6301.17,6036.21,7356.65,7896.05,7489.33,8469.13,6470.97,6306.41,6765.22,7352.04,8369.18,7991.48,7491.05,6971.76,8497.73,8382.34,6999.94,6181.36,7917.62,7447.38,6967.35,7387.36,6769.04,7498.74,7461.04,7217.97,6544.68,7063.56,7089.87,6271.92,6912.24,7472.08,7465.41,6109.58,5573.6,7605.05,7436.47,6262.4,6945.19,7486.21,8029.41,6687.36,7816.26,8047.78,7258.62,7929.37,8235.46,6604.67,6963.25,7665.26,6734.68
25,8033.28,7210.4,6156.18,8316.35,8330.71,6977.11,5789.88,7770.45,7801.0,7007.43,6888.46,6819.01,6778.14,6514.79,7806.1,7237.46,6270.27,7147.43,7191.34,6326.03,7207.37,8428.12,7417.47,8281.23,8589.54,7957.2,8452.57,9501.73,7213.81,5701.32,4436.32,5491.19,9865.53,6991.99,9383.84,9525.19,5581.78,6789.96,7271.22,6279.7,6190.55,8036.67,8156.83,8005.23,8789.87,6977.75,6351.93,6853.86,7786.88,8959.84,8177.25,7719.48,7406.28,9049.72,8729.64,7043.35,6495.25,8111.21,7499.44,7502.44,7786.84,7138.77,7873.04,7802.85,7472.47,7026.99,7092.89,7358.07,6392.12,7433.07,7886.22,7538.6,6270.52,6332.93,8157.87,7572.02,6497.27,7170.04,8052.42,8111.95,6876.74,8244.37,7989.26,7896.05,8597.13,8975.0,7070.04,7439.84,7786.93,7663.07
26,8342.77,7271.99,6441.34,8819.44,8455.26,6707.49,6282.72,8165.3,8269.59,7243.18,7356.97,7017.34,6978.12,6957.0,8091.18,7737.25,6485.36,7644.1,7926.73,6505.92,7744.47,8858.19,7608.47,8405.26,8395.77,8369.16,9149.75,9951.81,7741.65,6087.8,4751.93,5783.72,9726.73,6924.48,9860.27,9822.49,5593.06,7082.74,7539.72,6616.97,6227.87,8590.45,8661.4,8304.49,8862.85,7041.44,6729.15,7215.92,8155.28,9150.39,8507.7,8060.18,7844.91,9293.27,9553.48,7417.52,6902.45,8585.7,7711.49,7996.69,8089.2,7412.08,8291.8,8105.25,7510.67,7461.22,7283.08,7523.2,6779.93,7890.91,8343.52,7736.99,6785.3,6870.98,8498.1,7852.86,6796.03,7594.89,7748.42,8686.11,7018.01,8800.56,8309.84,8155.14,9333.95,9597.45,7543.78,7716.84,8249.73,8143.59
27,8887.83,7325.35,6871.75,9028.9,8658.4,7035.51,6860.12,8782.07,8406.38,7522.38,7853.34,7317.18,7147.18,7693.45,8325.0,7953.82,6754.29,8173.7,8187.72,6841.13,8451.54,8906.87,7774.64,8641.04,8506.25,8853.42,9956.46,10204.93,8456.03,5925.63,4213.02,6574.06,10176.86,7655.06,10174.45,9616.7,5719.75,6642.21,7906.87,6756.22,6331.74,9147.45,8841.68,8787.86,9658.39,7126.75,7458.31,7518.03,8667.69,9580.82,8800.4,8032.36,8417.22,9879.12,9955.96,7860.45,7231.75,9008.29,8094.34,8473.69,8167.42,7999.39,8691.6,8492.52,7999.75,7865.78,8026.67,7948.41,6913.58,8416.01,8715.56,7915.28,6805.32,7239.44,8861.79,8059.24,7346.7,8034.34,7964.07,9074.27,7618.54,9400.61,8637.18,8515.17,9837.56,9812.2,7775.16,8231.86,8550.01,8583.48
28,9172.92,7509.71,7057.02,8950.61,8765.39,7140.02,7466.9,9338.27,8596.72,7962.67,8153.46,7460.74,7490.83,7851.98,8790.23,8045.41,7248.91,8966.87,8071.96,7322.32,9044.83,8864.17,8065.77,9190.19,8868.75,9425.14,10533.61,10644.61,8330.21,5780.06,4160.59,8401.55,9581.85,8460.3,10006.46,9554.14,6066.43,7139.72,7298.99,6945.95,6703.64,9768.92,9286.05,9378.33,9979.64,7324.52,8065.8,7783.86,9234.73,9910.64,9113.05,8378.53,9010.62,10150.71,9988.55,8413.54,7721.84,9425.21,8332.61,8844.25,7954.15,8431.67,9062.4,8897.7,7946.06,8282.04,8480.97,8464.37,6576.32,8621.54,8941.74,8030.77,6943.05,7919.49,9118.88,8348.63,7961.86,8195.95,8582.85,9245.94,7948.03,10041.51,8913.07,8998.78,10164.86,10113.73,7922.8,8800.58,9113.0,8856.79
29,9430.62,7471.41,7369.28,9343.48,9166.23,7259.03,7782.74,9788.18,8556.96,8402.43,8461.66,7463.26,7769.9,8234.31,9174.67,8499.79,7579.22,9489.84,8273.0,7161.63,9289.38,8896.67,8507.84,9645.26,9540.24,9841.69,10393.73,11128.92,7927.51,5940.43,4090.78,9920.68,10000.6,9035.73,10681.33,9558.0,6482.69,7543.84,7092.82,7454.11,7290.01,10230.86,9973.2,9832.26,10228.24,7837.53,8652.66,7744.34,9683.53,10090.34,9643.63,8438.55,9382.45,10971.18,10244.89,8831.72,8175.01,9657.19,8891.14,9043.81,7481.89,8727.45,9316.15,8839.0,8190.86,8495.5,8972.59,8397.23,6848.32,8790.84,9264.29,8183.74,7253.86,8393.34,9474.23,8696.02,8292.57,8646.44,9358.97,9607.08,7908.03,10481.87,9071.6,9476.5,10723.19,10790.82,8598.86,9336.55,9643.01,9169.42
