,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985
96,32086.38,38144.14,40059.63,37614.84,36486.08,35949.23,33851.83,32040.94,36990.34,36888.24,31700.83,34673.61,37688.09,33447.26,34732.66,39224.62,38599.65,43374.94,47405.89,46775.49,53296.79,62709.27,51238.27,39085.74,25785.27,24381.9,32366.27,29813.86,39500.44,46221.11,36073.39,39707.24,38907.42,33497.32,29779.6,32953.78,36014.09,39457.86,47559.19,40941.73,39351.44,39142.69,40447.79,44535.78,46398.56,46332.16,43679.58,52467.1,55662.08,51454.13,43610.67,48962.01,46182.51,43609.36,43798.79,39238.62,41555.95,42874.67,42684.8,38065.36,39672.36,39790.84,35923.48,36250.23,37618.17,40116.74,34755.36,29714.89,36485.37,38041.67,34994.79,37234.98,40207.51,45669.36,42698.55,48237.87,50403.51,49883.7,53616.12,57402.92,50262.79,50415.96,51863.13,45666.72,49604.47,46560.38
97,31822.21,37937.1,39634.77,38555.33,36790.46,35629.07,34657.26,32262.82,37167.07,36057.81,32897.03,35318.07,36195.12,33832.68,35766.82,40872.72,39255.8,44165.56,48006.87,47921.1,53440.74,63489.55,53876.52,41566.93,26142.56,22959.94,34422.18,29690.04,41472.71,47634.39,36020.77,39987.4,39242.4,32620.23,29677.55,34745.64,36356.2,40824.71,48150.82,42478.19,38598.79,38686.02,41519.91,46210.28,46406.38,46508.74,44846.38,54163.08,56431.15,50528.52,44215.33,48990.42,45520.98,45277.79,44770.91,40062.17,42382.19,43573.06,42995.28,39415.18,39000.09,40170.75,35611.05,37672.54,38570.97,39690.93,34625.12,32252.99,37944.34,37902.48,35216.7,37446.83,41884.46,45300.58,42702.44,49437.08,49262.91,52309.51,56125.65,60326.64,51844.3,52012.08,51506.48,49610.97,49890.09,47540.97
98,33184.87,38780.56,40783.1,38777.13,38000.36,35709.67,34741.72,33315.3,37600.29,37317.1,33030.71,36579.17,38367.78,33815.54,37192.66,41855.71,39304.18,43948.11,46418.17,48956.86,55864.4,64776.96,55779.12,42639.89,26734.94,23400.2,33708.12,28936.21,42541.13,48111.98,35003.42,40453.93,39599.04,33256.18,29146.62,36073.56,37523.85,41306.47,47704.18,41838.03,39473.73,39454.42,42293.74,46270.66,47038.81,47205.73,46010.42,54416.46,59515.79,51476.88,45324.71,50312.38,45630.83,46716.63,45291.38,40448.15,43380.85,44091.53,42340.42,40524.21,39044.45,40111.36,36520.07,38811.88,39674.62,39794.54,36098.11,33779.75,38599.71,38342.5,35730.5,38488.81,39968.53,47060.4,42488.42,51213.83,49956.52,52688.44,58926.77,62579.45,53445.0,52465.99,52910.32,51114.1,50040.88,48665.05
99,34881.88,40425.48,40657.19,39188.55,39303.42,36204.07,34712.28,35482.77,37849.33,37496.37,33397.13,37944.59,38718.32,34462.2,39246.2,41423.24,39261.46,44191.62,46137.62,50306.68,58757.86,65082.85,58721.11,40427.81,23035.04,25457.26,34556.4,30792.57,43060.28,46726.17,34630.57,37608.39,40360.31,33098.5,28892.04,37393.16,37593.67,42498.22,50201.13,41329.9,41968.59,39955.9,43640.94,47262.76,47507.16,46231.45,47772.41,56197.24,60529.24,52780.8,45999.59,51381.5,46523.59,48049.74,44832.0,42188.3,44288.78,44965.64,43675.58,41485.29,41396.87,41146.17,36316.18,40199.17,40445.79,39826.67,35401.36,34568.52,39333.19,38499.67,37310.95,39574.8,40180.65,48016.72,44523.74,53162.05,50680.49,53587.48,60506.85,62725.13,53630.8,54205.49,53484.3,52382.19,50607.37,48685.89
100,36663.79,41827.98,40741.63,40266.24,39798.16,36089.44,35369.86,35435.38,38913.41,37224.61,34677.24,40268.33,37688.39,35695.19,40835.98,40678.49,39721.58,45664.48,46894.76,52024.78,60549.04,66286.33,56852.26,38411.91,21871.13,30747.08,32695.04,32851.09,42006.05,45893.91,35365.24,38965.87,37216.33,33151.51,29623.73,38905.13,38533.76,44078.47,50774.11,41361.82,43856.02,40303.37,45183.5,47863.08,48056.27,46940.49,49597.79,56579.64,59792.44,54639.36,47491.16,52413.29,46765.64,48878.23,43154.37,43243.57,45070.18,45903.15,42684.34,42483.81,42531.71,42535.52,34156.25,40338.28,40676.62,39627.3,35232.89,36610.05,39690.6,38971.78,39127.33,39556.12,41961.6,48078.7,45238.13,55263.26,51176.31,55093.37,61204.61,63317.29,53362.37,56192.7,55331.75,52799.8,51766.0,49372.39
101,37217.81,42838.19,39998.48,41325.21,40322.63,35455.13,35777.59,36219.27,39686.74,38263.92,35286.85,41568.78,37827.51,34365.44,41118.6,40222.92,40760.42,46755.07,48870.87,53039.5,59082.8,67685.44,53516.63,38170.69,20723.83,34981.31,33449.8,34164.24,43676.97,45321.52,36415.89,39898.98,35729.36,34407.53,31096.97,39887.2,40243.34,45128.46,51060.58,42804.51,45615.31,39411.63,46244.79,47902.35,49481.84,46411.87,50413.03,59313.85,60107.71,55773.98,48768.96,52636.3,48393.21,48941.07,40455.17,43723.54,45387.02,44957.19,42964.1,42627.5,43797.35,41592.1,34556.67,40348.17,41256.26,39585.16,35786.69,37795.32,40386.27,39652.24,39765.81,40653.54,44310.24,48908.55,44256.7,56453.22,51159.47,56541.73,63007.89,65742.94,55968.31,57970.98,56989.78,53411.56,51798.67,50107.87
102,38671.89,43767.99,39242.28,41738.32,40880.02,36282.64,35008.14,36647.32,39856.79,38143.18,36056.01,43069.72,38356.07,34853.15,41872.32,39909.7,42548.58,48171.48,50763.62,54401.89,59941.77,72260.35,53323.56,39502.82,21808.97,37568.2,32910.0,35857.4,45904.19,47552.92,41574.09,41017.63,36957.54,36065.05,32371.13,40969.1,41457.05,45003.2,50599.34,45072.03,45400.38,41384.23,44523.11,49057.39,50988.74,47388.22,52353.04,62812.08,62827.21,57066.21,50191.25,54542.54,48125.59,49353.81,41543.15,43783.03,47005.37,45412.23,43404.85,43628.36,44249.14,40914.94,35121.32,40669.67,41560.07,40343.63,33651.96,38356.38,41559.83,40436.47,40214.46,41508.02,46259.28,48850.95,44886.46,57268.39,51451.89,57924.33,62720.01,67654.74,56366.1,59566.03,57560.93,54184.21,52914.08,50581.49
103,40342.69,45002.48,40361.92,40941.22,42038.12,37422.7,35531.17,38214.81,40592.11,37989.36,36861.42,41610.11,37966.05,35134.16,43514.38,40591.79,44074.47,49165.66,52647.09,56950.17,61820.37,75637.13,53435.98,39292.84,28406.68,36647.35,32576.04,38009.36,47026.35,48399.32,42268.22,41132.38,37951.68,36474.29,32772.83,40057.88,41555.2,45614.71,50460.75,45002.49,45028.96,42906.6,46890.31,51087.2,51696.28,48072.27,53624.11,63098.64,63131.96,55510.19,51992.98,54863.18,49012.65,51054.75,42733.58,45087.39,47041.78,46464.45,42254.44,44606.29,44117.57,41295.28,36277.99,40705.15,43041.89,40394.48,33340.32,36919.15,41864.91,40353.97,42649.76,43355.69,47854.05,49694.09,45663.73,56885.53,54982.96,57741.39,64183.73,71164.22,56240.39,61968.77,55082.59,55659.41,53710.29,51619.97
104,40560.23,45556.37,41062.58,40011.64,42716.55,38178.99,36054.08,39704.86,42223.36,37406.22,37311.45,42626.04,39372.91,36246.79,44863.01,41310.02,44348.91,50489.18,53748.0,59767.11,65352.71,78302.92,53976.72,36161.87,30723.91,36909.57,32566.19,39054.63,47895.12,44497.54,41489.47,44445.17,39462.03,37073.96,33521.74,41159.98,41607.68,48233.67,46114.07,44755.83,45220.09,43833.42,48599.79,52576.52,51722.37,47213.21,55051.1,65623.46,62243.01,54579.66,53466.81,53948.13,48572.58,51290.27,43001.12,46385.96,48084.7,47985.32,41848.96,45539.92,45576.75,41920.82,38153.57,41814.41,43143.41,41356.4,31803.88,37155.55,43002.83,40510.96,43232.03,44284.59,49288.26,47668.17,49688.46,58704.97,56057.24,57555.32,63603.21,70209.21,57469.17,62666.05,54067.74,56025.86,54313.64,52530.41
105,41432.28,46203.93,42783.5,40693.03,43195.04,37938.66,36579.38,41746.63,43641.4,36723.16,38956.65,44691.47,39972.31,37120.72,46122.1,41485.43,44528.25,52181.29,53509.11,59693.05,66852.79,73056.07,49741.49,33852.57,28388.77,34737.55,33209.57,40274.39,50130.27,41065.17,45121.1,45250.83,40219.62,36630.08,35676.74,41411.71,42811.19,50138.37,45984.05,46045.32,46587.91,45145.42,50577.7,52992.39,51577.93,48671.16,56502.83,63861.26,62274.01,52930.73,55504.48,54450.61,48477.48,52181.7,42669.53,46964.38,49146.54,49206.82,42142.49,46007.09,46842.62,42740.16,39210.51,41736.83,43712.1,42909.14,32696.52,38867.25,42568.76,40409.54,42885.11,43789.39,50923.83,48778.95,53101.01,59517.0,56484.11,58661.88,64062.83,65047.62,59427.46,63291.04,53797.07,56577.51,54371.73,53411.53
106,43919.95,46577.45,43289.71,42279.66,43409.49,37863.15,37104.56,43296.95,44869.6,35439.16,40213.67,44342.65,39254.7,38970.73,45066.94,42839.7,46751.91,53857.78,54547.96,61227.15,70595.01,60503.07,48096.34,34654.72,28724.56,35834.16,34273.08,43455.27,51622.13,39518.42,45663.63,45223.0,41338.28,36052.53,36589.17,40598.0,43125.24,51803.0,46383.29,46223.23,45372.44,46131.87,51111.76,52583.34,53237.66,49923.22,58626.9,67399.49,62409.74,52758.04,57220.97,55130.86,49997.93,54301.79,44961.88,47288.38,49882.76,49990.52,43949.13,45548.47,47847.28,43474.56,39713.99,40974.44,45681.8,41506.67,33861.6,39867.19,42924.73,41124.27,41788.48,44200.53,53066.76,50274.47,55228.53,59618.33,57516.86,61684.35,66087.1,60332.25,59145.0,63002.8,55308.95,57065.43,55820.91,53870.45
107,45155.18,47483.57,43053.12,42939.13,42904.46,38370.27,36611.15,43890.34,44206.05,35316.65,40247.78,44015.72,37638.62,40438.58,45566.43,44340.77,49031.34,55035.63,55952.29,62822.91,71374.37,62549.1,46750.93,31540.27,28638.36,36834.03,34900.94,43943.98,51515.0,39701.46,45251.85,45028.49,40783.2,35092.46,37244.86,41485.58,44281.07,52942.26,47748.15,46280.47,45722.71,47538.25,51582.25,54276.21,55251.01,50922.62,61110.01,68405.77,63589.95,53285.36,58519.49,56831.14,51291.08,55164.5,46682.74,48477.25,49806.13,50354.11,44581.9,46941.32,48710.58,42555.65,41968.9,43316.84,46842.15,40228.7,33113.06,39993.51,44447.93,41571.98,42796.12,45980.76,53162.58,51232.94,56263.81,60132.78,57826.97,64408.33,67351.91,60370.56,60578.17,64680.6,57410.27,57907.44,57489.87,54645.05
108,45810.22,47342.97,44275.65,43528.37,43225.08,39915.96,37565.42,43948.03,44092.67,37180.87,40674.73,44306.51,39227.87,40979.28,46591.79,45875.63,51019.04,56209.83,56300.49,63604.9,75741.32,63709.26,48156.16,31836.51,29883.02,38881.85,35407.85,46224.44,53187.63,40836.65,45305.24,45400.34,41380.01,36080.37,39308.32,42944.67,45718.66,54976.62,48441.82,46436.69,46635.68,48805.74,54880.82,56125.09,56050.59,52347.45,62494.89,67687.25,63250.88,54503.59,60734.05,56733.17,53545.01,54280.54,48352.77,50019.42,51196.41,51471.73,46180.64,47394.63,47869.24,42893.08,43556.68,45046.93,47626.58,41121.3,35218.35,43094.95,44768.19,41179.21,44481.26,47521.32,53734.01,50333.33,58311.1,61350.75,60145.36,65285.38,70938.46,62515.39,62536.51,64227.64,57690.18,61311.93,58041.7,55751.54
109,45506.86,46793.29,45335.12,43838.93,42785.09,40817.47,37780.65,44107.46,43048.31,38537.41,41385.14,42507.47,39634.62,42150.72,48497.15,46604.07,51902.07,56872.21,57621.86,63724.16,76625.27,66915.26,51142.46,32209.51,28080.12,41293.13,35210.89,48486.39,54776.02,40747.17,45591.45,45748.19,40230.73,35898.18,41390.87,43300.29,47261.39,55621.34,50209.24,45502.0,46040.67,50040.79,56875.4,56076.31,56205.64,53690.11,64461.8,68560.91,62048.66,55185.25,60699.64,55856.19,55526.05,55414.6,49299.58,50956.68,51976.83,51788.74,47756.48,46539.6,48269.86,42467.92,45208.14,46132.68,47071.47,40918.77,38173.01,44768.52,44558.28,41393.82,44681.34,49453.18,53254.25,50290.84,59701.22,59902.7,63010.42,68276.89,74480.11,64409.31,64444.49,63717.52,62588.14,61596.54,59190.64,56210.33
110,46462.85,48099.95,45549.75,45227.3,42826.78,40870.28,38967.64,44571.13,44497.46,38649.68,42816.95,45010.93,39570.34,43782.38,49612.49,46611.42,51601.04,54942.53,58810.39,66559.71,78120.37,69205.59,52395.08,32871.88,28554.73,40383.06,34268.7,49690.86,55288.31,39567.6,46090.06,46121.33,40947.05,35199.05,42919.36,44637.9,47779.34,55067.3,49405.07,46485.36,46903.04,50915.76,56883.62,56781.88,56989.18,55028.56,64711.82,72244.89,63146.89,56495.66,62266.52,55926.09,57224.03,55989.34,49707.95,52100.39,52542.43,50944.32,49039.51,46540.13,48143.18,43498.63,46518.95,47397.84,47144.55,42609.38,39929.1,45493.54,45029.2,41951.36,45870.94,47145.46,55275.37,49992.42,61787.15,60684.57,63409.88,71620.47,77191.31,66325.37,64937.09,65383.83,64404.73,61714.92,60517.11,56182.21
111,48377.25,47904.36,45987.06,46725.29,43364.55,40789.62,41456.43,44816.62,44659.08,39034.29,44369.68,45376.86,40282.47,46150.9,49050.94,46511.24,51841.37,54561.94,60375.08,69952.69,78431.82,72782.4,49614.8,28266.62,30997.46,41344.02,36415.09,50253.59,53660.54,39117.21,42817.77,46965.33,40687.29,34834.92,44436.62,44669.94,49117.76,57909.48,48757.82,49373.81,47447.94,52479.7,58036.41,57289.27,55756.71,57080.55,66776.94,73414.06,64680.09,57264.0,63519.54,56954.78,58791.2,55354.02,51778.3,53134.46,53531.25,52493.01,50142.68,49289.09,49328.89,43204.6,48125.55,48265.25,47133.38,41740.32,40812.23,46310.18,45168.2,43759.73,47112.03,47348.15,56352.17,52338.74,64078.21,61502.89,64434.75,73478.75,77303.54,66485.75,67019.09,66024.38,65923.81,62345.72,60472.14,55466.77
112,50000.21,47956.94,47205.42,47262.14,43173.59,41515.89,41357.95,46026.29,44284.43,40485.65,47040.84,44126.59,41678.86,47972.67,48120.91,47006.65,53522.72,55408.09,62380.32,72032.16,79824.25,70398.55,47079.13,26778.08,37363.95,39066.37,38797.87,48981.4,52669.43,39917.48,44329.78,43268.58,40687.16,35659.12,46181.03,45735.31,50904.14,58532.12,48748.08,51546.04,47809.99,54277.12,58707.79,57893.83,56553.95,59206.72,67180.35,72461.4,66891.13,59047.3,64725.52,57187.07,59740.33,53217.61,53007.04,54016.22,54594.91,51247.43,51290.22,50587.44,50938.27,40587.21,48238.1,48488.01,46848.98,41494.84,43172.31,46684.03,45676.57,45843.07,47038.56,49397.81,56379.69,53131.95,66551.85,62044.22,66188.13,74265.15,77965.8,66083.83,69405.36,68235.08,66372.38,63704.95,61253.54,56351.33
113,51153.42,47036.68,48401.07,47834.12,42362.51,41948.86,42229.25,46891.56,45468.5,41153.88,48515.57,44245.31,40084.99,48258.81,47533.98,48186.08,54755.33,57692.73,63541.48,70237.77,81451.39,66202.58,46719.82,25314.97,42440.85,39914.23,40299.05,50885.8,51977.32,41073.8,45358.54,41500.5,42161.57,37373.69,47295.61,47712.29,52077.54,58824.53,50399.82,53566.22,46703.63,55495.55,58691.39,59553.03,55861.2,60126.53,70374.26,72783.84,68215.04,60563.48,64932.92,59111.82,59753.95,49826.33,53530.39,54341.24,53419.86,51527.92,51405.95,52040.3,49755.76,41012.05,48196.55,49126.31,46750.98,42099.75,44521.5,47455.38,46428.78,46546.01,48291.39,52113.51,57307.2,51934.89,67927.22,61964.55,67871.33,76391.73,80883.77,69238.77,71531.87,70210.65,67064.67,63679.0,62095.19,57260.73
114,52209.94,46102.43,48840.21,48444.92,43297.17,41003.02,42685.56,47044.28,45274.86,42007.72,50223.21,44819.32,40610.89,49097.51,47116.11,50249.64,56368.51,59877.46,65118.2,71207.38,86896.87,65895.41,48284.65,26574.51,45515.81,39218.73,42246.68,53436.61,54499.23,46858.84,46597.62,42884.91,44125.45,38847.39,48527.74,49100.33,51895.03,58256.11,53020.65,53268.58,48989.42,53376.39,60041.13,61308.82,56979.01,62386.39,74472.14,76015.46,69730.68,62257.63,67214.87,58722.61,60194.77,51098.1,53539.36,56223.15,53909.49,52001.39,52554.65,52526.06,48893.15,41631.5,48527.33,49436.24,47597.94,39545.37,45134.99,48787.4,47302.0,47026.68,49255.02,54357.63,57195.31,52628.21,68851.14,62259.54,69474.62,75983.27,83167.97,69661.84,73430.9,70846.96,67958.45,64983.13,62612.18,57584.34
115,53628.92,47370.88,47864.37,49766.69,44603.61,41570.79,44467.81,47863.77,45042.66,42903.29,48479.81,44320.97,40896.06,50976.71,47872.93,52002.16,57487.05,62049.84,68112.47,73387.13,90899.25,65966.17,47965.54,34522.86,44342.14,38769.69,44732.65,54700.26,55433.5,47612.59,46696.51,43997.07,44562.23,39274.21,47399.93,49167.35,52562.01,58059.56,52892.75,52788.03,50740.91,56157.44,62459.48,62103.09,57745.02,63848.15,74761.94,76325.28,67768.03,64420.55,67542.82,59741.54,62205.35,52494.47,55069.41,56213.16,55107.29,50570.7,53674.95,52319.92,49294.19,42951.37,48517.2,51146.14,47610.58,39134.17,43398.39,49099.9,47161.93,49828.42,51395.44,56184.28,58137.55,53494.06,68335.26,66469.18,69200.54,77696.11,87413.48,69438.45,76323.48,67733.16,69732.12,65894.74,63827.5,59233.9
116,54236.56,48147.25,46735.03,50520.2,45452.18,42138.21,46158.77,49738.21,44302.78,43385.1,49620.58,45918.75,42148.28,52511.13,48671.97,52278.25,58989.85,63299.32,71425.94,77527.76,94045.53,66565.51,44086.79,37271.31,44600.54,38707.01,45915.32,55668.71,50932.85,46708.04,50423.46,45706.27,45231.26,40116.41,48654.32,49180.71,55540.65,53024.55,52557.3,52967.18,51787.5,58149.16,64215.58,62079.06,56658.99,65494.63,77702.43,75192.89,66570.47,66175.71,66350.92,59144.01,62430.29,52757.6,56591.13,57405.26,56859.69,50032.5,54741.24,53999.04,49987.59,45120.01,49786.17,51216.03,48696.1,37288.46,43630.01,50388.43,47301.95,50464.89,52446.08,57821.42,55725.61,58160.14,70463.93,67708.57,68923.23,76934.73,86175.43,70886.53,77114.93,66420.68,70116.29,66569.47,64883.77,60066.58
117,54955.44,50118.2,47487.13,51037.1,45115.36,42708.24,48489.56,51360.34,43446.05,45255.4,51981.72,46574.77,43122.38,53939.88,48831.7,52442.43,60922.21,62971.5,71284.21,79256.39,87691.15,61280.09,41214.75,34387.48,41919.59,39420.19,47302.2,58224.02,46972.65,50766.27,51306.01,46543.42,44628.67,42638.2,48903.28,50553.81,57695.6,52838.66,54024.86,54523.84,53288.13,60460.42,64660.37,61850.9,58351.97,67169.6,75567.53,75172.31,64499.0,68626.83,66902.43,58967.09,63453.17,52287.03,57233.84,58619.2,58256.46,50329.95,55246.59,55448.19,50911.5,46320.0,49642.38,51840.34,50475.75,38289.03,45593.13,49835.63,47140.82,50017.28,51811.05,59693.66,56979.62,62107.05,71382.78,68166.07,70193.33,77431.68,79778.04,73232.67,77817.13,66023.22,70732.06,66576.32,65903.18,60421.59
118,55348.29,50666.32,49294.33,51242.13,44975.13,43277.94,50248.33,52758.17,41880.88,46673.79,51534.7,45697.73,45228.6,52662.54,50377.82,55012.44,62835.29,64146.75,73062.38,83641.24,72575.13,59188.87,42128.75,34735.14,43184.59,40630.9,50989.95,59915.03,45170.93,51348.91,51243.89,47797.53,43864.86,43674.39,47894.82,50876.48,59573.34,53260.91,54188.37,53058.17,54403.87,61045.19,64099.3,63785.0,59797.12,69642.57,79703.61,75278.39,64227.09,70679.19,67671.99,60753.58,65968.48,55027.46,57566.5,59444.33,59134.52,52432.09,54640.92,56587.47,51733.79,46866.23,48685.3,54124.52,48782.06,39607.29,46720.24,50207.86,47931.28,48696.57,52248.38,62159.12,58681.95,64549.75,71449.3,69353.93,73753.82,79818.78,73933.13,72817.97,77396.9,67811.89,71267.96,68285.12,66401.48,60810.63
119,56373.6,50345.89,50020.23,50598.67,45526.57,42660.74,50896.07,51932.6,41688.67,46672.91,51113.72,43777.23,46890.21,53202.43,52095.33,57646.24,64165.94,65750.91,74913.16,84514.72,74973.06,57469.17,38291.25,34574.06,44331.98,41324.89,51517.8,59750.1,45346.19,50858.84,50993.27,47117.82,42638.03,44403.76,48893.81,52191.58,60846.29,54791.05,54210.72,53423.82,56013.81,61553.89,66099.51,66141.15,60939.0,72540.51,80844.42,76643.77,64807.18,72214.06,69692.17,62262.77,66955.32,57066.79,58951.21,59301.09,59515.59,53133.93,56255.68,57559.06,50590.57,49476.17,51415.45,55448.82,47236.58,38690.27,46823.31,51944.35,48410.51,49827.74,54302.63,62226.8,59757.03,65715.46,72010.89,69670.68,76955.37,81287.61,73915.53,74514.57,79391.18,70321.09,72245.68,70261.27,67288.42,60943.11
120,56153.95,51728.23,50662.0,50926.8,47305.72,43727.36,50920.68,51751.65,43835.94,47125.57,51408.37,45580.14,47474.67,54353.78,53848.98,59933.19,65489.59,66111.73,75790.29,89632.19,76305.53,59125.53,38588.09,36012.88,46736.46,41873.06,54142.84,61646.98,46606.13,50890.42,51382.51,47766.36,43773.37,46806.38,50563.09,53835.33,63145.27,55549.04,54347.0,54444.35,57456.84,65432.89,68284.99,67041.07,62586.06,74130.99,79944.58,76175.47,66223.45,74874.29,69504.25,64932.76,65819.82,59038.97,60761.1,60901.08,60784.77,54982.42,56741.34,56515.03,50938.14,51296.17,53414.54,56325.19,48235.84,41100.31,50406.18,52272.71,47909.98,51744.41,56070.15,62848.84,58664.43,68059.63,73411.65,72401.59,77946.81,85553.69,76472.44,76852.13,78766.89,70596.48,76414.35,70868.84,68579.83,62447.26
121,55450.39,52919.54,50979.48,50359.81,48321.15,43933.98,51063.65,50479.62,45384.09,47906.43,49280.49,46009.41,48789.05,56530.12,54655.8,60921.84,66216.62,67614.53,75877.94,90626.34,80085.75,62719.61,38977.42,33784.39,49573.11,41589.64,56743.48,63444.91,46469.05,51183.63,51744.59,46400.81,43490.24,49229.44,50932.65,55601.42,63847.5,57537.28,53207.88,53705.31,58860.8,67754.52,68161.79,67170.29,64133.99,76410.2,80925.41,74669.39,66987.47,74761.65,68363.58,67270.26,67131.19,60128.01,61835.19,61775.0,61108.52,56802.75,55662.21,56937.42,50380.96,53190.17,54648.62,55618.35,47951.27,44499.81,52316.08,51982.71,48115.94,51933.55,58297.69,62242.18,58570.57,69636.03,71623.95,75788.51,81460.6,89761.98,78720.53,79125.97,78074.01,76517.7,76693.25,72204.61,69074.37,64549.15
122,56945.53,53124.87,52549.35,50360.15,48332.34,45269.73,51558.7,52130.36,45467.38,49521.26,52138.45,45892.45,50634.92,57784.83,54617.34,60521.25,63927.46,68960.78,79197.76,92342.51,82768.48,64186.46,39716.66,34296.08,48424.07,40427.96,58105.73,63996.29,45090.25,51715.22,52135.28,47186.72,42582.78,50992.06,52456.14,56161.7,63174.26,56579.48,54311.03,54665.77,59840.74,67710.07,68955.08,68050.19,65675.94,76654.3,85220.92,75930.95,68513.68,76619.82,68382.2,69263.4,67764.74,60560.37,63158.84,62393.41,60063.01,58273.85,55606.8,56738.36,51550.15,54682.44,56094.22,55654.1,49883.77,46500.62,53117.08,52486.89,48720.38,53272.02,55530.07,64557.05,58179.31,72022.77,72502.08,76209.83,85392.05,92967.55,80994.11,79661.83,80046.53,78670.3,76765.44,73755.92,68971.05,66181.2
123,56662.81,53589.87,54245.52,50943.66,48186.27,48115.52,51801.52,52272.97,45871.05,51274.84,52520.46,46675.61,53331.17,57087.22,54453.38,60755.74,63441.35,70747.19,83178.46,92659.6,86987.31,60716.61,34100.58,37167.11,49517.89,42907.3,58717.39,62072.02,44543.16,48017.87,53057.94,46848.46,42081.94,52739.97,52445.77,57685.47,66395.56,55802.16,57637.49,55256.07,61629.32,69027.34,69507.56,66524.37,68067.86,79047.16,86549.39,77714.45,69382.07,78090.82,69572.36,71096.95,66934.83,63015.39,64348.79,63513.78,61837.82,59530.44,58832.3,58085.17,51150.25,56521.17,57068.58,55590.82,48820.99,47484.24,54024.63,52604.43,50776.01,54669.5,55719.57,65768.48,60864.13,74647.28,73423.38,77382.23,87551.49,93043.12,81123.91,82145.75,80763.01,80458.36,77474.71,73636.21,68025.33,68136.45
124,56673.98,54964.27,54825.73,50671.76,48993.04,47958.91,53158.03,51788.71,47527.04,54318.88,51033.39,48250.56,55394.38,55961.92,54986.6,62677.88,64381.23,73048.6,85596.03,94253.1,84083.91,57550.08,32248.92,44731.19,46736.24,45662.46,57186.48,60885.28,45419.79,49685.12,48853.45,46809.53,43015.8,54755.96,53647.9,59734.01,67071.93,55754.76,60126.25,55633.46,63690.82,69771.76,70177.71,67419.83,70546.61,79472.93,85377.22,80310.74,71478.73,79503.11,69789.91,72182.49,64292.58,64445.1,65353.73,64722.28,60322.5,60838.93,60325.38,59929.63,48003.41,56605.4,57280.86,55206.04,48488.29,50184.37,54415.63,53152.02,53149.07,54541.95,58080.83,65755.61,61742.58,77483.05,74013.89,79428.33,88433.42,93780.51,80568.34,85000.62,83398.28,80939.72,79088.01,74522.36,69041.23,70199.58
125,55536.92,56311.46,55446.52,49673.41,49453.63,48926.41,54116.36,53126.4,48263.33,55980.44,51129.8,46365.76,55684.36,55236.52,56319.17,64073.78,66990.99,74360.99,83411.69,96122.98,79019.45,57045.23,30432.61,50745.02,47693.3,47378.7,59363.12,60045.06,46700.86,50810.35,46828.18,48465.85,45021.29,56024.31,55917.74,61062.51,67369.94,57606.72,62436.29,54303.55,65072.19,69699.11,72124.88,66540.11,71587.39,83197.79,85707.53,81841.14,73250.86,79689.01,72071.02,72137.99,60138.78,65017.03,65685.12,63278.24,60603.58,60923.73,62001.55,58490.92,48454.5,56509.2,57983.79,55041.43,49149.04,51708.35,55269.62,53983.01,53921.45,55951.5,61222.86,66791.94,60309.58,79039.48,73864.08,81389.08,90910.06,97229.43,84346.67,87535.71,85744.62,81718.01,78982.15,75481.33,70086.95,72235.03
126,54384.81,56778.44,56112.11,50721.33,48290.33,49413.02,54252.57,52855.03,49216.77,57909.72,51752.14,46932.7,56611.62,54708.35,58683.5,65913.99,69483.4,76158.88,84509.53,102496.0,78597.74,58888.12,31885.31,54362.06,46807.69,49618.01,62292.04,62915.98,53239.82,52170.65,48359.22,50683.35,46734.92,57431.04,57496.37,60801.53,66682.64,60564.74,62045.17,56915.9,62541.82,71248.05,74187.62,67816.3,74222.18,87988.81,89461.85,83600.61,75236.96,82418.97,71531.9,72609.2,61611.85,64964.6,67896.82,63806.04,61111.55,62232.07,62525.44,57429.51,49135.2,56849.63,58299.21,55988.78,46124.92,52377.52,56775.75,54954.23,54436.24,57025.47,63809.2,66617.29,61071.46,80070.24,74160.96,83252.98,90370.15,99915.11,84796.89,89791.02,86455.18,82741.37,80524.91,76045.52,70415.78,74512.22
