,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979
82,31399.06,24389.87,29241.26,31342.93,29288.6,28312.92,29322.2,26939.6,26420.89,29215.1,30469.3,25622.74,28215.32,30553.2,27653.76,27326.6,30412.1,29484.24,31830.68,35270.19,35628.35,39720.08,43848.96,36612.73,29694.19,22892.64,20963.2,24705.22,24521.56,30241.29,36418.14,28438.23,31581.27,29130.82,26348.76,24510.13,25242.62,28147.98,30514.34,35279.69,31129.86,30973.05,29885.46,29357.91,32096.65,33530.61,34338.78,32978.09,37809.44,42052.39,37825.14,31984.11,35009.1,34137.68,31058.37,33206.6,29054.17,31271.33,32705.93,32271.31,29220.0,30363.91,31729.96,29386.02,27567.09,28575.55,31403.33,29087.27,25280.61,28505.83,30231.23,28997.57,29434.98,31282.7,36523.37,34469.88,36451.87,38923.84,37953.81,39343.92
83,31670.58,25395.37,30036.36,31997.13,29294.74,28822.42,29207.13,27372.02,26316.92,29688.64,30254.97,25699.97,28402.29,30534.56,26895.59,28258.79,30840.26,30478.39,33268.74,36087.33,36597.36,40805.05,44435.57,38000.25,29055.75,21541.4,21134.97,25339.77,25006.96,30655.89,36456.43,28644.46,31468.77,29170.59,26221.38,24184.85,25734.74,28780.45,31333.53,36092.1,32108.73,31130.24,30218.24,30252.7,32495.89,34639.92,35668.74,33708.14,39402.03,42779.01,38647.42,32414.46,35858.16,35244.43,31909.51,33816.78,30148.48,32076.69,32805.13,32620.47,29722.02,31278.77,32364.11,29056.18,28906.34,29975.7,32202.16,28541.58,25087.54,28787.59,31219.17,29421.69,30155.39,32437.38,36784.93,35208.26,37198.13,39411.99,38327.43,40942.58
84,31609.87,26359.73,30546.28,32068.05,30138.28,29301.87,29545.07,28393.44,26996.97,29897.85,30350.45,26912.88,28802.21,30860.35,27949.5,28716.28,31552.95,31499.47,34548.99,36909.24,36932.84,41403.47,47198.08,38835.29,29996.6,21866.56,21870.16,26445.38,25436.85,32042.08,37637.9,29521.8,31634.32,29522.7,26688.74,24854.68,26938.97,29735.79,32329.51,37458.2,32660.31,31351.97,30874.71,31082.04,34433.26,35847.13,36274.35,34707.78,40351.58,42456.58,38565.14,33244.19,37209.83,35329.0,33293.58,33516.66,31223.1,33085.35,33740.7,33397.54,30777.65,31693.73,32068.61,29418.91,29913.21,31066.44,32806.22,29210.93,26380.26,30509.15,31582.19,29411.79,31228.51,33476.89,37316.4,34928.31,38458.32,40277.09,39784.19,41606.86
85,31506.6,26365.58,30524.77,31883.17,30884.56,29632.69,29465.97,29050.76,27286.96,30140.35,29918.5,27807.25,29352.02,29984.13,28347.48,29509.04,32772.98,32063.53,35207.63,37431.89,37868.23,41566.97,47862.09,40886.05,31708.0,22255.82,21348.11,27816.83,25512.69,33536.17,38815.78,29612.14,31928.58,29861.43,26293.47,24944.66,28199.15,30074.23,33418.82,37976.4,33865.92,30924.62,30665.48,31909.38,35725.99,35927.92,36479.88,35657.92,41732.94,43116.17,37952.71,33768.57,37309.46,34957.48,34537.0,34289.33,31895.96,33768.35,34334.45,33724.11,31802.6,31375.1,32454.89,29395.73,30956.61,31827.27,32661.72,29312.21,27995.95,31580.43,31660.95,29740.62,31544.93,34749.99,37235.75,35174.03,39403.07,39711.81,41524.9,43397.07
86,30244.43,27333.67,31209.41,32788.44,31158.22,30543.58,29650.45,29242.87,28083.85,30554.28,30887.41,28043.92,30301.42,31569.56,28490.86,30550.5,33554.68,32215.82,35152.01,36354.87,38724.12,43535.34,48948.99,42383.81,32521.16,22744.04,21762.44,27539.44,25207.67,34394.28,39255.87,29033.99,32356.2,30214.18,26819.05,24775.84,29170.84,30992.37,33860.06,37695.87,33493.5,31639.0,31299.3,32541.22,35858.62,36478.39,37082.4,36606.11,41992.07,45627.9,38736.74,34637.96,38365.55,35134.35,35626.0,34756.74,32275.82,34574.9,34804.35,33386.79,32666.75,31536.33,32547.54,30125.64,31823.39,32686.89,32871.77,30383.62,29055.09,32161.95,32106.17,30238.55,32377.31,33708.02,38602.8,35278.61,40717.51,40353.45,41964.54,45376.71
87,30783.08,28503.41,32429.54,32812.85,31556.78,31515.48,30107.27,29361.71,29566.25,30848.82,31133.09,28423.56,31319.25,31933.26,29045.61,31988.69,33390.4,32306.29,35426.01,36237.29,39814.93,45873.02,49238.7,44657.01,31250.34,21156.3,23002.79,28197.09,26473.24,34861.96,38215.3,28892.84,30464.92,30824.19,26859.16,24770.5,30138.38,31145.2,34824.24,39700.15,33216.75,33490.67,31750.04,33559.55,36667.21,36907.36,36423.28,37999.45,43449.98,46488.29,39785.67,35208.47,39236.38,35868.1,36644.15,34556.78,33562.99,35318.55,35523.56,34421.61,33433.78,33237.74,33376.11,30168.33,32846.77,33334.61,33034.42,30141.47,29711.36,32791.65,32373.04,31367.57,33239.24,34034.09,39429.99,36755.27,42142.17,41018.79,42734.81,46560.24
88,30681.32,29726.14,33488.86,32982.98,32394.06,31969.83,30163.18,29924.11,29689.01,31674.64,31076.38,29365.88,32954.68,31369.87,29965.24,33136.4,33016.93,32738.69,36579.01,36880.8,41181.13,47342.75,50257.23,43341.92,30102.33,20788.95,25909.79,27227.42,27863.31,34210.14,37615.4,29504.15,31516.95,28948.63,27028.3,25354.47,31229.18,31905.38,36074.59,40211.42,33330.88,34916.55,32095.12,34710.25,37191.87,37396.43,37035.53,39440.2,43810.71,45954.98,41247.68,36341.84,40080.33,36139.76,37320.28,33526.52,34392.05,35974.05,36287.68,33851.86,34227.73,34128.6,34445.05,28998.48,33096.91,33634.94,33043.97,30220.82,31066.7,33192.61,32840.3,32640.29,33417.79,35368.97,39654.36,37427.66,43666.09,41541.46,43890.57,47172.47
89,30633.75,30213.6,34286.88,32580.23,33219.82,32443.92,29876.23,30325.63,30323.74,32311.77,31900.64,29896.26,33933.64,31592.35,29289.92,33460.17,32836.79,33565.2,37459.12,38418.31,42021.81,46250.15,51434.38,40933.33,30082.06,20422.62,28283.86,27830.25,28804.71,35498.14,37222.53,30330.77,32272.01,28126.11,27937.63,26384.29,31984.14,33203.12,36934.61,40500.61,34466.12,36252.93,31587.8,35537.25,37309.75,38535.56,36714.01,40129.05,46015.59,46259.8,42171.11,37328.68,40330.66,37396.63,37477.54,31799.03,34836.23,36304.77,35732.75,34159.68,34454.79,35107.14,33944.39,29420.74,33267.63,34160.53,33159.16,30740.64,31945.04,33803.58,33439.24,33218.97,34288.56,37071.54,40398.52,37071.53,44617.38,41730.41,45006.63,48507.34
90,31706.19,31243.25,35031.87,32168.34,33620.59,32939.9,30553.99,29965.58,30739.52,32555.79,31945.77,30525.84,35043.16,32077.32,29746.58,34082.2,32751.81,34902.46,38572.54,39894.87,43122.45,46986.5,55186.33,40868.75,31064.6,21160.01,29812.16,27652.04,29978.05,37182.66,39054.17,33954.33,33157.47,29035.6,29096.05,27296.26,32803.39,34155.06,36929.39,40210.41,36198.64,36202.64,33051.99,34487.15,38237.25,39735.15,37528.1,41655.06,48818.69,48477.44,43212.13,38416.36,41817.55,37305.2,37872.87,32655.57,34998.71,37547.09,36159.66,34579.88,35253.47,35541.11,33623.97,29943.88,33635.06,34508.85,33811.45,29620.02,32477.34,34711.87,34105.43,33687.83,35010.15,38520.6,40546.22,37699.98,45336.39,42122.98,46083.68,48475.64
91,30932.36,32405.12,35981.5,33056.89,33223.19,33823.69,31438.99,30442.77,31860.33,33169.59,31968.87,31178.74,34244.28,31944.03,30074.14,35267.44,33334.51,36061.89,39384.37,41364.81,45109.2,48524.25,57965.94,41032.24,31064.0,24671.09,29520.65,27597.19,31432.06,38080.72,39787.22,34538.95,33339.1,29796.32,29485.3,27683.6,32352.54,34327.93,37466.78,40170.62,36239.91,36042.35,34206.87,36197.02,39799.67,40342.28,38121.83,42683.39,49104.81,48773.92,42133.85,39767.38,42140.34,38035.29,39144.76,33582.63,35997.45,37682.13,37005.8,33901.5,36038.32,35584.63,34017.19,30838.75,33822.92,35619.69,33992.63,29615.55,31890.11,35082.07,34222.66,35337.85,36353.45,39747.86,41312.55,38413.82,45298.8,44643.45,46159.65,49587.67
92,31241.3,32690.91,36475.93,33655.43,32737.88,34399.18,32070.82,30920.39,32934.68,34370.31,31703.01,31612.16,35043.51,33022.44,30922.34,36268.07,33941.91,36368.91,40432.1,42261.15,47296.7,51360.97,60168.82,41515.29,29195.94,26037.06,29844.29,27737.98,32214.28,38798.61,36758.59,34119.81,35764.8,30888.35,29992.88,28281.11,33186.29,34468.95,39482.18,36871.9,36153.19,36277.53,34951.92,37463.66,40970.22,40444.46,37551.85,43827.9,51144.16,48121.73,41521.39,40893.59,41556.39,37821.24,39420.44,33879.61,36993.47,38522.64,38181.27,33738.01,36794.54,36694.48,34579.1,32184.79,34681.91,35841.15,34782.89,28858.77,32245.47,35969.75,34492.22,35886.89,37127.66,40875.92,40130.78,41118.89,46662.98,45548.48,46235.0,49366.65
93,30011.42,33372.88,37033.64,34962.51,33317.18,34846.39,32042.85,31400.14,34352.77,35432.63,31369.75,32788.36,36522.45,33557.01,31621.63,37213.01,34184.9,36611.25,41743.9,42175.29,47324.85,52601.05,55964.11,38438.4,27850.79,25044.33,28893.09,28275.56,33103.75,40490.27,34104.02,36708.65,36431.53,31498.6,29854.11,29731.43,33477.22,35414.95,40971.79,36839.41,37178.71,37340.41,35962.92,38912.57,41362.14,40420.48,38728.91,44991.04,49826.66,48201.17,40374.87,42409.69,42013.54,37853.17,40142.56,33766.93,37506.01,39376.87,39147.57,34057.63,37241.27,37676.37,35272.54,33019.06,34794.86,36365.23,35968.58,29594.5,33433.55,35878.45,34599.09,35884.26,37020.45,42139.08,41085.5,43439.77,47386.86,46026.47,47140.15,49826.18
94,29654.12,35034.97,37407.99,35426.96,34496.2,35123.58,32124.02,31880.38,35467.27,36371.64,30630.8,33724.73,36440.74,33202.69,32934.71,36688.68,35220.98,38249.11,43044.92,43026.51,48554.34,55601.27,45848.51,37292.69,28498.89,25408.64,29655.31,29069.78,35192.66,41652.73,32943.62,37190.54,36513.2,32341.11,29631.88,30429.67,33086.32,35739.06,42284.76,37216.81,37399.74,36586.19,36749.84,39385.8,41155.68,41733.94,39750.82,46654.65,52658.42,48363.98,40326.74,43704.57,42601.57,39035.74,41701.87,35449.9,37847.8,40003.16,39807.56,35425.84,37071.88,38484.56,35909.65,33503.45,34476.17,37797.19,35172.16,30498.32,34220.18,36279.16,35227.55,35434.89,37484.45,43742.21,42293.31,44969.85,47660.58,46901.31,49274.37,51309.36
95,30836.72,35939.02,38140.37,35375.77,35062.12,34935.55,32591.86,31697.36,35987.67,36070.25,30675.89,33900.53,36373.45,32240.94,34008.72,37152.67,36356.65,39926.03,43989.43,44145.87,49830.03,56275.62,47548.13,36370.82,26631.05,25556.03,30368.09,29598.78,35636.72,41675.92,33151.97,37020.95,36477.82,32107.89,29170.93,30972.56,33784.94,36652.43,43211.05,38341.22,37533.6,36933.67,37826.98,39816.33,42474.75,43309.62,40582.19,48585.53,53508.52,49356.1,40799.12,44711.83,43939.28,40056.64,42405.97,36742.41,38772.49,40059.95,40173.76,35980.53,38139.55,39200.42,35431.27,35088.12,36114.76,38706.09,34459.05,30218.33,34511.57,37406.56,35687.4,36248.08,38806.66,44014.49,43139.47,45829.1,48200.7,47300.74,51215.12,52295.72
96,31963.26,36497.73,38175.3,36343.65,35587.35,35288.16,33755.64,32464.24,36180.78,36135.48,32069.74,34327.55,36712.68,33452.28,34505.27,37957.93,37521.0,41409.53,44936.04,44495.09,50502.05,59767.86,48533.77,37502.77,26960.99,26398.13,31644.95,30060.37,37185.56,42972.42,34115.65,37173.95,36845.01,32621.4,29929.49,32380.62,34856.61,37768.08,44800.34,38949.87,37743.57,37682.0,38813.56,42167.28,43911.53,43989.88,41737.69,49703.59,53012.75,49145.76,41789.31,46357.98,43960.91,41766.82,41925.16,38005.77,39941.37,41150.75,41074.46,37208.85,38584.26,38776.91,35809.99,36259.5,37375.37,39378.24,35211.53,31713.93,36504.29,37791.97,35618.33,37477.46,39990.44,44602.41,42731.16,47320.82,49196.67,49032.32,51974.94,54810.0
97,31902.71,36419.56,37906.33,37192.18,35928.8,35142.21,34487.2,32757.83,36414.91,35575.19,33083.77,34932.56,35628.85,33876.85,35406.12,39375.34,38142.6,42146.68,45514.07,45569.54,50638.18,60537.56,51075.18,39633.73,27374.66,25688.45,33239.84,30107.37,38856.3,44264.51,34192.37,37477.02,37194.85,32050.67,29977.51,33854.93,35211.17,38990.99,45369.33,40341.6,37163.47,37350.44,39796.33,43710.3,43940.75,44178.2,42832.23,51362.45,53772.38,48235.77,42379.83,46400.44,43399.31,43291.59,42834.17,38770.35,40712.71,41817.36,41408.53,38398.39,38122.18,39186.32,35711.3,37474.31,38237.14,39153.6,35278.96,33592.76,37726.53,37841.75,35959.9,37807.8,41448.63,44470.47,42968.66,48420.87,48452.56,51111.77,54148.83,57407.58
98,33030.61,37186.79,38933.35,37465.28,36985.13,35311.64,34668.2,33664.58,36858.72,36676.33,33317.13,36011.26,37457.57,33996.95,36605.72,40262.68,38276.29,42028.11,44127.46,46547.25,52994.83,61854.27,52906.72,40596.94,27916.55,26133.24,32853.54,29709.71,39802.98,44734.52,33516.88,37935.25,37562.88,32636.46,29710.14,34976.82,36238.24,39464.47,44978.92,39844.15,37972.87,38069.35,40525.08,43804.45,44555.94,44853.94,43923.64,51613.6,56894.85,49170.16,43419.58,47665.37,43540.35,44613.77,43347.96,39172.18,41633.72,42330.4,40910.29,39390.79,38253.38,39237.82,36543.98,38471.76,39217.1,39353.74,36513.82,34806.1,38369.75,38324.23,36505.82,38749.69,40189.16,46040.37,43033.64,49976.54,49175.76,51589.12,56558.5,59431.92
99,34405.37,38593.31,38914.18,37890.16,38115.39,35806.04,34762.93,35398.01,37156.73,36920.49,33719.95,37170.11,37841.67,34608.51,38281.36,40009.64,38337.11,42304.33,43919.69,47807.82,55803.59,62138.98,55727.15,38862.64,25776.17,27589.38,33589.04,31146.1,40305.62,43556.07,33333.68,35698.48,38263.22,32614.45,29643.42,36092.5,36377.69,40541.55,47330.48,39461.96,40162.63,38560.17,41752.14,44741.18,45019.49,43982.55,45553.24,53365.51,57909.15,50452.58,44069.51,48692.5,44392.46,45842.41,43000.69,40693.6,42477.65,43151.05,42130.98,40264.06,40282.44,40185.25,36528.11,39659.53,39941.57,39497.48,36169.78,35539.08,39069.38,38596.45,37812.45,39725.87,40534.56,46975.69,44776.62,51666.67,49927.35,52472.46,57968.13,59646.54
100,35843.41,39806.66,39068.18,38846.92,38608.59,35822.95,35381.11,35490.42,38102.1,36807.29,34787.8,39058.77,37132.07,35654.59,39606.29,39505.64,38802.26,43630.99,44645.02,49399.52,57544.35,63365.42,53965.8,37290.99,25217.04,31077.44,32376.89,32726.0,39536.88,42868.63,33996.54,36881.45,35758.64,32754.31,30294.24,37356.44,37220.59,41948.17,47890.56,39547.25,41833.77,38919.68,43148.32,45323.81,45557.62,44669.32,47238.88,53743.79,57147.87,52276.96,45449.91,49684.25,44654.75,46626.73,41585.21,41648.85,43214.07,44026.46,41344.75,41169.28,41311.81,41423.91,35019.93,39902.43,40248.64,39458.86,36212.43,37101.65,39499.5,39104.65,39290.66,39893.56,42060.58,47203.62,45535.78,53477.53,50505.72,53828.2,58661.14,60248.87
101,36377.22,40707.56,38543.99,39788.91,39125.79,35432.69,35809.5,36199.43,38817.07,37734.95,35368.45,40169.82,37349.73,34801.44,39941.45,39235.08,39732.41,44630.9,46463.91,50357.16,56139.57,64795.79,50812.73,37176.58,24664.23,33909.39,33045.74,33782.21,40970.27,42411.93,34900.96,37719.2,34614.96,33816.61,31485.44,38212.77,38684.91,42904.1,48184.44,40850.57,43395.01,38223.0,44126.24,45400.51,46903.14,44213.42,48014.73,56426.28,57454.1,53391.28,46638.6,49919.46,46171.27,46739.03,39276.36,42129.56,43556.47,43276.6,41655.45,41385.43,42448.02,40756.39,35471.63,40048.68,40825.81,39546.61,36782.94,38096.91,40176.49,39767.4,39932.91,40878.7,44015.36,48040.63,45040.33,54581.88,50679.91,55134.21,60257.55,62426.67
102,37575.07,41544.71,38009.99,40216.18,39669.54,36188.91,35342.01,36644.81,39053.95,37743.02,36065.76,41434.23,37876.5,35295.39,40634.04,39079.55,41264.1,45908.45,48206.73,51627.13,56978.78,69546.02,50648.29,38352.6,25520.4,35708.3,32782.7,35107.16,42852.68,44428.96,38943.62,38707.6,35697.58,35187.1,32532.33,39146.13,39748.59,42862.91,47784.95,42864.44,43276.89,39967.02,42691.2,46482.74,48322.53,45146.1,49800.91,59853.37,60191.7,54658.64,47956.28,51726.89,45972.77,47159.05,40288.17,42263.83,45002.33,43735.88,42106.07,42294.86,42915.15,40308.6,36047.09,40434.48,41190.47,40273.88,35392.31,38681.6,41202.38,40508.8,40442.95,41687.25,45672.66,48179.27,45744.92,55399.67,51100.52,56391.42,60145.28,64163.23
103,38933.38,42624.77,39013.52,39679.27,40687.36,37190.33,35859.15,37936.13,39739.61,37725.57,36790.12,40446.65,37676.31,35635.97,42000.37,39725.06,42585.16,46825.78,49940.05,53961.89,58799.43,73039.55,50774.47,38265.29,29883.8,35295.21,32667.6,36756.9,43842.8,45224.32,39575.89,38880.59,36588.14,35601.32,32943.79,38545.9,39911.96,43446.61,47685.51,42863.83,43026.3,41326.94,44799.75,48351.53,49006.3,45809.18,50985.5,60138.2,60486.94,53146.88,49612.54,52054.16,46817.82,48709.18,41389.1,43424.91,45108.11,44710.02,41189.26,43186.81,42903.73,40725.71,37077.12,40602.13,42466.91,40440.8,35336.64,37942.12,41596.24,40606.16,42368.9,43227.7,47070.36,49042.43,46553.02,55287.59,54091.32,56423.21,61461.16,67273.09
104,39220.01,43163.17,39674.07,39037.47,41327.66,37891.15,36376.62,39170.52,41135.87,37368.57,37255.95,41343.59,38899.5,36593.54,43144.84,40399.8,42902.33,48023.44,50972.23,56536.35,62209.18,75787.97,51306.81,35787.23,31528.9,35629.13,32785.86,37626.15,44628.45,41840.27,39082.91,41649.49,37900.98,36161.97,33608.79,39495.29,40038.72,45730.4,43692.73,42711.36,43253.91,42179.86,46337.88,49733.19,49064.37,45053.05,52309.42,62608.22,59578.37,52247.27,50976.38,51230.84,46465.44,48974.72,41683.13,44581.59,46066.27,46087.51,40914.16,44043.48,44197.69,41346.49,38657.31,41584.39,42680.0,41330.99,34385.6,38317.44,42596.52,40882.25,42974.6,44097.39,48351.74,47627.89,49778.33,56895.73,55130.14,56454.52,61113.54,66555.34
105,39990.01,43776.49,41169.61,39679.54,41811.05,37811.17,36896.4,40815.2,42363.35,36933.23,38594.02,43040.09,39483.92,37374.11,44221.95,40638.4,43143.5,49534.48,50806.6,56516.37,63663.38,70289.38,47322.26,33983.85,30203.71,34420.29,33375.38,38619.19,46516.39,38873.28,41960.03,42383.47,38597.56,35923.14,35300.62,39790.46,41093.84,47408.49,43602.83,43880.6,44480.09,43359.83,48107.49,50150.12,48966.66,46426.1,53654.97,60895.97,59598.45,50650.96,52841.65,51728.17,46425.24,49814.59,41454.47,45145.23,47040.36,47207.38,41239.53,44525.5,45333.99,42125.72,39611.27,41662.09,43254.29,42689.42,35211.77,39674.88,42449.9,40968.23,42920.28,43930.83,49790.03,48710.61,52534.49,57717.84,55653.43,57499.13,61614.41,62232.26
106,41953.37,44172.09,41671.6,41042.77,42087.11,37860.68,37416.6,42095.43,43440.74,36022.7,39649.66,42899.95,39026.67,38879.53,43545.32,41824.37,45023.76,51031.76,51782.55,57938.13,67268.69,57195.54,45790.38,34726.35,30585.46,35284.2,34268.6,41000.07,47804.68,37566.43,42476.79,42441.45,39589.18,35582.34,36085.8,39265.89,41431.92,48882.85,44002.15,44094.32,43515.71,44263.02,48628.69,49827.16,50522.16,47609.29,55602.02,64348.77,59724.16,50491.74,54420.14,52390.9,47840.01,51728.99,43514.63,45499.75,47739.06,47951.28,42863.75,44263.52,46257.2,42836.49,40138.48,41218.0,44910.26,41699.15,36236.71,40558.21,42879.26,41664.13,42332.88,44435.76,51624.05,50087.16,54330.13,57988.2,56654.47,60041.93,63389.22,58291.87
107,42992.44,44991.88,41566.76,41668.03,41797.18,38366.81,37161.22,42665.21,43019.94,36033.0,39813.26,42777.22,37859.45,40101.39,44047.72,43128.21,46948.55,52104.73,53084.17,59414.54,68030.12,59291.29,44544.35,32269.35,30696.07,36087.66,34847.32,41476.81,47803.92,37778.89,42264.4,42364.58,39212.85,34948.75,36683.8,40050.82,42448.4,49912.54,45291.37,44204.81,43878.92,45522.27,49095.16,51389.02,52400.13,48560.11,57869.29,65334.97,60899.3,51012.7,55626.89,54000.78,49049.38,52544.16,45075.42,46566.38,47751.49,48335.3,43480.09,45493.82,47066.95,42203.16,42003.68,43139.71,45942.18,40809.06,35857.86,40858.31,44157.53,42162.94,43252.87,45947.27,51908.16,51041.45,55312.45,58584.4,57082.85,62347.02,64544.92,58427.7
108,43608.16,44983.23,42657.97,42241.49,42162.14,39690.55,38013.69,42841.87,43039.38,37620.67,40269.04,43129.95,39232.14,40639.15,44953.78,44462.68,48643.07,53177.23,53445.88,60164.16,72228.92,60465.03,45891.64,32602.75,31669.86,37566.88,35343.81,43228.29,49241.41,38827.85,42411.92,42750.47,39781.12,35813.29,38316.35,41280.03,43695.32,51701.03,45963.37,44403.33,44721.46,46666.13,52004.49,53091.61,53169.01,49901.09,59155.7,64644.96,60549.85,52203.28,57649.24,53943.45,51122.94,51836.58,46593.44,47927.13,49005.65,49369.24,44925.08,45970.18,46485.36,42599.29,43362.02,44600.52,46689.41,41649.89,37578.38,43155.39,44566.88,42042.97,44665.54,47293.45,52557.36,50532.22,57055.97,59734.35,59109.93,63209.81,67594.52,60368.68
109,43450.69,44615.51,43608.32,42594.39,41922.13,40504.5,38313.65,43067.63,42306.02,38762.73,40932.87,41814.06,39685.11,41652.83,46587.32,45150.05,49462.15,53812.13,54688.31,60271.79,73103.09,63631.83,48497.63,33042.19,30713.82,39426.74,35351.2,45119.42,50673.39,38893.6,42727.31,43116.36,38976.57,35804.99,40026.54,41649.15,45064.9,52318.41,47566.23,43666.98,44266.36,47804.4,53882.45,53057.86,53331.37,51167.18,61090.88,65514.51,59317.52,52873.16,57611.13,53151.16,52960.96,52908.6,47477.06,48802.18,49749.04,49710.78,46320.71,45355.44,46918.11,42422.14,44771.75,45579.28,46370.87,41681.8,39749.41,44546.04,44584.92,42401.95,45007.21,48960.59,52370.2,50775.63,58325.03,58759.22,61553.34,65792.01,70745.02,62059.77
110,44318.48,45779.75,43883.12,43803.2,42065.18,40670.7,39327.95,43543.08,43572.15,38992.21,42149.71,43911.58,39782.94,43017.25,47589.82,45256.9,49279.14,52118.9,55812.58,63036.79,74644.04,65886.91,49629.47,33643.11,31192.11,38906.13,34835.56,46173.98,51176.38,38126.42,43216.1,43503.21,39635.35,35411.16,41313.52,42822.98,45572.86,51835.75,46923.57,44574.55,45072.6,48630.66,53916.87,53746.06,54093.91,52428.7,61335.6,69315.06,60413.82,54125.94,59140.85,53245.76,54542.48,53474.84,47900.56,49858.88,50307.65,49037.61,47472.19,45454.7,46915.78,43363.07,45917.12,46699.58,46557.15,43090.09,41133.2,45256.76,45107.46,42998.79,46075.75,47447.81,54159.75,50818.27,60143.02,59574.65,62072.46,68658.91,73182.24,63767.04
111,45959.51,45708.31,44335.88,45099.45,42601.81,40735.86,41303.46,43845.11,43807.8,39419.56,43459.24,44316.91,40453.59,44940.0,47238.06,45277.49,49558.35,51823.0,57279.1,66340.94,74926.41,69405.21,47366.47,30873.23,32919.13,39731.63,36477.75,46716.07,49818.36,37904.79,40695.22,44272.35,39527.13,35264.15,42591.98,42935.03,46773.66,54495.39,46418.62,47112.11,45604.99,50066.13,55021.46,54247.36,52953.39,54341.18,63380.22,70499.17,61947.99,54872.29,60364.46,54235.44,56005.02,52942.03,49739.57,50821.05,51235.12,50458.91,48476.07,47832.41,48001.37,43286.51,47291.63,47511.79,46676.76,42638.53,41950.01,46033.19,45385.17,44479.63,47184.24,47811.94,55212.31,52811.34,62121.79,60424.09,63078.2,70309.55,73374.83,64036.43
112,47365.51,45841.51,45411.32,45633.65,42561.18,41415.35,41369.85,44915.89,43614.89,40621.73,45618.7,43443.55,41629.58,46449.56,46589.4,45778.24,51065.43,52631.51,59145.83,68366.83,76355.98,67064.58,45311.47,30094.45,37145.36,38224.96,38286.72,45793.18,49015.22,38619.47,41992.76,41356.75,39623.53,35993.62,44046.35,43887.2,48351.98,55102.16,46468.85,49035.73,45979.97,51707.18,55676.1,54840.18,53728.41,56320.09,63777.37,69482.91,64163.46,56563.92,61541.49,54482.82,56908.8,51048.75,50861.7,51652.0,52227.7,49437.61,49518.18,49009.17,49439.09,41424.64,47523.14,47822.29,46580.67,42642.68,43742.12,46493.99,45937.42,46158.73,47333.27,49554.03,55444.44,53660.72,64244.57,61061.91,64649.29,71089.61,74047.26,63848.54
113,48392.99,45175.91,46468.87,46196.29,42029.7,41872.15,42152.58,45712.64,44669.88,41255.97,46870.85,43654.44,40596.99,46797.21,46218.31,46830.09,52190.04,54732.42,60243.88,66634.21,78033.24,62949.12,45088.15,29328.12,40557.48,38969.56,39479.77,47406.67,48472.88,39601.05,42904.7,40007.12,40879.18,37380.54,45013.68,45579.85,49412.81,55404.11,47962.5,50828.49,45091.58,52836.21,55689.42,56424.19,53100.48,57197.8,66934.52,69789.34,65483.46,58005.84,61750.54,56305.44,56969.16,48021.33,51384.27,52004.16,51273.23,49750.77,49713.51,50313.16,48566.95,41907.85,47638.1,48456.85,46634.57,43267.25,44866.08,47243.31,46668.98,46867.02,48450.81,51794.89,56382.18,53054.73,65515.52,61207.94,66159.8,72964.71,76668.76,66578.46
114,49342.83,44499.76,46924.2,46790.37,42881.31,41280.34,42629.11,45942.46,44623.43,42025.61,48300.76,44226.19,41130.19,47563.74,45984.12,48593.63,53638.15,56742.19,61719.12,67581.8,83749.54,62650.72,46482.02,30317.1,42696.82,38601.37,40986.66,49535.94,50719.48,44050.33,43984.32,41214.05,42519.68,38590.29,46072.13,46793.85,49330.69,54912.75,50296.29,50641.3,47120.96,51020.7,56975.59,58097.69,54176.33,59295.64,70981.37,73103.85,66994.82,59612.63,63967.18,55975.63,57415.16,49219.19,51470.22,53694.52,51766.75,50233.66,50758.9,50815.59,47961.89,42538.77,48041.95,48836.5,47444.54,41591.11,45507.45,48399.74,47491.56,47421.91,49358.64,53687.74,56511.39,53840.61,66441.02,61653.55,67611.09,72768.4,78742.96,67069.74
115,50584.86,45632.59,46253.48,47948.75,44027.46,41840.77,44085.97,46703.65,44546.96,42826.26,47111.02,43950.32,41485.34,49118.72,46697.64,50106.7,54665.37,58739.61,64480.48,69700.05,87934.71,62723.31,46294.27,35644.98,42122.95,38410.63,42872.33,50638.09,51588.72,44730.68,44154.94,42200.05,42960.87,39027.44,45305.44,46935.46,49964.44,54764.96,50245.72,50298.56,48690.2,53526.2,59255.06,58868.32,54921.2,60665.94,71266.44,73396.28,65013.85,61654.19,64293.66,56954.21,59274.88,50528.98,52848.17,53759.95,52875.64,49058.05,51781.99,50745.71,48403.02,43711.05,48183.22,50307.41,47592.52,41481.65,44596.23,48818.06,47567.09,49616.03,51131.07,55277.44,57479.68,54745.6,66248.56,65218.21,67596.83,74301.67,82512.42,67033.99
