,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979
143,70289.91,69840.37,59949.51,55526.11,71031.13,71657.75,51160.08,62356.75,70281.01,53734.22,60005.92,72629.24,71160.6,84813.17,101263.04,105212.23,128861.63,160772.56,136617.59,91035.29,48403.12,41604.59,58952.04,53103.9,72476.54,89052.42,56067.0,65677.81,64610.48,57579.08,51693.27,60837.31,73943.95,79114.53,98609.74,81625.32,78240.95,79123.0,87421.81,102027.94,117332.5,123538.54,109569.17,137580.32,160330.41,146840.37,116163.12,141547.33,138083.94,116963.8,126452.25,96932.11,102377.53,103191.76,99549.86,79440.9,86462.86,90686.31,72440.21,67961.46,71429.3,79684.94,61473.92,42954.22,56387.52,65528.36,58712.45,60513.96,68146.88,84086.07,77183.47,85624.04,97529.28,94998.82,115065.02,126540.54,110501.75,116864.21,133366.67,112557.95
144,71089.93,69962.23,63138.74,57202.02,70599.97,70741.76,55100.79,62760.4,70339.71,56868.54,60663.0,74394.04,74280.87,89118.49,103628.43,105372.1,130254.7,173524.36,139504.93,94679.1,48406.28,43945.33,62976.92,53746.39,77131.87,92552.83,58306.24,65333.85,64936.68,58419.59,53470.39,65226.06,77076.94,82212.05,103266.95,82792.63,77980.9,80837.94,90137.31,110605.42,122226.84,125158.47,113287.83,140958.7,156898.6,144496.85,119267.63,147964.69,136433.11,123717.51,122438.94,101368.36,106201.56,106516.03,101934.92,83147.1,86862.07,87477.67,72431.39,71184.88,75018.55,80892.54,62947.84,47115.66,62218.8,65599.62,57142.69,63479.44,70831.98,84511.25,73892.02,89402.94,99478.13,99876.67,116334.61,135388.23,115603.72,121375.42,130814.68,112190.37
145,71219.35,68224.7,64714.99,57151.51,70346.72,67552.33,57658.8,63822.6,65319.91,57250.04,62769.88,78379.24,75438.22,90719.13,104664.51,108324.27,129626.72,175386.48,149209.95,102826.42,48820.61,39421.7,68323.61,52781.05,82251.42,96066.28,57700.23,65484.85,65239.34,55520.5,52589.29,69880.36,77340.85,85737.86,104322.76,86784.95,74960.93,78602.39,92863.49,115819.21,121053.39,124640.79,116768.18,146629.38,158845.72,139171.58,120552.95,146541.77,131961.99,129582.07,125228.91,103437.43,108226.01,108006.34,101945.62,86705.84,83604.4,87717.53,70557.81,74598.13,77038.01,78642.6,61834.15,52686.15,65277.69,64490.99,57035.94,63257.38,74403.39,82363.98,72926.2,91758.76,94839.13,106113.43,123418.47,144593.77,119905.82,125835.91,127958.39,125676.51
146,74029.49,67682.25,64239.08,59347.64,70858.89,70466.59,57370.25,66595.85,70729.79,56574.63,65909.29,80462.52,74822.94,89183.13,98436.58,110907.52,137527.71,179437.14,155806.54,105716.3,49813.64,40001.45,65482.14,50086.61,84693.0,96740.54,54667.95,66109.66,65593.91,56625.2,50526.06,73139.69,80301.07,86458.37,101977.96,84043.85,76850.83,80231.17,94593.37,114990.98,122410.91,126282.07,120233.17,146441.21,170747.89,141874.87,123916.93,151106.06,130994.6,134436.24,126106.02,103774.6,110921.63,108819.63,98451.39,89444.28,82746.54,86483.68,72430.88,77165.48,79511.38,78029.75,65124.3,55768.59,66251.85,64906.59,57638.39,65192.94,68314.33,86232.34,71372.66,95758.96,95709.18,106056.35,131505.5,151375.94,124235.31,126085.08,131876.53,129954.73
147,77103.23,68361.78,63436.29,64554.29,70836.21,70233.37,57694.25,69644.54,70960.44,57606.54,70708.86,78463.16,73937.62,89095.22,96572.59,114554.48,147143.68,179351.46,166671.14,96567.98,38683.49,44967.9,67255.95,54528.99,85503.18,91756.81,53226.28,58442.87,66980.25,55628.82,49221.44,76362.58,79697.51,89418.88,109339.13,81721.88,83599.4,81016.43,98247.91,117656.53,123113.12,121090.05,126026.12,152465.06,173733.81,146074.92,125474.41,154484.26,133519.75,138812.56,122838.5,109400.54,113253.51,110968.11,102177.78,91679.02,89553.48,88904.8,70882.75,80458.08,80963.98,77200.52,62424.99,57050.16,67429.61,64580.65,60882.11,67232.77,67970.11,87800.12,75731.96,100231.58,96645.7,107594.04,135562.91,150530.18,123585.94,131034.81,132587.77,133341.76
148,77786.54,67251.76,64576.26,63770.17,73162.7,68695.79,60411.56,75294.91,67307.06,60150.22,74262.9,75575.46,74516.85,92817.51,98143.2,119436.64,152647.83,183027.32,157705.54,88168.82,34738.03,58671.21,61074.19,59500.96,81656.83,88467.19,54497.01,61296.8,58479.53,55195.36,50587.15,80148.73,81907.8,93593.01,110354.76,81063.69,88508.27,81324.91,102544.62,118852.35,124132.6,122755.27,132043.97,152796.59,169262.69,152600.82,130384.46,157662.07,133135.63,141016.34,114453.3,112337.5,115087.82,113344.48,97502.22,94018.19,92299.33,92485.57,63370.75,80011.9,80782.14,75659.16,61178.6,61345.73,67619.94,65073.52,64693.93,66407.84,71850.87,86828.99,76614.02,105119.22,96852.45,110989.31,136679.85,151241.84,121332.27,136883.59,138149.3,133552.07
149,78560.28,64627.17,65004.71,65230.34,74652.02,70948.44,61368.03,78145.15,66947.37,56122.81,74370.01,73523.42,76770.48,95352.03,103721.94,121923.09,146136.77,187510.68,142765.76,86249.86,30861.87,69472.41,62568.84,62440.52,85856.9,85974.31,56541.4,63082.27,54187.53,57916.74,53944.44,82346.87,86575.76,96091.24,110429.24,84700.74,93020.44,77787.17,105216.37,117951.04,128609.25,119396.41,134104.55,162633.05,169275.79,156031.64,134397.06,157156.34,138897.45,139940.69,101829.8,113031.97,115134.2,108679.15,97405.67,93532.13,95469.48,88326.77,63647.5,79179.28,81648.72,74597.92,61908.75,63577.38,68680.59,66112.23,65581.12,68468.01,77242.19,88025.04,73023.55,107413.15,95512.09,114228.01,141414.66,158500.87,129068.6,141985.51,142983.25,134464.83
150,79419.38,66271.79,62148.17,65726.03,74401.64,69853.39,62737.03,81530.79,67677.98,56742.81,75707.07,71884.17,81181.12,98877.32,109003.12,125578.11,148185.88,205211.85,140707.04,90020.58,33209.61,75816.59,60285.84,66398.06,91679.32,91916.79,68594.76,65329.96,56742.84,61680.32,56755.82,84834.31,89640.97,94909.09,108062.04,90830.53,91652.57,83112.7,98622.54,121182.51,133383.36,122128.38,140531.05,175516.61,179455.19,160106.21,138973.78,164253.64,136294.93,140352.04,105050.75,112097.58,120152.44,109241.8,97873.97,95849.03,95965.51,85052.88,64429.43,79259.91,81684.4,75953.34,55309.13,64301.22,70967.48,67413.69,65990.63,69894.62,81537.69,86699.38,73650.93,108624.07,95093.58,117246.66,139313.5,163902.99,129124.13,146414.1,143677.13,135964.91
151,82024.38,68818.0,62893.83,69265.97,75764.93,68666.44,64195.66,76876.33,65842.85,56842.99,79369.8,73076.66,84823.56,101093.32,114245.48,133217.24,153956.45,217887.57,139899.02,88224.34,50812.81,72734.83,58610.27,71580.37,94247.76,93674.85,69758.97,65083.43,58699.99,62178.89,57220.6,81432.19,89146.43,96032.62,106757.95,89867.04,89821.22,87028.74,105632.07,127630.96,135006.01,123674.5,144343.83,175445.4,179398.98,152227.53,145058.22,164179.99,138776.54,146193.7,108679.72,115949.65,119128.88,112009.74,92668.43,98076.28,94555.46,85259.66,66983.19,78501.7,85233.67,75156.18,53667.93,60235.58,71018.29,66459.07,71290.16,73858.36,84850.55,87847.1,74685.77,106457.68,104307.07,115532.96,142943.46,174937.89,127355.71,153739.06,132831.23,140059.89
152,83226.44,70245.44,63643.06,72589.74,79673.68,66258.42,64729.18,78929.7,69009.45,59049.95,82262.85,74375.49,84871.12,104320.86,116921.7,141745.73,165758.94,227586.27,140830.28,76002.46,56528.69,72830.02,57878.92,73775.79,96069.27,81216.32,67340.59,72755.04,61950.79,63166.07,58614.37,83964.36,88503.94,103385.91,91805.22,88372.07,89664.01,89108.86,110435.95,132069.75,133961.49,119052.56,148747.49,184346.46,174315.4,146989.14,149777.89,158549.92,135448.59,145851.18,108483.76,119758.29,121924.39,116494.21,90125.18,100150.69,98329.13,86245.74,71680.54,80907.75,84647.52,77110.15,48722.37,60168.14,73205.26,66126.6,72026.14,75449.84,87710.84,81000.87,84181.4,110437.84,106225.47,113804.95,139882.46,170085.82,130263.32,154895.23,127513.89,140085.17
153,83843.98,68796.88,64388.95,77371.62,82965.02,63574.38,68349.21,83806.34,69918.85,60654.21,84907.82,74131.81,84639.28,108660.14,115236.04,140550.44,170121.04,204564.02,122476.44,66765.87,49477.79,66430.98,59030.17,76438.72,101877.74,70217.61,75609.46,74221.81,63309.12,61442.78,63737.92,83992.26,91507.04,108505.93,90538.62,91507.25,92982.38,92370.51,116115.21,132538.72,132252.51,123688.18,153233.45,176096.11,173094.31,138778.27,156759.14,159281.39,133629.4,148263.64,105833.68,120808.99,124780.58,119857.68,90063.01,100696.9,101455.82,87858.18,73917.4,79843.16,85451.56,80837.54,50334.05,63618.64,71375.57,65120.93,70473.89,73367.9,91080.82,82852.19,92114.67,111604.19,106238.61,115957.51,140206.51,150374.21,135670.66,155790.2,125012.34,140787.61
154,83695.32,67827.19,65138.33,80838.21,85708.77,59199.78,70958.62,82166.88,67193.1,64715.65,81526.65,77205.74,90243.66,112947.56,117690.55,144733.39,182615.67,151533.56,114609.63,68577.34,49745.85,68745.37,61381.16,84336.72,105506.7,64864.32,76386.61,73632.33,65565.5,59383.45,65556.44,80908.73,91695.62,112870.9,90976.97,91294.36,88698.66,94634.93,117022.41,129992.44,137538.58,127487.74,160280.22,188983.82,172299.71,136732.73,162423.62,160796.98,138811.83,155796.04,113915.23,120890.49,126402.14,121599.76,95308.55,98238.25,103721.01,89185.5,74517.98,76790.95,90404.86,75732.63,52675.52,65369.82,71565.05,66212.96,67083.55,73581.91,95739.11,85826.89,96711.65,110780.16,108056.84,123856.42,145611.33,132324.12,133381.32,153417.75,129195.63,141257.9
155,81474.4,68528.77,63079.26,81764.58,83106.05,58115.83,70416.7,80595.44,62002.54,67811.49,82183.93,80682.69,95991.84,115699.61,121328.17,149118.28,184337.86,158610.56,107977.63,56626.63,48861.16,70791.42,62481.93,85038.98,104495.69,64656.0,74857.46,72634.73,63656.59,56338.32,66692.46,82793.06,94530.4,115606.63,94520.12,90726.57,89017.11,98165.36,117723.28,135114.5,144176.16,130280.33,168671.31,191772.05,175853.7,137619.41,166386.71,166817.16,142996.96,158061.34,119639.46,124238.99,124967.41,121792.91,96439.77,101749.76,105506.28,85140.79,80315.87,82757.71,92950.21,71014.18,49901.89,65043.65,74735.29,66611.31,68825.66,77279.21,94996.77,87290.68,98472.4,111088.6,107743.53,130866.77,148550.15,131008.45,136938.32,158071.5,135575.16,143027.53
156,81564.69,72130.9,64943.85,81223.6,81995.62,62551.43,70837.18,80619.77,65570.48,68518.15,84143.8,84181.64,100826.39,118360.05,121466.53,150682.03,198912.21,161912.19,112236.65,56577.42,51552.13,75553.06,63181.08,90442.83,108546.03,67190.74,74425.73,72968.34,64560.85,58256.89,71481.6,86268.71,98164.55,121009.49,95823.12,90376.5,90912.44,101181.19,127570.23,140703.5,146013.89,134637.93,172732.75,187603.44,172982.35,141235.71,173871.66,164753.11,151172.45,152958.42,125029.06,128803.95,128919.05,124631.7,100862.61,102162.8,101724.54,85074.68,84063.86,86865.44,94306.17,72668.97,54682.17,71719.37,74776.29,64793.87,72157.79,80285.35,95441.45,83533.8,102771.86,113267.96,113236.38,132271.35,158877.58,136993.98,142168.03,154987.6,135063.77,153971.12
157,79488.86,73889.6,64848.72,80887.78,78252.59,65415.9,72000.61,74826.74,65964.43,70861.38,88613.34,85455.69,102600.47,119501.98,124822.6,149908.19,201003.32,173123.25,121829.39,57008.8,46196.76,81895.28,61991.62,96387.69,112609.84,66447.53,74558.05,73275.57,61333.79,57279.74,76560.44,86533.21,102307.69,122191.87,100393.7,86829.97,88366.07,104208.2,133535.58,139308.07,145358.24,138710.65,179600.29,189865.79,166544.08,142697.33,172144.31,159285.91,158258.11,156352.89,127497.64,131185.26,130650.31,124567.8,105103.87,98277.22,101953.05,82820.09,88033.6,89154.48,91632.99,71337.72,61092.44,75197.45,73473.31,64635.71,71867.02,84294.46,92982.09,82406.69,105434.5,107948.28,120267.75,140284.48,169621.37,142029.65,147336.55,151544.69,151222.58,153517.86
158,78806.16,73305.8,67301.63,81432.01,81578.3,65051.35,75093.07,80978.07,65141.49,74368.73,90931.88,84722.25,100827.91,112352.76,127752.66,158995.01,205601.73,180725.68,125191.65,58115.34,46821.61,78426.07,58774.64,99193.02,113345.42,62912.96,75229.7,73641.15,62529.45,55015.85,80110.15,89813.49,103103.18,119392.61,97176.76,88969.79,90163.54,106116.76,132535.22,140824.95,147219.89,142763.55,179291.94,204022.55,169712.36,146617.99,177448.62,158048.66,164107.18,157358.77,127831.57,134378.61,131562.37,120224.18,108348.85,97213.49,100469.64,84962.15,91003.43,91967.55,90868.01,75085.0,64615.25,76273.66,73906.87,65281.12,74026.63,77362.12,97312.4,80616.42,109984.88,108898.96,120165.93,149435.47,177519.93,147095.82,147574.27,156123.29,156299.72,152435.26
159,79546.09,72349.78,73165.53,81361.89,81260.68,65381.44,78494.76,81199.9,66283.94,79747.02,88637.66,83683.7,100692.73,110185.39,131906.68,170061.35,205460.8,193275.44,114303.48,45090.47,52575.01,80483.11,63928.02,100087.43,107454.91,61210.45,66470.74,75164.61,61405.58,53578.59,83619.18,89108.24,106568.05,127953.13,94446.01,96730.5,91012.93,110183.34,135560.78,141587.84,141117.59,149577.9,186586.13,207524.55,174669.34,148400.67,181359.0,161024.15,169370.7,153195.48,134676.26,137130.08,134087.55,124695.48,110982.22,105150.34,103231.14,83092.64,94826.44,93599.33,89851.9,71928.98,66050.81,77583.75,73496.55,68916.25,76303.71,76935.9,99046.07,85502.85,115076.02,109925.07,121870.66,154006.37,176473.6,146267.49,153311.76,156905.25,160303.46,153309.56
160,78204.86,73609.05,72240.25,83988.85,79435.28,68422.24,84826.17,76979.66,69164.22,83719.04,85341.43,84302.69,104862.41,111936.27,137481.23,176373.83,209628.23,182832.46,104307.54,40446.01,68527.6,73026.44,69697.75,95533.75,103550.56,62626.49,69676.03,65597.24,60903.46,55047.69,87744.11,91548.41,111476.66,129087.56,93638.73,102360.02,91326.77,114968.85,136892.69,142715.39,143006.16,156656.47,186914.16,202120.98,182404.75,154146.38,185033.14,160491.52,171982.46,142656.13,138208.86,139278.21,136886.88,118917.07,113740.54,108317.39,107337.4,74238.09,94243.64,93341.99,88008.26,70448.31,70972.62,77757.89,74018.06,73192.43,75330.25,81290.11,97916.2,86463.21,120641.7,110121.25,125678.45,155236.56,177253.03,143541.75,160098.94,163424.77,160488.28,156953.61
161,75104.68,74057.28,73856.76,85654.13,81991.39,69468.41,88001.91,76526.94,64492.04,83805.41,82990.02,86815.07,107689.38,118256.47,140297.37,168805.75,214719.57,165468.23,101979.51,35888.51,81081.28,74747.32,73084.51,100391.45,100580.6,64930.3,71665.96,60753.43,63881.46,58683.01,90130.1,96733.97,114387.75,129121.27,97791.14,107528.56,87322.96,117931.84,135809.66,147816.22,139043.43,159039.4,198864.68,202072.29,186439.33,158829.45,184384.61,167364.85,170595.47,126844.16,138982.35,139262.85,131185.1,118723.79,113081.69,111980.75,102463.71,74508.1,93206.59,94295.82,86724.11,71243.46,73505.26,78932.43,75160.06,74159.54,77628.6,87350.83,99229.94,82377.93,123229.9,108559.07,129308.02,160574.6,185703.41,152631.05,166010.78,169081.71,161516.98,155337.7
162,76964.93,70765.08,74381.22,85323.74,80679.77,70981.0,91779.3,77320.36,65160.13,85277.35,81105.54,91764.83,111634.17,124235.54,144457.01,171125.18,234942.79,163034.25,106376.51,38565.41,88428.75,71958.09,77659.77,107142.81,107475.63,78719.04,74179.9,63585.37,68007.64,61723.74,92832.25,100127.82,112918.77,126301.37,104818.41,105900.9,93266.92,110511.65,139484.08,153257.43,142172.79,166597.34,214535.21,214155.87,191241.61,164177.39,192654.02,164161.1,171021.25,130766.38,137754.02,145258.47,131793.85,119218.97,115810.23,112507.48,98618.61,75369.21,93244.83,94290.28,88248.84,63608.78,74294.42,81515.07,76600.29,74586.52,79208.09,92170.54,97701.67,83050.71,124575.32,108045.02,132687.66,158151.18,191976.48,152637.57,171133.84,169842.8,163250.62,158781.43
163,79870.64,71574.34,78349.09,86843.38,79263.12,72594.42,86508.08,75183.89,65231.56,89367.5,82415.69,95844.82,114100.12,130168.59,153197.14,177740.47,249409.94,162049.85,104196.57,58932.44,84784.71,69896.14,83663.71,110090.13,109477.18,80011.02,73862.17,65746.17,68533.87,62212.45,89090.5,99545.79,114192.55,124724.87,103660.77,103738.89,97627.83,118332.61,146859.06,155077.24,143921.23,171055.29,214371.3,214024.81,181769.49,171304.11,192512.78,167079.92,178061.04,135193.86,142405.21,143950.72,135061.67,112807.27,118429.15,110800.64,98809.5,78301.24,92297.08,98338.79,87273.37,61678.23,69553.09,81529.54,75477.8,80537.84,83660.92,95878.19,98960.39,84182.68,122048.51,118471.26,130712.39,162232.96,204843.61,150489.0,179639.81,156967.23,168098.12,160749.51
164,81477.22,72387.45,82070.95,91278.71,76438.91,73161.65,88784.38,78757.01,67719.32,92589.98,83845.37,95863.03,117706.79,133177.08,162957.3,191316.07,260467.58,163079.94,89711.95,65507.63,84844.18,68961.52,86175.28,112164.22,94871.24,77195.68,82526.4,69354.42,69598.44,63710.92,91840.61,98798.93,122869.66,107210.38,101891.07,103510.74,99928.64,123681.44,151920.22,153833.84,138493.92,176211.81,225166.59,207898.04,175452.47,176817.39,185858.27,163006.2,177569.02,134863.79,147000.76,147256.39,140396.77,109638.85,120862.34,115166.18,99903.22,83735.69,95068.26,97616.62,89491.57,55954.59,69428.78,83995.27,75062.33,81333.51,85426.07,99073.46,91216.7,94847.11,126567.0,120611.25,128721.63,158721.8,199109.55,153864.69,180937.47,150627.33,168061.42,161830.01
165,79749.26,73196.6,87439.2,95005.19,73298.47,77215.7,94234.57,79753.85,69515.06,95532.34,83536.46,95565.92,122566.55,131218.0,161539.09,196303.01,234081.18,141784.59,78758.54,57294.65,77342.97,70269.2,89231.35,118890.28,81977.99,86626.6,84151.93,70843.58,67677.32,69262.15,91851.65,102120.85,128889.83,105679.55,105458.45,107293.4,103553.43,130009.16,152414.88,151828.12,143834.15,181464.2,215016.26,206378.47,165591.16,184997.98,186660.9,160749.36,180430.1,131485.31,148210.6,150633.96,144379.14,109489.12,121451.22,118772.49,101721.84,86294.54,93762.41,98497.43,93765.85,57760.46,73361.57,81853.66,73883.54,79546.24,83033.33,102843.25,93266.91,103748.19,127860.44,120588.13,131119.52,159051.62,175986.7,160190.8,181929.85,147614.95,168836.99,160387.22
166,78577.42,74009.52,91319.65,98103.43,68212.38,80126.91,92358.68,76606.05,74124.37,91696.03,86964.81,101856.31,127366.58,133972.59,166301.07,210670.79,173367.67,132632.78,80836.4,57557.06,79984.99,73003.01,98393.51,123071.25,75680.01,87473.99,83446.63,73336.8,65387.01,71221.57,88460.94,102301.88,134010.89,106138.8,105167.64,102306.31,106059.66,130993.7,149443.12,157851.23,148200.78,189746.61,230670.41,205367.87,163087.51,191622.68,188382.07,166912.67,189518.35,141433.33,148231.65,152520.42,146407.64,115787.99,118417.94,121369.3,103209.86,86943.01,90124.86,104158.54,87798.67,60402.16,75333.84,82027.79,75084.33,75686.17,83239.12,108066.09,96580.68,108890.09,126874.08,122613.4,140012.79,165143.78,154815.0,157430.36,179107.56,152494.32,169334.15,165282.13
167,79341.56,71632.99,92330.29,95083.55,66919.08,79480.12,90560.06,70651.54,77625.97,92401.82,90845.8,108306.96,130434.53,138072.89,171293.9,212610.85,181420.46,124912.92,66702.4,56486.98,82313.61,74249.23,99160.44,121840.54,75385.38,85681.41,82279.56,71172.13,62012.57,72439.32,90501.43,105434.43,137196.33,110218.49,104468.51,102627.49,109983.7,131747.23,155285.49,165423.46,151395.91,199617.5,233996.38,209539.29,164081.04,196238.85,195378.72,171874.95,192198.55,148450.61,152256.69,150720.14,146571.38,117087.95,122579.01,123403.84,98483.52,93651.64,97068.36,107044.32,82282.85,57181.1,74912.67,85616.84,75498.54,77616.04,87383.75,107193.39,98193.82,110838.16,127184.76,122220.27,147899.7,168438.51,153222.73,161569.02,184486.55,159963.3,171388.27,171162.87
168,83459.18,73709.38,91682.67,93769.77,71975.87,79917.87,90553.05,74673.16,78390.32,94569.85,94748.54,113723.33,133396.78,138189.16,173043.5,229368.25,185152.05,129788.05,66585.14,59545.97,87794.09,75014.87,105403.93,126506.84,78284.68,85143.35,82618.68,72151.0,64100.02,77623.08,94279.71,109456.07,143541.17,111682.91,104018.24,104763.59,113328.76,142732.23,161660.52,167485.89,156405.63,204360.07,228831.89,206052.67,168324.33,205003.31,192905.15,181626.19,185918.24,155044.73,157765.86,155410.68,149914.16,122377.45,123003.9,118926.58,98357.21,97965.19,101826.08,108557.63,84148.3,62609.81,82548.95,85619.15,73400.81,81335.75,90743.81,107658.37,93934.24,115640.67,129634.64,128409.68,149449.15,180106.55,160164.63,167676.21,180833.49,159299.32,184427.02,171834.23
169,85442.96,73561.89,91266.99,89447.63,75223.02,81193.44,84014.59,75080.22,81025.85,99556.87,96146.74,115687.3,134647.41,141965.13,172108.98,231730.68,197925.42,140826.91,67033.52,53316.52,95107.17,73539.86,112274.66,131187.03,77365.79,85250.76,82928.02,68514.7,63001.89,83120.34,94548.71,114044.1,144879.32,116953.4,99891.15,101782.87,116685.51,149372.9,160011.45,166688.63,161083.01,212420.22,231510.9,198319.86,169999.21,202906.77,186448.97,190064.94,189964.85,158015.15,160599.17,157423.86,149765.71,127443.76,118256.35,119137.86,95702.33,102534.9,104450.67,105434.5,82557.26,69900.0,86502.77,84083.65,73183.13,80972.15,95235.83,104848.69,92632.51,118600.65,123504.19,136341.49,158463.26,192244.04,165994.15,173709.23,176762.93,178289.72,183815.02,175294.61
170,84718.69,76303.58,91844.25,93203.9,74757.67,84643.01,90884.52,74103.05,84990.6,102126.55,95286.82,113653.04,126558.4,145255.79,182492.8,236982.7,206571.38,144662.58,68275.09,53988.75,91028.49,69663.43,115487.1,131989.82,73200.12,85974.74,83303.45,69818.54,60489.6,86956.77,98112.18,114900.37,141498.28,113153.85,102304.83,103804.79,118789.44,148222.1,161707.15,168777.63,165736.02,211993.43,248687.47,202025.41,174602.01,209096.76,184944.69,197016.15,191109.12,158340.09,164424.9,158449.73,144474.62,131300.02,116905.43,117349.75,98126.98,105938.46,107687.71,104507.62,86841.16,73884.26,87693.23,84535.5,73875.2,83368.53,87369.52,109693.69,90586.3,123682.73,124547.47,136186.96,168760.36,201155.12,171857.5,173928.97,182047.24,184213.12,182450.18,179561.51
171,83565.19,82909.36,91728.86,92798.06,75090.69,88439.72,91099.65,75361.2,91090.64,99516.63,94084.37,113464.66,124081.96,149936.92,195145.63,236772.16,220869.27,132035.97,52928.48,60569.1,93363.02,75703.0,116474.49,125079.62,71167.88,75926.49,84988.15,68533.25,58886.98,90748.42,97322.12,118730.55,151575.97,109922.18,111178.04,104735.0,123308.02,151573.12,162536.97,161738.54,173592.52,220553.47,252875.56,207858.48,176658.16,213643.04,188369.15,203262.33,185977.82,166725.22,167708.57,161417.25,149774.13,134413.63,126372.77,120518.46,95919.83,110333.26,109540.83,103292.68,83143.34,75481.2,89152.1,84022.63,77948.71,85896.33,86851.37,111611.2,96040.58,129371.46,125676.81,138079.43,173884.06,199930.72,170834.6,180628.48,182904.39,188870.07,183427.37,177646.4
172,84969.86,81822.55,94653.24,90671.6,78535.14,95534.63,86333.11,78593.69,95582.48,95783.17,94745.38,118125.84,126017.53,156231.19,202341.82,241525.69,208894.22,120444.52,47425.46,78885.38,84666.45,82467.24,111124.49,120483.53,72760.68,79542.65,74137.58,67942.38,60478.24,95207.77,99966.99,124168.01,152856.25,108929.91,117599.25,105049.01,128629.89,153030.22,163785.2,163857.52,181753.36,220879.23,246214.18,216995.17,183429.62,217909.97,187690.1,206325.24,173111.6,171008.09,170253.36,164713.56,142766.07,137676.98,130105.81,125255.19,85654.84,109602.37,109183.51,101127.62,81383.4,81059.21,89305.8,84575.01,82745.19,84765.63,91727.86,110302.49,97084.74,135592.13,125857.4,142353.59,175235.67,200774.69,167596.82,188562.25,190447.71,189027.65,187717.01,179429.76
173,85438.33,83614.09,96493.34,93545.29,79689.76,99074.38,85792.26,73247.09,95638.26,93111.24,97533.5,121273.68,133095.36,159390.15,193615.88,247342.67,189015.6,117708.56,42031.49,93280.66,86609.37,86409.32,116719.3,116976.41,75383.37,81770.41,68628.59,71232.56,64448.09,97779.89,105608.7,127379.88,152833.34,113705.14,123488.73,100398.94,131911.98,151788.08,169591.81,159273.45,184465.68,234935.65,246076.06,221727.94,188934.77,217086.53,195669.87,204591.66,153855.89,171876.88,170153.81,157783.88,142463.65,136804.79,134432.9,119515.69,85917.74,108344.04,110242.63,99606.39,82252.3,83907.25,90608.06,85836.0,83800.47,87315.68,98527.46,111746.19,92465.24,138465.74,124029.17,146424.92,181223.19,210305.8,178150.74,195463.0,196984.08,190178.97,185716.63,181478.06
174,81594.02,84169.28,96085.56,92007.17,81378.76,103290.14,86648.28,73965.57,97274.73,90964.16,103058.13,125679.18,139787.6,164074.38,196230.16,270586.14,186192.66,122732.98,45106.61,101682.44,83328.69,91753.1,124512.48,124938.97,91329.22,84594.86,71788.84,75801.31,67763.96,100694.61,109293.72,125714.69,149434.38,121819.51,121574.19,107183.28,123582.2,155862.35,175787.4,162812.46,193178.05,253382.11,260707.62,227372.19,195228.8,226760.17,191869.53,205032.1,158534.68,170271.13,177395.35,158444.15,142987.34,140029.12,134994.43,114978.27,86862.02,108335.88,110180.41,101310.72,73394.35,84764.91,93525.48,87437.01,84245.43,89056.67,103925.44,109990.14,93186.35,139942.66,123398.84,150212.36,178451.87,217369.94,178103.43,201433.38,197816.61,192159.87,189764.08,182083.62
175,82478.54,88619.19,97760.7,90350.27,83182.61,97324.65,84222.08,74007.01,101895.95,92399.66,107604.61,128419.16,146426.52,173958.83,203768.88,287197.44,185025.6,120170.41,68843.4,97447.5,80891.99,98780.45,127883.7,127212.17,92775.93,84190.53,74190.38,76357.54,68278.07,96620.4,108639.12,127102.86,147507.58,120422.25,119047.36,112146.44,132294.04,164070.13,177828.82,164769.68,198294.6,253127.09,260469.65,216048.66,203635.37,226534.38,195224.34,213399.19,163823.74,175930.11,175718.74,162299.68,135231.2,143119.52,132877.34,115146.5,90191.43,107182.96,114853.35,100145.54,71119.89,79315.64,93496.59,86113.66,90927.37,94026.51,108068.27,111371.31,94422.41,137070.52,135259.46,147938.36,183019.91,231897.85,175542.42,211382.79,182770.7,197804.44,192047.3,185788.92
176,83367.29,92789.28,102716.47,87090.69,83787.62,99849.64,88190.47,76788.61,105526.58,93968.79,107591.11,132442.04,149774.92,184999.11,219283.84,299880.63,186158.5,103423.78,76463.25,97469.4,79760.97,101682.91,130239.8,110194.79,89462.14,94019.43,78223.53,77513.31,69900.01,99586.34,107804.85,136729.24,126740.52,118315.12,118740.06,114742.27,138240.77,169691.94,176358.14,158513.51,204219.55,265809.63,252937.27,208477.66,210122.08,218646.48,190410.25,212740.09,163348.18,181517.83,179672.09,168636.82,131365.29,145984.23,138040.06,116366.48,96400.23,110347.45,113955.1,102644.14,64476.54,79131.81,96277.64,85597.45,91788.45,95975.14,111632.54,102624.02,106346.35,142109.69,137659.02,145647.56,179023.05,225369.05,179424.29,212849.91,175337.18,197701.86,193269.87,188802.1
