,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989
88,31113.69,29147.54,36406.1,35308.76,34072.37,33164.24,29476.27,28919.18,28409.38,32310.05,31133.73,27710.04,34600.31,31316.7,28395.13,34604.82,34429.75,34006.19,41672.53,42481.49,51095.02,63265.01,69026.23,55660.37,29948.39,11780.0,21876.14,24539.04,25928.95,38512.41,45275.83,29508.75,33507.51,28706.27,25143.96,21912.58,33381.83,34658.34,42756.1,50821.2,37397.25,40472.49,35012.62,40177.63,45014.57,45282.0,44422.48,49024.71,57498.39,61540.68,52175.19,42470.77,49533.61,41493.51,43683.85,36179.36,37822.38,40827.77,41369.2,36485.75,37018.66,36463.58,36666.98,25307.43,32878.65,33743.63,32389.81,26578.66,27843.97,31624.67,30803.34,30221.42,31216.25,34087.09,41037.15,34782.84,46284.07,41446.02,45555.21,52786.59,56182.82,44074.8,48427.14,46184.52,44759.88,43062.15,40769.46,37458.96,40585.98,45552.83
89,30594.35,29671.49,37536.78,34093.37,35252.06,33654.47,28473.11,29261.02,29213.35,33122.75,32305.96,28294.79,36059.43,31289.73,26622.54,34795.96,33636.53,35184.3,42963.34,45061.18,52320.49,60724.07,70902.99,50561.31,29489.44,10638.28,26119.43,25313.22,27371.97,40639.29,44117.44,30726.9,34591.76,26719.51,26536.07,23532.06,34465.03,36802.94,44046.7,50999.58,39224.82,42688.32,33639.31,41403.15,44851.78,47108.16,43389.5,49976.31,61393.33,61732.88,53549.73,43988.27,49583.61,43508.92,43560.5,32374.32,38256.71,41035.57,39845.39,36631.85,37000.08,37895.06,35182.87,25589.35,32700.7,34270.3,32091.48,27052.8,29008.65,32263.35,31435.02,30778.27,32328.17,36792.47,41742.64,33292.18,47450.33,41028.51,47055.64,54798.66,59072.24,47084.5,50431.06,48008.06,45267.25,42837.72,41475.68,38228.4,42236.03,46490.33
90,32261.82,31254.7,38561.97,32855.21,35599.92,34182.1,29353.74,28116.57,29585.48,33162.1,31950.59,29071.92,37771.01,31772.95,27055.01,35564.25,33028.04,37358.49,44705.37,47518.87,54051.58,61741.96,77794.51,50020.85,30983.52,11654.48,28702.4,24551.68,29269.91,43542.77,47295.41,37406.4,35932.46,28114.22,28413.99,24920.19,35673.35,38271.05,43647.79,50046.63,42216.39,42202.86,36108.88,38970.84,46264.81,49049.56,44573.6,52563.16,66452.44,65643.42,55149.79,45696.69,52041.3,42899.59,43899.98,33612.4,38137.31,43023.01,40238.55,36990.42,38093.78,38265.16,34044.0,26075.28,32899.14,34447.38,32834.71,24306.33,29485.97,33481.82,32193.4,31110.84,33142.92,38982.71,41249.5,33724.89,48139.25,41005.57,48469.15,54158.55,61275.34,47291.63,52201.2,48441.86,45973.89,44012.85,41852.3,38380.04,44095.54,45216.88
91,30323.09,33092.59,39989.04,34156.4,34386.42,35465.46,30638.53,28602.57,31334.95,33922.55,31549.77,29892.9,35748.82,31046.88,27238.79,37431.01,33722.15,39184.84,45858.08,49966.45,57506.59,64316.31,82791.69,49923.29,30556.6,18123.98,27708.45,24031.62,31718.65,44903.93,48322.0,38148.82,35900.17,29215.96,28787.91,25278.0,34397.66,38217.67,44310.27,49583.72,41908.85,41500.38,37972.57,41925.56,48914.94,49833.67,45326.57,54176.76,66606.16,65809.28,52622.18,47909.12,52226.29,43893.67,45946.09,34987.32,39652.36,42844.71,41447.96,35194.12,39155.06,37871.89,34297.87,27283.82,32746.89,36112.35,32644.8,23733.15,27756.83,33644.53,31871.53,33759.05,35167.7,40707.92,41934.26,34345.33,47327.75,45150.63,47923.25,55750.48,65596.11,46827.52,55012.96,44969.18,47563.31,44781.01,42945.6,39922.4,44674.85,46967.94
92,30494.8,33218.33,40521.05,34889.06,32999.4,36143.65,31427.36,29090.89,32992.76,35829.54,30581.86,30283.29,36848.92,32685.06,28436.37,38939.07,34466.99,39349.79,47473.69,51294.7,61355.06,69422.63,86665.34,50447.07,26490.58,20372.93,27923.92,23895.38,32847.53,45911.21,41998.45,36927.7,40247.07,30967.66,29389.28,26048.76,35632.85,38098.91,47857.6,42761.05,41350.4,41570.44,39038.08,44011.92,50800.45,49631.2,43811.26,56017.14,70174.84,64125.16,50999.96,49676.77,50636.02,43044.52,46047.45,35129.62,41158.29,44043.69,43299.22,34403.1,40158.17,39560.87,34866.3,29376.16,33918.71,36023.22,33652.99,21683.4,27868.88,34822.63,31846.42,34246.73,36065.01,42219.86,38791.64,38874.16,49253.88,46140.09,47368.32,54728.47,63954.2,48086.35,55618.18,43359.53,47770.07,45302.74,43882.12,40602.17,46697.23,48275.88
93,27657.34,34118.22,41175.19,37009.07,33691.72,36568.31,30925.41,29578.38,35322.07,37464.18,29479.75,32124.64,39275.04,33255.09,29346.33,40333.39,34495.66,39384.04,49600.71,50706.5,60992.69,71416.61,78060.1,44037.17,23440.37,17995.53,25632.59,24538.4,34189.09,48831.45,36413.02,41579.46,41162.93,31775.19,28724.64,28489.18,35804.44,39554.07,50377.61,42310.53,42962.75,43256.45,40626.07,46455.26,51158.99,49179.58,45709.32,57893.45,67205.95,63860.18,48334.86,52203.33,51077.83,42671.36,47021.43,34471.33,41717.34,45268.3,44738.43,34558.18,40548.66,40994.2,35690.24,30464.28,33632.48,36526.39,35441.76,22555.56,29617.53,34085.76,31494.13,33642.57,35201.83,43981.63,39816.73,42694.26,49926.04,46301.33,48431.04,55030.69,56703.26,50275.02,56130.14,42702.78,48208.11,45115.5,44781.58,40772.58,47477.48,50627.37
94,26526.25,36932.9,41472.29,37476.44,35555.39,36657.68,30635.65,30068.15,37056.6,38855.63,27582.84,33495.41,38643.91,32089.86,31453.15,38858.86,36073.16,42142.68,51709.2,51942.76,62968.41,76836.17,57956.75,41385.14,24273.14,18279.65,26708.44,25685.43,37886.8,50711.23,33745.43,42111.79,40936.94,33037.05,27897.14,29455.53,34642.94,39792.18,52552.21,42656.76,43002.13,41398.58,41778.44,46990.01,50349.65,51335.95,47303.42,60745.08,72317.06,63751.22,47813.61,54298.1,51772.47,44541.4,49629.17,37323.28,41941.11,46046.78,45574.4,36759.43,39724.22,42082.45,36400.04,30878.35,32501.9,38811.56,33347.52,23760.39,30577.96,34312.67,32157.67,32153.5,35439.82,46371.72,41385.83,44974.44,49706.08,47251.27,51904.33,57333.32,50056.46,49607.78,55461.43,44335.42,48566.69,46717.05,45136.34,40972.62,48955.05,53550.36
95,28402.2,38265.5,42464.7,36933.97,36218.37,35834.49,31101.33,29255.98,37627.51,37817.97,27215.52,33376.66,38041.33,29736.02,33096.09,39309.61,37844.52,44976.79,53117.75,53705.34,65036.23,77724.28,60850.7,39167.33,20199.81,18135.25,27684.14,26311.02,38352.36,50358.92,33753.34,41369.99,40482.06,32195.59,26598.28,30116.8,35611.4,41182.73,53971.12,44463.53,42872.77,41688.5,43494.68,47442.24,52516.92,54005.03,48527.26,64115.16,73565.65,65254.61,48318.34,55828.44,53924.65,46096.99,50561.47,39412.3,43303.01,45709.08,45829.45,37375.08,41319.22,42978.17,34908.83,33457.92,35200.22,40066.64,31413.0,22648.82,30564.98,35973.9,32484.21,33127.1,37361.47,46144.3,42227.93,45937.58,49994.07,47268.03,55013.89,58667.94,49737.72,51119.25,57337.93,46730.79,49373.84,48604.38,45890.35,40901.47,50974.77,54546.96
96,29999.02,38709.47,41863.25,38174.36,36599.51,35868.94,32746.47,30134.78,37355.8,37291.4,29314.66,33565.72,38022.34,31451.3,33425.48,40206.93,39456.33,47178.45,54243.58,53677.98,65579.41,83665.74,62021.78,40728.22,20286.25,19247.05,29604.89,26652.98,40766.35,52216.0,35041.05,41048.78,40586.33,32633.2,27526.39,32295.93,37106.71,42737.18,56387.92,45016.69,42654.73,42529.69,44787.58,51365.63,54628.97,54634.55,50117.3,65549.46,71817.88,64082.99,49566.62,58289.92,53224.47,48735.63,48913.33,41219.45,44897.81,47138.45,46876.16,39102.12,41472.59,41415.96,34894.85,35036.79,36952.38,40630.65,32159.34,24871.49,33707.54,35968.51,31585.98,34718.14,38780.99,46286.1,40357.75,47876.58,50898.61,49617.89,55519.53,62651.79,51967.7,53025.88,56153.06,46544.08,53127.2,48797.91,46825.37,42068.09,51170.48,56418.67
97,29422.91,38107.64,40885.8,39367.52,36803.14,35112.37,33702.28,30239.24,37351.77,35735.3,30810.05,34263.54,35425.07,31782.5,34711.03,42492.89,40202.56,48158.61,54920.47,55325.23,65404.84,84717.26,66516.87,44422.64,20639.56,17418.06,32288.34,26316.54,43611.82,54317.69,34774.01,41230.24,40863.67,31124.91,27206.7,34756.26,37385.94,44710.54,57088.98,47317.52,41120.52,41481.58,46291.31,53953.78,54270.12,54579.83,51831.46,68352.41,72874.04,61884.18,50284.19,57918.91,51666.9,51246.23,50221.07,42250.06,45935.42,47969.9,47042.88,40939.38,40065.2,41685.55,34139.95,36870.9,38098.05,39639.3,31726.48,27958.16,35495.71,35480.51,31646.46,34718.66,40864.81,45229.26,39951.43,49269.32,48657.04,52870.51,59063.67,67083.33,54074.25,55153.0,55098.67,52342.81,53175.76,50012.79,47158.87,44053.86,54577.73,59260.67
98,31164.5,39147.64,42427.73,39438.79,38396.6,34968.87,33587.42,31536.42,37754.26,37412.89,30782.71,35884.62,38493.74,31524.59,36572.72,43750.32,40002.27,47470.8,51777.19,56786.8,69541.88,86829.03,69633.18,45849.88,21239.58,17844.65,31094.65,25109.37,45040.51,54814.31,33038.8,41710.24,41173.39,31862.59,26268.95,36528.59,38973.49,45221.41,55925.8,45942.53,42282.07,42474.83,47300.37,53725.47,55047.22,55472.17,53543.18,68423.51,78509.06,63258.13,51873.18,59919.67,51479.08,53363.74,50762.31,42573.04,47261.6,48501.22,45585.98,42393.46,39805.48,41251.81,35200.97,38291.07,39472.05,39471.2,33559.56,29731.01,36151.28,35831.03,32100.76,35906.28,37631.98,47480.93,39219.76,51549.95,49242.52,52986.52,63097.41,70397.59,56198.53,55434.02,56966.12,54312.05,53004.23,51462.67,46852.81,45556.43,54837.24,59258.6
99,33386.42,41432.57,41929.51,39803.74,40131.6,35457.19,33299.06,34443.79,37870.9,37418.09,31083.78,37659.05,38743.28,32219.3,39363.51,42784.05,39655.31,47553.01,50926.23,58797.01,74555.57,86938.78,74668.22,42040.19,16629.17,20247.18,32095.73,27491.51,45602.14,52098.58,32261.56,36948.33,42132.01,31415.02,25720.95,38288.2,38829.39,46907.79,60093.83,44792.57,46126.78,43022.05,49276.73,55132.59,55529.97,53355.12,56299.12,71403.19,80046.82,65303.92,52707.57,61453.79,52666.83,55297.14,49629.63,45074.95,48435.81,49630.28,47477.82,43611.91,43244.69,42564.99,34595.15,40076.5,40341.13,39191.33,32299.51,30545.7,36919.3,35770.74,34031.84,37154.27,37562.42,48467.42,41743.96,54090.24,49862.9,53900.78,65201.91,70163.08,56069.11,57787.8,57448.62,55912.93,53513.7,51137.7,45645.4,47399.3,55315.11,57600.55
100,35727.26,43342.91,41767.06,41203.34,40622.79,35014.22,34031.97,34152.19,39246.89,36724.68,32679.31,40849.73,36865.02,33763.83,41466.11,41328.13,40094.08,49673.61,51887.99,61446.57,77490.7,88874.62,70809.83,38540.8,15087.84,26632.46,29285.02,30152.43,43673.75,50340.09,33129.89,38841.3,36859.85,31283.53,26570.9,40336.5,40059.54,49236.38,60774.89,44552.9,48962.86,43315.84,51580.79,55851.99,56156.58,54261.29,59162.96,71716.87,78144.17,68396.49,54956.68,62911.55,52705.82,56367.48,46415.8,46473.1,49399.38,50864.17,45457.56,44883.23,44726.7,44438.79,31061.78,39998.0,40394.72,38546.31,31787.53,32982.79,37146.2,36164.06,36286.97,36816.84,39833.82,48050.42,42352.15,56860.09,50106.42,55749.58,65892.87,70654.77,55208.22,60545.11,60039.43,56181.41,54994.2,51879.05,46500.33,49364.41,56993.29,63305.2
101,36307.59,44638.72,40284.87,42572.78,41161.76,33776.53,34389.87,35064.56,40175.57,38060.91,33323.37,42525.21,36789.32,31611.09,41643.48,40325.11,41436.86,51161.42,54975.72,62865.94,74319.92,91205.9,64252.67,37869.52,13555.24,31729.35,30157.83,31789.29,46054.87,49031.19,34471.37,40059.05,34233.54,32944.87,28474.59,41588.69,42499.38,50686.21,60937.22,46678.71,51585.0,41554.63,53070.56,55584.07,58352.59,52941.36,60255.75,76501.56,78311.36,70105.1,56832.43,62898.32,55185.51,56124.9,41461.82,46943.94,49594.88,48930.48,45571.26,44804.27,46418.78,42586.13,31345.8,39724.01,40973.3,38143.11,32303.17,34313.89,37852.3,36861.81,36902.43,38081.83,42950.92,48833.76,40481.54,58229.18,49547.01,57523.32,68332.77,74212.33,58902.86,62977.86,62319.53,56746.01,54628.97,52698.94,47387.59,51311.12,58094.7,67067.67
102,38181.57,45808.22,38777.9,42937.65,41746.15,34772.61,33003.19,35458.56,40166.79,37598.41,34193.33,44496.73,37313.3,32076.43,42510.96,39545.02,43950.42,53184.95,57911.83,64891.46,75504.09,99980.24,63489.86,39703.06,14767.25,34804.45,29203.16,33952.29,49314.23,52540.25,41934.54,41572.72,35936.44,35205.52,30095.88,42990.51,44156.91,50192.47,59749.09,50186.42,50943.96,44536.42,49877.2,57267.45,60689.1,54325.43,63317.71,82731.64,83191.04,72106.82,58952.22,65936.05,54337.74,56478.65,42964.33,46736.06,51939.02,49350.77,45949.26,46071.08,46810.72,41153.7,31879.4,39907.53,41134.2,38977.28,28978.9,34831.72,39237.49,37707.58,37249.03,38996.13,45464.6,48215.7,40949.47,59012.06,49464.58,59189.46,67466.72,76905.42,59091.7,65116.69,62795.46,57559.87,56047.01,53100.02,47509.38,53510.25,56435.75,71299.86
103,40363.82,47453.77,40266.71,41421.73,43251.87,36245.96,33530.11,37500.86,41030.72,37083.47,35114.14,42072.45,36418.58,32247.2,44689.32,40324.01,46053.02,54506.51,60833.04,68983.59,78589.48,106315.11,63289.9,39077.05,22849.9,33544.85,28537.44,36751.47,50826.2,53659.05,42741.7,41498.29,37262.75,35602.65,30472.87,41401.3,44059.34,50919.01,59146.81,49772.97,50042.33,46768.25,53573.09,60478.88,61593.14,55183.53,65205.99,82854.85,83325.25,68716.47,61718.82,66094.54,55519.75,59024.84,44639.32,48529.28,51669.27,50770.84,43654.39,47297.64,46269.99,41405.02,33294.47,39666.53,43069.87,38704.54,28247.58,32746.29,39385.66,37288.96,40364.33,41331.92,47434.51,48974.12,41644.9,57957.12,54404.91,58463.93,69379.61,82251.71,58443.01,68551.62,58214.21,59477.07,56946.07,54409.02,49350.65,54155.55,58549.57,71918.1
104,40458.15,48036.97,41084.8,39699.52,44019.01,37131.94,34059.54,39431.34,43278.9,35903.8,35529.1,43321.81,38295.4,33616.72,46437.86,41163.08,46203.23,56376.93,62390.34,73544.52,84764.27,111203.73,63877.36,33808.74,25603.96,33749.67,28328.45,38020.44,51937.2,46618.82,41349.93,46481.79,39414.27,36280.51,31346.75,42832.79,43886.84,54958.17,50965.43,49062.56,50072.63,48015.85,56156.11,62742.88,61278.52,53282.49,67365.74,87222.83,81119.44,66511.76,63909.97,64009.17,54372.39,59073.16,44742.14,50309.57,53059.39,52974.91,42608.61,48453.01,48271.13,42035.75,35784.27,41027.96,42914.11,39851.35,25763.74,32833.39,40721.45,37218.04,40896.2,42341.96,49154.77,45266.07,47072.47,60252.6,55542.1,57728.49,68041.21,80123.51,59943.29,69236.66,56048.44,59665.5,57531.46,55518.36,50125.09,56548.05,60109.61,73147.95
105,41494.37,48764.59,43534.35,40478.26,44477.26,36494.07,34587.81,42161.32,45196.13,34568.63,37644.24,46127.64,38920.42,34645.33,48049.44,41147.32,46200.34,58852.87,61617.73,73058.66,87137.53,100088.66,55695.39,29846.94,22553.44,30929.94,29042.72,39534.45,55210.65,40400.88,46531.49,47502.24,40362.97,35397.73,34225.58,42986.06,45526.34,57816.03,50379.69,50926.37,52047.63,49904.1,59190.89,63120.95,60657.32,55530.66,69567.25,83468.24,80709.56,62952.23,67073.87,64492.41,53827.52,60239.84,43827.54,50932.16,54479.33,54673.34,42734.94,48869.18,49958.7,42973.79,37049.32,40626.79,43463.74,41920.5,26750.48,34846.4,39819.2,36765.67,40125.64,41286.56,51164.56,46420.62,51636.85,61013.72,55682.53,58963.62,68349.24,70976.61,62600.06,69805.42,55116.38,60142.67,57217.42,56579.88,50270.99,57435.87,62966.17,74725.33
106,44855.15,49069.44,44039.74,42661.93,44528.13,36107.56,35118.54,44179.41,46818.47,32304.74,39206.59,45343.9,37516.5,37084.18,46245.59,42977.26,49390.73,61305.16,63061.15,75372.06,93686.21,74252.09,52271.22,30827.69,22838.72,32171.69,30352.02,43769.37,57306.85,37422.05,47102.89,47205.53,41886.6,34316.86,35332.43,41541.08,45765.13,60276.24,50742.66,50925.99,49761.27,51256.03,59793.55,62059.5,63250.39,57408.0,72938.47,89744.03,80497.42,62186.46,69680.22,65294.4,56109.68,63495.68,47370.32,51145.58,55361.85,55633.92,45388.1,47822.69,51224.69,43773.86,37494.52,39208.1,46131.24,39400.04,28129.96,35931.12,40042.97,37498.75,38302.36,41522.81,53903.45,48208.15,54336.26,60685.29,56770.77,63129.79,71139.4,62594.64,61702.18,68907.09,57136.72,60520.69,59169.88,56953.17,50453.67,59165.95,66530.07,74230.73
107,46414.41,50196.24,43359.47,43404.47,43472.34,36611.23,34130.25,44809.94,45515.86,31833.36,39026.05,44594.72,34726.47,38974.26,46732.85,45036.22,52667.04,62926.62,65141.99,77794.29,94709.3,77875.17,49400.1,25591.56,22590.46,33291.55,31044.64,44270.18,56881.04,37410.43,46249.77,46645.57,40746.24,32659.87,36072.75,42649.23,47328.42,61869.0,52841.36,50726.31,50056.64,53297.74,60291.06,64664.62,66472.31,58834.95,76929.58,91225.71,82319.8,62754.81,71560.48,67932.03,57993.75,64607.03,49941.24,52745.48,54903.19,55885.49,46083.02,49687.2,52255.54,41929.74,40565.06,42404.4,47573.26,37071.43,26769.94,35872.55,41939.06,37838.88,39411.73,43729.81,53600.18,49148.38,55443.73,60977.07,56738.2,66850.46,72727.34,62126.69,63512.6,71169.15,60136.15,61457.06,61481.81,57829.6,50303.05,61549.37,67699.87,76562.88
108,46892.85,49437.79,44768.99,43806.64,43454.7,38499.17,35111.85,44435.42,44827.0,34242.05,39203.56,44527.98,36684.41,39315.33,47747.91,46901.19,55198.85,64210.12,65049.32,78390.09,101882.63,79288.22,51288.79,25622.67,23900.63,35542.08,31400.39,47016.21,58948.52,38815.65,45866.08,46728.35,41220.69,33732.86,38625.29,44384.05,49077.29,64602.66,53447.6,50420.04,51010.67,54816.26,65189.87,67196.35,67180.34,60701.53,78594.48,88990.41,80765.73,64282.84,74627.01,66974.23,61232.98,62420.45,52148.29,54624.37,56563.1,57098.53,48142.6,49815.73,50297.74,41857.9,42417.35,44455.95,48192.07,37903.72,29344.59,39511.19,41890.58,36752.0,41251.35,45345.75,53724.05,46932.06,57724.28,62017.21,59501.22,67403.94,77591.75,64836.08,65808.48,69629.94,59809.7,66052.35,61647.71,58929.48,51670.28,61727.84,69950.49,76747.18
109,46105.89,48236.86,46122.16,43996.58,42480.6,39575.87,35191.6,44379.81,42903.45,35943.85,39974.85,41445.29,37028.02,40779.77,50409.64,47736.77,56300.94,64961.91,66984.6,78128.38,103100.83,84945.08,55857.95,25990.9,21566.98,38703.97,30958.14,50257.58,61291.18,38499.04,46044.16,47010.48,39241.69,33278.31,41510.67,44664.45,51305.87,65370.42,56126.68,48560.16,49700.49,56591.2,68390.63,66689.67,67047.51,62716.86,81898.38,90228.82,77920.18,65121.95,74068.28,64940.32,64308.01,64004.39,53371.64,55824.48,57505.0,57239.95,50335.42,48071.9,50564.7,40899.06,44576.18,45776.7,46967.75,37347.35,32933.45,41560.38,41281.03,36781.02,41201.69,47736.52,52457.91,46418.84,59345.0,59227.17,63343.64,71642.88,83006.11,67389.06,68375.67,68254.28,67164.53,66041.93,63102.53,59272.41,54041.11,65777.03,73401.08,82067.01
110,47304.32,50006.9,46161.27,45846.23,42249.07,39395.96,36658.13,44807.17,44860.21,35869.75,41821.74,44988.05,36686.15,42919.11,51850.18,47449.16,55454.02,61198.19,68693.9,83013.97,105608.09,88837.73,57574.51,26668.91,22025.91,37220.99,29494.33,51865.36,61822.64,36558.25,46555.57,47329.92,40093.42,32070.8,43572.23,46506.13,51856.11,64004.45,54447.44,49882.81,50835.31,57760.56,68022.22,67578.39,68077.46,64727.71,81929.27,97131.53,79571.93,67087.44,76540.24,64628.87,66887.19,64611.2,53701.19,57374.0,58086.94,55408.19,52055.36,47705.94,49979.68,42114.56,46232.92,47370.32,46719.54,39456.21,34972.36,42283.1,41647.11,37267.65,42559.61,43920.44,55027.37,45528.74,62032.97,59878.03,63428.4,76471.99,87034.98,69961.8,68654.3,70496.19,69602.9,65758.9,64852.18,58812.59,55817.53,66032.69,73329.4,86830.17
111,50004.21,49373.32,46544.13,47863.0,42780.7,39013.42,39993.02,44895.62,44812.22,36178.42,43845.69,45236.2,37452.42,46145.78,50656.86,46988.48,55506.87,60145.02,71065.2,88942.52,105680.53,95172.71,52721.87,20822.24,24916.08,38364.11,32243.0,52474.55,58732.65,35678.19,41219.12,48394.75,39455.7,31341.29,45616.62,46282.18,53753.29,68737.42,53036.55,54367.04,51436.08,60108.98,69722.9,68105.61,65417.1,67998.32,85440.78,98964.09,82066.74,68076.2,78414.51,66043.17,69233.41,63089.84,56775.31,58738.02,59383.9,57644.68,53484.66,51768.87,51509.82,41337.33,48328.54,48357.31,46339.84,37930.71,35883.51,43136.86,41536.19,39466.78,43987.89,43796.71,56130.06,48416.02,65031.04,60571.02,64468.15,78961.28,86676.97,69729.53,71497.53,71024.1,71567.26,66320.55,64366.27,57223.87,58008.83,66551.18,71210.88,90185.26
112,52249.9,49135.69,48135.72,48396.19,42190.0,39826.91,39614.36,46475.7,43929.11,37992.05,47515.41,43002.46,39205.02,48563.73,48885.86,47458.74,57937.48,61232.15,74206.98,92389.61,107971.61,90176.78,48265.25,18826.75,32687.93,34956.25,35314.89,50220.32,56722.95,36617.65,43305.78,42307.5,39216.14,32314.01,48002.68,47695.09,56384.93,69481.71,52704.13,57659.95,51733.96,62854.7,70553.37,68808.98,66462.76,71396.67,85762.22,96545.14,85873.88,70889.03,80189.88,66017.41,70498.13,58928.75,58457.44,59845.86,60805.37,55134.37,54977.47,53487.43,53716.32,37067.99,48177.08,48367.17,45529.65,37284.93,38697.48,43358.53,41951.97,42039.48,43540.08,46400.32,55608.01,49080.81,68302.64,60806.37,66624.17,79738.45,87215.97,68589.15,74837.18,74155.87,71826.35,68084.17,65221.93,58219.83,60347.58,68512.45,78188.44,90372.72
113,53753.55,47347.57,49691.02,48986.08,40644.31,40201.54,40631.6,47525.4,45472.4,38699.18,49421.38,42871.88,36667.6,48727.13,47652.22,48997.85,59629.05,64825.61,75862.12,88559.21,110741.76,81751.99,47352.27,16851.11,38866.96,35944.32,37185.54,52919.89,55220.8,38079.46,44639.1,39260.02,41220.93,34564.71,49440.22,50545.6,58009.47,69633.08,55168.06,60698.76,49580.08,64606.82,70137.54,71433.24,64783.75,72657.07,91426.98,96683.59,87941.93,73217.83,80090.76,69045.8,70121.6,52567.63,58972.95,60023.42,58442.57,55212.62,54816.97,55455.61,51421.29,37354.31,47791.06,49005.37,45006.04,37844.28,40212.51,44139.17,42720.52,42712.33,44986.13,49986.13,56474.75,46875.12,69890.61,60068.45,68689.17,82630.21,91536.42,73104.17,77773.33,76901.72,72463.73,67563.65,66175.69,59255.43,62661.82,69779.68,82763.57,90866.46
114,55104.09,45532.46,50073.79,49629.76,41785.52,38539.02,41048.13,47466.59,44867.86,39668.04,51669.84,43439.95,37166.88,49697.5,46683.38,51918.87,61943.65,68238.06,78247.2,89917.59,121329.49,80701.06,49568.47,18282.88,42563.97,34756.56,39669.16,56626.36,59142.99,46299.6,46301.48,41176.01,43971.36,36469.98,51054.38,52464.15,57410.21,68242.14,59261.96,59898.79,53081.89,60661.97,72182.07,74227.35,66412.37,76289.33,98815.04,102636.18,90375.93,75858.34,83873.05,67912.66,70490.13,54390.2,58636.75,62799.08,58891.31,55611.07,56301.71,55870.53,49636.12,37937.77,47955.73,49144.27,45941.86,33910.14,40774.3,45710.53,43660.12,43074.0,46017.22,52867.6,55721.61,47377.2,70774.57,59909.34,70624.49,81525.36,94788.47,73268.37,80344.61,77421.12,73418.75,69247.32,66603.48,59334.25,65282.08,67733.28,87914.46,95326.67
115,57025.72,47233.62,48265.06,51367.38,43498.5,39110.83,43370.93,48438.5,44201.98,40695.24,48816.44,42357.8,37325.11,52198.49,47554.55,54352.53,63439.92,71630.87,83120.95,93538.24,128953.23,80366.28,48715.79,28185.38,40962.85,33914.49,42892.98,58325.5,60374.16,47170.69,46195.38,42659.58,44394.23,36867.4,49118.76,52297.95,58206.48,67520.88,58726.37,58793.58,55687.68,65091.9,76148.75,75268.88,67397.41,78506.13,98909.19,102734.31,86055.61,79327.62,83993.11,69315.27,73592.2,56428.71,60808.93,62415.03,60531.99,52778.03,57736.08,55173.29,49881.92,39568.54,47611.1,51401.53,45573.75,33011.83,38291.8,45841.06,43136.55,46634.48,48723.33,55115.31,56558.91,48142.17,69455.72,65828.09,69707.05,83777.19,101306.34,72395.33,84511.9,71710.8,75778.88,70289.13,68168.75,61558.25,66006.37,70213.17,88609.02,89050.63
116,57670.47,48147.51,46218.09,52227.37,44505.79,39685.38,45562.79,51042.39,42745.96,41136.12,50224.69,44497.44,38869.6,54196.11,48496.02,54482.18,65573.86,73416.79,88556.11,100832.14,134820.23,81031.1,42086.18,31508.17,41150.3,33616.24,44329.85,59563.98,52429.07,45615.8,51717.13,45086.21,45166.52,37865.0,50765.65,52043.44,62786.98,58152.33,57841.43,58783.57,57120.57,68167.21,78920.13,74821.87,65015.23,81048.21,104068.04,99949.43,83222.89,82054.71,81264.69,67811.71,73580.34,56480.3,62962.73,64034.91,63105.52,51457.03,59082.51,57505.18,50584.42,42473.32,49188.46,51163.43,46876.2,30069.8,38350.1,47352.83,43015.67,47210.06,49865.89,57071.78,52241.24,54372.84,72150.2,67144.36,68778.79,82104.47,98620.2,74182.93,85288.77,68978.86,75936.65,70943.52,69482.86,62450.95,68857.87,72027.86,90056.33,85063.16
117,58488.2,50971.05,47082.28,52720.77,43688.12,40258.36,48676.15,53254.27,41107.24,43543.55,53435.16,45182.29,40019.17,56032.74,48430.81,54431.68,68410.55,72461.88,87915.04,103602.68,121291.01,70582.33,37092.07,27696.71,37655.83,34412.96,46051.14,63280.49,45412.62,51310.09,52829.15,46136.42,43998.42,41279.83,50897.83,53936.23,66016.37,57451.14,59989.89,61055.13,59313.96,71788.05,79319.3,74001.54,67693.71,83639.0,99538.13,99378.01,78699.33,86026.97,81797.18,67060.79,74960.5,55249.8,63667.29,65689.64,65075.41,51551.88,59527.51,59462.1,51655.98,43923.19,48653.67,51766.09,49261.6,31177.36,40655.74,46263.38,42454.78,46283.21,48577.56,59363.06,53534.76,59603.03,73006.98,67255.9,70197.53,82418.5,87302.99,77399.12,85922.22,67766.79,76461.77,70489.61,70736.19,62560.86,69876.57,75393.89,91930.42,86552.44
